Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","605,992",20.00,20.00,1,,,,China
950440 - Playing cards,"861,077",20.00,20.00,1,,,,China
"950450 - Video game consoles and machines, other than those of subheading 9504.30","43,885,189",20.00,20.00,1,,,,China
950490 - Other,"3,121,873",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"21,609,392",20.00,20.00,1,,,,China
950590 - Other,"8,633,260",20.00,20.00,1,,,,China
950611 - - Skis,,20.00,20.00,1,,,,China
950612 - - Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,China
950619 - - Other,"15,707",20.00,20.00,1,,,,China
950621 - - Sailboards,"38,492",20.00,20.00,1,,,,China
950629 - - Other,"1,958,413",20.00,20.00,1,,,,China
"950631 - - Clubs, complete","20,596",20.00,20.00,1,,,,China
950632 - - Balls,"27,107",20.00,20.00,1,,,,China
950639 - - Other,"20,027",20.00,20.00,1,,,,China
950640 - Articles and equipment for table-tennis,"1,195,031",20.00,20.00,1,,,,China
"950651 - - Lawn-tennis rackets, whether or not strung","1,530,097",20.00,20.00,1,,,,China
950659 - - Other,"744,562",20.00,20.00,1,,,,China
950661 - - Lawn-tennis balls,"448,515",20.00,20.00,1,,,,China
950662 - - Inflatable,"12,511,939",20.00,20.00,1,,,,China
950669 - - Other,"429,394",20.00,20.00,1,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","10,495,639",20.00,20.00,1,,,,China
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","27,203,189",20.00,20.00,1,,,,China
950699 - - Other,"30,061,177",20.00,20.00,1,,,,China
950710 - Fishing rods,"2,426,348",20.00,20.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","465,030",20.00,20.00,1,,,,China
950730 - Fishing reels,"2,660,196",20.00,20.00,1,,,,China
950790 - Other,"1,248,647",20.00,20.00,1,,,,China
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,China
950890 - Other,"996,768",5.00,5.00,4,,,,China
,2016,"296,851,309",22.65,22.65,49,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","185,715,437",34.00,34.00,15,,,,China
950420 - Articles and accessories for billiards of all kinds,"57,618",20.00,20.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","188,989",20.00,20.00,1,,,,China
950440 - Playing cards,"653,001",20.00,20.00,1,,,,China
"950450 -Video game consoles and machines, other than those of subheading 9504.30","17,093,276",20.00,20.00,1,,,,China
950490 - Other,"2,944,389",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"18,698,073",20.00,20.00,1,,,,China
950590 - Other,"6,827,234",20.00,20.00,1,,,,China
950611 -- Skis,,20.00,20.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),"8,602",20.00,20.00,1,,,,China
950619 -- Other,"2,918",20.00,20.00,1,,,,China
950621 -- Sailboards,"5,191",20.00,20.00,1,,,,China
950629 -- Other,"2,219,361",20.00,20.00,1,,,,China
"950631 -- Clubs, complete","27,103",20.00,20.00,1,,,,China
950632 -- Balls,"15,679",20.00,20.00,1,,,,China
950639 -- Other,"14,863",20.00,20.00,1,,,,China
950640 - Articles and equipment for table-tennis,"609,732",20.00,20.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,391,594",20.00,20.00,1,,,,China
950659 -- Other,"455,388",20.00,20.00,1,,,,China
950661 -- Lawn-tennis balls,"375,221",20.00,20.00,1,,,,China
950662 -- Inflatable,"8,582,105",20.00,20.00,1,,,,China
950669 -- Other,"485,515",20.00,20.00,1,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","5,541,833",20.00,20.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","21,261,141",20.00,20.00,1,,,,China
950699 -- Other,"17,401,408",20.00,20.00,1,,,,China
950710 - Fishing rods,"2,159,360",20.00,20.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","333,067",20.00,20.00,1,,,,China
950730 - Fishing reels,"2,071,849",20.00,20.00,1,,,,China
950790 - Other,"961,476",20.00,20.00,1,,,,China
950810 - Travelling circuses and travelling menageries,"20,160",20.00,20.00,1,,,,China
950890 - Other,"729,726",5.00,5.00,4,,,,China
,2015,"518,844,388",22.65,22.65,49,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","269,443,369",34.00,34.00,15,,,,China
950420 - Articles and accessories for billiards of all kinds,"231,017",20.00,20.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","696,226",20.00,20.00,1,,,,China
950440 - Playing cards,"1,044,278",20.00,20.00,1,,,,China
"950450 -Video game consoles and machines, other than those of subheading 9504.30","53,896,039",20.00,20.00,1,,,,China
950490 - Other,"3,172,460",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"40,026,046",20.00,20.00,1,,,,China
950590 - Other,"7,412,960",20.00,20.00,1,,,,China
950611 -- Skis,,20.00,20.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,China
950619 -- Other,"3,397",20.00,20.00,1,,,,China
950621 -- Sailboards,"6,817",20.00,20.00,1,,,,China
950629 -- Other,"4,244,764",20.00,20.00,1,,,,China
"950631 -- Clubs, complete","7,431",20.00,20.00,1,,,,China
950632 -- Balls,"6,315",20.00,20.00,1,,,,China
950639 -- Other,"12,908",20.00,20.00,1,,,,China
950640 - Articles and equipment for table-tennis,"963,966",20.00,20.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,862,215",20.00,20.00,1,,,,China
950659 -- Other,"739,145",20.00,20.00,1,,,,China
950661 -- Lawn-tennis balls,"440,880",20.00,20.00,1,,,,China
950662 -- Inflatable,"14,128,823",20.00,20.00,1,,,,China
950669 -- Other,"832,999",20.00,20.00,1,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","8,611,895",20.00,20.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","43,479,897",20.00,20.00,1,,,,China
950699 -- Other,"59,430,407",20.00,20.00,1,,,,China
950710 - Fishing rods,"2,384,938",20.00,20.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","311,280",20.00,20.00,1,,,,China
950730 - Fishing reels,"1,933,754",20.00,20.00,1,,,,China
950790 - Other,"1,485,724",20.00,20.00,1,,,,China
950810 - Travelling circuses and travelling menageries,"33,068",20.00,20.00,1,,,,China
950890 - Other,"2,001,370",5.00,5.00,4,,,,China
,2014,"574,854,428",22.29,22.29,49,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","282,445,856",32.80,32.80,15,,,,China
950420 - Articles and accessories for billiards of all kinds,"199,510",20.00,20.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,407,773",20.00,20.00,1,,,,China
950440 - Playing cards,"924,252",20.00,20.00,1,,,,China
"950450 -Video game consoles and machines, other than those of subheading 9504.30","80,863,685",20.00,20.00,1,,,,China
950490 - Other,"4,654,381",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"38,725,669",20.00,20.00,1,,,,China
950590 - Other,"14,372,050",20.00,20.00,1,,,,China
950611 -- Skis,,20.00,20.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,China
950619 -- Other,"5,171",20.00,20.00,1,,,,China
950621 -- Sailboards,300,20.00,20.00,1,,,,China
950629 -- Other,"5,172,127",20.00,20.00,1,,,,China
"950631 -- Clubs, complete","5,526",20.00,20.00,1,,,,China
950632 -- Balls,"14,308",20.00,20.00,1,,,,China
950639 -- Other,"4,871",20.00,20.00,1,,,,China
950640 - Articles and equipment for table-tennis,"1,180,564",20.00,20.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,920,010",20.00,20.00,1,,,,China
950659 -- Other,"522,897",20.00,20.00,1,,,,China
950661 -- Lawn-tennis balls,"902,293",20.00,20.00,1,,,,China
950662 -- Inflatable,"17,148,759",20.00,20.00,1,,,,China
950669 -- Other,"1,830,700",20.00,20.00,1,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","8,532,405",20.00,20.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","52,906,622",20.00,20.00,1,,,,China
950699 -- Other,"52,650,435",20.00,20.00,1,,,,China
950710 - Fishing rods,"2,906,758",20.00,20.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","552,206",20.00,20.00,1,,,,China
950730 - Fishing reels,"2,175,515",20.00,20.00,1,,,,China
950790 - Other,"1,406,023",20.00,20.00,1,,,,China
950810 - Travelling circuses and travelling menageries,797,20.00,20.00,1,,,,China
950890 - Other,"1,422,965",5.00,5.00,4,,,,China
,2013,"642,103,768",22.29,22.29,49,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","319,270,537",32.80,32.80,15,,,,China
950420 - Articles and accessories for billiards of all kinds,"167,312",20.00,20.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,289,379",20.00,20.00,1,,,,China
950440 - Playing cards,"1,058,445",20.00,20.00,1,,,,China
"950450 -Video game consoles and machines, other than those of subheading 9504.30","114,958,971",20.00,20.00,1,,,,China
950490 - Other,"6,070,579",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"44,638,885",20.00,20.00,1,,,,China
950590 - Other,"13,831,473",20.00,20.00,1,,,,China
950611 -- Skis,,20.00,20.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,China
950619 -- Other,"54,043",20.00,20.00,1,,,,China
950621 -- Sailboards,"40,511",20.00,20.00,1,,,,China
950629 -- Other,"3,991,395",20.00,20.00,1,,,,China
"950631 -- Clubs, complete","10,742",20.00,20.00,1,,,,China
950632 -- Balls,"24,661",20.00,20.00,1,,,,China
950639 -- Other,"13,838",20.00,20.00,1,,,,China
950640 - Articles and equipment for table-tennis,"874,403",20.00,20.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","2,203,729",20.00,20.00,1,,,,China
950659 -- Other,"639,840",20.00,20.00,1,,,,China
950661 -- Lawn-tennis balls,"793,896",20.00,20.00,1,,,,China
950662 -- Inflatable,"17,296,535",20.00,20.00,1,,,,China
950669 -- Other,"2,158,266",20.00,20.00,1,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","6,432,103",20.00,20.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","51,163,480",20.00,20.00,1,,,,China
950699 -- Other,"45,804,596",20.00,20.00,1,,,,China
950710 - Fishing rods,"3,348,000",20.00,20.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","546,375",20.00,20.00,1,,,,China
950730 - Fishing reels,"2,407,270",20.00,20.00,1,,,,China
950790 - Other,"1,727,932",20.00,20.00,1,,,,China
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,China
950890 - Other,"1,286,572",5.00,5.00,4,,,,China
,2012,"675,128,457",22.29,22.29,49,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","361,417,697",32.80,32.80,15,,,,China
950420 - Articles and accessories for billiards of all kinds,"384,835",20.00,20.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,656,063",20.00,20.00,1,,,,China
950440 - Playing cards,"993,204",20.00,20.00,1,,,,China
"950450 -Video game consoles and machines, other than those of subheading 9504.30","79,817,742",20.00,20.00,1,,,,China
950490 - Other,"6,446,872",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"53,000,463",20.00,20.00,1,,,,China
950590 - Other,"15,485,045",20.00,20.00,1,,,,China
950611 -- Skis,,20.00,20.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),"10,308",20.00,20.00,1,,,,China
950619 -- Other,"14,863",20.00,20.00,1,,,,China
950621 -- Sailboards,"72,203",20.00,20.00,1,,,,China
950629 -- Other,"3,168,617",20.00,20.00,1,,,,China
"950631 -- Clubs, complete","6,137",20.00,20.00,1,,,,China
950632 -- Balls,"42,784",20.00,20.00,1,,,,China
950639 -- Other,"58,080",20.00,20.00,1,,,,China
950640 - Articles and equipment for table-tennis,"1,200,111",20.00,20.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","2,121,031",20.00,20.00,1,,,,China
950659 -- Other,"505,829",20.00,20.00,1,,,,China
950661 -- Lawn-tennis balls,"716,161",20.00,20.00,1,,,,China
950662 -- Inflatable,"17,970,458",20.00,20.00,1,,,,China
950669 -- Other,"2,628,732",20.00,20.00,1,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","7,769,847",20.00,20.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","55,263,681",20.00,20.00,1,,,,China
950699 -- Other,"54,210,183",20.00,20.00,1,,,,China
950710 - Fishing rods,"3,998,231",20.00,20.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","310,606",20.00,20.00,1,,,,China
950730 - Fishing reels,"2,901,156",20.00,20.00,1,,,,China
950790 - Other,"1,748,046",20.00,20.00,1,,,,China
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,China
950890 - Other,"1,209,473",5.00,5.00,4,,,,China
,2011,"590,735,000",22.55,22.55,51,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","337,627,000",34.00,34.00,15,,,,China
950410 - Video games of a kind used with a television receiver,"59,822,000",20.00,20.00,3,,,,China
950420 - Articles and accessories for billiards of all kinds,"230,000",20.00,20.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","1,563,000",20.00,20.00,1,,,,China
950440 - Playing cards,"927,000",20.00,20.00,1,,,,China
950490 - Other,"13,336,000",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"38,350,000",20.00,20.00,1,,,,China
950590 - Other,"10,823,000",20.00,20.00,1,,,,China
950611 -- Skis,,20.00,20.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,China
950619 -- Other,"17,000",20.00,20.00,1,,,,China
950621 -- Sailboards,"11,000",20.00,20.00,1,,,,China
950629 -- Other,"2,410,000",20.00,20.00,1,,,,China
"950631 -- Clubs, complete","10,000",20.00,20.00,1,,,,China
950632 -- Balls,"32,000",20.00,20.00,1,,,,China
950639 -- Other,"18,000",20.00,20.00,1,,,,China
950640 - Articles and equipment for table-tennis,"968,000",20.00,20.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,510,000",20.00,20.00,1,,,,China
950659 -- Other,"211,000",20.00,20.00,1,,,,China
950661 -- Lawn-tennis balls,"952,000",20.00,20.00,1,,,,China
950662 -- Inflatable,"15,822,000",20.00,20.00,1,,,,China
950669 -- Other,"1,843,000",20.00,20.00,1,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","6,883,000",20.00,20.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","43,460,000",20.00,20.00,1,,,,China
950699 -- Other,"45,370,000",20.00,20.00,1,,,,China
950710 - Fishing rods,"2,596,000",20.00,20.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","506,000",20.00,20.00,1,,,,China
950730 - Fishing reels,"3,124,000",20.00,20.00,1,,,,China
950790 - Other,"1,264,000",20.00,20.00,1,,,,China
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,China
950890 - Other,"1,050,000",5.00,5.00,4,,,,China
,2010,"419,252,000",18.43,18.43,51,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","262,115,000",20.00,20.00,15,,,,China
950410 - Video games of a kind used with a television receiver,"27,509,000",20.00,20.00,3,,,,China
950420 - Articles and accessories for billiards of all kinds,"88,000",20.00,20.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","308,000",20.00,20.00,1,,,,China
950440 - Playing cards,"858,000",20.00,20.00,1,,,,China
950490 - Other,"4,487,000",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"31,465,000",20.00,20.00,1,,,,China
950590 - Other,"7,978,000",20.00,20.00,1,,,,China
950611 -- Skis,,20.00,20.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,China
950619 -- Other,"23,000",20.00,20.00,1,,,,China
950621 -- Sailboards,"10,000",20.00,20.00,1,,,,China
950629 -- Other,"1,637,000",20.00,20.00,1,,,,China
"950631 -- Clubs, complete","55,000",20.00,20.00,1,,,,China
950632 -- Balls,"44,000",20.00,20.00,1,,,,China
950639 -- Other,"23,000",20.00,20.00,1,,,,China
950640 - Articles and equipment for table-tennis,"694,000",20.00,20.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,993,000",20.00,20.00,1,,,,China
950659 -- Other,"306,000",20.00,20.00,1,,,,China
950661 -- Lawn-tennis balls,"625,000",20.00,20.00,1,,,,China
950662 -- Inflatable,"13,315,000",20.00,20.00,1,,,,China
950669 -- Other,"1,179,000",20.00,20.00,1,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","3,911,000",20.00,20.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","25,335,000",20.00,20.00,1,,,,China
950699 -- Other,"30,909,000",20.00,20.00,1,,,,China
950710 - Fishing rods,"1,505,000",20.00,20.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","449,000",20.00,20.00,1,,,,China
950730 - Fishing reels,"1,316,000",20.00,20.00,1,,,,China
950790 - Other,"598,000",20.00,20.00,1,,,,China
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,China
950890 - Other,"517,000",5.00,5.00,4,,,,China
,2009,"295,364,000",18.43,18.43,51,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","203,626,000",20.00,20.00,15,,,,China
950410 - Video games of a kind used with a television receiver,"12,141,000",20.00,20.00,3,,,,China
950420 - Articles and accessories for billiards of all kinds,"37,000",20.00,20.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","131,000",20.00,20.00,1,,,,China
950440 - Playing cards,"505,000",20.00,20.00,1,,,,China
950490 - Other,"5,067,000",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"22,887,000",20.00,20.00,1,,,,China
950590 - Other,"5,632,000",20.00,20.00,1,,,,China
950611 -- Skis,,20.00,20.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,China
950619 -- Other,"1,000",20.00,20.00,1,,,,China
950621 -- Sailboards,"10,000",20.00,20.00,1,,,,China
950629 -- Other,"969,000",20.00,20.00,1,,,,China
"950631 -- Clubs, complete","18,000",20.00,20.00,1,,,,China
950632 -- Balls,"6,000",20.00,20.00,1,,,,China
950639 -- Other,"57,000",20.00,20.00,1,,,,China
950640 - Articles and equipment for table-tennis,"565,000",20.00,20.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,443,000",20.00,20.00,1,,,,China
950659 -- Other,"362,000",20.00,20.00,1,,,,China
950661 -- Lawn-tennis balls,"529,000",20.00,20.00,1,,,,China
950662 -- Inflatable,"8,965,000",20.00,20.00,1,,,,China
950669 -- Other,"611,000",20.00,20.00,1,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","1,655,000",20.00,20.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","11,718,000",20.00,20.00,1,,,,China
950699 -- Other,"14,544,000",20.00,20.00,1,,,,China
950710 - Fishing rods,"1,372,000",20.00,20.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","471,000",20.00,20.00,1,,,,China
950730 - Fishing reels,"1,315,000",20.00,20.00,1,,,,China
950790 - Other,"444,000",20.00,20.00,1,,,,China
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,China
950890 - Other,"283,000",5.00,5.00,4,,,,China
,2008,"327,266,000",18.43,18.43,51,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","235,628,000",20.00,20.00,15,,,,China
950410 - Video games of a kind used with a television receiver,"11,105,000",20.00,20.00,3,,,,China
950420 - Articles and accessories for billiards of all kinds,"61,000",20.00,20.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","14,000",20.00,20.00,1,,,,China
950440 - Playing cards,"2,466,000",20.00,20.00,1,,,,China
950490 - Other,"5,710,000",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"26,236,000",20.00,20.00,1,,,,China
950590 - Other,"5,677,000",20.00,20.00,1,,,,China
950611 -- Skis,,20.00,20.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,China
950619 -- Other,"2,000",20.00,20.00,1,,,,China
950621 -- Sailboards,"2,000",20.00,20.00,1,,,,China
950629 -- Other,"1,048,000",20.00,20.00,1,,,,China
"950631 -- Clubs, complete","11,000",20.00,20.00,1,,,,China
950632 -- Balls,"5,000",20.00,20.00,1,,,,China
950639 -- Other,"11,000",20.00,20.00,1,,,,China
950640 - Articles and equipment for table-tennis,"519,000",20.00,20.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,658,000",20.00,20.00,1,,,,China
950659 -- Other,"440,000",20.00,20.00,1,,,,China
950661 -- Lawn-tennis balls,"379,000",20.00,20.00,1,,,,China
950662 -- Inflatable,"8,312,000",20.00,20.00,1,,,,China
950669 -- Other,"525,000",20.00,20.00,1,,,,China
"950670 - Ice skates and roller skates, including skating boots with skates attached","2,183,000",20.00,20.00,1,,,,China
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","9,986,000",20.00,20.00,1,,,,China
950699 -- Other,"12,333,000",20.00,20.00,1,,,,China
950710 - Fishing rods,"1,023,000",20.00,20.00,1,,,,China
"950720 - Fish-hooks, whether or not snelled","220,000",20.00,20.00,1,,,,China
950730 - Fishing reels,"885,000",20.00,20.00,1,,,,China
950790 - Other,"424,000",20.00,20.00,1,,,,China
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,China
950890 - Other,"403,000",5.00,5.00,4,,,,China
,2007,"256,772,000",18.43,18.43,51,,,,China
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","192,011,000",20.00,20.00,15,,,,China
950410 - Video games of a kind used with a television receiver,"7,870,000",20.00,20.00,3,,,,China
950420 - Articles and accessories for billiards of all kinds,"15,000",20.00,20.00,1,,,,China
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","6,000",20.00,20.00,1,,,,China
950440 - Playing cards,"545,000",20.00,20.00,1,,,,China
950490 - Other,"4,799,000",10.00,10.00,2,,,,China
950510 - Articles for Christmas festivities,"18,655,000",20.00,20.00,1,,,,China
950590 - Other,"3,194,000",20.00,20.00,1,,,,China
950611 -- Skis,,20.00,20.00,1,,,,China
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,China
950619 -- Other,"1,000",20.00,20.00,1,,,,China
950621 -- Sailboards,,20.00,20.00,1,,,,China
950629 -- Other,"793,000",20.00,20.00,1,,,,China
"950631 -- Clubs, complete","62,000",20.00,20.00,1,,,,China
950632 -- Balls,"10,000",20.00,20.00,1,,,,China
950639 -- Other,"22,000",20.00,20.00,1,,,,China
950640 - Articles and equipment for table-tennis,"304,000",20.00,20.00,1,,,,China
"950651 -- Lawn-tennis rackets, whether or not strung","1,649,000",20.00,20.00,1,,,,China
950659 -- Other,"336,000",20.00,20.00,1,,,,China
950661 -- Lawn-tennis balls,"670,000",20.00,20.00,1,,,,China
950662 -- Inflatable,"4,738,000",20.00,20.00,1,,,,China
950669 -- Other,"591,000",20.00,20.00,1,,,,China
