Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
170219 - - Other,"17,255",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,"28,565",8.70,8.70,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","9,263",,,5,5,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Japan
170250 - Chemically pure fructose,"3,342",,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Japan
"170290 - Other, including invert sugar","215,819",15.20,15.20,9,8,,,Japan
170310 - Cane molasses,"1,623",,,1,1,,,Japan
170390 - Other,,,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","19,786",,,4,4,,,Japan
170490 - Other,"1,657,383",15.90,15.90,10,9,,,Japan
,1997,"1,793,053",14.20,14.20,46,43,,,Japan
170111 - - Cane sugar,,,,2,2,,,Japan
170112 - - Beet sugar,,,,2,2,,,Japan
170191 - - Containing added flavouring or colouring matter,"1,588",,,1,1,,,Japan
170199 - - Other,771,,,2,2,,,Japan
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","18,213",,,1,1,,,Japan
170219 - - Other,"7,178",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,,9.00,9.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","9,719",,,5,5,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Japan
170250 - Chemically pure fructose,"1,962",,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,Japan
"170290 - Other, including invert sugar","427,851",16.40,16.40,9,8,,,Japan
170310 - Cane molasses,"1,712",,,1,1,,,Japan
170390 - Other,,,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","23,055",,,4,4,,,Japan
170490 - Other,"1,301,005",17.20,17.20,10,9,,,Japan
,1996,"2,024,794",15.13,15.13,46,43,,,Japan
170111 - - Cane sugar,,,,2,2,,,Japan
170112 - - Beet sugar,,,,2,2,,,Japan
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 - - Other,,,,2,2,,,Japan
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","44,010",,,1,1,,,Japan
170219 - - Other,"1,333",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,,9.30,9.30,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","5,333",,,5,5,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","4,508",,,2,2,,,Japan
170250 - Chemically pure fructose,"28,569",,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,Japan
"170290 - Other, including invert sugar","638,329",17.60,17.60,9,8,,,Japan
170310 - Cane molasses,660,,,1,1,,,Japan
170390 - Other,,,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","15,453",,,4,4,,,Japan
170490 - Other,"1,286,599",18.50,18.50,10,9,,,Japan
