Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
170191 -- Containing added flavouring or colouring matter,242,,,1,1,,,Japan
170199 -- Other,"278,213",,,2,2,,,Japan
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","2,782",,,1,1,,,Japan
170219 -- Other,"3,347",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,"3,957",8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","69,713",,,3,3,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","40,096",,,2,2,,,Japan
170250 - Chemically pure fructose,,,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","1,054",,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","3,339,883",12.80,12.80,8,7,,,Japan
170310 - Cane molasses,"1,435",0.00,0.00,1,,,,Japan
170390 - Other,,0.00,0.00,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","11,620",,,2,2,,,Japan
170490 - Other,"827,022",13.40,13.40,10,9,,,Japan
,2015,"4,480,157",6.84,6.84,44,39,,,Japan
170112 -- Beet sugar,,,,2,2,,,Japan
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,"21,266",,,2,2,,,Japan
170114 -- Other cane sugar,"4,999",,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,"18,884",,,1,1,,,Japan
170199 -- Other,"299,155",,,2,2,,,Japan
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Japan
170219 -- Other,"3,352",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,111,8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","100,466",,,3,3,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","39,668",,,2,2,,,Japan
170250 - Chemically pure fructose,"799,137",,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","1,120",,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","2,517,033",12.80,12.80,8,7,,,Japan
170310 - Cane molasses,77,0.00,0.00,1,,,,Japan
170390 - Other,118,0.00,0.00,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","109,284",,,2,2,,,Japan
170490 - Other,"565,489",13.40,13.40,10,9,,,Japan
,2014,"4,181,444",6.84,6.84,44,39,,,Japan
170112 -- Beet sugar,"15,052",,,2,2,,,Japan
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,"24,152",,,2,2,,,Japan
170114 -- Other cane sugar,"1,812",,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,"3,606",,,1,1,,,Japan
170199 -- Other,"309,888",,,2,2,,,Japan
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,390",,,1,1,,,Japan
170219 -- Other,"1,706",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","6,899",,,3,3,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","20,732",,,2,2,,,Japan
170250 - Chemically pure fructose,"253,490",,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","3,029,159",12.80,12.80,8,7,,,Japan
170310 - Cane molasses,4,0.00,0.00,1,,,,Japan
170390 - Other,,0.00,0.00,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","7,897",,,2,2,,,Japan
170490 - Other,"505,658",13.40,13.40,10,9,,,Japan
,2013,"4,021,515",6.84,6.84,44,39,,,Japan
170112 -- Beet sugar,"12,550",,,2,2,,,Japan
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,"4,210",,,2,2,,,Japan
170114 -- Other cane sugar,"1,859",,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,730,,,1,1,,,Japan
170199 -- Other,"72,869",,,2,2,,,Japan
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",434,,,1,1,,,Japan
170219 -- Other,"100,611",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,"148,831",8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","53,878",,,3,3,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","52,550",,,2,2,,,Japan
170250 - Chemically pure fructose,"2,749",,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","3,055,453",12.80,12.80,8,7,,,Japan
170310 - Cane molasses,96,0.00,0.00,1,,,,Japan
170390 - Other,66,0.00,0.00,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","7,033",,,2,2,,,Japan
170490 - Other,"507,596",13.40,13.40,10,9,,,Japan
,2012,"2,787,075",6.84,6.84,44,39,,,Japan
170112 -- Beet sugar,"21,362",,,2,2,,,Japan
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,,,,2,2,,,Japan
170114 -- Other cane sugar,"5,051",,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 -- Other,"65,257",,,2,2,,,Japan
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,221",,,1,1,,,Japan
170219 -- Other,"92,262",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,"111,003",8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","21,298",,,3,3,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","46,135",,,2,2,,,Japan
170250 - Chemically pure fructose,707,,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",,,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","1,938,149",12.80,12.80,8,7,,,Japan
170310 - Cane molasses,"2,558",0.00,0.00,1,,,,Japan
170390 - Other,,0.00,0.00,1,,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","5,620",,,2,2,,,Japan
170490 - Other,"476,451",13.40,13.40,10,9,,,Japan
,2011,"2,712,507",11.40,11.40,42,39,,,Japan
170111 -- Cane sugar,"255,223",,,2,2,,,Japan
170112 -- Beet sugar,,,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 -- Other,"57,016",,,2,2,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",988,,,1,1,,,Japan
170219 -- Other,"91,176",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","110,539",,,3,3,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","39,352",,,2,2,,,Japan
170250 - Chemically pure fructose,,,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","2,742",,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,498,572",12.80,12.80,8,7,,,Japan
170310 - Cane molasses,,,,1,1,,,Japan
170390 - Other,515,,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","16,913",,,2,2,,,Japan
170490 - Other,"639,471",13.40,13.40,10,9,,,Japan
,2010,"2,796,379",11.40,11.40,42,39,,,Japan
170111 -- Cane sugar,"76,877",,,2,2,,,Japan
170112 -- Beet sugar,,,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 -- Other,"11,202",,,2,2,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","2,691",,,1,1,,,Japan
170219 -- Other,"1,379",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","190,079",,,3,3,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","27,376",,,2,2,,,Japan
170250 - Chemically pure fructose,,,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",106,,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,711,916",12.80,12.80,8,7,,,Japan
170310 - Cane molasses,,,,1,1,,,Japan
170390 - Other,66,,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","49,833",,,2,2,,,Japan
170490 - Other,"724,853",13.40,13.40,10,9,,,Japan
,2009,"4,082,133",11.40,11.40,42,39,,,Japan
170111 -- Cane sugar,"1,087,219",,,2,2,,,Japan
170112 -- Beet sugar,,,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 -- Other,"5,496",,,2,2,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","184,072",,,1,1,,,Japan
170219 -- Other,"1,200",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,"375,857",8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","42,723",,,3,3,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","19,262",,,2,2,,,Japan
170250 - Chemically pure fructose,153,,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",14,,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,575,733",12.80,12.80,8,7,,,Japan
170310 - Cane molasses,,,,1,1,,,Japan
170390 - Other,697,,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","44,717",,,2,2,,,Japan
170490 - Other,"744,991",13.40,13.40,10,9,,,Japan
,2008,"5,259,091",11.40,11.40,42,39,,,Japan
170111 -- Cane sugar,29,,,2,2,,,Japan
170112 -- Beet sugar,59,,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,630,,,1,1,,,Japan
170199 -- Other,439,,,2,2,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","76,435",,,1,1,,,Japan
170219 -- Other,"1,143",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,"934,632",8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","56,601",,,3,3,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","12,173",,,2,2,,,Japan
170250 - Chemically pure fructose,"3,560",,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","3,380,525",12.80,12.80,8,7,,,Japan
170310 - Cane molasses,,,,1,1,,,Japan
170390 - Other,498,,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","33,134",,,2,2,,,Japan
170490 - Other,"759,234",13.40,13.40,10,9,,,Japan
,2007,"5,625,423",11.40,11.40,47,44,,,Japan
170111 -- Cane sugar,,,,2,2,,,Japan
170112 -- Beet sugar,14,,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 -- Other,"1,823",,,2,2,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","237,864",,,1,1,,,Japan
170219 -- Other,"7,113",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,"991,995",8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","314,105",,,5,5,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Japan
170250 - Chemically pure fructose,"2,426",,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","3,540,961",12.80,12.80,9,8,,,Japan
170310 - Cane molasses,,,,1,1,,,Japan
170390 - Other,343,,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","16,926",,,4,4,,,Japan
170490 - Other,"511,854",13.40,13.40,10,9,,,Japan
,2006,"3,963,188",11.40,11.40,47,44,,,Japan
170111 -- Cane sugar,,,,2,2,,,Japan
170112 -- Beet sugar,25,,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 -- Other,439,,,2,2,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","104,792",,,1,1,,,Japan
170219 -- Other,"60,394",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,"1,500,806",8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","3,101",,,5,5,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",477,,,2,2,,,Japan
170250 - Chemically pure fructose,"2,486",,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,746,088",12.80,12.80,9,8,,,Japan
170310 - Cane molasses,,,,1,1,,,Japan
170390 - Other,100,,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","19,562",,,4,4,,,Japan
170490 - Other,"524,916",13.40,13.40,10,9,,,Japan
,2005,"3,851,870",11.40,11.40,47,44,,,Japan
170111 -- Cane sugar,,,,2,2,,,Japan
170112 -- Beet sugar,,,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,"2,165",,,1,1,,,Japan
170199 -- Other,"1,232",,,2,2,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","129,349",,,1,1,,,Japan
170219 -- Other,"140,086",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,"984,046",8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","22,891",,,5,5,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",921,,,2,2,,,Japan
170250 - Chemically pure fructose,,,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,891,753",12.80,12.80,9,8,,,Japan
170310 - Cane molasses,,,,1,1,,,Japan
170390 - Other,"1,966",,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","99,142",,,4,4,,,Japan
170490 - Other,"578,320",13.40,13.40,10,9,,,Japan
,2004,"3,769,801",11.40,11.40,47,44,,,Japan
170111 -- Cane sugar,,,,2,2,,,Japan
170112 -- Beet sugar,,,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 -- Other,"1,704",,,2,2,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","74,696",,,1,1,,,Japan
170219 -- Other,"87,807",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,"1,152,038",8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","2,015",,,5,5,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Japan
170250 - Chemically pure fructose,,,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,478,301",12.80,12.80,9,8,,,Japan
170310 - Cane molasses,"1,368",,,1,1,,,Japan
170390 - Other,"4,416",,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","88,802",,,4,4,,,Japan
170490 - Other,"878,654",13.40,13.40,10,9,,,Japan
,2003,"2,052,585",11.40,11.40,47,44,,,Japan
170111 -- Cane sugar,,,,2,2,,,Japan
170112 -- Beet sugar,,,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 -- Other,962,,,2,2,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","20,294",,,1,1,,,Japan
170219 -- Other,"4,084",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,"1,157,704",8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","14,004",,,5,5,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar","7,760",,,2,2,,,Japan
170250 - Chemically pure fructose,,,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","303,625",12.80,12.80,9,8,,,Japan
170310 - Cane molasses,,,,1,1,,,Japan
170390 - Other,"5,339",,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","41,968",,,4,4,,,Japan
170490 - Other,"496,846",13.40,13.40,10,9,,,Japan
,2002,"2,156,020",11.40,11.40,47,44,,,Japan
170111 -- Cane sugar,,,,2,2,,,Japan
170112 -- Beet sugar,,,,2,2,,,Japan
170191 -- Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 -- Other,303,,,2,2,,,Japan
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,598",,,1,1,,,Japan
170219 -- Other,"27,853",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,"673,087",8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","26,661",,,5,5,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,Japan
170250 - Chemically pure fructose,"80,693",,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,Japan
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","427,300",12.80,12.80,9,8,,,Japan
170310 - Cane molasses,"6,195",,,1,1,,,Japan
170390 - Other,"7,831",,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","15,303",,,4,4,,,Japan
170490 - Other,"889,196",13.40,13.40,10,9,,,Japan
,2001,"1,748,491",11.40,11.40,47,44,,,Japan
170111 - - Cane sugar,9,,,2,2,,,Japan
170112 - - Beet sugar,,,,2,2,,,Japan
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 - - Other,"3,994",,,2,2,,,Japan
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","10,307",,,1,1,,,Japan
170219 - - Other,"86,120",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,842,8.00,8.00,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","42,760",,,5,5,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Japan
170250 - Chemically pure fructose,,,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",600,,,3,3,,,Japan
"170290 - Other, including invert sugar","1,025,826",12.80,12.80,9,8,,,Japan
170310 - Cane molasses,"1,325",,,1,1,,,Japan
170390 - Other,"20,355",,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","29,086",,,4,4,,,Japan
170490 - Other,"527,268",13.40,13.40,10,9,,,Japan
,2000,"1,503,734",11.87,11.87,47,44,,,Japan
170111 - - Cane sugar,55,,,2,2,,,Japan
170112 - - Beet sugar,,,,2,2,,,Japan
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 - - Other,"1,835",,,2,2,,,Japan
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","22,007",,,1,1,,,Japan
170219 - - Other,"63,033",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,,8.15,8.15,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","17,277",,,5,5,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Japan
170250 - Chemically pure fructose,,,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Japan
"170290 - Other, including invert sugar","468,067",13.40,13.40,9,8,,,Japan
170310 - Cane molasses,"2,259",,,1,1,,,Japan
170390 - Other,"3,393",,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","26,764",,,4,4,,,Japan
170490 - Other,"899,045",14.05,14.05,10,9,,,Japan
,1999,"1,565,993",12.80,12.80,47,44,,,Japan
170111 - - Cane sugar,,,,2,2,,,Japan
170112 - - Beet sugar,,,,2,2,,,Japan
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 - - Other,"2,398",,,2,2,,,Japan
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","103,008",,,1,1,,,Japan
170219 - - Other,"1,194",,,1,1,,,Japan
170220 - Maple sugar and maple syrup,149,8.50,8.50,2,1,,,Japan
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","9,240",,,5,5,,,Japan
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Japan
170250 - Chemically pure fructose,,,,1,1,,,Japan
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Japan
"170290 - Other, including invert sugar","252,835",14.60,14.60,9,8,,,Japan
170310 - Cane molasses,"3,101",,,1,1,,,Japan
170390 - Other,"2,792",,,1,1,,,Japan
"170410 - Chewing gum, whether or not sugar-coated","4,711",,,4,4,,,Japan
170490 - Other,"1,186,565",15.30,15.30,10,9,,,Japan
,1998,"1,956,621",13.27,13.27,47,44,,,Japan
170111 - - Cane sugar,,,,2,2,,,Japan
170112 - - Beet sugar,,,,2,2,,,Japan
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Japan
170199 - - Other,"3,584",,,2,2,,,Japan
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Japan
