Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
"870321 - - Of a cylinder capacity not exceeding 1,000 cc","65,899,850",10.00,10.00,2,,2,,India
"870322 - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","567,524,365",10.00,10.00,2,,2,,India
"870323 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","2,481,754",10.00,10.00,3,,3,,India
"870324 - - Of a cylinder capacity exceeding 3,000 cc","14,561",10.00,10.00,2,,2,,India
"870331 - - Of a cylinder capacity not exceeding 1,500 cc","6,598,865",10.00,10.00,2,,2,,India
"870332 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","12,357,423",10.00,10.00,3,,3,,India
"870333 - - Of a cylinder capacity exceeding 2,500 cc",108,10.00,10.00,3,,3,,India
"870340 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power","4,142,600",10.00,10.00,2,,2,,India
"870350 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",,10.00,10.00,1,,1,,India
"870360 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",7,10.00,10.00,2,,2,,India
"870370 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,10.00,10.00,1,,1,,India
"870380 - Other vehicles, with only electric motor for propulsion",41,10.00,10.00,2,,2,,India
870390 - Other,497,10.00,10.00,1,,1,,India
870410 - Dumpers designed for off-highway use,"781,337",0.00,0.00,2,,,,India
870421 - - g.v.w. not exceeding 5 tonnes,"162,279,793",13.50,13.50,5,,5,,India
870422 - - g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,5,15.83,15.83,3,,3,,India
870423 - - g.v.w. exceeding 20 tonnes,"149,118",15.83,15.83,3,,3,,India
870431 - - g.v.w. not exceeding 5 tonnes,32,13.50,13.50,5,,5,,India
870432 - - g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,3,,India
870490 - Other,60,10.00,10.00,1,,1,,India
870510 - Crane lorries,14,3.70,3.70,1,,1,,India
870520 - Mobile drilling derricks,,3.70,3.70,1,,1,,India
870530 - Fire fighting vehicles,,3.70,3.70,1,,1,,India
870540 - Concrete-mixer lorries,,3.70,3.70,1,,1,,India
870590 - Other,,3.70,3.70,2,,2,,India
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","92,283",9.88,9.88,4,,4,,India
870710 - For the vehicles of heading 87.03,"168,223",4.50,4.50,2,,2,,India
870790 - Other,"34,115",4.50,4.50,2,,2,,India
870810 - Bumpers and parts thereof,"3,692,607",3.75,3.75,2,,2,,India
870821 - - Safety seat belts,"322,439",3.75,3.75,2,,2,,India
870829 - - Other,"45,448,449",3.75,3.75,2,,2,,India
870830 - Brakes and servo-brakes; parts thereof,"149,734,325",4.00,4.00,3,,3,,India
870840 - Gear boxes and parts thereof,"63,154,727",3.88,3.88,4,,4,,India
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","145,620,464",4.00,4.00,5,,5,,India
870870 - Road wheels and parts and accessories thereof,"23,272,790",3.75,3.75,4,,4,,India
870880 - Suspension systems and parts thereof (including shock-absorbers),"47,246,992",3.80,3.80,5,,5,,India
870891 - - Radiators and parts thereof,"16,984,341",3.88,3.88,4,,4,,India
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,"20,751,174",3.88,3.88,4,,4,,India
870893 - - Clutches and parts thereof,"11,925,627",3.75,3.75,2,,2,,India
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof","26,768,306",3.88,3.88,4,,4,,India
870895 - - Safety airbags with inflater system; parts thereof,"405,516",3.67,3.67,3,,3,,India
870899 - - Other,"181,223,036",3.67,3.67,3,,3,,India
870911 - - Electrical,2,3.00,3.00,2,,2,,India
870919 - - Other,"37,423",3.00,3.00,2,,2,,India
870990 - Parts,"291,347",3.50,3.50,1,,1,,India
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","45,429",1.70,1.70,1,,1,,India
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"24,931",8.00,8.00,1,,1,,India
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"33,072,067",8.00,8.00,3,,3,,India
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"51,037,393",6.00,6.00,2,,2,,India
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"1,605,251",6.00,6.00,1,,1,,India
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"36,363",6.00,6.00,1,,1,,India
871160 - With electric motor for propulsion,"18,760",6.00,6.00,2,,2,,India
871190 - Other,"75,754",6.00,6.00,1,,1,,India
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","14,153,612",14.50,14.50,2,,2,,India
871310 - Not mechanically propelled,"20,832,984",0.00,0.00,1,,,,India
871390 - Other,"1,039",0.00,0.00,1,,,,India
871410 - Of motorcycles (including mopeds),"27,465,381",3.70,3.70,6,,6,,India
871420 - Of carriages for disabled persons,"10,219,885",0.00,0.00,1,,,,India
"871491 - - Frames and forks, and parts thereof","4,700,197",4.70,4.70,3,,3,,India
871492 - - Wheel rims and spokes,"256,124",4.70,4.70,2,,2,,India
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels","3,891,275",4.70,4.70,1,,1,,India
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof","69,220",4.70,4.70,2,,2,,India
871495 - - Saddles,"292,798",4.70,4.70,1,,1,,India
"871496 - - Pedals and crank-gear, and parts thereof","2,505,966",4.70,4.70,3,,3,,India
871499 - - Other,"2,110,872",4.70,4.70,4,,4,,India
871500 Baby carriages and parts thereof.,"52,771",2.70,2.70,2,,2,,India
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",1,2.70,2.70,2,,2,,India
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"1,199",2.70,2.70,1,,1,,India
871631 - - Tanker trailers and tanker semi-trailers,,2.70,2.70,1,,1,,India
871639 - - Other,"28,327",2.70,2.70,4,,4,,India
871640 - Other trailers and semi-trailers,"25,517",2.70,2.70,1,,1,,India
871680 - Other vehicles,"474,446",1.70,1.70,1,,1,,India
871690 - Parts,"76,629,565",1.70,1.70,4,,4,,India
,2016,"1,810,031,046",6.29,6.29,184,,171,,India
870110 - Pedestrian controlled tractors,139,3.00,3.00,1,,1,,India
870120 - Road tractors for semi-trailers,"3,992",16.00,16.00,2,,2,,India
870130 -Track-laying tractors,,0.00,0.00,1,,,,India
870190 - Other,"61,038,404",0.88,0.88,8,,1,,India
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"30,077",13.00,13.00,4,,4,,India
870290 - Other,,12.40,12.40,5,,5,,India
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"29,113",7.50,7.50,2,,2,,India
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","75,471,640",10.00,10.00,2,,2,,India
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","695,337,963",10.00,10.00,2,,2,,India
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","4,351,315",10.00,10.00,3,,3,,India
"870324 -- Of a cylinder capacity exceeding 3,000 cc","418,563",10.00,10.00,2,,2,,India
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","136,596,487",10.00,10.00,2,,2,,India
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","6,717,421",10.00,10.00,3,,3,,India
"870333 -- Of a cylinder capacity exceeding 2,500 cc","297,399",10.00,10.00,3,,3,,India
870390 - Other,"1,620,749",10.00,10.00,2,,2,,India
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,India
870421 -- g.v.w. not exceeding 5 tonnes,"6,177,981",13.50,13.50,5,,5,,India
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,15.83,3,,3,,India
870423 -- g.v.w. exceeding 20 tonnes,"103,914",15.83,15.83,3,,3,,India
870431 -- g.v.w. not exceeding 5 tonnes,"11,734",13.50,13.50,5,,5,,India
870432 -- g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,3,,India
870490 - Other,"1,371",10.00,10.00,1,,1,,India
870510 - Crane lorries,,3.70,3.70,1,,1,,India
870520 -Mobile drilling derricks,,3.70,3.70,1,,1,,India
870530 - Fire fighting vehicles,,3.70,3.70,1,,1,,India
870540 - Concrete-mixer lorries,,3.70,3.70,1,,1,,India
870590 - Other,"5,103",3.70,3.70,2,,2,,India
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","60,862",9.88,9.88,4,,4,,India
870710 - For the vehicles of heading 87.03,"357,572",4.50,4.50,2,,2,,India
870790 - Other,"35,436",4.50,4.50,2,,2,,India
870810 - Bumpers and parts thereof,"8,794,007",3.75,3.75,2,,2,,India
870821 -- Safety seat belts,"229,497",3.75,3.75,2,,2,,India
870829 -- Other,"26,837,121",3.75,3.75,2,,2,,India
870830 - Brakes and servo-brakes; parts thereof,"139,905,409",4.00,4.00,3,,3,,India
870840 - Gear boxes and parts thereof,"61,515,540",3.88,3.88,4,,4,,India
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","102,772,963",4.00,4.00,5,,5,,India
870870 - Road wheels and parts and accessories thereof,"28,584,794",3.75,3.75,4,,4,,India
870880 - Suspension systems and parts thereof (including shock- absorbers),"37,291,233",3.80,3.80,5,,5,,India
870891 -- Radiators and parts thereof,"16,178,917",3.88,3.88,4,,4,,India
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"17,191,522",3.88,3.88,4,,4,,India
870893 -- Clutches and parts thereof,"12,977,640",3.75,3.75,2,,2,,India
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","20,518,589",3.88,3.88,4,,4,,India
870895 -- Safety airbags with inflater system; parts thereof,"528,433",3.67,3.67,3,,3,,India
870899 -- Other,"180,373,330",3.67,3.67,3,,3,,India
870911 -- Electrical,,3.00,3.00,2,,2,,India
870919 -- Other,"3,669",3.00,3.00,2,,2,,India
870990 - Parts,"132,745",3.50,3.50,1,,1,,India
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","167,367",1.70,1.70,1,,1,,India
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"7,939",8.00,8.00,1,,1,,India
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"20,897,022",8.00,8.00,3,,3,,India
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"21,288,004",6.00,6.00,2,,2,,India
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"2,120,351",6.00,6.00,1,,1,,India
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"13,284",6.00,6.00,1,,1,,India
871190 - Other,"115,419",6.00,6.00,2,,2,,India
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","13,158,150",14.50,14.50,2,,2,,India
871310 - Not mechanically propelled,"17,498,083",0.00,0.00,1,,,,India
871390 - Other,"13,827",0.00,0.00,1,,,,India
871410 - Of motorcycles (including mopeds),"24,371,493",3.70,3.70,6,,6,,India
871420 - Of carriages for disabled persons,"10,132,714",0.00,0.00,1,,,,India
"871491 -- Frames and forks, and parts thereof","2,303,831",4.70,4.70,3,,3,,India
871492 -- Wheel rims and spokes,"161,326",4.70,4.70,2,,2,,India
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","3,162,853",4.70,4.70,1,,1,,India
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","69,724",4.70,4.70,2,,2,,India
871495 -- Saddles,"277,014",4.70,4.70,1,,1,,India
"871496 -- Pedals and crank-gear, and parts thereof","1,966,501",4.70,4.70,3,,3,,India
871499 -- Other,"1,738,260",4.70,4.70,4,,4,,India
871500 Baby carriages and parts thereof.,"24,190",2.70,2.70,2,,2,,India
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,2.70,2,,2,,India
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"6,068",2.70,2.70,1,,1,,India
871631 -- Tanker trailers and tanker semi-trailers,"1,438",2.70,2.70,1,,1,,India
871639 -- Other,"60,589",2.70,2.70,4,,4,,India
871640 - Other trailers and semi-trailers,"195,349",2.70,2.70,1,,1,,India
871680 - Other vehicles,"376,156",1.70,1.70,1,,1,,India
871690 - Parts,"47,401,450",1.70,1.70,4,,4,,India
,2015,"1,677,865,206",6.29,6.29,184,,171,,India
870110 - Pedestrian controlled tractors,4,3.00,3.00,1,,1,,India
870120 - Road tractors for semi-trailers,,16.00,16.00,2,,2,,India
870130 -Track-laying tractors,,0.00,0.00,1,,,,India
870190 - Other,"64,249,290",0.88,0.88,8,,1,,India
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"192,755",13.00,13.00,4,,4,,India
870290 - Other,"3,220",12.40,12.40,5,,5,,India
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"41,180",7.50,7.50,2,,2,,India
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","56,796,957",10.00,10.00,2,,2,,India
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","572,507,559",10.00,10.00,2,,2,,India
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","1,298,319",10.00,10.00,3,,3,,India
"870324 -- Of a cylinder capacity exceeding 3,000 cc","179,494",10.00,10.00,2,,2,,India
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","148,549,235",10.00,10.00,2,,2,,India
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","11,235,960",10.00,10.00,3,,3,,India
"870333 -- Of a cylinder capacity exceeding 2,500 cc","69,187",10.00,10.00,3,,3,,India
870390 - Other,"3,771,024",10.00,10.00,2,,2,,India
870410 - Dumpers designed for off-highway use,"92,809",0.00,0.00,2,,,,India
870421 -- g.v.w. not exceeding 5 tonnes,"3,802,022",13.50,13.50,5,,5,,India
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"151,776",15.83,15.83,3,,3,,India
870423 -- g.v.w. exceeding 20 tonnes,"157,059",15.83,15.83,3,,3,,India
870431 -- g.v.w. not exceeding 5 tonnes,,13.50,13.50,5,,5,,India
870432 -- g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,3,,India
870490 - Other,"2,051",10.00,10.00,1,,1,,India
870510 - Crane lorries,,3.70,3.70,1,,1,,India
870520 -Mobile drilling derricks,,3.70,3.70,1,,1,,India
870530 - Fire fighting vehicles,,3.70,3.70,1,,1,,India
870540 - Concrete-mixer lorries,,3.70,3.70,1,,1,,India
870590 - Other,,3.70,3.70,2,,2,,India
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","225,275",9.88,9.88,4,,4,,India
870710 - For the vehicles of heading 87.03,"209,330",4.50,4.50,2,,2,,India
870790 - Other,"127,354",4.50,4.50,2,,2,,India
870810 - Bumpers and parts thereof,"7,663,726",3.75,3.75,2,,2,,India
870821 -- Safety seat belts,"983,345",3.75,3.75,2,,2,,India
870829 -- Other,"21,869,870",3.75,3.75,2,,2,,India
870830 - Brakes and servo-brakes; parts thereof,"130,168,525",4.00,4.00,3,,3,,India
870840 - Gear boxes and parts thereof,"58,668,976",3.88,3.88,4,,4,,India
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","111,205,734",4.00,4.00,5,,5,,India
870870 - Road wheels and parts and accessories thereof,"30,983,396",3.75,3.75,4,,4,,India
870880 - Suspension systems and parts thereof (including shock- absorbers),"37,503,769",3.80,3.80,5,,5,,India
870891 -- Radiators and parts thereof,"22,132,308",3.88,3.88,4,,4,,India
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"19,240,021",3.88,3.88,4,,4,,India
870893 -- Clutches and parts thereof,"13,569,666",3.75,3.75,2,,2,,India
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","15,109,271",3.88,3.88,4,,4,,India
870895 -- Safety airbags with inflater system; parts thereof,"223,895",3.67,3.67,3,,3,,India
870899 -- Other,"183,956,922",3.67,3.67,3,,3,,India
870911 -- Electrical,,3.00,3.00,2,,2,,India
870919 -- Other,270,3.00,3.00,2,,2,,India
870990 - Parts,"678,935",3.50,3.50,1,,1,,India
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","3,267,154",1.70,1.70,1,,1,,India
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,8.00,1,,1,,India
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"22,944,600",8.00,8.00,3,,3,,India
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"21,641,552",6.00,6.00,2,,2,,India
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"3,297,944",6.00,6.00,1,,1,,India
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,6.00,6.00,1,,1,,India
871190 - Other,"29,597",6.00,6.00,2,,2,,India
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","9,638,847",14.50,14.50,2,,2,,India
871310 - Not mechanically propelled,"12,007,385",0.00,0.00,1,,,,India
871390 - Other,"773,735",0.00,0.00,1,,,,India
871410 - Of motorcycles (including mopeds),"26,272,396",3.70,3.70,6,,6,,India
871420 - Of carriages for disabled persons,"9,903,332",0.00,0.00,1,,,,India
"871491 -- Frames and forks, and parts thereof","2,506,684",4.70,4.70,3,,3,,India
871492 -- Wheel rims and spokes,"267,370",4.70,4.70,2,,2,,India
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","3,404,336",4.70,4.70,1,,1,,India
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","194,149",4.70,4.70,2,,2,,India
871495 -- Saddles,"269,407",4.70,4.70,1,,1,,India
"871496 -- Pedals and crank-gear, and parts thereof","2,119,112",4.70,4.70,3,,3,,India
871499 -- Other,"2,041,527",4.70,4.70,4,,4,,India
871500 Baby carriages and parts thereof.,306,2.70,2.70,2,,2,,India
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,2.70,2,,2,,India
