Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,2.70,1,,1,,India
871631 -- Tanker trailers and tanker semi-trailers,,2.70,2.70,1,,1,,India
871639 -- Other,"11,229",2.70,2.70,4,,4,,India
871640 - Other trailers and semi-trailers,"25,766",2.70,2.70,1,,1,,India
871680 - Other vehicles,"261,712",1.70,1.70,1,,1,,India
871690 - Parts,"39,366,580",1.70,1.70,4,,4,,India
,2014,"1,830,442,961",6.29,6.29,184,,171,,India
870110 - Pedestrian controlled tractors,,3.00,3.00,1,,1,,India
870120 - Road tractors for semi-trailers,292,16.00,16.00,2,,2,,India
870130 -Track-laying tractors,,0.00,0.00,1,,,,India
870190 - Other,"65,875,942",0.88,0.88,8,,1,,India
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,13.00,4,,4,,India
870290 - Other,"7,613",12.40,12.40,5,,5,,India
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,7.50,2,,2,,India
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","112,206,651",10.00,10.00,2,,2,,India
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","640,550,135",10.00,10.00,2,,2,,India
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","6,546,420",10.00,10.00,3,,3,,India
"870324 -- Of a cylinder capacity exceeding 3,000 cc","22,203",10.00,10.00,2,,2,,India
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","110,847,226",10.00,10.00,2,,2,,India
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","7,852,019",10.00,10.00,3,,3,,India
"870333 -- Of a cylinder capacity exceeding 2,500 cc",,10.00,10.00,3,,3,,India
870390 - Other,"1,012,242",10.00,10.00,2,,2,,India
870410 - Dumpers designed for off-highway use,"509,748",0.00,0.00,2,,,,India
870421 -- g.v.w. not exceeding 5 tonnes,"3,584,715",13.50,13.50,5,,5,,India
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,15.83,3,,3,,India
870423 -- g.v.w. exceeding 20 tonnes,"362,710",15.83,15.83,3,,3,,India
870431 -- g.v.w. not exceeding 5 tonnes,"12,932",13.50,13.50,5,,5,,India
870432 -- g.v.w. exceeding 5 tonnes,,15.83,15.83,3,,3,,India
870490 - Other,,10.00,10.00,1,,1,,India
870510 - Crane lorries,"1,524,152",3.70,3.70,1,,1,,India
870520 -Mobile drilling derricks,,3.70,3.70,1,,1,,India
870530 - Fire fighting vehicles,,3.70,3.70,1,,1,,India
870540 - Concrete-mixer lorries,,3.70,3.70,1,,1,,India
870590 - Other,"23,676",3.70,3.70,2,,2,,India
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","59,475",9.88,9.88,4,,4,,India
870710 - For the vehicles of heading 87.03,"101,304",4.50,4.50,2,,2,,India
870790 - Other,"115,503",4.50,4.50,2,,2,,India
870810 - Bumpers and parts thereof,"7,330,525",3.75,3.75,2,,2,,India
870821 -- Safety seat belts,"519,614",3.75,3.75,2,,2,,India
870829 -- Other,"19,406,124",3.75,3.75,2,,2,,India
870830 - Brakes and servo-brakes; parts thereof,"141,851,926",4.00,4.00,3,,3,,India
870840 - Gear boxes and parts thereof,"41,477,140",3.88,3.88,4,,4,,India
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","124,622,086",4.00,4.00,5,,5,,India
870870 - Road wheels and parts and accessories thereof,"39,793,239",3.75,3.75,4,,4,,India
870880 - Suspension systems and parts thereof (including shock- absorbers),"39,322,634",3.80,3.80,5,,5,,India
870891 -- Radiators and parts thereof,"20,439,377",3.88,3.88,4,,4,,India
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"22,887,421",3.88,3.88,4,,4,,India
870893 -- Clutches and parts thereof,"10,181,048",3.75,3.75,2,,2,,India
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","14,597,523",3.88,3.88,4,,4,,India
870895 -- Safety airbags with inflater system; parts thereof,"956,117",3.67,3.67,3,,3,,India
870899 -- Other,"206,793,387",3.67,3.67,3,,3,,India
870911 -- Electrical,,3.00,3.00,2,,2,,India
870919 -- Other,"34,829",3.00,3.00,2,,2,,India
870990 - Parts,"680,928",3.50,3.50,1,,1,,India
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","1,697",1.70,1.70,1,,1,,India
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"2,565",8.00,8.00,1,,1,,India
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"40,131,179",8.00,8.00,3,,3,,India
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"25,080,315",6.00,6.00,2,,2,,India
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"2,886,329",6.00,6.00,1,,1,,India
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"9,290",6.00,6.00,1,,1,,India
871190 - Other,"74,539",6.00,6.00,2,,2,,India
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","9,659,414",14.50,14.50,2,,2,,India
871310 - Not mechanically propelled,"19,070,897",0.00,0.00,1,,,,India
871390 - Other,"6,392",0.00,0.00,1,,,,India
871410 - Of motorcycles (including mopeds),"27,355,467",3.70,3.70,6,,6,,India
871420 - Of carriages for disabled persons,"10,446,306",0.00,0.00,1,,,,India
"871491 -- Frames and forks, and parts thereof","3,453,538",4.70,4.70,3,,3,,India
871492 -- Wheel rims and spokes,"290,715",4.70,4.70,2,,2,,India
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","2,698,807",4.70,4.70,1,,1,,India
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","67,289",4.70,4.70,2,,2,,India
871495 -- Saddles,"123,934",4.70,4.70,1,,1,,India
"871496 -- Pedals and crank-gear, and parts thereof","2,708,154",4.70,4.70,3,,3,,India
871499 -- Other,"2,111,753",4.70,4.70,4,,4,,India
871500 Baby carriages and parts thereof.,"101,705",2.70,2.70,2,,2,,India
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,2.70,2,,2,,India
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"14,370",2.70,2.70,1,,1,,India
871631 -- Tanker trailers and tanker semi-trailers,,2.70,2.70,1,,1,,India
871639 -- Other,"30,415",2.70,2.70,4,,4,,India
871640 - Other trailers and semi-trailers,"31,818",2.70,2.70,1,,1,,India
871680 - Other vehicles,"250,612",1.70,1.70,1,,1,,India
871690 - Parts,"41,726,587",1.70,1.70,4,,4,,India
,2013,"1,943,524,073",6.37,2.74,179,,166,,India
870110 - Pedestrian controlled tractors,,3.00,0.00,1,,1,,India
870120 - Road tractors for semi-trailers,"65,405",16.00,0.00,2,,2,,India
870130 -Track-laying tractors,"22,922",0.00,0.00,1,,,,India
870190 - Other,"42,760,916",0.88,0.00,8,,1,,India
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,8.85,4,,4,,India
870290 - Other,"4,768",12.40,8.38,5,,5,,India
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"1,819",7.50,4.00,2,,2,,India
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","286,209,256",10.00,6.50,2,,2,,India
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","683,238,632",10.00,6.50,2,,2,,India
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","1,333,214",10.00,6.50,3,,3,,India
"870324 -- Of a cylinder capacity exceeding 3,000 cc","85,325",10.00,6.50,2,,2,,India
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","9,981,355",10.00,6.50,2,,2,,India
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","6,228,367",10.00,6.50,3,,3,,India
"870333 -- Of a cylinder capacity exceeding 2,500 cc","32,869",10.00,6.50,3,,3,,India
870390 - Other,"2,025,007",10.00,6.50,2,,2,,India
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,India
870421 -- g.v.w. not exceeding 5 tonnes,"3,670,013",13.50,8.76,5,,5,,India
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"125,604",15.83,10.27,3,,3,,India
870423 -- g.v.w. exceeding 20 tonnes,"83,519",15.83,10.27,3,,3,,India
870431 -- g.v.w. not exceeding 5 tonnes,"13,479",13.50,8.76,5,,5,,India
870432 -- g.v.w. exceeding 5 tonnes,,15.83,10.27,3,,3,,India
870490 - Other,"12,284",10.00,6.50,1,,1,,India
870510 - Crane lorries,,3.70,0.00,1,,1,,India
870520 -Mobile drilling derricks,,3.70,0.00,1,,1,,India
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,India
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,India
870590 - Other,"3,652",3.70,0.00,2,,2,,India
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","1,158,566",9.88,5.58,4,,4,,India
870710 - For the vehicles of heading 87.03,"322,975",4.50,0.00,2,,2,,India
870790 - Other,"101,713",4.50,0.00,2,,2,,India
870810 - Bumpers and parts thereof,"6,943,846",3.75,0.00,2,,2,,India
870821 -- Safety seat belts,"3,251,598",3.75,0.00,2,,2,,India
870829 -- Other,"19,148,324",3.75,0.00,2,,2,,India
870830 - Brakes and servo-brakes; parts thereof,"134,315,968",4.00,0.00,3,,3,,India
870840 - Gear boxes and parts thereof,"40,332,738",3.88,0.00,4,,4,,India
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","108,518,606",4.00,0.00,5,,5,,India
870870 - Road wheels and parts and accessories thereof,"48,817,980",3.75,0.00,4,,4,,India
870880 - Suspension systems and parts thereof (including shock- absorbers),"40,060,093",3.80,0.00,5,,5,,India
870891 -- Radiators and parts thereof,"20,272,898",3.88,0.00,4,,4,,India
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"16,185,046",3.88,0.00,4,,4,,India
870893 -- Clutches and parts thereof,"12,387,972",3.75,0.00,2,,2,,India
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","13,073,792",3.88,0.00,4,,4,,India
870895 -- Safety airbags with inflater system; parts thereof,"157,224",3.67,0.00,3,,3,,India
870899 -- Other,"292,792,991",3.67,0.00,3,,3,,India
870911 -- Electrical,"2,005",3.00,0.00,2,,2,,India
870919 -- Other,"16,282",3.00,0.00,2,,2,,India
870990 - Parts,"172,019",3.50,0.00,1,,1,,India
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",106,1.70,0.00,1,,1,,India
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,266,8.00,4.50,1,,1,,India
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"31,128,313",8.00,4.50,3,,3,,India
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"12,990,691",6.00,2.50,2,,2,,India
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"1,132,616",6.00,2.50,1,,1,,India
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"118,738",6.00,2.50,1,,1,,India
871190 - Other,"44,515",6.00,2.50,2,,2,,India
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","9,386,348",14.50,10.50,2,,2,,India
871310 - Not mechanically propelled,"15,921,169",0.00,0.00,1,,,,India
871390 - Other,173,0.00,0.00,1,,,,India
871410 - Of motorcycles (including mopeds),"24,692,539",3.70,0.00,1,,1,,India
871420 - Of carriages for disabled persons,"8,729,323",0.00,0.00,1,,,,India
"871491 -- Frames and forks, and parts thereof","4,265,684",4.70,1.20,3,,3,,India
871492 -- Wheel rims and spokes,"167,198",4.70,1.20,2,,2,,India
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","2,911,155",4.70,1.20,1,,1,,India
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","343,878",4.70,1.20,2,,2,,India
871495 -- Saddles,"29,198",4.70,1.20,1,,1,,India
"871496 -- Pedals and crank-gear, and parts thereof","2,341,653",4.70,1.20,3,,3,,India
871499 -- Other,"1,421,752",4.70,1.20,4,,4,,India
871500 Baby carriages and parts thereof.,"16,574",2.70,0.00,2,,2,,India
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,0.00,2,,2,,India
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"1,368",2.70,0.00,1,,1,,India
871631 -- Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,India
871639 -- Other,,2.70,0.00,4,,4,,India
871640 - Other trailers and semi-trailers,"10,080",2.70,0.00,1,,1,,India
871680 - Other vehicles,"166,309",1.70,0.00,1,,1,,India
871690 - Parts,"33,773,386",1.70,0.00,4,,4,,India
,2012,"1,983,617,915",6.37,2.74,179,,166,,India
870110 - Pedestrian controlled tractors,141,3.00,0.00,1,,1,,India
870120 - Road tractors for semi-trailers,,16.00,0.00,2,,2,,India
870130 -Track-laying tractors,,0.00,0.00,1,,,,India
870190 - Other,"37,226,902",0.88,0.00,8,,1,,India
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,8.85,4,,4,,India
870290 - Other,591,12.40,8.38,5,,5,,India
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,4.00,2,,2,,India
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","189,963,638",10.00,6.50,2,,2,,India
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","878,821,298",10.00,6.50,2,,2,,India
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","3,745,823",10.00,6.50,3,,3,,India
"870324 -- Of a cylinder capacity exceeding 3,000 cc","40,064",10.00,6.50,2,,2,,India
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","8,799,229",10.00,6.50,2,,2,,India
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","8,676,260",10.00,6.50,3,,3,,India
"870333 -- Of a cylinder capacity exceeding 2,500 cc","34,769",10.00,6.50,3,,3,,India
870390 - Other,"177,429",10.00,6.50,2,,2,,India
870410 - Dumpers designed for off-highway use,"4,640",0.00,0.00,2,,,,India
870421 -- g.v.w. not exceeding 5 tonnes,"5,903,033",13.50,8.76,5,,5,,India
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"141,671",15.83,10.27,3,,3,,India
870423 -- g.v.w. exceeding 20 tonnes,"93,021",15.83,10.27,3,,3,,India
870431 -- g.v.w. not exceeding 5 tonnes,"6,941",13.50,8.76,5,,5,,India
870432 -- g.v.w. exceeding 5 tonnes,,15.83,10.27,3,,3,,India
870490 - Other,"31,517",10.00,6.50,1,,1,,India
870510 - Crane lorries,,3.70,0.00,1,,1,,India
870520 -Mobile drilling derricks,,3.70,0.00,1,,1,,India
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,India
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,India
870590 - Other,,3.70,0.00,2,,2,,India
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","3,062,159",9.88,5.58,4,,4,,India
870710 - For the vehicles of heading 87.03,"154,254",4.50,0.00,2,,2,,India
870790 - Other,"57,532",4.50,0.00,2,,2,,India
870810 - Bumpers and parts thereof,"6,136,080",3.75,0.00,2,,2,,India
870821 -- Safety seat belts,"4,023,852",3.75,0.00,2,,2,,India
870829 -- Other,"19,879,060",3.75,0.00,2,,2,,India
870830 - Brakes and servo-brakes; parts thereof,"107,436,963",4.00,0.00,3,,3,,India
870840 - Gear boxes and parts thereof,"37,575,326",3.88,0.00,4,,4,,India
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","108,679,929",4.00,0.00,5,,5,,India
870870 - Road wheels and parts and accessories thereof,"48,206,553",3.75,0.00,4,,4,,India
870880 - Suspension systems and parts thereof (including shock- absorbers),"27,787,387",3.80,0.00,5,,5,,India
870891 -- Radiators and parts thereof,"19,002,450",3.88,0.00,4,,4,,India
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"11,371,634",3.88,0.00,4,,4,,India
870893 -- Clutches and parts thereof,"12,530,100",3.75,0.00,2,,2,,India
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","19,404,774",3.88,0.00,4,,4,,India
870895 -- Safety airbags with inflater system; parts thereof,"320,694",3.67,0.00,3,,3,,India
870899 -- Other,"274,755,801",3.67,0.00,3,,3,,India
870911 -- Electrical,"18,419",3.00,0.00,2,,2,,India
870919 -- Other,,3.00,0.00,2,,2,,India
870990 - Parts,"259,537",3.50,0.00,1,,1,,India
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","156,576",1.70,0.00,1,,1,,India
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"2,172",8.00,4.50,1,,1,,India
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"33,025,874",8.00,4.50,3,,3,,India
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"4,255,707",6.00,2.50,2,,2,,India
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"78,663",6.00,2.50,1,,1,,India
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"18,470",6.00,2.50,1,,1,,India
871190 - Other,"63,278",6.00,2.50,2,,2,,India
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","7,238,329",14.50,10.50,2,,2,,India
871310 - Not mechanically propelled,"11,663,123",0.00,0.00,1,,,,India
871390 - Other,"1,832,117",0.00,0.00,1,,,,India
871410 - Of motorcycles (including mopeds),"29,727,557",3.70,0.00,1,,1,,India
871420 - Of carriages for disabled persons,"7,480,758",0.00,0.00,1,,,,India
"871491 -- Frames and forks, and parts thereof","4,420,116",4.70,1.20,3,,3,,India
871492 -- Wheel rims and spokes,"166,391",4.70,1.20,2,,2,,India
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","2,626,095",4.70,1.20,1,,1,,India
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","192,154",4.70,1.20,2,,2,,India
871495 -- Saddles,"70,237",4.70,1.20,1,,1,,India
"871496 -- Pedals and crank-gear, and parts thereof","2,247,249",4.70,1.20,3,,3,,India
871499 -- Other,"1,677,640",4.70,1.20,4,,4,,India
871500 Baby carriages and parts thereof.,"116,285",2.70,0.00,2,,2,,India
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,0.00,2,,2,,India
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,0.00,1,,1,,India
871631 -- Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,India
871639 -- Other,,2.70,0.00,4,,4,,India
871640 - Other trailers and semi-trailers,"15,154",2.70,0.00,1,,1,,India
871680 - Other vehicles,"265,064",1.70,0.00,1,,1,,India
871690 - Parts,"41,949,433",1.70,0.00,4,,4,,India
,2011,"3,063,694,254",6.30,2.69,188,,175,,India
870110 - Pedestrian controlled tractors,,3.00,0.00,1,,1,,India
870120 - Road tractors for semi-trailers,,16.00,0.00,2,,2,,India
870130 - Track-laying tractors,,0.00,0.00,1,,,,India
870190 - Other,"60,901,977",0.88,0.00,8,,1,,India
870210 - With compression-ignition internal combustion piston engine (diesel or semi-diesel),"20,866",13.00,8.85,4,,4,,India
870290 - Other,,12.40,8.38,5,,5,,India
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"23,831",7.50,4.00,2,,2,,India
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","309,522,865",10.00,6.50,2,,2,,India
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","1,675,555,968",10.00,6.50,2,,2,,India
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","6,903,888",10.00,6.50,3,,3,,India
"870324 -- Of a cylinder capacity exceeding 3,000 cc","37,097",10.00,6.50,2,,2,,India
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","28,659,387",10.00,6.50,2,,2,,India
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","11,420,692",10.00,6.50,3,,3,,India
"870333 -- Of a cylinder capacity exceeding 2,500 cc",,10.00,6.50,3,,3,,India
870390 - Other,"308,565",10.00,6.50,2,,2,,India
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,India
870421 -- g.v.w. not exceeding 5 tonnes,"11,686,299",13.50,8.76,5,,5,,India
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,10.27,3,,3,,India
870423 -- g.v.w. exceeding 20 tonnes,,15.83,10.27,3,,3,,India
870431 -- g.v.w. not exceeding 5 tonnes,,13.50,8.76,5,,5,,India
870432 -- g.v.w. exceeding 5 tonnes,,15.83,10.27,3,,3,,India
870490 - Other,"23,205",10.00,6.50,1,,1,,India
870510 - Crane lorries,,3.70,0.00,1,,1,,India
870520 - Mobile drilling derricks,,3.70,0.00,1,,1,,India
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,India
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,India
870590 - Other,"112,836",3.70,0.00,3,,3,,India
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","1,903,588",9.88,5.58,4,,4,,India
870710 - For the vehicles of heading 87.03,"259,399",4.50,0.00,2,,2,,India
870790 - Other,"134,565",4.50,0.00,2,,2,,India
870810 - Bumpers and parts thereof,"7,234,154",3.75,0.00,2,,2,,India
870821 -- Safety seat belts,"4,210,633",3.75,0.00,2,,2,,India
870829 -- Other,"19,093,465",3.75,0.00,2,,2,,India
870830 - Brakes and servo-brakes; parts thereof,"138,640,458",4.00,0.00,3,,3,,India
870840 - Gear boxes and parts thereof,"41,870,469",3.88,0.00,4,,4,,India
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","124,004,719",4.00,0.00,5,,5,,India
870870 - Road wheels and parts and accessories thereof,"50,809,949",3.75,0.00,4,,4,,India
870880 - Suspension systems and parts thereof (including shock-absorbers),"22,136,739",3.80,0.00,5,,5,,India
870891 -- Radiators and parts thereof,"20,602,700",3.88,0.00,4,,4,,India
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"12,284,915",3.88,0.00,4,,4,,India
870893 -- Clutches and parts thereof,"11,114,591",3.75,0.00,2,,2,,India
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","42,450,279",3.88,0.00,4,,4,,India
870895 -- Safety airbags with inflater system; parts thereof,"426,926",3.67,0.00,3,,3,,India
870899 -- Other,"311,059,215",3.67,0.00,3,,3,,India
870911 -- Electrical,,3.00,0.00,2,,2,,India
870919 -- Other,"397,750",3.00,0.00,2,,2,,India
870990 - Parts,"229,360",3.50,0.00,1,,1,,India
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,India
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,849,8.00,4.50,1,,1,,India
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"46,316,851",8.00,4.50,4,,4,,India
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"3,195,392",6.00,2.50,2,,2,,India
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"720,054",6.00,2.50,1,,1,,India
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"11,595",6.00,2.50,1,,1,,India
871190 - Other,"27,464",6.00,2.50,1,,1,,India
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","6,204,882",14.67,10.50,3,,3,,India
871310 - Not mechanically propelled,"3,897,071",0.00,0.00,1,,,,India
871390 - Other,"7,629,301",0.00,0.00,1,,,,India
871411 -- Saddles,"64,909",3.70,0.00,1,,1,,India
871419 -- Other,"33,698,093",3.70,0.00,1,,1,,India
871420 - Of carriages for disabled persons,"8,458,641",0.00,0.00,1,,,,India
"871491 -- Frames and forks, and parts thereof","5,109,809",4.70,1.20,3,,3,,India
871492 -- Wheel rims and spokes,"127,396",4.70,1.20,2,,2,,India
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels","2,922,407",4.70,1.20,2,,2,,India
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","129,581",4.70,1.20,3,,3,,India
871495 -- Saddles,"60,747",4.70,1.20,1,,1,,India
"871496 -- Pedals and crank-gear, and parts thereof","2,318,696",4.70,1.20,3,,3,,India
871499 -- Other,"1,363,659",4.70,1.20,4,,4,,India
871500 Baby carriages and parts thereof.,"111,054",2.70,0.00,2,,2,,India
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,0.00,5,,5,,India
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,0.00,1,,1,,India
871631 -- Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,India
871639 -- Other,,2.70,0.00,5,,5,,India
871640 - Other trailers and semi-trailers,"20,894",2.70,0.00,1,,1,,India
871680 - Other vehicles,"244,115",1.70,0.00,1,,1,,India
871690 - Parts,"27,019,444",1.70,0.00,4,,4,,India
,2010,"2,411,198,432",6.30,6.30,188,,,,India
870110 - Pedestrian controlled tractors,,3.00,3.00,1,,,,India
870120 - Road tractors for semi-trailers,,16.00,16.00,2,,,,India
870130 - Track-laying tractors,,0.00,0.00,1,,,,India
870190 - Other,"36,362,148",0.88,0.88,8,,,,India
870210 - With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,13.00,4,,,,India
870290 - Other,,12.40,12.40,5,,,,India
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"460,972",7.50,7.50,2,,,,India
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","544,714,553",10.00,10.00,2,,,,India
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","1,027,973,552",10.00,10.00,2,,,,India
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","10,265,213",10.00,10.00,3,,,,India
"870324 -- Of a cylinder capacity exceeding 3,000 cc","291,667",10.00,10.00,2,,,,India
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","41,804,133",10.00,10.00,2,,,,India
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","21,066,288",10.00,10.00,3,,,,India
"870333 -- Of a cylinder capacity exceeding 2,500 cc","150,242",10.00,10.00,3,,,,India
870390 - Other,"942,095",10.00,10.00,2,,,,India
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,India
870421 -- g.v.w. not exceeding 5 tonnes,"15,424,692",13.50,13.50,5,,,,India
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"114,275",15.83,15.83,3,,,,India
870423 -- g.v.w. exceeding 20 tonnes,,15.83,15.83,3,,,,India
