Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
870880 - Suspension systems and parts thereof (including shock-absorbers),,3.80,0.00,5,,5,,"Korea, Republic of"
870891 - - Radiators and parts thereof,,3.88,0.00,4,,4,,"Korea, Republic of"
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,,3.88,0.00,4,,4,,"Korea, Republic of"
870893 - - Clutches and parts thereof,,3.75,0.00,2,,2,,"Korea, Republic of"
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof",,3.88,0.00,4,,4,,"Korea, Republic of"
870895 - - Safety airbags with inflater system; parts thereof,,3.67,0.00,3,,3,,"Korea, Republic of"
870899 - - Other,,3.67,0.00,3,,3,,"Korea, Republic of"
870911 - - Electrical,,3.00,0.00,2,,2,,"Korea, Republic of"
870919 - - Other,,3.00,0.00,2,,2,,"Korea, Republic of"
870990 - Parts,,3.50,0.00,1,,1,,"Korea, Republic of"
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,"Korea, Republic of"
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,0.00,1,,1,,"Korea, Republic of"
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,,8.00,0.00,3,,3,,"Korea, Republic of"
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,6.00,0.00,2,,2,,"Korea, Republic of"
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,6.00,0.00,1,,1,,"Korea, Republic of"
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,6.00,0.00,1,,1,,"Korea, Republic of"
871160 - With electric motor for propulsion,,6.00,0.00,2,,2,,"Korea, Republic of"
871190 - Other,,6.00,0.00,1,,1,,"Korea, Republic of"
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.",,14.50,0.00,2,,2,,"Korea, Republic of"
871310 - Not mechanically propelled,,0.00,0.00,1,,,,"Korea, Republic of"
871390 - Other,,0.00,0.00,1,,,,"Korea, Republic of"
871410 - Of motorcycles (including mopeds),,3.70,0.00,6,,6,,"Korea, Republic of"
871420 - Of carriages for disabled persons,,0.00,0.00,1,,,,"Korea, Republic of"
"871491 - - Frames and forks, and parts thereof",,4.70,0.00,3,,3,,"Korea, Republic of"
871492 - - Wheel rims and spokes,,4.70,0.00,2,,2,,"Korea, Republic of"
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",,4.70,0.00,1,,1,,"Korea, Republic of"
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof",,4.70,0.00,2,,2,,"Korea, Republic of"
871495 - - Saddles,,4.70,0.00,1,,1,,"Korea, Republic of"
"871496 - - Pedals and crank-gear, and parts thereof",,4.70,0.00,3,,3,,"Korea, Republic of"
871499 - - Other,,4.70,0.00,4,,4,,"Korea, Republic of"
871500 Baby carriages and parts thereof.,,2.70,0.00,2,,2,,"Korea, Republic of"
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,0.00,2,,2,,"Korea, Republic of"
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,0.00,1,,1,,"Korea, Republic of"
871631 - - Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,"Korea, Republic of"
871639 - - Other,,2.70,0.00,4,,4,,"Korea, Republic of"
871640 - Other trailers and semi-trailers,,2.70,0.00,1,,1,,"Korea, Republic of"
871680 - Other vehicles,,1.70,0.00,1,,1,,"Korea, Republic of"
871690 - Parts,,1.70,0.00,4,,4,,"Korea, Republic of"
,2017,"10,683,020,297",6.65,0.00,199,,188,,"Korea, Republic of"
870110 - Single axle tractors,,3.00,0.00,1,,1,,"Korea, Republic of"
870120 - Road tractors for semi-trailers,"316,157",16.00,0.00,2,,2,,"Korea, Republic of"
870130 - Track-laying tractors,"1,144",0.00,0.00,1,,,,"Korea, Republic of"
870191 - - Not exceeding 18 kW,"5,977,708",3.50,0.00,2,,1,,"Korea, Republic of"
870192 - - Exceeding 18 kW but not exceeding 37 kW,"35,498,088",3.50,0.00,2,,1,,"Korea, Republic of"
870193 - - Exceeding 37 kW but not exceeding 75 kW,"9,274,753",3.50,0.00,2,,1,,"Korea, Republic of"
870194 - - Exceeding 75 kW but not exceeding 130 kW,"2,196,048",3.50,0.00,2,,1,,"Korea, Republic of"
870195 - - Exceeding 130 kW,"298,504",3.50,0.00,2,,1,,"Korea, Republic of"
870210 - With only compression-ignition internal combustion piston engine (diesel or semi-diesel),14,13.00,0.00,4,,4,,"Korea, Republic of"
870220 - With both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion,,13.00,0.00,2,,2,,"Korea, Republic of"
870230 - With both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion,,13.00,0.00,2,,2,,"Korea, Republic of"
870240 - With only electric motor for propulsion,225,10.00,0.00,1,,1,,"Korea, Republic of"
870290 - Other,"1,564",12.40,0.00,5,,5,,"Korea, Republic of"
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"1,205",7.50,0.00,2,,2,,"Korea, Republic of"
"870321 - - Of a cylinder capacity not exceeding 1,000 cc","1,082,803,608",10.00,0.00,2,,2,,"Korea, Republic of"
"870322 - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","1,660,433,832",10.00,0.00,2,,2,,"Korea, Republic of"
"870323 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","684,083,234",10.00,0.00,3,,3,,"Korea, Republic of"
"870324 - - Of a cylinder capacity exceeding 3,000 cc","36,641,144",10.00,0.00,2,,2,,"Korea, Republic of"
"870331 - - Of a cylinder capacity not exceeding 1,500 cc","118,350,885",10.00,0.00,2,,2,,"Korea, Republic of"
"870332 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","2,691,557,075",10.00,0.00,3,,3,,"Korea, Republic of"
"870333 - - Of a cylinder capacity exceeding 2,500 cc","4,151,124",10.00,0.00,3,,3,,"Korea, Republic of"
"870340 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power","734,219,446",10.00,0.00,2,,2,,"Korea, Republic of"
"870350 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",,10.00,0.00,1,,1,,"Korea, Republic of"
"870360 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power","182,903,246",10.00,0.00,2,,2,,"Korea, Republic of"
"870370 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power","7,078,823",10.00,0.00,1,,1,,"Korea, Republic of"
"870380 - Other vehicles, with only electric motor for propulsion","208,890,410",10.00,0.00,2,,2,,"Korea, Republic of"
870390 - Other,"5,061,356",10.00,0.00,1,,1,,"Korea, Republic of"
870410 - Dumpers designed for off-highway use,"632,365",0.00,0.00,2,,,,"Korea, Republic of"
870421 - - g.v.w. not exceeding 5 tonnes,"15,584,489",13.50,0.00,5,,5,,"Korea, Republic of"
870422 - - g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,1,15.83,0.00,3,,3,,"Korea, Republic of"
870423 - - g.v.w. exceeding 20 tonnes,5,15.83,0.00,3,,3,,"Korea, Republic of"
870431 - - g.v.w. not exceeding 5 tonnes,9,13.50,0.00,5,,5,,"Korea, Republic of"
870432 - - g.v.w. exceeding 5 tonnes,,15.83,0.00,3,,3,,"Korea, Republic of"
870490 - Other,"227,525",10.00,0.00,1,,1,,"Korea, Republic of"
870510 - Crane lorries,7,3.70,0.00,1,,1,,"Korea, Republic of"
870520 - Mobile drilling derricks,,3.70,0.00,1,,1,,"Korea, Republic of"
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,"Korea, Republic of"
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,"Korea, Republic of"
870590 - Other,"669,830",3.70,0.00,2,,2,,"Korea, Republic of"
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",288,9.88,0.00,4,,4,,"Korea, Republic of"
870710 - For the vehicles of heading 87.03,"672,720",4.50,0.00,2,,2,,"Korea, Republic of"
870790 - Other,"85,124",4.50,0.00,2,,2,,"Korea, Republic of"
870810 - Bumpers and parts thereof,"45,656,979",3.75,0.00,2,,2,,"Korea, Republic of"
870821 - - Safety seat belts,"12,095,791",3.75,0.00,2,,2,,"Korea, Republic of"
870829 - - Other,"614,739,989",3.75,0.00,2,,2,,"Korea, Republic of"
870830 - Brakes and servo-brakes; parts thereof,"175,027,983",4.00,0.00,3,,3,,"Korea, Republic of"
870840 - Gear boxes and parts thereof,"695,901,329",3.88,0.00,4,,4,,"Korea, Republic of"
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","450,177,005",4.00,0.00,5,,5,,"Korea, Republic of"
870870 - Road wheels and parts and accessories thereof,"237,726,308",3.75,0.00,4,,4,,"Korea, Republic of"
870880 - Suspension systems and parts thereof (including shock-absorbers),"89,134,016",3.80,0.00,5,,5,,"Korea, Republic of"
870891 - - Radiators and parts thereof,"139,110,991",3.88,0.00,4,,4,,"Korea, Republic of"
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,"69,119,729",3.88,0.00,4,,4,,"Korea, Republic of"
870893 - - Clutches and parts thereof,"69,135,977",3.75,0.00,2,,2,,"Korea, Republic of"
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof","242,244,303",3.88,0.00,4,,4,,"Korea, Republic of"
870895 - - Safety airbags with inflater system; parts thereof,"8,640,178",3.67,0.00,3,,3,,"Korea, Republic of"
870899 - - Other,"283,479,972",3.67,0.00,3,,3,,"Korea, Republic of"
870911 - - Electrical,"38,792",3.00,0.00,2,,2,,"Korea, Republic of"
870919 - - Other,"1,405",3.00,0.00,2,,2,,"Korea, Republic of"
870990 - Parts,"1,128,358",3.50,0.00,1,,1,,"Korea, Republic of"
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,"Korea, Republic of"
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,541,8.00,0.00,1,,1,,"Korea, Republic of"
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"5,103,457",8.00,0.00,3,,3,,"Korea, Republic of"
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"13,034",6.00,0.00,2,,2,,"Korea, Republic of"
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"84,348",6.00,0.00,1,,1,,"Korea, Republic of"
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"15,523",6.00,0.00,1,,1,,"Korea, Republic of"
871160 - With electric motor for propulsion,"20,378",6.00,0.00,2,,2,,"Korea, Republic of"
871190 - Other,"1,083",6.00,0.00,1,,1,,"Korea, Republic of"
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","61,579",14.50,0.00,2,,2,,"Korea, Republic of"
871310 - Not mechanically propelled,105,0.00,0.00,1,,,,"Korea, Republic of"
871390 - Other,161,0.00,0.00,1,,,,"Korea, Republic of"
871410 - Of motorcycles (including mopeds),"1,781,330",3.70,0.00,6,,6,,"Korea, Republic of"
871420 - Of carriages for disabled persons,"209,181",0.00,0.00,1,,,,"Korea, Republic of"
"871491 - - Frames and forks, and parts thereof","67,945",4.70,0.00,3,,3,,"Korea, Republic of"
871492 - - Wheel rims and spokes,"17,760",4.70,0.00,2,,2,,"Korea, Republic of"
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels","1,882",4.70,0.00,1,,1,,"Korea, Republic of"
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof","11,300",4.70,0.00,2,,2,,"Korea, Republic of"
871495 - - Saddles,"5,896",4.70,0.00,1,,1,,"Korea, Republic of"
"871496 - - Pedals and crank-gear, and parts thereof","5,647",4.70,0.00,3,,3,,"Korea, Republic of"
871499 - - Other,"208,816",4.70,0.00,4,,4,,"Korea, Republic of"
871500 Baby carriages and parts thereof.,"15,793",2.70,0.00,2,,2,,"Korea, Republic of"
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping","23,014",2.70,0.00,2,,2,,"Korea, Republic of"
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,0.00,1,,1,,"Korea, Republic of"
871631 - - Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,"Korea, Republic of"
871639 - - Other,"11,294",2.70,0.00,4,,4,,"Korea, Republic of"
871640 - Other trailers and semi-trailers,"3,909",2.70,0.00,1,,1,,"Korea, Republic of"
871680 - Other vehicles,"793,507",1.70,0.00,1,,1,,"Korea, Republic of"
871690 - Parts,"53,591,753",1.70,0.00,4,,4,,"Korea, Republic of"
,2016,"8,410,728,631",6.29,0.19,184,,171,,"Korea, Republic of"
870110 - Pedestrian controlled tractors,,3.00,0.00,1,,1,,"Korea, Republic of"
870120 - Road tractors for semi-trailers,"72,943",16.00,2.60,2,,2,,"Korea, Republic of"
870130 -Track-laying tractors,,0.00,0.00,1,,,,"Korea, Republic of"
870190 - Other,"44,598,695",0.88,0.00,8,,1,,"Korea, Republic of"
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,0.00,4,,4,,"Korea, Republic of"
870290 - Other,712,12.40,0.00,5,,5,,"Korea, Republic of"
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"3,258",7.50,0.00,2,,2,,"Korea, Republic of"
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","616,691,564",10.00,1.60,2,,2,,"Korea, Republic of"
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","1,108,671,799",10.00,1.60,2,,2,,"Korea, Republic of"
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","809,144,791",10.00,0.00,3,,3,,"Korea, Republic of"
"870324 -- Of a cylinder capacity exceeding 3,000 cc","6,570,792",10.00,0.00,2,,2,,"Korea, Republic of"
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","126,895,718",10.00,1.60,2,,2,,"Korea, Republic of"
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","2,481,402,931",10.00,0.00,3,,3,,"Korea, Republic of"
"870333 -- Of a cylinder capacity exceeding 2,500 cc","14,201,106",10.00,0.00,3,,3,,"Korea, Republic of"
870390 - Other,"140,834,980",10.00,1.60,2,,2,,"Korea, Republic of"
870410 - Dumpers designed for off-highway use,"183,566",0.00,0.00,2,,,,"Korea, Republic of"
870421 -- g.v.w. not exceeding 5 tonnes,"17,042,980",13.50,2.08,5,,5,,"Korea, Republic of"
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"490,359",15.83,0.00,3,,3,,"Korea, Republic of"
870423 -- g.v.w. exceeding 20 tonnes,,15.83,2.40,3,,3,,"Korea, Republic of"
870431 -- g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,"Korea, Republic of"
870432 -- g.v.w. exceeding 5 tonnes,,15.83,0.00,3,,3,,"Korea, Republic of"
870490 - Other,"4,334",10.00,0.00,1,,1,,"Korea, Republic of"
870510 - Crane lorries,,3.70,0.00,1,,1,,"Korea, Republic of"
870520 -Mobile drilling derricks,,3.70,0.00,1,,1,,"Korea, Republic of"
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,"Korea, Republic of"
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,"Korea, Republic of"
870590 - Other,,3.70,0.00,2,,2,,"Korea, Republic of"
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",11,9.88,0.00,4,,4,,"Korea, Republic of"
870710 - For the vehicles of heading 87.03,"440,818",4.50,0.00,2,,2,,"Korea, Republic of"
870790 - Other,"100,637",4.50,0.00,2,,2,,"Korea, Republic of"
870810 - Bumpers and parts thereof,"54,267,393",3.75,0.00,2,,2,,"Korea, Republic of"
870821 -- Safety seat belts,"11,523,143",3.75,0.00,2,,2,,"Korea, Republic of"
870829 -- Other,"631,165,608",3.75,0.00,2,,2,,"Korea, Republic of"
870830 - Brakes and servo-brakes; parts thereof,"163,071,157",4.00,0.00,3,,3,,"Korea, Republic of"
870840 - Gear boxes and parts thereof,"537,846,501",3.88,0.00,4,,4,,"Korea, Republic of"
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","456,953,704",4.00,0.00,5,,5,,"Korea, Republic of"
870870 - Road wheels and parts and accessories thereof,"245,792,348",3.75,0.00,4,,4,,"Korea, Republic of"
870880 - Suspension systems and parts thereof (including shock- absorbers),"84,563,845",3.80,0.00,5,,5,,"Korea, Republic of"
870891 -- Radiators and parts thereof,"126,249,728",3.88,0.00,4,,4,,"Korea, Republic of"
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"76,878,432",3.88,0.00,4,,4,,"Korea, Republic of"
870893 -- Clutches and parts thereof,"58,430,723",3.75,0.00,2,,2,,"Korea, Republic of"
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","229,997,587",3.88,0.00,4,,4,,"Korea, Republic of"
870895 -- Safety airbags with inflater system; parts thereof,"7,574,207",3.67,0.00,3,,3,,"Korea, Republic of"
870899 -- Other,"298,629,284",3.67,0.00,3,,3,,"Korea, Republic of"
870911 -- Electrical,"120,078",3.00,0.00,2,,2,,"Korea, Republic of"
870919 -- Other,"75,719",3.00,0.00,2,,2,,"Korea, Republic of"
870990 - Parts,"1,071,334",3.50,0.00,1,,1,,"Korea, Republic of"
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","5,262",1.70,0.00,1,,1,,"Korea, Republic of"
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"156,412",8.00,0.00,1,,1,,"Korea, Republic of"
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"7,564,723",8.00,0.00,3,,3,,"Korea, Republic of"
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,6.00,0.00,2,,2,,"Korea, Republic of"
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"926,262",6.00,0.00,1,,1,,"Korea, Republic of"
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"7,135",6.00,0.00,1,,1,,"Korea, Republic of"
871190 - Other,"15,362",6.00,0.00,2,,2,,"Korea, Republic of"
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","366,117",14.50,0.00,2,,2,,"Korea, Republic of"
871310 - Not mechanically propelled,,0.00,0.00,1,,,,"Korea, Republic of"
871390 - Other,476,0.00,0.00,1,,,,"Korea, Republic of"
871410 - Of motorcycles (including mopeds),"1,599,993",3.70,0.00,6,,6,,"Korea, Republic of"
871420 - Of carriages for disabled persons,"238,748",0.00,0.00,1,,,,"Korea, Republic of"
"871491 -- Frames and forks, and parts thereof","50,171",4.70,0.00,3,,3,,"Korea, Republic of"
871492 -- Wheel rims and spokes,"11,833",4.70,0.00,2,,2,,"Korea, Republic of"
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","1,716",4.70,0.00,1,,1,,"Korea, Republic of"
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","18,550",4.70,0.00,2,,2,,"Korea, Republic of"
871495 -- Saddles,"1,696",4.70,0.00,1,,1,,"Korea, Republic of"
"871496 -- Pedals and crank-gear, and parts thereof","2,257",4.70,0.00,3,,3,,"Korea, Republic of"
871499 -- Other,"111,803",4.70,0.00,4,,4,,"Korea, Republic of"
871500 Baby carriages and parts thereof.,"5,005",2.70,0.00,2,,2,,"Korea, Republic of"
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,0.00,2,,2,,"Korea, Republic of"
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,0.00,1,,1,,"Korea, Republic of"
871631 -- Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,"Korea, Republic of"
871639 -- Other,"22,283",2.70,0.00,4,,4,,"Korea, Republic of"
871640 - Other trailers and semi-trailers,,2.70,0.00,1,,1,,"Korea, Republic of"
871680 - Other vehicles,"402,917",1.70,0.00,1,,1,,"Korea, Republic of"
871690 - Parts,"47,657,126",1.70,0.00,4,,4,,"Korea, Republic of"
,2015,"7,315,840,901",6.29,0.40,184,,171,,"Korea, Republic of"
870110 - Pedestrian controlled tractors,"74,024",3.00,0.00,1,,1,,"Korea, Republic of"
870120 - Road tractors for semi-trailers,"337,659",16.00,5.30,2,,2,,"Korea, Republic of"
870130 -Track-laying tractors,,0.00,0.00,1,,,,"Korea, Republic of"
870190 - Other,"56,832,731",0.88,0.00,8,,1,,"Korea, Republic of"
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"16,594",13.00,0.00,4,,4,,"Korea, Republic of"
870290 - Other,,12.40,0.00,5,,5,,"Korea, Republic of"
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"1,156",7.50,0.00,2,,2,,"Korea, Republic of"
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","545,907,241",10.00,3.30,2,,2,,"Korea, Republic of"
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","1,030,658,781",10.00,3.30,2,,2,,"Korea, Republic of"
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","588,115,709",10.00,0.00,3,,3,,"Korea, Republic of"
"870324 -- Of a cylinder capacity exceeding 3,000 cc","10,223,384",10.00,0.00,2,,2,,"Korea, Republic of"
