Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
852792 -- Not combined with sound recording or reproducing apparatus but combined with a clock,451,4.50,4.50,2,,,,"Korea, Republic of"
852799 -- Other,"1,849",9.00,9.00,1,,,,"Korea, Republic of"
852841 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,"8,276",0.00,0.00,1,,,,"Korea, Republic of"
852849 -- Other,"22,187",14.00,14.00,2,,,,"Korea, Republic of"
852851 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,"309,292",0.00,0.00,1,,,,"Korea, Republic of"
852859 -- Other,"453,377",3.50,3.50,4,,,,"Korea, Republic of"
852861 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,,0.00,0.00,1,,,,"Korea, Republic of"
852869 -- Other,"24,882",5.33,5.33,3,,,,"Korea, Republic of"
852871 -- Not designed to incorporate a video display or screen,"153,234",5.60,5.60,5,,,,"Korea, Republic of"
"852872 -- Other, colour","37,466",14.00,14.00,6,,,,"Korea, Republic of"
"852873 -- Other, monochrome","2,989",2.00,2.00,1,,,,"Korea, Republic of"
852910 - Aerials and aerial reflectors of all kinds; parts suitable for use therewith,"318,863",3.86,3.86,7,,,,"Korea, Republic of"
852990 - Other,"1,282,202",2.67,2.67,6,,,,"Korea, Republic of"
853010 - Equipment for railways or tramways,"16,100",1.70,1.70,1,,,,"Korea, Republic of"
853080 - Other equipment,"127,169",1.70,1.70,1,,,,"Korea, Republic of"
853090 - Parts,"34,679",1.70,1.70,1,,,,"Korea, Republic of"
853110 - Burglar or fire alarms and similar apparatus,"173,805",2.20,2.20,2,,,,"Korea, Republic of"
853120 - Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED),"719,619",0.00,0.00,3,,,,"Korea, Republic of"
853180 - Other apparatus,"179,926",1.10,1.10,2,,,,"Korea, Republic of"
853190 - Parts,"386,118",1.10,1.10,2,,,,"Korea, Republic of"
853210 - Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),"4,375,528",0.00,0.00,1,,,,"Korea, Republic of"
853221 -- Tantalum,"17,711",0.00,0.00,1,,,,"Korea, Republic of"
853222 -- Aluminium electrolytic,"31,458,198",0.00,0.00,1,,,,"Korea, Republic of"
"853223 -- Ceramic dielectric, single layer","9,749",0.00,0.00,1,,,,"Korea, Republic of"
"853224 -- Ceramic dielectric, multilayer","95,317",0.00,0.00,1,,,,"Korea, Republic of"
853225 -- Dielectric of paper or plastics,"12,916,083",0.00,0.00,1,,,,"Korea, Republic of"
853229 -- Other,"181,812",0.00,0.00,1,,,,"Korea, Republic of"
853230 -Variable or adjustable (pre-set) capacitors,"3,400",0.00,0.00,1,,,,"Korea, Republic of"
853290 - Parts,"51,878",0.00,0.00,1,,,,"Korea, Republic of"
"853310 - Fixed carbon resistors, composition or film types",224,0.00,0.00,1,,,,"Korea, Republic of"
853321 -- For a power handling capacity not exceeding 20 W,"268,584",0.00,0.00,1,,,,"Korea, Republic of"
853329 -- Other,"142,373",0.00,0.00,1,,,,"Korea, Republic of"
853331 -- For a power handling capacity not exceeding 20 W,"2,765",0.00,0.00,1,,,,"Korea, Republic of"
853339 -- Other,"10,777",0.00,0.00,1,,,,"Korea, Republic of"
"853340 - Other variable resistors, including rheostats and potentiometers","219,207",0.00,0.00,2,,,,"Korea, Republic of"
853390 - Parts,"53,650",0.00,0.00,1,,,,"Korea, Republic of"
853400 Printed circuits.,"1,099,216",0.00,0.00,3,,,,"Korea, Republic of"
853510 - Fuses,"341,331",2.70,2.70,1,,,,"Korea, Republic of"
853521 -- For a voltage of less than 72.5 kV,"4,272",2.70,2.70,1,,,,"Korea, Republic of"
853529 -- Other,"83,123",2.70,2.70,1,,,,"Korea, Republic of"
853530 - Isolating switches and make-and-break switches,"29,407",2.70,2.70,2,,,,"Korea, Republic of"
"853540 - Lightning arresters, voltage limiters and surge suppressors","62,967",2.70,2.70,1,,,,"Korea, Republic of"
853590 - Other,"417,006",2.70,2.70,1,,,,"Korea, Republic of"
853610 - Fuses,"50,526",2.30,2.30,3,,,,"Korea, Republic of"
853620 - Automatic circuit breakers,"488,746",2.30,2.30,2,,,,"Korea, Republic of"
853630 - Other apparatus for protecting electrical circuits,"324,613",2.30,2.30,3,,,,"Korea, Republic of"
853641 -- For a voltage not exceeding 60 V,"3,481,440",2.30,2.30,2,,,,"Korea, Republic of"
853649 -- Other,"2,789,069",2.30,2.30,1,,,,"Korea, Republic of"
853650 - Other switches,"24,352,929",1.31,1.31,7,,,,"Korea, Republic of"
853661 -- Lamp-holders,"136,100",2.30,2.30,2,,,,"Korea, Republic of"
853669 -- Other,"1,436,091",0.77,0.77,3,,,,"Korea, Republic of"
"853670 - Connectors for optical fibres, optical fibre bundles or cables","10,111",3.00,3.00,1,,,,"Korea, Republic of"
853690 - Other apparatus,"6,449,671",1.15,1.15,4,,,,"Korea, Republic of"
"853710 - For a voltage not exceeding 1,000 V","11,614,961",2.10,2.10,3,,,,"Korea, Republic of"
"853720 - For a voltage exceeding 1,000 V","1,332,977",2.10,2.10,2,,,,"Korea, Republic of"
"853810 - Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus","145,746",2.20,2.20,1,,,,"Korea, Republic of"
853890 - Other,"7,029,719",1.23,1.23,4,,,,"Korea, Republic of"
853910 - Sealed beam lamp units,"8,733",2.70,2.70,1,,,,"Korea, Republic of"
853921 -- Tungsten halogen,"421,836",2.70,2.70,3,,,,"Korea, Republic of"
"853922 -- Other, of a power not exceeding 200 W and for a voltage exceeding 100 V","2,667",2.70,2.70,2,,,,"Korea, Republic of"
853929 -- Other,"60,049",2.70,2.70,3,,,,"Korea, Republic of"
"853931 -- Fluorescent, hot cathode","11,381",2.70,2.70,2,,,,"Korea, Republic of"
853932 -- Mercury or sodium vapour lamps; metal halide lamps,"1,323,063",2.70,2.70,2,,,,"Korea, Republic of"
853939 -- Other,"5,286",2.70,2.70,1,,,,"Korea, Republic of"
853941 -- Arc-lamps,,2.70,2.70,1,,,,"Korea, Republic of"
853949 -- Other,"10,000",2.70,2.70,1,,,,"Korea, Republic of"
853990 - Parts,"145,640",2.70,2.70,2,,,,"Korea, Republic of"
854011 -- Colour,,14.00,14.00,1,,,,"Korea, Republic of"
854012 -- Monochrome,,7.50,7.50,1,,,,"Korea, Republic of"
854020 -Television camera tubes; image converters and intensifiers; other photo-cathode tubes,,2.70,2.70,2,,,,"Korea, Republic of"
"854040 - Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm",,2.60,2.60,1,,,,"Korea, Republic of"
854060 - Other cathode-ray tubes,"6,370",2.60,2.60,1,,,,"Korea, Republic of"
854071 -- Magnetrons,"22,058",2.70,2.70,1,,,,"Korea, Republic of"
854079 -- Other,,2.70,2.70,1,,,,"Korea, Republic of"
854081 -- Receiver or amplifier valves and tubes,,2.70,2.70,1,,,,"Korea, Republic of"
854089 -- Other,"64,973",2.70,2.70,1,,,,"Korea, Republic of"
854091 -- Of cathode-ray tubes,,2.70,2.70,1,,,,"Korea, Republic of"
854099 -- Other,96,2.70,2.70,1,,,,"Korea, Republic of"
"854110 - Diodes, other than photosensitive or light emitting diodes","3,953,839",0.00,0.00,1,,,,"Korea, Republic of"
854121 -- With a dissipation rate of less than 1 W,"126,742",0.00,0.00,1,,,,"Korea, Republic of"
854129 -- Other,"179,304",0.00,0.00,1,,,,"Korea, Republic of"
"854130 -Thyristors, diacs and triacs, other than photosensitive devices","158,582",0.00,0.00,1,,,,"Korea, Republic of"
"854140 - Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes","43,639",0.00,0.00,2,,,,"Korea, Republic of"
854150 - Other semiconductor devices,"17,964",0.00,0.00,1,,,,"Korea, Republic of"
854160 -Mounted piezo-electric crystals,"17,448",0.00,0.00,1,,,,"Korea, Republic of"
854190 - Parts,"13,413,910",0.00,0.00,1,,,,"Korea, Republic of"
"854231 -- Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","1,622,205",0.00,0.00,2,,,,"Korea, Republic of"
854232 -- Memories,"745,668",0.00,0.00,9,,,,"Korea, Republic of"
854233 -- Amplifiers,"53,861",0.00,0.00,1,,,,"Korea, Republic of"
854239 -- Other,"6,778,724",0.00,0.00,2,,,,"Korea, Republic of"
854290 - Parts,"24,631",0.00,0.00,1,,,,"Korea, Republic of"
854310 - Particle accelerators,,4.00,4.00,1,,,,"Korea, Republic of"
854320 - Signal generators,"129,813",3.70,3.70,1,,,,"Korea, Republic of"
"854330 -Machines and apparatus for electroplating, electrolysis or electrophoresis","2,498",3.70,3.70,1,,,,"Korea, Republic of"
854370 - Other machines and apparatus,"2,896,298",2.96,2.96,5,,,,"Korea, Republic of"
854390 - Parts,"984,708",3.70,3.70,1,,,,"Korea, Republic of"
854411 -- Of copper,"3,430,700",3.70,3.70,2,,,,"Korea, Republic of"
854419 -- Other,"100,369",3.70,3.70,1,,,,"Korea, Republic of"
854420 - Co-axial cable and other co-axial electric conductors,"300,314",3.70,3.70,1,,,,"Korea, Republic of"
"854430 - Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships","698,349",3.70,3.70,1,,,,"Korea, Republic of"
854442 -- Fitted with connectors,"1,800,212",1.65,1.65,2,,,,"Korea, Republic of"
854449 -- Other,"3,139,628",2.96,2.96,5,,,,"Korea, Republic of"
"854460 - Other electric conductors, for a voltage exceeding 1,000 V","133,720",3.70,3.70,2,,,,"Korea, Republic of"
854470 - Optical fibre cables,"242,234",0.00,0.00,1,,,,"Korea, Republic of"
854511 -- Of a kind used for furnaces,,2.70,2.70,1,,,,"Korea, Republic of"
854519 -- Other,118,2.70,2.70,1,,,,"Korea, Republic of"
854520 - Brushes,"257,166",2.70,2.70,1,,,,"Korea, Republic of"
854590 - Other,"1,628",2.20,2.20,2,,,,"Korea, Republic of"
854610 - Of glass,"28,689",3.70,3.70,1,,,,"Korea, Republic of"
854620 - Of ceramics,"760,534",4.70,4.70,1,,,,"Korea, Republic of"
854690 - Other,"182,965",3.70,3.70,2,,,,"Korea, Republic of"
854710 - Insulating fittings of ceramics,"286,360",4.70,4.70,1,,,,"Korea, Republic of"
854720 - Insulating fittings of plastics,"2,178,403",3.70,3.70,1,,,,"Korea, Republic of"
854790 - Other,"439,355",3.70,3.70,1,,,,"Korea, Republic of"
"854810 -Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators","2,486,885",1.98,1.98,5,,,,"Korea, Republic of"
854890 - Other,"71,943",1.35,1.35,2,,,,"Korea, Republic of"
,2013,"525,790,343",3.09,0.76,500,,377,,"Korea, Republic of"
850110 -Motors of an output not exceeding 37.5 W,"5,810,624",3.20,0.00,4,,4,,"Korea, Republic of"
850120 - Universal AC/DC motors of an output exceeding 37.5 W,"2,391,554",2.70,0.00,1,,1,,"Korea, Republic of"
850131 -- Of an output not exceeding 750 W,"1,851,058",2.70,0.00,1,,1,,"Korea, Republic of"
850132 -- Of an output exceeding 750 W but not exceeding 75 kW,"778,420",2.70,0.00,1,,1,,"Korea, Republic of"
850133 -- Of an output exceeding 75 kW but not exceeding 375 kW,"104,011",2.70,0.00,1,,1,,"Korea, Republic of"
850134 -- Of an output exceeding 375 kW,"519,920",2.70,0.00,1,,1,,"Korea, Republic of"
"850140 - Other AC motors, single-phase","971,487",2.70,0.00,2,,2,,"Korea, Republic of"
850151 -- Of an output not exceeding 750 W,"3,224,356",2.70,0.00,1,,1,,"Korea, Republic of"
850152 -- Of an output exceeding 750 W but not exceeding 75 kW,"117,939,854",2.70,0.00,3,,3,,"Korea, Republic of"
850153 -- Of an output exceeding 75 kW,"53,935,126",2.70,0.00,4,,4,,"Korea, Republic of"
850161 -- Of an output not exceeding 75 kVA,"27,968",2.70,0.00,2,,2,,"Korea, Republic of"
850162 -- Of an output exceeding 75 kVA but not exceeding 375 kVA,"945,020",2.70,0.00,1,,1,,"Korea, Republic of"
850163 -- Of an output exceeding 375 kVA but not exceeding 750 kVA,"129,854",2.70,0.00,1,,1,,"Korea, Republic of"
850164 -- Of an output exceeding 750 kVA,"5,619,323",2.70,0.00,1,,1,,"Korea, Republic of"
850211 -- Of an output not exceeding 75 kVA,"49,748",2.70,0.00,2,,2,,"Korea, Republic of"
850212 -- Of an output exceeding 75 kVA but not exceeding 375 kVA,"318,831",2.70,0.00,1,,1,,"Korea, Republic of"
850213 -- Of an output exceeding 375 kVA,,2.70,0.00,3,,3,,"Korea, Republic of"
850220 - Generating sets with spark-ignition internal combustion piston engines,"6,467",2.70,0.00,4,,4,,"Korea, Republic of"
850231 -- Wind-powered,,2.70,0.00,1,,1,,"Korea, Republic of"
850239 -- Other,,2.70,0.00,2,,2,,"Korea, Republic of"
850240 - Electric rotary converters,"49,947",2.70,0.00,1,,1,,"Korea, Republic of"
850300 Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,"23,251,942",2.70,0.00,3,,3,,"Korea, Republic of"
850410 - Ballasts for discharge lamps or tubes,"128,792",3.70,0.00,2,,2,,"Korea, Republic of"
850421 -- Having a power handling capacity not exceeding 650 kVA,"2,437,131",3.70,0.00,1,,1,,"Korea, Republic of"
"850422 -- Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA","521,633",3.70,0.00,2,,2,,"Korea, Republic of"
"850423 -- Having a power handling capacity exceeding 10,000 kVA",,3.70,0.00,1,,1,,"Korea, Republic of"
850431 -- Having a power handling capacity not exceeding 1 kVA,"2,376,242",3.70,0.00,3,,3,,"Korea, Republic of"
850432 -- Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,"48,951",3.70,0.00,1,,1,,"Korea, Republic of"
850433 -- Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,"645,060",3.70,0.00,1,,1,,"Korea, Republic of"
850434 -- Having a power handling capacity exceeding 500 kVA,"39,641",3.70,0.00,1,,1,,"Korea, Republic of"
850440 - Static converters,"7,145,507",2.75,0.00,6,,5,,"Korea, Republic of"
850450 - Other inductors,"924,216",1.85,0.00,2,,1,,"Korea, Republic of"
850490 - Parts,"983,227",1.32,0.00,5,,3,,"Korea, Republic of"
850511 -- Of metal,"61,248",2.20,0.00,1,,1,,"Korea, Republic of"
850519 -- Other,"5,239",2.20,0.00,2,,2,,"Korea, Republic of"
"850520 - Electro-magnetic couplings, clutches and brakes","44,303",2.20,0.00,1,,1,,"Korea, Republic of"
"850590 - Other, including parts","2,686,246",1.93,0.00,3,,3,,"Korea, Republic of"
850610 -Manganese dioxide,,4.70,0.00,4,,4,,"Korea, Republic of"
850630 -Mercuric oxide,,4.70,0.00,1,,1,,"Korea, Republic of"
850640 - Silver oxide,,4.70,0.00,1,,1,,"Korea, Republic of"
850650 - Lithium,"20,571",4.70,0.00,3,,3,,"Korea, Republic of"
850660 - Air-zinc,,4.70,0.00,1,,1,,"Korea, Republic of"
850680 - Other primary cells and primary batteries,"10,080",2.35,0.00,2,,1,,"Korea, Republic of"
850690 - Parts,,4.70,0.00,1,,1,,"Korea, Republic of"
"850710 - Lead-acid, of a kind used for starting piston engines","540,106",3.70,0.00,2,,2,,"Korea, Republic of"
850720 - Other lead-acid accumulators,"63,227",3.70,0.00,2,,2,,"Korea, Republic of"
850730 - Nickel-cadmium,"400,452",2.60,0.00,2,,2,,"Korea, Republic of"
850740 - Nickel-iron,,2.70,0.00,1,,1,,"Korea, Republic of"
850750 - Nickel-metal hydride,,2.70,0.00,1,,1,,"Korea, Republic of"
850760 - Lithium-ion,"131,899",2.70,0.00,1,,1,,"Korea, Republic of"
850780 - Other accumulators,"204,489",2.70,0.00,1,,1,,"Korea, Republic of"
850790 - Parts,"155,883",2.70,0.00,2,,2,,"Korea, Republic of"
"850811 -- Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l",305,2.20,0.00,1,,1,,"Korea, Republic of"
850819 -- Other,"1,717",1.70,0.00,1,,1,,"Korea, Republic of"
850860 - Other vacuum cleaners,452,1.70,0.00,1,,1,,"Korea, Republic of"
850870 - Parts,"4,768",1.70,0.00,1,,1,,"Korea, Republic of"
850940 - Food grinders and mixers; fruit or vegetable juice extractors,"3,227",2.20,0.00,1,,1,,"Korea, Republic of"
850980 - Other appliances,"12,337",2.20,0.00,1,,1,,"Korea, Republic of"
850990 - Parts,"218,420",2.20,0.00,1,,1,,"Korea, Republic of"
851010 - Shavers,"5,166",2.20,0.00,1,,1,,"Korea, Republic of"
851020 - Hair clippers,53,2.20,0.00,1,,1,,"Korea, Republic of"
851030 - Hair-removing appliances,,2.20,0.00,1,,1,,"Korea, Republic of"
851090 - Parts,"1,142",2.20,0.00,1,,1,,"Korea, Republic of"
851110 - Sparking plugs,"4,096,892",3.20,0.00,1,,1,,"Korea, Republic of"
851120 - Ignition magnetos; magneto-dynamos; magnetic flywheels,"13,054",3.20,0.00,1,,1,,"Korea, Republic of"
851130 - Distributors; ignition coils,"1,383,938",3.20,0.00,1,,1,,"Korea, Republic of"
851140 - Starter motors and dual purpose starter-generators,"1,013,566",3.20,0.00,1,,1,,"Korea, Republic of"
851150 - Other generators,"1,627,211",3.20,0.00,1,,1,,"Korea, Republic of"
851180 - Other equipment,"1,269,615",3.20,0.00,1,,1,,"Korea, Republic of"
851190 - Parts,"2,461,592",3.20,0.00,1,,1,,"Korea, Republic of"
851210 - Lighting or visual signalling equipment of a kind used on bicycles,,2.70,0.00,1,,1,,"Korea, Republic of"
851220 - Other lighting or visual signalling equipment,"2,950,206",2.70,0.00,1,,1,,"Korea, Republic of"
851230 - Sound signalling equipment,"34,497",2.45,0.00,2,,2,,"Korea, Republic of"
"851240 -Windscreen wipers, defrosters and demisters","1,163,797",2.70,0.00,1,,1,,"Korea, Republic of"
851290 - Parts,"1,719,226",2.45,0.00,2,,2,,"Korea, Republic of"
851310 - Lamps,"7,025",5.70,0.00,1,,1,,"Korea, Republic of"
851390 - Parts,252,5.70,0.00,1,,1,,"Korea, Republic of"
851410 - Resistance heated furnaces and ovens,"63,333",2.20,0.00,2,,2,,"Korea, Republic of"
851420 - Furnaces and ovens functioning by induction or dielectric loss,,2.20,0.00,2,,2,,"Korea, Republic of"
851430 - Other furnaces and ovens,"138,765",2.20,0.00,1,,1,,"Korea, Republic of"
851440 - Other equipment for the heat treatment of materials by induction or dielectric loss,"54,276",2.20,0.00,1,,1,,"Korea, Republic of"
851490 - Parts,"32,271",2.20,0.00,1,,1,,"Korea, Republic of"
851511 -- Soldering irons and guns,120,2.70,0.00,1,,1,,"Korea, Republic of"
851519 -- Other,"75,179",2.70,0.00,1,,1,,"Korea, Republic of"
851521 -- Fully or partly automatic,"272,085",2.70,0.00,1,,1,,"Korea, Republic of"
851529 -- Other,,2.70,0.00,1,,1,,"Korea, Republic of"
851531 -- Fully or partly automatic,,2.70,0.00,1,,1,,"Korea, Republic of"
851539 -- Other,"1,967,849",2.70,0.00,3,,3,,"Korea, Republic of"
851580 - Other machines and apparatus,"86,600",2.70,0.00,2,,2,,"Korea, Republic of"
851590 - Parts,"449,256",2.70,0.00,1,,1,,"Korea, Republic of"
851610 - Electric instantaneous or storage water heaters and immersion heaters,"31,713",2.70,0.00,2,,2,,"Korea, Republic of"
851621 -- Storage heating radiators,,2.70,0.00,1,,1,,"Korea, Republic of"
851629 -- Other,"11,713",2.70,0.00,4,,4,,"Korea, Republic of"
851631 -- Hair dryers,"1,368",2.70,0.00,1,,1,,"Korea, Republic of"
851632 -- Other hair-dressing apparatus,319,2.70,0.00,1,,1,,"Korea, Republic of"
851633 -- Hand-drying apparatus,279,2.70,0.00,1,,1,,"Korea, Republic of"
851640 - Electric smoothing irons,173,2.70,0.00,1,,1,,"Korea, Republic of"
851650 -Microwave ovens,744,5.00,1.50,1,,1,,"Korea, Republic of"
"851660 - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters","62,842",2.70,0.00,5,,5,,"Korea, Republic of"
851671 -- Coffee or tea makers,"28,220",2.70,0.00,1,,1,,"Korea, Republic of"
851672 -- Toasters,,2.70,0.00,1,,1,,"Korea, Republic of"
851679 -- Other,"10,000",2.70,0.00,2,,2,,"Korea, Republic of"
851680 - Electric heating resistors,"158,061",2.70,0.00,2,,2,,"Korea, Republic of"
851690 - Parts,"77,456",2.70,0.00,1,,1,,"Korea, Republic of"
851711 -- Line telephone sets with cordless handsets,"15,458",0.00,0.00,1,,,,"Korea, Republic of"
851712 -- Telephones for cellular networks or for other wireless networks,"1,341,064",0.00,0.00,1,,,,"Korea, Republic of"
851718 -- Other,"87,185",0.00,0.00,1,,,,"Korea, Republic of"
851761 -- Base stations,"192,749",0.00,0.00,1,,,,"Korea, Republic of"
"851762 -- Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus","20,707,750",0.00,0.00,1,,,,"Korea, Republic of"
851769 -- Other,"2,215,657",1.86,1.16,5,,1,,"Korea, Republic of"
851770 - Parts,"68,187,222",2.15,0.38,4,,2,,"Korea, Republic of"
851810 -Microphones and stands therefor,"15,398",1.25,0.00,2,,1,,"Korea, Republic of"
"851821 -- Single loudspeakers, mounted in their enclosures","103,559",4.50,0.00,1,,1,,"Korea, Republic of"
"851822 -- Multiple loudspeakers, mounted in the same enclosure","88,101",4.50,0.00,1,,1,,"Korea, Republic of"
851829 -- Other,"314,276",1.50,0.00,2,,1,,"Korea, Republic of"
"851830 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers","14,568",1.00,0.00,2,,1,,"Korea, Republic of"
851840 - Audio-frequency electric amplifiers,"88,274",3.75,0.00,2,,2,,"Korea, Republic of"
851850 - Electric sound amplifier sets,"73,997",2.00,0.00,1,,1,,"Korea, Republic of"
851890 - Parts,"110,080",2.00,0.00,1,,1,,"Korea, Republic of"
"851920 - Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",,6.67,2.83,3,,3,,"Korea, Republic of"
851930 -Turntables (record-decks),,2.00,0.00,1,,1,,"Korea, Republic of"
851950 -Telephone answering machines,,0.00,0.00,1,,,,"Korea, Republic of"
"851981 -- Using magnetic, optical or semiconductor media","13,652",3.87,1.47,15,,12,,"Korea, Republic of"
851989 -- Other,"45,862",3.38,0.38,4,,4,,"Korea, Republic of"
852110 -Magnetic tape-type,"2,683",11.00,7.00,2,,2,,"Korea, Republic of"
852190 - Other,"75,445",13.90,9.80,1,,1,,"Korea, Republic of"
852210 - Pick-up cartridges,,4.00,0.00,1,,1,,"Korea, Republic of"
852290 - Other,"439,854",1.60,0.00,5,,2,,"Korea, Republic of"
852321 -- Cards incorporating a magnetic stripe,"11,979",3.50,0.00,1,,1,,"Korea, Republic of"
852329 -- Other,"140,855",1.40,0.00,5,,2,,"Korea, Republic of"
852341 -- Unrecorded,"2,910",0.00,0.00,3,,,,"Korea, Republic of"
852349 -- Other,"402,290",1.94,0.00,9,,5,,"Korea, Republic of"
852351 -- Solid-state non-volatile storage devices,"68,378",0.88,0.00,4,,1,,"Korea, Republic of"
852352 -- «Smart cards»,"807,640",1.85,0.00,2,,1,,"Korea, Republic of"
852359 -- Other,"451,303",0.88,0.00,4,,1,,"Korea, Republic of"
852380 - Other,"19,469",0.88,0.00,4,,1,,"Korea, Republic of"
852550 -Transmission apparatus,"73,493",3.60,0.00,1,,1,,"Korea, Republic of"
852560 -Transmission apparatus incorporating reception apparatus,"45,325",0.00,0.00,1,,,,"Korea, Republic of"
"852580 -Television cameras, digital cameras and video camera recorders","428,327",5.36,1.54,5,,4,,"Korea, Republic of"
852610 - Radar apparatus,"400,266",3.70,0.00,1,,1,,"Korea, Republic of"
852691 -- Radio navigational aid apparatus,"1,720,239",3.70,0.00,2,,2,,"Korea, Republic of"
852692 -- Radio remote control apparatus,"3,772,456",3.70,0.00,1,,1,,"Korea, Republic of"
852712 -- Pocket-size radio cassette-players,,12.00,8.15,2,,2,,"Korea, Republic of"
852713 -- Other apparatus combined with sound recording or reproducing apparatus,,12.00,8.23,3,,3,,"Korea, Republic of"
852719 -- Other,"3,679",0.00,0.00,1,,,,"Korea, Republic of"
852721 -- Combined with sound recording or reproducing apparatus,"214,954",12.67,8.70,6,,6,,"Korea, Republic of"
852729 -- Other,"4,303",12.00,8.40,1,,1,,"Korea, Republic of"
852791 -- Combined with sound recording or reproducing apparatus,"124,635",12.00,8.10,5,,5,,"Korea, Republic of"
852792 -- Not combined with sound recording or reproducing apparatus but combined with a clock,,4.50,2.75,2,,1,,"Korea, Republic of"
852799 -- Other,"1,195",9.00,5.50,1,,1,,"Korea, Republic of"
852841 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,"2,789",0.00,0.00,1,,,,"Korea, Republic of"
852849 -- Other,252,14.00,9.80,2,,2,,"Korea, Republic of"
852851 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,"184,290",0.00,0.00,1,,,,"Korea, Republic of"
852859 -- Other,"362,005",14.00,9.80,3,,3,,"Korea, Republic of"
852861 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,"47,928",0.00,0.00,1,,,,"Korea, Republic of"
852869 -- Other,"150,226",5.33,3.27,3,,2,,"Korea, Republic of"
852871 -- Not designed to incorporate a video display or screen,"125,963",5.60,3.92,5,,2,,"Korea, Republic of"
"852872 -- Other, colour","17,530",14.00,9.80,6,,6,,"Korea, Republic of"
"852873 -- Other, monochrome",,2.00,0.00,1,,1,,"Korea, Republic of"
852910 - Aerials and aerial reflectors of all kinds; parts suitable for use therewith,"480,470",3.86,0.21,7,,7,,"Korea, Republic of"
852990 - Other,"2,041,607",2.67,0.25,6,,5,,"Korea, Republic of"
853010 - Equipment for railways or tramways,,1.70,0.00,1,,1,,"Korea, Republic of"
853080 - Other equipment,"56,122",1.70,0.00,1,,1,,"Korea, Republic of"
853090 - Parts,"7,278",1.70,0.00,1,,1,,"Korea, Republic of"
853110 - Burglar or fire alarms and similar apparatus,"222,165",2.20,0.00,2,,2,,"Korea, Republic of"
853120 - Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED),"439,349",0.00,0.00,3,,,,"Korea, Republic of"
853180 - Other apparatus,"251,859",1.10,0.00,2,,1,,"Korea, Republic of"
853190 - Parts,"309,305",1.10,0.00,2,,1,,"Korea, Republic of"
853210 - Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),"12,832,297",0.00,0.00,1,,,,"Korea, Republic of"
853221 -- Tantalum,"22,693",0.00,0.00,1,,,,"Korea, Republic of"
853222 -- Aluminium electrolytic,"27,030,695",0.00,0.00,1,,,,"Korea, Republic of"
"853223 -- Ceramic dielectric, single layer","25,250",0.00,0.00,1,,,,"Korea, Republic of"
"853224 -- Ceramic dielectric, multilayer","28,381",0.00,0.00,1,,,,"Korea, Republic of"
853225 -- Dielectric of paper or plastics,"17,117,802",0.00,0.00,1,,,,"Korea, Republic of"
853229 -- Other,"95,133",0.00,0.00,1,,,,"Korea, Republic of"
853230 -Variable or adjustable (pre-set) capacitors,"9,827",0.00,0.00,1,,,,"Korea, Republic of"
853290 - Parts,"2,989",0.00,0.00,1,,,,"Korea, Republic of"
"853310 - Fixed carbon resistors, composition or film types","6,149",0.00,0.00,1,,,,"Korea, Republic of"
853321 -- For a power handling capacity not exceeding 20 W,"155,911",0.00,0.00,1,,,,"Korea, Republic of"
853329 -- Other,"66,574",0.00,0.00,1,,,,"Korea, Republic of"
853331 -- For a power handling capacity not exceeding 20 W,226,0.00,0.00,1,,,,"Korea, Republic of"
