Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
850220 - Generating sets with spark-ignition internal combustion piston engines,,2.70,2.70,4,,,,"Korea, Republic of"
850231 - - Wind-powered,,2.70,2.70,1,,,,"Korea, Republic of"
850239 - - Other,,2.70,2.70,2,,,,"Korea, Republic of"
850240 - Electric rotary converters,,2.70,2.70,1,,,,"Korea, Republic of"
850300 Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,,2.70,2.70,3,,,,"Korea, Republic of"
850410 - Ballasts for discharge lamps or tubes,,3.70,3.70,2,,,,"Korea, Republic of"
850421 - - Having a power handling capacity not exceeding 650 kVA,,3.70,3.70,1,,,,"Korea, Republic of"
"850422 - - Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA",,3.70,3.70,2,,,,"Korea, Republic of"
"850423 - - Having a power handling capacity exceeding 10,000 kVA",,3.70,3.70,1,,,,"Korea, Republic of"
850431 - - Having a power handling capacity not exceeding 1 kVA,,3.70,3.70,3,,,,"Korea, Republic of"
850432 - - Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,,3.70,3.70,1,,,,"Korea, Republic of"
850433 - - Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,,3.70,3.70,1,,,,"Korea, Republic of"
850434 - - Having a power handling capacity exceeding 500 kVA,,3.70,3.70,1,,,,"Korea, Republic of"
850440 - Static converters,,1.42,1.42,6,,,,"Korea, Republic of"
850450 - Other inductors,,0.95,0.95,2,,,,"Korea, Republic of"
850490 - Parts,,0.66,0.66,5,,,,"Korea, Republic of"
850511 - - Of metal,,2.20,2.20,1,,,,"Korea, Republic of"
850519 - - Other,,2.20,2.20,2,,,,"Korea, Republic of"
"850520 - Electro-magnetic couplings, clutches and brakes",,2.20,2.20,1,,,,"Korea, Republic of"
"850590 - Other, including parts",,1.45,1.45,4,,,,"Korea, Republic of"
850610 - Manganese dioxide,,4.70,4.70,4,,,,"Korea, Republic of"
850630 - Mercuric oxide,,4.70,4.70,1,,,,"Korea, Republic of"
850640 - Silver oxide,,4.70,4.70,1,,,,"Korea, Republic of"
850650 - Lithium,,4.70,4.70,3,,,,"Korea, Republic of"
850660 - Air-zinc,,4.70,4.70,1,,,,"Korea, Republic of"
850680 - Other primary cells and primary batteries,,2.35,2.35,2,,,,"Korea, Republic of"
850690 - Parts,,4.70,4.70,1,,,,"Korea, Republic of"
"850710 - Lead-acid, of a kind used for starting piston engines",,3.70,3.70,2,,,,"Korea, Republic of"
850720 - Other lead-acid accumulators,,3.70,3.70,2,,,,"Korea, Republic of"
850730 - Nickel-cadmium,,2.60,2.60,2,,,,"Korea, Republic of"
850740 - Nickel-iron,,2.70,2.70,1,,,,"Korea, Republic of"
850750 - Nickel-metal hydride,,2.70,2.70,1,,,,"Korea, Republic of"
850760 - Lithium-ion,,2.70,2.70,1,,,,"Korea, Republic of"
850780 - Other accumulators,,2.70,2.70,1,,,,"Korea, Republic of"
850790 - Parts,,2.70,2.70,2,,,,"Korea, Republic of"
"850811 - - Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l",,2.20,2.20,1,,,,"Korea, Republic of"
850819 - - Other,,1.70,1.70,1,,,,"Korea, Republic of"
850860 - Other vacuum cleaners,,1.70,1.70,1,,,,"Korea, Republic of"
850870 - Parts,,1.70,1.70,1,,,,"Korea, Republic of"
850940 - Food grinders and mixers; fruit or vegetable juice extractors,,2.20,2.20,1,,,,"Korea, Republic of"
850980 - Other appliances,,2.20,2.20,1,,,,"Korea, Republic of"
850990 - Parts,,2.20,2.20,1,,,,"Korea, Republic of"
851010 - Shavers,,2.20,2.20,1,,,,"Korea, Republic of"
851020 - Hair clippers,,2.20,2.20,1,,,,"Korea, Republic of"
851030 - Hair-removing appliances,,2.20,2.20,1,,,,"Korea, Republic of"
851090 - Parts,,2.20,2.20,1,,,,"Korea, Republic of"
851110 - Sparking plugs,,3.20,3.20,1,,,,"Korea, Republic of"
851120 - Ignition magnetos; magneto-dynamos; magnetic flywheels,,3.20,3.20,1,,,,"Korea, Republic of"
851130 - Distributors; ignition coils,,3.20,3.20,1,,,,"Korea, Republic of"
851140 - Starter motors and dual purpose starter-generators,,3.20,3.20,1,,,,"Korea, Republic of"
851150 - Other generators,,3.20,3.20,1,,,,"Korea, Republic of"
851180 - Other equipment,,3.20,3.20,1,,,,"Korea, Republic of"
851190 - Parts,,3.20,3.20,1,,,,"Korea, Republic of"
851210 - Lighting or visual signalling equipment of a kind used on bicycles,,2.70,2.70,1,,,,"Korea, Republic of"
851220 - Other lighting or visual signalling equipment,,2.70,2.70,1,,,,"Korea, Republic of"
851230 - Sound signalling equipment,,2.45,2.45,2,,,,"Korea, Republic of"
"851240 - Windscreen wipers, defrosters and demisters",,2.70,2.70,1,,,,"Korea, Republic of"
851290 - Parts,,2.45,2.45,2,,,,"Korea, Republic of"
851310 - Lamps,,5.70,5.70,1,,,,"Korea, Republic of"
851390 - Parts,,5.70,5.70,1,,,,"Korea, Republic of"
851410 - Resistance heated furnaces and ovens,,2.20,2.20,2,,,,"Korea, Republic of"
851420 - Furnaces and ovens functioning by induction or dielectric loss,,2.20,2.20,2,,,,"Korea, Republic of"
851430 - Other furnaces and ovens,,1.65,1.65,2,,,,"Korea, Republic of"
851440 - Other equipment for the heat treatment of materials by induction or dielectric loss,,2.20,2.20,1,,,,"Korea, Republic of"
851490 - Parts,,1.65,1.65,2,,,,"Korea, Republic of"
851511 - - Soldering irons and guns,,2.70,2.70,1,,,,"Korea, Republic of"
851519 - - Other,,2.05,2.05,2,,,,"Korea, Republic of"
851521 - - Fully or partly automatic,,2.70,2.70,1,,,,"Korea, Republic of"
851529 - - Other,,2.70,2.70,1,,,,"Korea, Republic of"
851531 - - Fully or partly automatic,,2.70,2.70,1,,,,"Korea, Republic of"
851539 - - Other,,2.70,2.70,3,,,,"Korea, Republic of"
851580 - Other machines and apparatus,,2.70,2.70,2,,,,"Korea, Republic of"
851590 - Parts,,1.35,1.35,2,,,,"Korea, Republic of"
851610 - Electric instantaneous or storage water heaters and immersion heaters,,2.70,2.70,2,,,,"Korea, Republic of"
851621 - - Storage heating radiators,,2.70,2.70,1,,,,"Korea, Republic of"
851629 - - Other,,2.70,2.70,4,,,,"Korea, Republic of"
851631 - - Hair dryers,,2.70,2.70,1,,,,"Korea, Republic of"
851632 - - Other hair-dressing apparatus,,2.70,2.70,1,,,,"Korea, Republic of"
851633 - - Hand-drying apparatus,,2.70,2.70,1,,,,"Korea, Republic of"
851640 - Electric smoothing irons,,2.70,2.70,1,,,,"Korea, Republic of"
851650 - Microwave ovens,,5.00,5.00,1,,,,"Korea, Republic of"
"851660 - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters",,2.70,2.70,5,,,,"Korea, Republic of"
851671 - - Coffee or tea makers,,2.70,2.70,1,,,,"Korea, Republic of"
851672 - - Toasters,,2.70,2.70,1,,,,"Korea, Republic of"
851679 - - Other,,2.70,2.70,2,,,,"Korea, Republic of"
851680 - Electric heating resistors,,2.70,2.70,2,,,,"Korea, Republic of"
851690 - Parts,,2.70,2.70,1,,,,"Korea, Republic of"
851711 - - Line telephone sets with cordless handsets,,0.00,0.00,1,,,,"Korea, Republic of"
851712 - - Telephones for cellular networks or for other wireless networks,,0.00,0.00,1,,,,"Korea, Republic of"
851718 - - Other,,0.00,0.00,1,,,,"Korea, Republic of"
851761 - - Base stations,,0.00,0.00,1,,,,"Korea, Republic of"
"851762 - - Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",,0.00,0.00,1,,,,"Korea, Republic of"
851769 - - Other,,0.00,0.00,4,,,,"Korea, Republic of"
851770 - Parts,,0.00,0.00,1,,,,"Korea, Republic of"
851810 - Microphones and stands therefor,,0.65,0.65,2,,,,"Korea, Republic of"
"851821 - - Single loudspeakers, mounted in their enclosures",,0.00,0.00,1,,,,"Korea, Republic of"
"851822 - - Multiple loudspeakers, mounted in the same enclosure",,2.30,2.30,1,,,,"Korea, Republic of"
851829 - - Other,,0.75,0.75,2,,,,"Korea, Republic of"
"851830 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",,0.50,0.50,2,,,,"Korea, Republic of"
851840 - Audio-frequency electric amplifiers,,1.90,1.90,2,,,,"Korea, Republic of"
851850 - Electric sound amplifier sets,,1.00,1.00,1,,,,"Korea, Republic of"
851890 - Parts,,1.00,1.00,1,,,,"Korea, Republic of"
"851920 - Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",,6.67,6.67,3,,,,"Korea, Republic of"
851930 - Turntables (record-decks),,2.00,2.00,1,,,,"Korea, Republic of"
851950 - Telephone answering machines,,0.00,0.00,1,,,,"Korea, Republic of"
"851981 - - Using magnetic, optical or semiconductor media",,1.71,1.71,10,,,,"Korea, Republic of"
851989 - - Other,,0.00,0.00,1,,,,"Korea, Republic of"
852110 - Magnetic tape-type,,2.00,2.00,2,,,,"Korea, Republic of"
852190 - Other,,10.40,10.40,1,,,,"Korea, Republic of"
852210 - Pick-up cartridges,,4.00,4.00,1,,,,"Korea, Republic of"
852290 - Other,,0.67,0.67,6,,,,"Korea, Republic of"
852321 - - Cards incorporating a magnetic stripe,,0.00,0.00,1,,,,"Korea, Republic of"
852329 - - Other,,0.00,0.00,3,,,,"Korea, Republic of"
852341 - - Unrecorded,,0.00,0.00,3,,,,"Korea, Republic of"
852349 - - Other,,0.00,0.00,3,,,,"Korea, Republic of"
852351 - - Solid-state non-volatile storage devices,,0.00,0.00,2,,,,"Korea, Republic of"
852352 - - “Smart cards”,,0.00,0.00,1,,,,"Korea, Republic of"
852359 - - Other,,0.00,0.00,2,,,,"Korea, Republic of"
852380 - Other,,0.00,0.00,2,,,,"Korea, Republic of"
852550 - Transmission apparatus,,1.80,1.80,1,,,,"Korea, Republic of"
852560 - Transmission apparatus incorporating reception apparatus,,0.00,0.00,1,,,,"Korea, Republic of"
"852580 - Television cameras, digital cameras and video camera recorders",,2.72,2.72,5,,,,"Korea, Republic of"
852610 - Radar apparatus,,1.90,1.90,1,,,,"Korea, Republic of"
852691 - - Radio navigational aid apparatus,,1.90,1.90,2,,,,"Korea, Republic of"
852692 - - Radio remote control apparatus,,1.90,1.90,1,,,,"Korea, Republic of"
852712 - - Pocket-size radio cassette-players,,2.50,2.50,2,,,,"Korea, Republic of"
852713 - - Other apparatus combined with sound recording or reproducing apparatus,,6.00,6.00,3,,,,"Korea, Republic of"
852719 - - Other,,0.00,0.00,1,,,,"Korea, Republic of"
852721 - - Combined with sound recording or reproducing apparatus,,11.08,11.08,6,,,,"Korea, Republic of"
852729 - - Other,,9.00,9.00,1,,,,"Korea, Republic of"
852791 - - Combined with sound recording or reproducing apparatus,,4.60,4.60,5,,,,"Korea, Republic of"
852792 - - Not combined with sound recording or reproducing apparatus but combined with a clock,,2.25,2.25,2,,,,"Korea, Republic of"
852799 - - Other,,4.50,4.50,1,,,,"Korea, Republic of"
852842 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,0.00,0.00,1,,,,"Korea, Republic of"
852849 - - Other,,7.00,7.00,1,,,,"Korea, Republic of"
852852 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,0.00,0.00,3,,,,"Korea, Republic of"
852859 - - Other,,14.00,14.00,1,,,,"Korea, Republic of"
852862 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,0.00,0.00,1,,,,"Korea, Republic of"
852869 - - Other,,8.00,8.00,2,,,,"Korea, Republic of"
852871 - - Not designed to incorporate a video display or screen,,4.20,4.20,5,,,,"Korea, Republic of"
"852872 - - Other, colour",,14.00,14.00,6,,,,"Korea, Republic of"
"852873 - - Other, monochrome",,2.00,2.00,1,,,,"Korea, Republic of"
852910 - Aerials and aerial reflectors of all kinds; parts suitable for use therewith,,1.41,1.41,7,,,,"Korea, Republic of"
852990 - Other,,1.43,1.43,8,,,,"Korea, Republic of"
853010 - Equipment for railways or tramways,,1.70,1.70,1,,,,"Korea, Republic of"
853080 - Other equipment,,1.70,1.70,1,,,,"Korea, Republic of"
853090 - Parts,,1.70,1.70,1,,,,"Korea, Republic of"
853110 - Burglar or fire alarms and similar apparatus,,2.20,2.20,2,,,,"Korea, Republic of"
853120 - Indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED),,0.00,0.00,3,,,,"Korea, Republic of"
853180 - Other apparatus,,1.10,1.10,2,,,,"Korea, Republic of"
853190 - Parts,,0.00,0.00,1,,,,"Korea, Republic of"
853210 - Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),,0.00,0.00,1,,,,"Korea, Republic of"
853221 - - Tantalum,,0.00,0.00,1,,,,"Korea, Republic of"
853222 - - Aluminium electrolytic,,0.00,0.00,1,,,,"Korea, Republic of"
"853223 - - Ceramic dielectric, single layer",,0.00,0.00,1,,,,"Korea, Republic of"
"853224 - - Ceramic dielectric, multilayer",,0.00,0.00,1,,,,"Korea, Republic of"
853225 - - Dielectric of paper or plastics,,0.00,0.00,1,,,,"Korea, Republic of"
853229 - - Other,,0.00,0.00,1,,,,"Korea, Republic of"
853230 - Variable or adjustable (pre-set) capacitors,,0.00,0.00,1,,,,"Korea, Republic of"
853290 - Parts,,0.00,0.00,1,,,,"Korea, Republic of"
"853310 - Fixed carbon resistors, composition or film types",,0.00,0.00,1,,,,"Korea, Republic of"
853321 - - For a power handling capacity not exceeding 20 W,,0.00,0.00,1,,,,"Korea, Republic of"
853329 - - Other,,0.00,0.00,1,,,,"Korea, Republic of"
853331 - - For a power handling capacity not exceeding 20 W,,0.00,0.00,1,,,,"Korea, Republic of"
853339 - - Other,,0.00,0.00,1,,,,"Korea, Republic of"
"853340 - Other variable resistors, including rheostats and potentiometers",,0.00,0.00,2,,,,"Korea, Republic of"
853390 - Parts,,0.00,0.00,1,,,,"Korea, Republic of"
853400 Printed circuits.,,0.00,0.00,3,,,,"Korea, Republic of"
853510 - Fuses,,2.70,2.70,1,,,,"Korea, Republic of"
853521 - - For a voltage of less than 72.5 kV,,2.70,2.70,1,,,,"Korea, Republic of"
853529 - - Other,,2.70,2.70,1,,,,"Korea, Republic of"
853530 - Isolating switches and make-and-break switches,,2.70,2.70,2,,,,"Korea, Republic of"
"853540 - Lightning arresters, voltage limiters and surge suppressors",,2.70,2.70,1,,,,"Korea, Republic of"
853590 - Other,,2.70,2.70,1,,,,"Korea, Republic of"
853610 - Fuses,,2.30,2.30,3,,,,"Korea, Republic of"
853620 - Automatic circuit breakers,,2.30,2.30,2,,,,"Korea, Republic of"
853630 - Other apparatus for protecting electrical circuits,,1.20,1.20,3,,,,"Korea, Republic of"
853641 - - For a voltage not exceeding 60 V,,2.30,2.30,2,,,,"Korea, Republic of"
853649 - - Other,,2.30,2.30,1,,,,"Korea, Republic of"
853650 - Other switches,,0.69,0.69,7,,,,"Korea, Republic of"
853661 - - Lamp-holders,,2.30,2.30,2,,,,"Korea, Republic of"
853669 - - Other,,0.77,0.77,3,,,,"Korea, Republic of"
"853670 - Connectors for optical fibres, optical fibre bundles or cables",,3.00,3.00,1,,,,"Korea, Republic of"
853690 - Other apparatus,,0.94,0.94,5,,,,"Korea, Republic of"
"853710 - For a voltage not exceeding 1,000 V",,1.58,1.58,4,,,,"Korea, Republic of"
"853720 - For a voltage exceeding 1,000 V",,2.10,2.10,2,,,,"Korea, Republic of"
"853810 - Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus",,1.10,1.10,1,,,,"Korea, Republic of"
853890 - Other,,1.23,1.23,4,,,,"Korea, Republic of"
853910 - Sealed beam lamp units,,2.70,2.70,1,,,,"Korea, Republic of"
853921 - - Tungsten halogen,,2.70,2.70,3,,,,"Korea, Republic of"
"853922 - - Other, of a power not exceeding 200 W and for a voltage exceeding 100 V",,2.70,2.70,2,,,,"Korea, Republic of"
853929 - - Other,,2.70,2.70,3,,,,"Korea, Republic of"
"853931 - - Fluorescent, hot cathode",,2.70,2.70,2,,,,"Korea, Republic of"
853932 - - Mercury or sodium vapour lamps; metal halide lamps,,2.70,2.70,2,,,,"Korea, Republic of"
853939 - - Other,,2.05,2.05,2,,,,"Korea, Republic of"
853941 - - Arc-lamps,,2.70,2.70,1,,,,"Korea, Republic of"
853949 - - Other,,2.70,2.70,1,,,,"Korea, Republic of"
853950 - Light-emitting diode (LED) lamps,,3.70,3.70,1,,,,"Korea, Republic of"
853990 - Parts,,2.70,2.70,2,,,,"Korea, Republic of"
854011 - - Colour,,14.00,14.00,1,,,,"Korea, Republic of"
854012 - - Monochrome,,7.50,7.50,1,,,,"Korea, Republic of"
854020 - Television camera tubes; image converters and intensifiers; other photo-cathode tubes,,2.70,2.70,2,,,,"Korea, Republic of"
"854040 - Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm",,2.60,2.60,1,,,,"Korea, Republic of"
854060 - Other cathode-ray tubes,,2.60,2.60,1,,,,"Korea, Republic of"
854071 - - Magnetrons,,2.70,2.70,1,,,,"Korea, Republic of"
854079 - - Other,,2.70,2.70,1,,,,"Korea, Republic of"
854081 - - Receiver or amplifier valves and tubes,,2.70,2.70,1,,,,"Korea, Republic of"
854089 - - Other,,2.70,2.70,1,,,,"Korea, Republic of"
854091 - - Of cathode-ray tubes,,2.70,2.70,1,,,,"Korea, Republic of"
854099 - - Other,,2.70,2.70,1,,,,"Korea, Republic of"
"854110 - Diodes, other than photosensitive or light-emitting diodes (LED)",,0.00,0.00,1,,,,"Korea, Republic of"
854121 - - With a dissipation rate of less than 1 W,,0.00,0.00,1,,,,"Korea, Republic of"
854129 - - Other,,0.00,0.00,1,,,,"Korea, Republic of"
"854130 - Thyristors, diacs and triacs, other than photosensitive devices",,0.00,0.00,1,,,,"Korea, Republic of"
"854140 - Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED)",,0.00,0.00,2,,,,"Korea, Republic of"
854150 - Other semiconductor devices,,0.00,0.00,1,,,,"Korea, Republic of"
854160 - Mounted piezo-electric crystals,,0.00,0.00,1,,,,"Korea, Republic of"
854190 - Parts,,0.00,0.00,1,,,,"Korea, Republic of"
"854231 - - Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",,0.00,0.00,3,,,,"Korea, Republic of"
854232 - - Memories,,0.00,0.00,10,,,,"Korea, Republic of"
854233 - - Amplifiers,,0.00,0.00,2,,,,"Korea, Republic of"
854239 - - Other,,0.00,0.00,3,,,,"Korea, Republic of"
854290 - Parts,,0.00,0.00,1,,,,"Korea, Republic of"
854310 - Particle accelerators,,4.00,4.00,1,,,,"Korea, Republic of"
854320 - Signal generators,,1.90,1.90,1,,,,"Korea, Republic of"
"854330 - Machines and apparatus for electroplating, electrolysis or electrophoresis",,1.85,1.85,2,,,,"Korea, Republic of"
854370 - Other machines and apparatus,,2.12,2.12,15,,,,"Korea, Republic of"
854390 - Parts,,0.00,0.00,1,,,,"Korea, Republic of"
854411 - - Of copper,,3.70,3.70,2,,,,"Korea, Republic of"
854419 - - Other,,3.70,3.70,1,,,,"Korea, Republic of"
854420 - Co-axial cable and other co-axial electric conductors,,3.70,3.70,1,,,,"Korea, Republic of"
"854430 - Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",,3.70,3.70,1,,,,"Korea, Republic of"
854442 - - Fitted with connectors,,1.65,1.65,2,,,,"Korea, Republic of"
854449 - - Other,,2.96,2.96,5,,,,"Korea, Republic of"
"854460 - Other electric conductors, for a voltage exceeding 1,000 V",,3.70,3.70,2,,,,"Korea, Republic of"
854470 - Optical fibre cables,,0.00,0.00,1,,,,"Korea, Republic of"
854511 - - Of a kind used for furnaces,,2.70,2.70,1,,,,"Korea, Republic of"
854519 - - Other,,2.70,2.70,1,,,,"Korea, Republic of"
854520 - Brushes,,2.70,2.70,1,,,,"Korea, Republic of"
854590 - Other,,2.20,2.20,2,,,,"Korea, Republic of"
854610 - Of glass,,3.70,3.70,1,,,,"Korea, Republic of"
854620 - Of ceramics,,4.70,4.70,1,,,,"Korea, Republic of"
854690 - Other,,3.70,3.70,2,,,,"Korea, Republic of"
854710 - Insulating fittings of ceramics,,4.70,4.70,1,,,,"Korea, Republic of"
854720 - Insulating fittings of plastics,,3.70,3.70,1,,,,"Korea, Republic of"
854790 - Other,,3.70,3.70,1,,,,"Korea, Republic of"
"854810 - Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",,1.98,1.98,5,,,,"Korea, Republic of"
854890 - Other,,0.90,0.90,3,,,,"Korea, Republic of"
,2017,"421,600,415",2.58,2.58,497,,,,"Korea, Republic of"
850110 - Motors of an output not exceeding 37.5 W,"4,725,961",3.20,3.20,4,,,,"Korea, Republic of"
850120 - Universal AC/DC motors of an output exceeding 37.5 W,"85,652",2.70,2.70,1,,,,"Korea, Republic of"
850131 - - Of an output not exceeding 750 W,"824,111",2.70,2.70,1,,,,"Korea, Republic of"
850132 - - Of an output exceeding 750 W but not exceeding 75 kW,"120,937",2.70,2.70,1,,,,"Korea, Republic of"
850133 - - Of an output exceeding 75 kW but not exceeding 375 kW,"17,053",2.70,2.70,1,,,,"Korea, Republic of"
850134 - - Of an output exceeding 375 kW,"1,857",2.70,2.70,1,,,,"Korea, Republic of"
"850140 - Other AC motors, single-phase","1,545,572",2.70,2.70,2,,,,"Korea, Republic of"
850151 - - Of an output not exceeding 750 W,"3,628,371",2.70,2.70,1,,,,"Korea, Republic of"
850152 - - Of an output exceeding 750 W but not exceeding 75 kW,"108,629,641",2.70,2.70,3,,,,"Korea, Republic of"
850153 - - Of an output exceeding 75 kW,"38,805,045",2.70,2.70,4,,,,"Korea, Republic of"
850161 - - Of an output not exceeding 75 kVA,"201,017",2.70,2.70,2,,,,"Korea, Republic of"
850162 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,"220,357",2.70,2.70,1,,,,"Korea, Republic of"
850163 - - Of an output exceeding 375 kVA but not exceeding 750 kVA,"388,892",2.70,2.70,1,,,,"Korea, Republic of"
850164 - - Of an output exceeding 750 kVA,"777,718",2.70,2.70,1,,,,"Korea, Republic of"
850211 - - Of an output not exceeding 75 kVA,"286,385",2.70,2.70,2,,,,"Korea, Republic of"
850212 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,8,2.70,2.70,1,,,,"Korea, Republic of"
850213 - - Of an output exceeding 375 kVA,"134,314",2.70,2.70,3,,,,"Korea, Republic of"
850220 - Generating sets with spark-ignition internal combustion piston engines,391,2.70,2.70,4,,,,"Korea, Republic of"
850231 - - Wind-powered,24,2.70,2.70,1,,,,"Korea, Republic of"
850239 - - Other,"130,252",2.70,2.70,2,,,,"Korea, Republic of"
850240 - Electric rotary converters,"34,769",2.70,2.70,1,,,,"Korea, Republic of"
850300 Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,"23,209,296",2.70,2.70,3,,,,"Korea, Republic of"
850410 - Ballasts for discharge lamps or tubes,"45,853",3.70,3.70,2,,,,"Korea, Republic of"
850421 - - Having a power handling capacity not exceeding 650 kVA,"349,698",3.70,3.70,1,,,,"Korea, Republic of"
"850422 - - Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA","153,602",3.70,3.70,2,,,,"Korea, Republic of"
"850423 - - Having a power handling capacity exceeding 10,000 kVA",16,3.70,3.70,1,,,,"Korea, Republic of"
850431 - - Having a power handling capacity not exceeding 1 kVA,"721,212",3.70,3.70,3,,,,"Korea, Republic of"
850432 - - Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,"23,523",3.70,3.70,1,,,,"Korea, Republic of"
850433 - - Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,"1,921",3.70,3.70,1,,,,"Korea, Republic of"
850434 - - Having a power handling capacity exceeding 500 kVA,"1,482,772",3.70,3.70,1,,,,"Korea, Republic of"
850440 - Static converters,"9,503,373",2.08,2.08,6,,,,"Korea, Republic of"
850450 - Other inductors,"3,861,746",1.40,1.40,2,,,,"Korea, Republic of"
850490 - Parts,"1,464,435",1.02,1.02,5,,,,"Korea, Republic of"
850511 - - Of metal,"46,819",2.20,2.20,1,,,,"Korea, Republic of"
850519 - - Other,"13,156",2.20,2.20,2,,,,"Korea, Republic of"
"850520 - Electro-magnetic couplings, clutches and brakes","26,264",2.20,2.20,1,,,,"Korea, Republic of"
"850590 - Other, including parts","2,920,683",1.45,1.45,4,,,,"Korea, Republic of"
850610 - Manganese dioxide,871,4.70,4.70,4,,,,"Korea, Republic of"
850630 - Mercuric oxide,,4.70,4.70,1,,,,"Korea, Republic of"
850640 - Silver oxide,167,4.70,4.70,1,,,,"Korea, Republic of"
850650 - Lithium,"9,129",4.70,4.70,3,,,,"Korea, Republic of"
850660 - Air-zinc,"3,137",4.70,4.70,1,,,,"Korea, Republic of"
850680 - Other primary cells and primary batteries,"12,662",2.35,2.35,2,,,,"Korea, Republic of"
850690 - Parts,"1,400",4.70,4.70,1,,,,"Korea, Republic of"
"850710 - Lead-acid, of a kind used for starting piston engines","198,752",3.70,3.70,2,,,,"Korea, Republic of"
850720 - Other lead-acid accumulators,"70,502",3.70,3.70,2,,,,"Korea, Republic of"
850730 - Nickel-cadmium,"41,293",2.60,2.60,2,,,,"Korea, Republic of"
850740 - Nickel-iron,48,2.70,2.70,1,,,,"Korea, Republic of"
850750 - Nickel-metal hydride,"1,830",2.70,2.70,1,,,,"Korea, Republic of"
850760 - Lithium-ion,"366,665",2.70,2.70,1,,,,"Korea, Republic of"
