Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Japan
950730 - Fishing reels,,3.70,3.70,1,,,,Japan
950790 - Other,,3.70,3.70,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Japan
950890 - Other,,1.70,1.70,1,,,,Japan
,2017,"674,487,260",2.14,2.14,63,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","23,993,380",1.98,1.98,19,,,,Japan
950420 - Articles and accessories for billiards of all kinds,"780,099",0.00,0.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","12,312,537",0.00,0.00,3,,,,Japan
950440 - Playing cards,"2,924,074",2.70,2.70,1,,,,Japan
"950450 - Video game consoles and machines, other than those of subheading 9504.30","536,746,057",0.00,0.00,1,,,,Japan
950490 - Other,"29,827,247",0.00,0.00,2,,,,Japan
950510 - Articles for Christmas festivities,"14,810",1.35,1.35,2,,,,Japan
950590 - Other,"346,565",2.70,2.70,1,,,,Japan
950611 - - Skis,"126,131",3.70,3.70,4,,,,Japan
950612 - - Ski-fastenings (ski-bindings),"326,040",3.70,3.70,1,,,,Japan
950619 - - Other,"22,777",2.70,2.70,1,,,,Japan
950621 - - Sailboards,"47,296",2.70,2.70,1,,,,Japan
950629 - - Other,"133,352",2.70,2.70,1,,,,Japan
"950631 - - Clubs, complete","5,373,020",2.70,2.70,1,,,,Japan
950632 - - Balls,"2,894,921",2.70,2.70,1,,,,Japan
950639 - - Other,"4,022,308",2.70,2.70,2,,,,Japan
950640 - Articles and equipment for table-tennis,"2,627,152",2.70,2.70,1,,,,Japan
"950651 - - Lawn-tennis rackets, whether or not strung","3,035,240",4.70,4.70,1,,,,Japan
950659 - - Other,"2,260,644",2.70,2.70,1,,,,Japan
950661 - - Lawn-tennis balls,"22,256",2.70,2.70,1,,,,Japan
950662 - - Inflatable,"828,713",2.70,2.70,1,,,,Japan
950669 - - Other,"972,503",1.35,1.35,2,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached","43,740",1.80,1.80,3,,,,Japan
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","1,354,526",2.70,2.70,2,,,,Japan
950699 - - Other,"4,893,903",1.35,1.35,2,,,,Japan
950710 - Fishing rods,"2,779,937",3.70,3.70,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","7,618,971",2.70,2.70,2,,,,Japan
950730 - Fishing reels,"14,084,557",3.70,3.70,1,,,,Japan
950790 - Other,"13,798,699",3.70,3.70,1,,,,Japan
950810 - Travelling circuses and travelling menageries,"31,613",1.70,1.70,1,,,,Japan
950890 - Other,"244,192",1.70,1.70,1,,,,Japan
,2016,"364,758,076",2.17,2.17,62,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","28,046,274",2.09,2.09,18,,,,Japan
950420 - Articles and accessories for billiards of all kinds,"770,931",0.00,0.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","9,451,125",0.00,0.00,3,,,,Japan
950440 - Playing cards,"2,242,696",2.70,2.70,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30","251,434,153",0.00,0.00,1,,,,Japan
950490 - Other,"8,328,546",0.00,0.00,2,,,,Japan
950510 - Articles for Christmas festivities,"7,350",1.35,1.35,2,,,,Japan
950590 - Other,"288,480",2.70,2.70,1,,,,Japan
950611 -- Skis,"87,974",3.70,3.70,4,,,,Japan
950612 -- Ski-fastenings (ski-bindings),"19,018",3.70,3.70,1,,,,Japan
950619 -- Other,"30,044",2.70,2.70,1,,,,Japan
950621 -- Sailboards,"1,335",2.70,2.70,1,,,,Japan
950629 -- Other,"240,997",2.70,2.70,1,,,,Japan
"950631 -- Clubs, complete","4,713,260",2.70,2.70,1,,,,Japan
950632 -- Balls,"1,202,979",2.70,2.70,1,,,,Japan
950639 -- Other,"4,790,012",2.70,2.70,2,,,,Japan
950640 - Articles and equipment for table-tennis,"1,876,184",2.70,2.70,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","2,736,817",4.70,4.70,1,,,,Japan
950659 -- Other,"1,852,877",2.70,2.70,1,,,,Japan
950661 -- Lawn-tennis balls,"31,053",2.70,2.70,1,,,,Japan
950662 -- Inflatable,"631,942",2.70,2.70,1,,,,Japan
950669 -- Other,"1,049,217",1.35,1.35,2,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached","14,665",1.80,1.80,3,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,552,132",2.70,2.70,2,,,,Japan
950699 -- Other,"4,399,987",1.35,1.35,2,,,,Japan
950710 - Fishing rods,"2,920,602",3.70,3.70,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","7,437,708",2.70,2.70,2,,,,Japan
950730 - Fishing reels,"13,155,115",3.70,3.70,1,,,,Japan
950790 - Other,"15,133,008",3.70,3.70,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Japan
950890 - Other,"311,592",1.70,1.70,1,,,,Japan
,2015,"267,821,803",2.17,2.17,62,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","25,189,572",2.09,2.09,18,,,,Japan
950420 - Articles and accessories for billiards of all kinds,"591,187",0.00,0.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","8,797,948",0.00,0.00,3,,,,Japan
950440 - Playing cards,"890,406",2.70,2.70,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30","163,695,515",0.00,0.00,1,,,,Japan
950490 - Other,"8,474,986",0.00,0.00,2,,,,Japan
950510 - Articles for Christmas festivities,"32,581",1.35,1.35,2,,,,Japan
950590 - Other,"286,658",2.70,2.70,1,,,,Japan
950611 -- Skis,"90,592",3.70,3.70,4,,,,Japan
950612 -- Ski-fastenings (ski-bindings),"91,258",3.70,3.70,1,,,,Japan
950619 -- Other,"37,544",2.70,2.70,1,,,,Japan
950621 -- Sailboards,"4,907",2.70,2.70,1,,,,Japan
950629 -- Other,"144,803",2.70,2.70,1,,,,Japan
"950631 -- Clubs, complete","4,503,734",2.70,2.70,1,,,,Japan
950632 -- Balls,"1,931,127",2.70,2.70,1,,,,Japan
950639 -- Other,"3,733,484",2.70,2.70,2,,,,Japan
950640 - Articles and equipment for table-tennis,"1,375,872",2.70,2.70,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","1,614,242",4.70,4.70,1,,,,Japan
950659 -- Other,"2,164,891",2.70,2.70,1,,,,Japan
950661 -- Lawn-tennis balls,"105,561",2.70,2.70,1,,,,Japan
950662 -- Inflatable,"512,708",2.70,2.70,1,,,,Japan
950669 -- Other,"1,494,607",1.35,1.35,2,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached","75,788",1.80,1.80,3,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,091,863",2.70,2.70,2,,,,Japan
950699 -- Other,"4,902,394",1.35,1.35,2,,,,Japan
950710 - Fishing rods,"1,773,399",3.70,3.70,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","6,709,774",2.70,2.70,2,,,,Japan
950730 - Fishing reels,"14,062,345",3.70,3.70,1,,,,Japan
950790 - Other,"13,424,562",3.70,3.70,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Japan
950890 - Other,"17,493",1.70,1.70,1,,,,Japan
,2014,"220,214,665",2.17,2.17,62,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","24,986,440",2.09,2.09,18,,,,Japan
950420 - Articles and accessories for billiards of all kinds,"514,380",0.00,0.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","7,610,547",0.00,0.00,3,,,,Japan
950440 - Playing cards,"669,112",2.70,2.70,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30","112,394,025",0.00,0.00,1,,,,Japan
950490 - Other,"17,120,481",0.00,0.00,2,,,,Japan
950510 - Articles for Christmas festivities,"10,435",1.35,1.35,2,,,,Japan
950590 - Other,"339,146",2.70,2.70,1,,,,Japan
950611 -- Skis,"41,332",3.70,3.70,4,,,,Japan
950612 -- Ski-fastenings (ski-bindings),"21,270",3.70,3.70,1,,,,Japan
950619 -- Other,"31,848",2.70,2.70,1,,,,Japan
950621 -- Sailboards,"9,060",2.70,2.70,1,,,,Japan
950629 -- Other,"70,489",2.70,2.70,1,,,,Japan
"950631 -- Clubs, complete","4,500,225",2.70,2.70,1,,,,Japan
950632 -- Balls,"2,687,878",2.70,2.70,1,,,,Japan
950639 -- Other,"3,698,757",2.70,2.70,2,,,,Japan
950640 - Articles and equipment for table-tennis,"1,599,868",2.70,2.70,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","1,557,635",4.70,4.70,1,,,,Japan
950659 -- Other,"2,469,379",2.70,2.70,1,,,,Japan
950661 -- Lawn-tennis balls,"5,815",2.70,2.70,1,,,,Japan
950662 -- Inflatable,"183,053",2.70,2.70,1,,,,Japan
950669 -- Other,"852,740",1.35,1.35,2,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached","3,930",1.80,1.80,3,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","936,674",2.70,2.70,2,,,,Japan
950699 -- Other,"5,711,046",1.35,1.35,2,,,,Japan
950710 - Fishing rods,"2,042,410",3.70,3.70,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","6,453,190",2.70,2.70,2,,,,Japan
950730 - Fishing reels,"9,695,510",3.70,3.70,1,,,,Japan
950790 - Other,"13,820,462",3.70,3.70,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Japan
950890 - Other,"177,528",1.70,1.70,1,,,,Japan
,2013,"193,011,101",2.17,2.17,62,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","22,789,892",2.09,2.09,18,,,,Japan
950420 - Articles and accessories for billiards of all kinds,"640,691",0.00,0.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","6,037,256",0.00,0.00,3,,,,Japan
950440 - Playing cards,"924,940",2.70,2.70,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30","94,926,304",0.00,0.00,1,,,,Japan
950490 - Other,"13,396,793",0.00,0.00,2,,,,Japan
950510 - Articles for Christmas festivities,"10,212",1.35,1.35,2,,,,Japan
950590 - Other,"222,523",2.70,2.70,1,,,,Japan
950611 -- Skis,"35,538",3.70,3.70,4,,,,Japan
950612 -- Ski-fastenings (ski-bindings),385,3.70,3.70,1,,,,Japan
950619 -- Other,"10,983",2.70,2.70,1,,,,Japan
950621 -- Sailboards,"4,595",2.70,2.70,1,,,,Japan
950629 -- Other,"58,313",2.70,2.70,1,,,,Japan
"950631 -- Clubs, complete","4,303,426",2.70,2.70,1,,,,Japan
950632 -- Balls,"3,217,158",2.70,2.70,1,,,,Japan
950639 -- Other,"2,707,511",2.70,2.70,2,,,,Japan
950640 - Articles and equipment for table-tennis,"1,709,640",2.70,2.70,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","998,247",4.70,4.70,1,,,,Japan
950659 -- Other,"2,487,384",2.70,2.70,1,,,,Japan
950661 -- Lawn-tennis balls,"7,902",2.70,2.70,1,,,,Japan
950662 -- Inflatable,"162,963",2.70,2.70,1,,,,Japan
950669 -- Other,"1,220,977",1.35,1.35,2,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached","6,946",1.80,1.80,3,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,045,919",2.70,2.70,2,,,,Japan
950699 -- Other,"4,782,090",1.35,1.35,2,,,,Japan
950710 - Fishing rods,"1,656,707",3.70,3.70,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","7,283,390",2.70,2.70,2,,,,Japan
950730 - Fishing reels,"8,269,681",3.70,3.70,1,,,,Japan
950790 - Other,"13,152,388",3.70,3.70,1,,,,Japan
950810 - Travelling circuses and travelling menageries,"8,194",1.70,1.70,1,,,,Japan
950890 - Other,"932,151",1.70,1.70,1,,,,Japan
,2012,"374,436,195",2.17,2.17,62,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","25,173,659",2.09,2.09,18,,,,Japan
950420 - Articles and accessories for billiards of all kinds,"813,895",0.00,0.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","8,501,221",0.00,0.00,3,,,,Japan
950440 - Playing cards,"684,692",2.70,2.70,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30","263,030,296",0.00,0.00,1,,,,Japan
950490 - Other,"13,780,506",0.00,0.00,2,,,,Japan
950510 - Articles for Christmas festivities,"33,638",1.35,1.35,2,,,,Japan
950590 - Other,"219,743",2.70,2.70,1,,,,Japan
950611 -- Skis,"85,424",3.70,3.70,4,,,,Japan
950612 -- Ski-fastenings (ski-bindings),"7,301",3.70,3.70,1,,,,Japan
950619 -- Other,"26,465",2.70,2.70,1,,,,Japan
950621 -- Sailboards,"1,272",2.70,2.70,1,,,,Japan
950629 -- Other,"139,280",2.70,2.70,1,,,,Japan
"950631 -- Clubs, complete","3,551,540",2.70,2.70,1,,,,Japan
950632 -- Balls,"4,576,748",2.70,2.70,1,,,,Japan
950639 -- Other,"4,170,476",2.70,2.70,2,,,,Japan
950640 - Articles and equipment for table-tennis,"1,809,266",2.70,2.70,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","1,147,609",4.70,4.70,1,,,,Japan
950659 -- Other,"2,320,360",2.70,2.70,1,,,,Japan
950661 -- Lawn-tennis balls,"7,515",2.70,2.70,1,,,,Japan
950662 -- Inflatable,"257,028",2.70,2.70,1,,,,Japan
950669 -- Other,"1,150,692",1.35,1.35,2,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached","119,871",1.80,1.80,3,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,304,602",2.70,2.70,2,,,,Japan
950699 -- Other,"6,201,847",1.35,1.35,2,,,,Japan
950710 - Fishing rods,"2,461,461",3.70,3.70,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","8,948,616",2.70,2.70,2,,,,Japan
950730 - Fishing reels,"8,895,154",3.70,3.70,1,,,,Japan
950790 - Other,"14,739,026",3.70,3.70,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Japan
950890 - Other,"276,992",1.70,1.70,1,,,,Japan
,2011,"663,560,080",2.17,2.17,62,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","31,030,297",2.09,2.09,18,,,,Japan
950410 - Video games of a kind used with a television receiver,"93,164,124",0.00,0.00,1,,,,Japan
950420 - Articles and accessories for billiards of all kinds,"513,857",0.00,0.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","8,162,799",0.00,0.00,3,,,,Japan
950440 - Playing cards,"212,684",2.70,2.70,1,,,,Japan
950490 - Other,"464,183,684",0.00,0.00,2,,,,Japan
950510 - Articles for Christmas festivities,"40,800",1.35,1.35,2,,,,Japan
950590 - Other,"242,598",2.70,2.70,1,,,,Japan
950611 -- Skis,"600,509",3.70,3.70,4,,,,Japan
950612 -- Ski-fastenings (ski-bindings),"18,319",3.70,3.70,1,,,,Japan
950619 -- Other,"46,674",2.70,2.70,1,,,,Japan
950621 -- Sailboards,"27,408",2.70,2.70,1,,,,Japan
950629 -- Other,"249,071",2.70,2.70,1,,,,Japan
"950631 -- Clubs, complete","5,613,908",2.70,2.70,1,,,,Japan
950632 -- Balls,"3,665,721",2.70,2.70,1,,,,Japan
950639 -- Other,"3,237,514",2.70,2.70,2,,,,Japan
950640 - Articles and equipment for table-tennis,"1,696,932",2.70,2.70,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","1,411,056",4.70,4.70,1,,,,Japan
950659 -- Other,"2,443,531",2.70,2.70,1,,,,Japan
950661 -- Lawn-tennis balls,"10,496",2.70,2.70,1,,,,Japan
950662 -- Inflatable,"148,109",2.70,2.70,1,,,,Japan
950669 -- Other,"955,733",1.35,1.35,2,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached","112,933",1.80,1.80,3,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,591,766",2.70,2.70,2,,,,Japan
950699 -- Other,"8,656,862",1.35,1.35,2,,,,Japan
950710 - Fishing rods,"1,744,997",3.70,3.70,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","10,231,534",2.70,2.70,2,,,,Japan
950730 - Fishing reels,"9,126,411",3.70,3.70,1,,,,Japan
950790 - Other,"14,174,318",3.70,3.70,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Japan
950890 - Other,"245,437",1.70,1.70,1,,,,Japan
,2010,"479,867,699",2.12,2.12,66,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","28,060,018",2.09,2.09,18,,,,Japan
950410 - Video games of a kind used with a television receiver,"29,239,865",0.00,0.00,1,,,,Japan
950420 - Articles and accessories for billiards of all kinds,"582,393",0.00,0.00,2,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","10,414,872",0.00,0.00,4,,,,Japan
950440 - Playing cards,"636,495",2.70,2.70,1,,,,Japan
950490 - Other,"346,544,701",0.00,0.00,2,,,,Japan
950510 - Articles for Christmas festivities,"66,179",1.35,1.35,2,,,,Japan
950590 - Other,"303,015",2.70,2.70,1,,,,Japan
950611 -- Skis,"124,934",3.70,3.70,4,,,,Japan
950612 -- Ski-fastenings (ski-bindings),"26,116",3.70,3.70,1,,,,Japan
950619 -- Other,"182,880",2.70,2.70,1,,,,Japan
950621 -- Sailboards,"25,917",2.70,2.70,1,,,,Japan
950629 -- Other,"355,566",2.70,2.70,1,,,,Japan
"950631 -- Clubs, complete","5,279,945",2.70,2.70,1,,,,Japan
950632 -- Balls,"5,013,797",2.70,2.70,1,,,,Japan
950639 -- Other,"2,325,424",2.70,2.70,2,,,,Japan
950640 - Articles and equipment for table-tennis,"1,508,434",2.70,2.70,2,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","814,908",4.70,4.70,1,,,,Japan
950659 -- Other,"2,333,338",2.70,2.70,1,,,,Japan
950661 -- Lawn-tennis balls,"12,090",2.70,2.70,1,,,,Japan
950662 -- Inflatable,"404,232",2.70,2.70,2,,,,Japan
950669 -- Other,"973,912",1.35,1.35,2,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached","10,142",1.80,1.80,3,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,205,141",2.70,2.70,2,,,,Japan
950699 -- Other,"9,159,023",1.35,1.35,2,,,,Japan
950710 - Fishing rods,"1,349,350",3.70,3.70,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","8,298,935",2.70,2.70,2,,,,Japan
950730 - Fishing reels,"8,995,736",3.70,3.70,1,,,,Japan
950790 - Other,"15,396,547",3.70,3.70,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Japan
950890 - Other,"223,791",1.70,1.70,1,,,,Japan
,2009,"728,551,115",2.12,2.12,66,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","30,090,076",2.09,2.09,18,,,,Japan
950410 - Video games of a kind used with a television receiver,"122,777,033",0.00,0.00,1,,,,Japan
950420 - Articles and accessories for billiards of all kinds,"548,728",0.00,0.00,2,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","12,245,940",0.00,0.00,4,,,,Japan
950440 - Playing cards,"564,015",2.70,2.70,1,,,,Japan
950490 - Other,"501,607,056",0.00,0.00,2,,,,Japan
950510 - Articles for Christmas festivities,"187,015",1.35,1.35,2,,,,Japan
950590 - Other,"403,279",2.70,2.70,1,,,,Japan
950611 -- Skis,"94,051",3.70,3.70,4,,,,Japan
950612 -- Ski-fastenings (ski-bindings),"3,124",3.70,3.70,1,,,,Japan
950619 -- Other,"9,666",2.70,2.70,1,,,,Japan
950621 -- Sailboards,"26,418",2.70,2.70,1,,,,Japan
950629 -- Other,"256,127",2.70,2.70,1,,,,Japan
"950631 -- Clubs, complete","5,055,215",2.70,2.70,1,,,,Japan
950632 -- Balls,"5,547,482",2.70,2.70,1,,,,Japan
950639 -- Other,"2,091,865",2.70,2.70,2,,,,Japan
950640 - Articles and equipment for table-tennis,"1,918,659",2.70,2.70,2,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","725,017",4.70,4.70,1,,,,Japan
950659 -- Other,"1,780,100",2.70,2.70,1,,,,Japan
950661 -- Lawn-tennis balls,"72,027",2.70,2.70,1,,,,Japan
950662 -- Inflatable,"126,787",2.70,2.70,2,,,,Japan
950669 -- Other,"1,076,256",1.35,1.35,2,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached","326,244",1.80,1.80,3,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,211,175",2.70,2.70,2,,,,Japan
950699 -- Other,"5,530,591",1.35,1.35,2,,,,Japan
950710 - Fishing rods,"1,590,323",3.70,3.70,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","8,510,470",2.70,2.70,2,,,,Japan
950730 - Fishing reels,"8,806,265",3.70,3.70,1,,,,Japan
950790 - Other,"12,382,686",3.70,3.70,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Japan
950890 - Other,"2,987,424",1.70,1.70,1,,,,Japan
,2008,"1,193,288,197",2.12,2.12,66,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","38,792,720",2.09,2.09,18,,,,Japan
950410 - Video games of a kind used with a television receiver,"199,194,829",0.00,0.00,1,,,,Japan
950420 - Articles and accessories for billiards of all kinds,"375,567",0.00,0.00,2,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","28,799,839",0.00,0.00,4,,,,Japan
950440 - Playing cards,"1,120,343",2.70,2.70,1,,,,Japan
950490 - Other,"857,090,812",0.00,0.00,2,,,,Japan
950510 - Articles for Christmas festivities,"25,107",1.35,1.35,2,,,,Japan
950590 - Other,"420,654",2.70,2.70,1,,,,Japan
950611 -- Skis,"296,642",3.70,3.70,4,,,,Japan
950612 -- Ski-fastenings (ski-bindings),"3,735",3.70,3.70,1,,,,Japan
950619 -- Other,"13,638",2.70,2.70,1,,,,Japan
950621 -- Sailboards,117,2.70,2.70,1,,,,Japan
950629 -- Other,"321,441",2.70,2.70,1,,,,Japan
"950631 -- Clubs, complete","7,596,953",2.70,2.70,1,,,,Japan
950632 -- Balls,"3,752,078",2.70,2.70,1,,,,Japan
950639 -- Other,"2,676,032",2.70,2.70,2,,,,Japan
950640 - Articles and equipment for table-tennis,"1,486,989",2.70,2.70,2,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","951,946",4.70,4.70,1,,,,Japan
950659 -- Other,"2,112,733",2.70,2.70,1,,,,Japan
950661 -- Lawn-tennis balls,"96,869",2.70,2.70,1,,,,Japan
950662 -- Inflatable,"432,724",2.70,2.70,2,,,,Japan
950669 -- Other,"1,136,895",1.35,1.35,2,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached","8,906",1.80,1.80,3,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,232,754",2.70,2.70,2,,,,Japan
950699 -- Other,"5,915,421",1.35,1.35,2,,,,Japan
950710 - Fishing rods,"4,060,864",3.70,3.70,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","8,968,675",2.70,2.70,2,,,,Japan
950730 - Fishing reels,"11,645,292",3.70,3.70,1,,,,Japan
950790 - Other,"14,008,467",3.70,3.70,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Japan
950890 - Other,"749,156",1.70,1.70,1,,,,Japan
,2007,"1,067,274,340",2.12,2.12,66,,,,Japan
