Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
950612 -- Ski-fastenings (ski-bindings),"6,855",3.70,3.70,1,,,,Russian Federation
950619 -- Other,"710,821",2.70,2.70,1,,,,Russian Federation
950621 -- Sailboards,,2.70,2.70,1,,,,Russian Federation
950629 -- Other,"7,163",2.70,2.70,1,,,,Russian Federation
"950631 -- Clubs, complete",146,2.70,2.70,1,,,,Russian Federation
950632 -- Balls,,2.70,2.70,1,,,,Russian Federation
950639 -- Other,308,2.70,2.70,2,,,,Russian Federation
950640 - Articles and equipment for table-tennis,"3,501",2.70,2.70,2,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",205,4.70,4.70,1,,,,Russian Federation
950659 -- Other,,2.70,2.70,1,,,,Russian Federation
950661 -- Lawn-tennis balls,15,2.70,2.70,1,,,,Russian Federation
950662 -- Inflatable,117,2.70,2.70,2,,,,Russian Federation
950669 -- Other,,1.35,1.35,2,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached","16,509",1.80,1.80,3,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","712,491",2.70,2.70,2,,,,Russian Federation
950699 -- Other,"3,128,678",1.35,1.35,2,,,,Russian Federation
950710 - Fishing rods,"14,004",3.70,3.70,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled","2,695",2.70,2.70,2,,,,Russian Federation
950730 - Fishing reels,"1,685",3.70,3.70,1,,,,Russian Federation
950790 - Other,"48,134",3.70,3.70,1,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,"12,187",1.70,1.70,1,,,,Russian Federation
950890 - Other,"445,234",1.70,1.70,1,,,,Russian Federation
,2007,"13,078,723",2.12,2.12,66,,,,Russian Federation
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","2,560,464",2.09,2.09,18,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,"19,393",0.00,0.00,1,,,,Russian Federation
950420 - Articles and accessories for billiards of all kinds,"49,667",0.00,0.00,2,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","3,742,753",0.00,0.00,4,,,,Russian Federation
950440 - Playing cards,"31,919",2.70,2.70,1,,,,Russian Federation
950490 - Other,"529,739",0.00,0.00,2,,,,Russian Federation
950510 - Articles for Christmas festivities,"229,189",1.35,1.35,2,,,,Russian Federation
950590 - Other,"27,191",2.70,2.70,1,,,,Russian Federation
950611 -- Skis,"1,787,817",3.70,3.70,4,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),"2,755",3.70,3.70,1,,,,Russian Federation
950619 -- Other,"1,116,190",2.70,2.70,1,,,,Russian Federation
950621 -- Sailboards,,2.70,2.70,1,,,,Russian Federation
950629 -- Other,"11,060",2.70,2.70,1,,,,Russian Federation
"950631 -- Clubs, complete","6,181",2.70,2.70,1,,,,Russian Federation
950632 -- Balls,69,2.70,2.70,1,,,,Russian Federation
950639 -- Other,411,2.70,2.70,2,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",192,4.70,4.70,1,,,,Russian Federation
950659 -- Other,302,2.70,2.70,1,,,,Russian Federation
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Russian Federation
950662 -- Inflatable,630,2.70,2.70,2,,,,Russian Federation
950669 -- Other,"16,103",1.35,1.35,2,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached","5,318",1.80,1.80,3,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","515,788",2.70,2.70,2,,,,Russian Federation
950699 -- Other,"2,087,614",1.35,1.35,2,,,,Russian Federation
950710 - Fishing rods,"4,756",3.70,3.70,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled","1,069",2.70,2.70,2,,,,Russian Federation
950730 - Fishing reels,630,3.70,3.70,1,,,,Russian Federation
950790 - Other,"171,532",3.70,3.70,1,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,"8,333",1.70,1.70,1,,,,Russian Federation
950890 - Other,"151,660",1.70,1.70,1,,,,Russian Federation
,2006,"18,935,829",1.89,1.89,79,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","4,445",0.00,0.00,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed","119,069",4.70,4.70,2,,,,Russian Federation
"950291 -- Garments and accessories therefor, footwear and headgear","2,072",0.00,0.00,1,,,,Russian Federation
950299 -- Other,,0.00,0.00,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor","16,260",0.00,0.00,2,,,,Russian Federation
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","763,091",0.00,0.00,2,,,,Russian Federation
950330 - Other construction sets and constructional toys,"159,436",1.57,1.57,3,,,,Russian Federation
950341 -- Stuffed,"772,571",4.70,4.70,1,,,,Russian Federation
950349 -- Other,"68,443",0.00,0.00,3,,,,Russian Federation
950350 - Toy musical instruments and apparatus,465,0.00,0.00,1,,,,Russian Federation
950360 - Puzzles,"52,585",2.35,2.35,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits","33,186",4.70,4.70,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor","29,092",2.35,2.35,2,,,,Russian Federation
950390 - Other,"536,945",1.76,1.76,8,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,"44,147",0.00,0.00,1,,,,Russian Federation
950420 - Articles and accessories for billiards,"7,747",0.00,0.00,2,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","8,126,017",0.00,0.00,4,,,,Russian Federation
950440 - Playing cards,"33,838",2.70,2.70,1,,,,Russian Federation
950490 - Other,"179,450",0.00,0.00,2,,,,Russian Federation
950510 - Articles for Christmas festivities,"164,383",1.35,1.35,2,,,,Russian Federation
950590 - Other,"4,897",2.70,2.70,1,,,,Russian Federation
950611 -- Skis,"3,391,689",3.70,3.70,4,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),"49,408",3.70,3.70,1,,,,Russian Federation
950619 -- Other,"1,840,371",2.70,2.70,1,,,,Russian Federation
950621 -- Sailboards,,2.70,2.70,1,,,,Russian Federation
950629 -- Other,"8,375",2.70,2.70,1,,,,Russian Federation
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Russian Federation
950632 -- Balls,,2.70,2.70,1,,,,Russian Federation
950639 -- Other,716,2.70,2.70,2,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",251,4.70,4.70,1,,,,Russian Federation
950659 -- Other,,2.70,2.70,1,,,,Russian Federation
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Russian Federation
950662 -- Inflatable,126,2.70,2.70,2,,,,Russian Federation
950669 -- Other,"70,841",1.35,1.35,2,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached","28,778",1.80,1.80,3,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","619,161",2.70,2.70,2,,,,Russian Federation
950699 -- Other,"1,410,830",1.35,1.35,2,,,,Russian Federation
950710 - Fishing rods,"18,734",3.70,3.70,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled","8,764",2.70,2.70,2,,,,Russian Federation
950730 - Fishing reels,"2,800",3.70,3.70,1,,,,Russian Federation
950790 - Other,"139,535",3.70,3.70,1,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,"20,592",1.70,1.70,1,,,,Russian Federation
950890 - Other,"206,722",1.70,1.70,1,,,,Russian Federation
,2005,"11,428,799",1.89,1.89,79,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","2,302",0.00,0.00,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed","66,622",4.70,4.70,2,,,,Russian Federation
"950291 -- Garments and accessories therefor, footwear and headgear","1,281",0.00,0.00,1,,,,Russian Federation
950299 -- Other,"1,381",0.00,0.00,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor","28,614",0.00,0.00,2,,,,Russian Federation
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","945,155",0.00,0.00,2,,,,Russian Federation
950330 - Other construction sets and constructional toys,"114,569",1.57,1.57,3,,,,Russian Federation
950341 -- Stuffed,"226,476",4.70,4.70,1,,,,Russian Federation
950349 -- Other,"16,559",0.00,0.00,3,,,,Russian Federation
950350 - Toy musical instruments and apparatus,734,0.00,0.00,1,,,,Russian Federation
950360 - Puzzles,"99,254",2.35,2.35,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits","27,296",4.70,4.70,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor","106,570",2.35,2.35,2,,,,Russian Federation
950390 - Other,"408,500",1.76,1.76,8,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,"44,775",0.00,0.00,1,,,,Russian Federation
950420 - Articles and accessories for billiards,"15,116",0.00,0.00,2,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","1,716,223",0.00,0.00,4,,,,Russian Federation
950440 - Playing cards,"25,890",2.70,2.70,1,,,,Russian Federation
950490 - Other,"236,230",0.00,0.00,2,,,,Russian Federation
950510 - Articles for Christmas festivities,"194,590",1.35,1.35,2,,,,Russian Federation
950590 - Other,"25,616",2.70,2.70,1,,,,Russian Federation
950611 -- Skis,"2,922,403",3.70,3.70,4,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),921,3.70,3.70,1,,,,Russian Federation
950619 -- Other,"1,476,523",2.70,2.70,1,,,,Russian Federation
950621 -- Sailboards,"46,405",2.70,2.70,1,,,,Russian Federation
950629 -- Other,"2,712",2.70,2.70,1,,,,Russian Federation
"950631 -- Clubs, complete","6,967",2.70,2.70,1,,,,Russian Federation
950632 -- Balls,,2.70,2.70,1,,,,Russian Federation
950639 -- Other,784,2.70,2.70,2,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",25,4.70,4.70,1,,,,Russian Federation
950659 -- Other,,2.70,2.70,1,,,,Russian Federation
950661 -- Lawn-tennis balls,37,2.70,2.70,1,,,,Russian Federation
950662 -- Inflatable,"2,550",2.70,2.70,2,,,,Russian Federation
950669 -- Other,"36,340",1.35,1.35,2,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached","1,879",1.80,1.80,3,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","652,904",2.70,2.70,2,,,,Russian Federation
950699 -- Other,"1,244,921",1.35,1.35,2,,,,Russian Federation
950710 - Fishing rods,"6,133",3.70,3.70,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled","3,707",2.70,2.70,2,,,,Russian Federation
950730 - Fishing reels,"3,720",3.70,3.70,1,,,,Russian Federation
950790 - Other,"88,505",3.70,3.70,1,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,"58,709",1.70,1.70,1,,,,Russian Federation
950890 - Other,"568,902",1.70,1.70,1,,,,Russian Federation
,2004,"9,674,521",1.89,1.89,79,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",261,0.00,0.00,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed","81,276",4.70,4.70,2,,,,Russian Federation
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,Russian Federation
950299 -- Other,"7,016",0.00,0.00,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor","63,103",0.00,0.00,2,,,,Russian Federation
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","532,315",0.00,0.00,2,,,,Russian Federation
950330 - Other construction sets and constructional toys,"108,580",1.57,1.57,3,,,,Russian Federation
950341 -- Stuffed,"38,051",4.70,4.70,1,,,,Russian Federation
950349 -- Other,"16,531",0.00,0.00,3,,,,Russian Federation
950350 - Toy musical instruments and apparatus,261,0.00,0.00,1,,,,Russian Federation
950360 - Puzzles,"61,063",2.35,2.35,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits","17,900",4.70,4.70,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor","43,263",2.35,2.35,2,,,,Russian Federation
950390 - Other,"437,728",1.76,1.76,8,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,"11,232",0.00,0.00,1,,,,Russian Federation
950420 - Articles and accessories for billiards,"17,925",0.00,0.00,2,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","839,110",0.00,0.00,4,,,,Russian Federation
950440 - Playing cards,"6,331",2.70,2.70,1,,,,Russian Federation
950490 - Other,"221,253",0.00,0.00,2,,,,Russian Federation
950510 - Articles for Christmas festivities,"99,562",1.35,1.35,2,,,,Russian Federation
950590 - Other,"13,683",2.70,2.70,1,,,,Russian Federation
950611 -- Skis,"2,239,195",3.70,3.70,4,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Russian Federation
950619 -- Other,"1,563,160",2.70,2.70,1,,,,Russian Federation
950621 -- Sailboards,"78,702",2.70,2.70,1,,,,Russian Federation
950629 -- Other,348,2.70,2.70,1,,,,Russian Federation
"950631 -- Clubs, complete","22,278",2.70,2.70,1,,,,Russian Federation
950632 -- Balls,,2.70,2.70,1,,,,Russian Federation
950639 -- Other,211,2.70,2.70,2,,,,Russian Federation
950640 - Articles and equipment for table-tennis,"2,326",2.70,2.70,2,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",423,4.70,4.70,1,,,,Russian Federation
950659 -- Other,,2.70,2.70,1,,,,Russian Federation
950661 -- Lawn-tennis balls,37,2.70,2.70,1,,,,Russian Federation
950662 -- Inflatable,"2,040",2.70,2.70,2,,,,Russian Federation
950669 -- Other,,1.35,1.35,2,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached","2,712",1.80,1.80,3,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","340,766",2.70,2.70,2,,,,Russian Federation
950699 -- Other,"690,576",1.35,1.35,2,,,,Russian Federation
950710 - Fishing rods,"6,195",3.70,3.70,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled","35,762",2.70,2.70,2,,,,Russian Federation
950730 - Fishing reels,199,3.70,3.70,1,,,,Russian Federation
950790 - Other,"165,501",3.70,3.70,1,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,"1,878",1.70,1.70,1,,,,Russian Federation
950890 - Other,"1,905,767",1.70,1.70,1,,,,Russian Federation
,2003,"6,733,502",2.19,2.19,79,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",464,1.10,1.10,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed","47,556",4.70,4.70,2,,,,Russian Federation
"950291 -- Garments and accessories therefor, footwear and headgear",,0.70,0.70,1,,,,Russian Federation
950299 -- Other,,0.70,0.70,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor","29,886",0.80,0.80,2,,,,Russian Federation
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","413,770",0.80,0.80,2,,,,Russian Federation
950330 - Other construction sets and constructional toys,"126,095",2.17,2.17,3,,,,Russian Federation
950341 -- Stuffed,"18,167",4.70,4.70,1,,,,Russian Federation
950349 -- Other,"17,387",0.87,0.87,3,,,,Russian Federation
950350 - Toy musical instruments and apparatus,11,0.80,0.80,1,,,,Russian Federation
950360 - Puzzles,"1,685",2.85,2.85,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits","3,835",4.70,4.70,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor","121,842",2.75,2.75,2,,,,Russian Federation
950390 - Other,"221,003",2.26,2.26,8,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,0.60,0.60,1,,,,Russian Federation
950420 - Articles and accessories for billiards,"6,142",0.60,0.60,2,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","544,141",0.60,0.60,4,,,,Russian Federation
950440 - Playing cards,"10,464",2.70,2.70,1,,,,Russian Federation
950490 - Other,"324,100",0.60,0.60,2,,,,Russian Federation
950510 - Articles for Christmas festivities,"116,966",1.65,1.65,2,,,,Russian Federation
950590 - Other,"6,301",2.70,2.70,1,,,,Russian Federation
950611 -- Skis,"1,907,022",3.70,3.70,4,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),"11,222",3.70,3.70,1,,,,Russian Federation
950619 -- Other,"717,158",2.70,2.70,1,,,,Russian Federation
950621 -- Sailboards,"78,064",2.70,2.70,1,,,,Russian Federation
950629 -- Other,113,2.70,2.70,1,,,,Russian Federation
"950631 -- Clubs, complete",339,2.70,2.70,1,,,,Russian Federation
950632 -- Balls,,2.70,2.70,1,,,,Russian Federation
950639 -- Other,158,2.70,2.70,2,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",464,4.70,4.70,1,,,,Russian Federation
950659 -- Other,,2.70,2.70,1,,,,Russian Federation
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Russian Federation
950662 -- Inflatable,271,2.70,2.70,2,,,,Russian Federation
950669 -- Other,,1.35,1.35,2,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached","18,970",1.80,1.80,3,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","730,902",2.70,2.70,2,,,,Russian Federation
950699 -- Other,"224,577",1.35,1.35,2,,,,Russian Federation
950710 - Fishing rods,"20,701",3.70,3.70,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled","28,721",2.70,2.70,2,,,,Russian Federation
950730 - Fishing reels,,3.70,3.70,1,,,,Russian Federation
950790 - Other,"76,413",3.70,3.70,1,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,"4,762",1.70,1.70,1,,,,Russian Federation
950890 - Other,"903,829",1.70,1.70,1,,,,Russian Federation
,2002,"4,446,066",2.48,2.48,79,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.","1,088",2.10,2.10,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed","82,311",4.70,4.70,2,,,,Russian Federation
"950291 -- Garments and accessories therefor, footwear and headgear",,1.40,1.40,1,,,,Russian Federation
950299 -- Other,"13,118",1.40,1.40,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor","11,633",1.60,1.60,2,,,,Russian Federation
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10","510,916",1.60,1.60,2,,,,Russian Federation
950330 - Other construction sets and constructional toys,"10,470",2.73,2.73,3,,,,Russian Federation
950341 -- Stuffed,"1,873",4.70,4.70,1,,,,Russian Federation
950349 -- Other,"53,682",1.70,1.70,3,,,,Russian Federation
950350 - Toy musical instruments and apparatus,"2,374",1.60,1.60,1,,,,Russian Federation
950360 - Puzzles,"13,477",3.30,3.30,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits","5,968",4.70,4.70,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor","39,363",3.15,3.15,2,,,,Russian Federation
950390 - Other,"203,303",2.76,2.76,8,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,643,1.10,1.10,1,,,,Russian Federation
950420 - Articles and accessories for billiards,,1.10,1.10,2,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","293,483",1.10,1.10,4,,,,Russian Federation
950440 - Playing cards,"9,836",2.70,2.70,1,,,,Russian Federation
950490 - Other,"243,139",1.10,1.10,2,,,,Russian Federation
950510 - Articles for Christmas festivities,"60,321",1.95,1.95,2,,,,Russian Federation
950590 - Other,"8,654",2.70,2.70,1,,,,Russian Federation
950611 -- Skis,"966,116",3.70,3.70,4,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Russian Federation
950619 -- Other,"648,365",2.70,2.70,1,,,,Russian Federation
950621 -- Sailboards,"50,741",2.70,2.70,1,,,,Russian Federation
950629 -- Other,"3,310",2.70,2.70,1,,,,Russian Federation
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Russian Federation
950632 -- Balls,,2.70,2.70,1,,,,Russian Federation
950639 -- Other,,2.70,2.70,2,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Russian Federation
950659 -- Other,85,2.70,2.70,1,,,,Russian Federation
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Russian Federation
950662 -- Inflatable,,2.70,2.70,2,,,,Russian Federation
950669 -- Other,,1.35,1.35,2,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","419,620",2.70,2.70,2,,,,Russian Federation
950699 -- Other,"387,436",1.35,1.35,2,,,,Russian Federation
950710 - Fishing rods,,3.70,3.70,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled","31,239",2.70,2.70,2,,,,Russian Federation
950730 - Fishing reels,,3.70,3.70,1,,,,Russian Federation
950790 - Other,"46,806",3.70,3.70,1,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,"189,703",1.70,1.70,1,,,,Russian Federation
950890 - Other,"136,995",1.70,1.70,1,,,,Russian Federation
,2001,"3,065,076",2.79,2.79,78,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,3.20,3.20,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed","75,553",4.70,4.70,2,,,,Russian Federation
"950291 - - Garments and accessories therefor, footwear and headgear",152,2.10,2.10,1,,,,Russian Federation
950299 - - Other,,2.10,2.10,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor","13,495",2.40,2.40,2,,,,Russian Federation
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","446,082",2.40,2.40,2,,,,Russian Federation
950330 - Other construction sets and constructional toys,"14,355",3.30,3.30,3,,,,Russian Federation
950341 - - Stuffed,"3,824",4.70,4.70,1,,,,Russian Federation
950349 - - Other,"38,014",2.53,2.53,3,,,,Russian Federation
950350 - Toy musical instruments and apparatus,36,2.40,2.40,1,,,,Russian Federation
950360 - Puzzles,,3.75,3.75,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor","26,193",3.55,3.55,2,,,,Russian Federation
950390 - Other,"122,002",3.26,3.26,8,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,"2,078",1.70,1.70,1,,,,Russian Federation
950420 - Articles and accessories for billiards,"5,740",1.70,1.70,2,,,,Russian Federation
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","55,109",1.70,1.70,4,,,,Russian Federation
950440 - Playing cards,"2,104",2.70,2.70,1,,,,Russian Federation
950490 - Other,"71,425",1.70,1.70,2,,,,Russian Federation
950510 - Articles for Christmas festivities,"72,759",2.30,2.30,2,,,,Russian Federation
950590 - Other,"2,391",2.70,2.70,1,,,,Russian Federation
950611 - - Skis,"563,249",3.70,3.70,4,,,,Russian Federation
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Russian Federation
950619 - - Other,"507,970",2.70,2.70,1,,,,Russian Federation
950621 - - Sailboards,"45,652",2.70,2.70,1,,,,Russian Federation
950629 - - Other,"1,164",2.70,2.70,1,,,,Russian Federation
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Russian Federation
950632 - - Balls,,2.70,2.70,1,,,,Russian Federation
950639 - - Other,,2.70,2.70,2,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Russian Federation
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Russian Federation
950659 - - Other,770,2.70,2.70,1,,,,Russian Federation
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Russian Federation
950662 - - Inflatable,,2.70,2.70,2,,,,Russian Federation
950669 - - Other,"5,176",1.35,1.35,2,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Russian Federation
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","219,898",2.70,2.70,2,,,,Russian Federation
950699 - - Other,"154,966",1.35,1.35,2,,,,Russian Federation
950710 - Fishing rods,,3.70,3.70,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled","8,301",2.70,2.70,2,,,,Russian Federation
950730 - Fishing reels,,3.70,3.70,1,,,,Russian Federation
950790 - Other,"37,279",3.70,3.70,1,,,,Russian Federation
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","569,338",1.70,1.70,1,,,,Russian Federation
,2000,"2,668,076",3.07,3.07,76,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages","1,567",4.20,4.20,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed","75,654",4.70,4.70,2,,,,Russian Federation
"950291 - - Garments and accessories therefor, footwear and headgear",,2.80,2.80,1,,,,Russian Federation
950299 - - Other,55,2.80,2.80,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor","7,210",3.20,3.20,2,,,,Russian Federation
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10","229,193",3.20,3.20,2,,,,Russian Federation
950330 - Other construction sets and constructional toys,"16,954",3.87,3.87,3,,,,Russian Federation
950341 - - Stuffed,"10,215",4.70,4.70,1,,,,Russian Federation
950349 - - Other,"14,521",3.37,3.37,3,,,,Russian Federation
950350 - Toy musical instruments and apparatus,,3.20,3.20,1,,,,Russian Federation
950360 - Puzzles,"8,851",4.20,4.20,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits","4,370",4.70,4.70,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor",701,3.95,3.95,2,,,,Russian Federation
950390 - Other,"115,039",3.76,3.76,8,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,2.20,2.20,1,,,,Russian Federation
950420 - Articles and accessories for billiards,"8,482",2.20,2.20,2,,,,Russian Federation
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment","44,935",2.20,2.20,4,,,,Russian Federation
950440 - Playing cards,"1,318",2.70,2.70,1,,,,Russian Federation
950490 - Other,"87,455",2.20,2.20,2,,,,Russian Federation
950510 - Articles for Christmas festivities,"64,812",2.60,2.60,2,,,,Russian Federation
950590 - Other,"5,965",2.70,2.70,1,,,,Russian Federation
950611 - - Skis,"519,816",3.70,3.70,3,,,,Russian Federation
950612 - - Ski-fastenings (ski-bindings),"2,259",3.70,3.70,1,,,,Russian Federation
