Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"1,730",2.50,2.50,1,,,,"Korea, Republic of"
880390 - Other,,10.00,10.00,1,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,"1,612",10.00,10.00,1,,,,"Korea, Republic of"
880529 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
,2013,"27,395",7.83,7.83,20,,,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"27,395",2.50,2.50,1,,,,"Korea, Republic of"
880390 - Other,,10.00,10.00,1,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,"Korea, Republic of"
880529 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
,2012,"8,209",7.83,7.83,20,,,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"2,284",2.50,2.50,1,,,,"Korea, Republic of"
880390 - Other,,10.00,10.00,1,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"5,925",10.00,10.00,2,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,"Korea, Republic of"
880529 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
,2011,"7,561,695",7.90,7.90,20,,,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"7,116,869",3.00,3.00,1,,,,"Korea, Republic of"
880390 - Other,"371,030",10.00,10.00,1,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,927",10.00,10.00,2,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,"71,869",10.00,10.00,1,,,,"Korea, Republic of"
880529 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
,2010,"8,161,317",7.90,5.89,20,,18,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,9.79,3,,1,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,0.00,1,,1,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,0.00,1,,1,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,0.00,1,,1,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","7,874,303",3.00,0.00,1,,1,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,0.00,1,,1,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,9.38,1,,1,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,,3.00,2.25,1,,1,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,,3.00,1.80,1,,1,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"268,825",3.00,0.00,1,,1,,"Korea, Republic of"
880390 - Other,,10.00,9.38,1,,1,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"18,189",10.00,9.38,2,,2,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,9.38,3,,3,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,10.00,9.38,1,,1,,"Korea, Republic of"
880529 -- Other,,10.00,9.38,1,,1,,"Korea, Republic of"
,2009,"348,209",7.90,7.90,20,,,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"306,522",3.00,3.00,1,,,,"Korea, Republic of"
880390 - Other,"4,498",10.00,10.00,1,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"37,189",10.00,10.00,2,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,"Korea, Republic of"
880529 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
,2008,"451,211",6.45,6.45,20,,,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,8.33,8.33,3,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"197,653",3.00,3.00,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"179,306",3.00,3.00,1,,,,"Korea, Republic of"
880390 - Other,"46,931",10.00,10.00,1,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"27,321",10.00,10.00,2,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,5.00,5.00,1,,,,"Korea, Republic of"
880529 -- Other,,5.00,5.00,1,,,,"Korea, Republic of"
,2007,"87,394",7.90,7.90,20,,,,"Korea, Republic of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","1,435",10.00,10.00,3,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,"Korea, Republic of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880330 - Other parts of aeroplanes or helicopters,"64,478",3.00,3.00,1,,,,"Korea, Republic of"
880390 - Other,259,10.00,10.00,1,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"21,222",10.00,10.00,2,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,"Korea, Republic of"
880529 -- Other,,10.00,10.00,1,,,,"Korea, Republic of"
,2006,"234,773",9.65,9.65,20,,,,"Korea, Republic of"
880110 - Gliders and hang gliders,,12.50,12.50,1,,,,"Korea, Republic of"
880190 - Other,,12.50,12.50,2,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,12.50,12.50,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,12.50,12.50,1,,,,"Korea, Republic of"
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,12.50,12.50,1,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880330 - Other parts of airplanes or helicopters,"220,400",3.00,3.00,1,,,,"Korea, Republic of"
880390 - Other,,12.50,12.50,1,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"14,373",12.50,12.50,2,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,12.50,12.50,3,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,12.50,12.50,1,,,,"Korea, Republic of"
880529 -- Other,,12.50,12.50,1,,,,"Korea, Republic of"
,2005,"342,097",11.40,11.40,20,,,,"Korea, Republic of"
880110 - Gliders and hang gliders,,15.00,15.00,1,,,,"Korea, Republic of"
880190 - Other,,15.00,15.00,2,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,15.00,15.00,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,15.00,15.00,1,,,,"Korea, Republic of"
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,15.00,15.00,1,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,"90,543",3.00,3.00,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880330 - Other parts of airplanes or helicopters,"35,361",3.00,3.00,1,,,,"Korea, Republic of"
880390 - Other,"191,405",15.00,15.00,1,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"24,788",15.00,15.00,2,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,15.00,15.00,3,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,15.00,15.00,1,,,,"Korea, Republic of"
880529 -- Other,,15.00,15.00,1,,,,"Korea, Republic of"
,2004,"95,540",14.90,14.90,20,,,,"Korea, Republic of"
880110 - Gliders and hang gliders,,20.00,20.00,1,,,,"Korea, Republic of"
880190 - Other,,20.00,20.00,2,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,20.00,20.00,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,20.00,20.00,1,,,,"Korea, Republic of"
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,20.00,20.00,1,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880330 - Other parts of airplanes or helicopters,"89,451",3.00,3.00,1,,,,"Korea, Republic of"
880390 - Other,,20.00,20.00,1,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"6,089",20.00,20.00,2,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,20.00,20.00,3,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,20.00,20.00,1,,,,"Korea, Republic of"
880529 -- Other,,20.00,20.00,1,,,,"Korea, Republic of"
,2003,"64,590,748",18.40,18.40,20,,,,"Korea, Republic of"
880110 - Gliders and hang gliders,,25.00,25.00,1,,,,"Korea, Republic of"
880190 - Other,,25.00,25.00,2,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg","63,934,883",25.00,25.00,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,25.00,25.00,1,,,,"Korea, Republic of"
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,"Korea, Republic of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,25.00,25.00,1,,,,"Korea, Republic of"
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,"Korea, Republic of"
880330 - Other parts of airplanes or helicopters,"654,274",3.00,3.00,1,,,,"Korea, Republic of"
880390 - Other,,25.00,25.00,1,,,,"Korea, Republic of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"1,591",25.00,25.00,2,,,,"Korea, Republic of"
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,25.00,25.00,3,,,,"Korea, Republic of"
880521 -- Air combat simulators and parts thereof,,25.00,25.00,1,,,,"Korea, Republic of"
880529 -- Other,,25.00,25.00,1,,,,"Korea, Republic of"
,2002,"60,441,144",18.94,18.94,16,,,,"Korea, Republic of"
880110 - Gliders and hang gliders,,25.00,25.00,1,,,,"Korea, Republic of"
880190 - Other,,30.00,30.00,1,,,,"Korea, Republic of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,25.00,25.00,1,,,,"Korea, Republic of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,25.00,25.00,1,,,,"Korea, Republic of"
