Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
390230 - Propylene copolymers,"23,035,545",5.00,5.00,1,,,,European Union
390290 - Other,"5,530,433",5.00,5.00,1,,,,European Union
390311 -- Expansible,"146,590",5.00,5.00,1,,,,European Union
390319 -- Other,"764,742",5.00,5.00,2,,,,European Union
390320 - Styrene-acrylonitrile (SAN) copolymers,"553,331",5.00,5.00,1,,,,European Union
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"2,241,977",5.00,5.00,1,,,,European Union
390390 - Other,"4,266,862",5.00,5.00,3,,,,European Union
"390410 - Poly(vinyl chloride), not mixed with any other substances","20,313,926",7.50,7.50,2,,,,European Union
390421 -- Non-plasticised,"171,141,747",7.50,7.50,2,,,,European Union
390422 -- Plasticised,"20,397,319",7.50,7.50,2,,,,European Union
390430 - Vinyl chloride-vinyl acetate copolymers,"4,511,879",7.50,7.50,2,,,,European Union
390440 - Other vinyl chloride copolymers,"6,547,339",7.50,7.50,1,,,,European Union
390450 - Vinylidene chloride polymers,"10,131,664",7.50,7.50,2,,,,European Union
390461 -- Polytetrafluoroethylene,"11,134,334",7.50,7.50,1,,,,European Union
390469 -- Other,"4,060,728",7.50,7.50,2,,,,European Union
390490 - Other,"41,030,737",7.50,7.50,1,,,,European Union
390512 -- In aqueous dispersion,"4,743,397",7.50,7.50,3,,,,European Union
390519 -- Other,"696,193",7.50,7.50,3,,,,European Union
390521 -- In aqueous dispersion,"77,322",7.50,7.50,1,,,,European Union
390529 -- Other,"48,196,726",7.50,7.50,1,,,,European Union
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","4,130,680",7.50,7.50,1,,,,European Union
390591 -- Copolymers,"773,392",7.50,7.50,1,,,,European Union
390599 -- Other,"16,211,636",7.50,7.50,2,,,,European Union
390610 - Poly(methyl methacrylate),"5,471,389",7.50,7.50,2,,,,European Union
390690 - Other,"72,487,737",7.50,7.50,4,,,,European Union
390710 - Polyacetals,"7,948,398",7.50,7.50,1,,,,European Union
390720 - Other polyethers,"86,694,564",7.50,7.50,2,,,,European Union
390730 - Epoxide resins,"29,642,757",7.50,7.50,2,,,,European Union
390740 - Polycarbonates,"135,233,682",7.50,7.50,1,,,,European Union
390750 - Alkyd resins,"882,846",7.50,7.50,1,,,,European Union
390760 - Poly(ethylene terephthalate),"716,885",7.50,7.50,3,,,,European Union
390770 - Poly(lactic acid),"55,114",7.50,7.50,1,,,,European Union
390791 -- Unsaturated,"16,061,632",7.50,7.50,6,,,,European Union
390799 -- Other,"22,821,014",7.50,7.50,3,,,,European Union
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","37,208,601",10.00,10.00,2,,,,European Union
390890 - Other,"22,090,539",10.00,10.00,3,,,,European Union
390910 - Urea resins; thiourea resins,"998,129",7.50,7.50,2,,,,European Union
390920 - Melamine resins,"3,163,674",7.50,7.50,2,,,,European Union
390930 - Other amino-resins,"14,817,848",7.50,7.50,2,,,,European Union
390940 - Phenolic resins,"20,953,790",7.50,7.50,7,,,,European Union
390950 - Polyurethanes,"46,618,649",7.50,7.50,1,,,,European Union
391000 Silicones in primary forms.,"63,180,892",7.50,7.50,3,,,,European Union
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","2,156,552",7.50,7.50,2,,,,European Union
391190 - Other,"9,504,857",7.50,7.50,2,,,,European Union
391211 -- Non-plasticised,"548,394",7.50,7.50,5,,,,European Union
391212 -- Plasticised,"929,664",7.50,7.50,4,,,,European Union
391220 - Cellulose nitrates (including collodions),"98,619",7.50,7.50,4,,,,European Union
391231 -- Carboxymethylcellulose and its salts,"14,182,190",7.50,7.50,1,,,,European Union
391239 -- Other,"58,999,837",7.50,7.50,6,,,,European Union
391290 - Other,"16,808,275",7.50,7.50,3,,,,European Union
"391310 - Alginic acid, its salts and esters","442,776",7.50,7.50,2,,,,European Union
391390 - Other,"7,185,733",7.50,7.50,5,,,,European Union
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","7,616,522",7.50,7.50,3,,,,European Union
391510 - Of polymers of ethylene,"3,233,728",7.50,7.50,1,,,,European Union
391520 - Of polymers of styrene,,7.50,7.50,1,,,,European Union
391530 - Of polymers of vinyl chloride,"7,011,108",7.50,7.50,2,,,,European Union
391590 - Of other plastics,"43,821,748",7.50,7.50,17,,,,European Union
391610 - Of polymers of ethylene,"1,228,949",10.00,10.00,3,,,,European Union
391620 - Of polymers of vinyl chloride,"1,851,569",10.00,10.00,4,,,,European Union
391690 - Of other plastics,"3,691,882",10.00,10.00,17,,,,European Union
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"461,231",10.00,10.00,2,,,,European Union
391721 -- Of polymers of ethylene,"2,375,520",10.00,10.00,2,,,,European Union
391722 -- Of polymers of propylene,"673,279",10.00,10.00,1,,,,European Union
391723 -- Of polymers of vinyl chloride,"1,354,497",10.00,10.00,2,,,,European Union
391729 -- Of other plastics,"8,768,598",10.00,10.00,6,,,,European Union
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","18,560,800",10.00,10.00,1,,,,European Union
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","4,357,916",10.00,10.00,3,,,,European Union
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","669,068",10.00,10.00,1,,,,European Union
391739 -- Other,"11,235,967",10.00,10.00,3,,,,European Union
391740 - Fittings,"9,308,165",10.00,10.00,1,,,,European Union
391810 - Of polymers of vinyl chloride,"4,073,015",10.00,10.00,2,,,,European Union
391890 - Of other plastics,"1,752,759",10.00,10.00,3,,,,European Union
391910 - In rolls of a width not exceeding 20 cm,"5,872,237",10.00,10.00,1,,,,European Union
391990 - Other,"34,276,867",10.00,10.00,3,,,,European Union
392010 - Of polymers of ethylene,"19,590,230",10.00,10.00,6,,,,European Union
392020 - Of polymers of propylene,"22,324,167",10.00,10.00,3,,,,European Union
392030 - Of polymers of styrene,"1,197,819",10.00,10.00,3,,,,European Union
392043 -- Containing by weight not less than 6 % of plasticisers,"1,350,800",10.00,10.00,1,,,,European Union
392049 -- Other,"3,211,818",10.00,10.00,1,,,,European Union
392051 -- Of poly(methyl methacrylate),"5,425,807",10.00,10.00,6,,,,European Union
392059 -- Other,"1,028,685",10.00,10.00,6,,,,European Union
392061 -- Of polycarbonates,"1,712,232",10.00,10.00,3,,,,European Union
392062 -- Of poly(ethylene terephthalate),"7,215,830",10.00,10.00,3,,,,European Union
392063 -- Of unsaturated polyesters,"1,140,519",10.00,10.00,3,,,,European Union
392069 -- Of other polyesters,"4,384,658",10.00,10.00,12,,,,European Union
392071 -- Of regenerated cellulose,"781,315",10.00,10.00,7,,,,European Union
392073 -- Of cellulose acetate,"950,490",10.00,10.00,9,,,,European Union
392079 -- Of other cellulose derivatives,"127,077",10.00,10.00,6,,,,European Union
392091 -- Of poly(vinyl butyral),"5,567,825",10.00,10.00,3,,,,European Union
392092 -- Of polyamides,"862,731",10.00,10.00,6,,,,European Union
392093 -- Of amino-resins,"72,681",10.00,10.00,3,,,,European Union
392094 -- Of phenolic resins,"112,192",10.00,10.00,3,,,,European Union
392099 -- Of other plastics,"11,897,409",10.00,10.00,19,,,,European Union
392111 -- Of polymers of styrene,"29,256",10.00,10.00,1,,,,European Union
392112 -- Of polymers of vinyl chloride,"986,534",10.00,10.00,1,,,,European Union
392113 -- Of polyurethanes,"5,788,169",10.00,10.00,2,,,,European Union
392114 -- Of regenerated cellulose,"1,221,807",10.00,10.00,1,,,,European Union
392119 -- Of other plastics,"6,471,268",10.00,10.00,1,,,,European Union
392190 - Other,"41,692,107",10.00,10.00,22,,,,European Union
"392210 - Baths, shower-baths, sinks and wash-basins","1,573,674",10.00,10.00,1,,,,European Union
392220 - Lavatory seats and covers,"1,616,808",10.00,10.00,1,,,,European Union
392290 - Other,"16,988,462",10.00,10.00,1,,,,European Union
"392310 - Boxes, cases, crates and similar articles","5,159,269",10.00,10.00,5,,,,European Union
392321 -- Of polymers of ethylene,"1,675,026",10.00,10.00,1,,,,European Union
392329 -- Of other plastics,"3,608,441",10.00,10.00,2,,,,European Union
"392330 - Carboys, bottles, flasks and similar articles","3,887,316",10.00,10.00,2,,,,European Union
"392340 - Spools, cops, bobbins and similar supports","1,995,360",10.00,10.00,1,,,,European Union
"392350 - Stoppers, lids, caps and other closures","8,262,822",10.00,10.00,2,,,,European Union
392390 - Other,"17,393,716",10.00,10.00,3,,,,European Union
392410 - Tableware and kitchenware,"1,179,073",10.00,10.00,2,,,,European Union
392490 - Other,"2,321,171",10.00,10.00,3,,,,European Union
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","133,145",10.00,10.00,1,,,,European Union
"392520 - Doors, windows and their frames and thresholds for doors","590,098",10.00,10.00,1,,,,European Union
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","626,638",10.00,10.00,1,,,,European Union
392590 - Other,"3,405,290",10.00,10.00,2,,,,European Union
392610 - Office or school supplies,"581,329",10.00,10.00,4,,,,European Union
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","1,339,293",10.00,10.00,10,,,,European Union
"392630 - Fittings for furniture, coachwork or the like","4,103,133",10.00,10.00,2,,,,European Union
392640 - Statuettes and other ornamental articles,"969,354",10.00,10.00,13,,,,European Union
392690 - Other,"129,050,184",10.00,10.00,16,,,,European Union
,2011,"1,631,788,176",9.03,9.03,411,,,,European Union
390110 - Polyethylene having a specific gravity of less than 0.94,"75,539,621",6.25,6.25,2,,,,European Union
390120 - Polyethylene having a specific gravity of 0.94 or more,"15,688,930",7.50,7.50,1,,,,European Union
390130 - Ethylene-vinyl acetate copolymers,"28,726,681",5.00,5.00,1,,,,European Union
390190 - Other,"30,448,816",6.25,6.25,2,,,,European Union
390210 - Polypropylene,"41,376,458",5.00,5.00,1,,,,European Union
390220 - Polyisobutylene,"3,496,360",7.50,7.50,1,,,,European Union
390230 - Propylene copolymers,"22,758,096",5.00,5.00,1,,,,European Union
390290 - Other,"9,520,162",5.00,5.00,1,,,,European Union
390311 -- Expansible,"466,375",5.00,5.00,1,,,,European Union
390319 -- Other,"603,815",5.00,5.00,2,,,,European Union
390320 - Styrene-acrylonitrile (SAN) copolymers,"807,376",5.00,5.00,1,,,,European Union
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"5,458,776",5.00,5.00,1,,,,European Union
390390 - Other,"4,110,593",5.00,5.00,3,,,,European Union
"390410 - Poly(vinyl chloride), not mixed with any other substances","13,593,173",7.50,7.50,2,,,,European Union
390421 -- Non-plasticised,"131,766,008",7.50,7.50,2,,,,European Union
390422 -- Plasticised,"16,888,771",7.50,7.50,2,,,,European Union
390430 - Vinyl chloride-vinyl acetate copolymers,"4,944,918",7.50,7.50,2,,,,European Union
390440 - Other vinyl chloride copolymers,"5,297,482",7.50,7.50,1,,,,European Union
390450 - Vinylidene chloride polymers,"8,317,012",7.50,7.50,2,,,,European Union
390461 -- Polytetrafluoroethylene,"10,144,986",7.50,7.50,1,,,,European Union
390469 -- Other,"4,780,786",7.50,7.50,2,,,,European Union
390490 - Other,"29,807,330",7.50,7.50,1,,,,European Union
390512 -- In aqueous dispersion,"5,660,928",7.50,7.50,3,,,,European Union
390519 -- Other,"333,697",7.50,7.50,3,,,,European Union
390521 -- In aqueous dispersion,"454,046",7.50,7.50,1,,,,European Union
390529 -- Other,"39,084,748",7.50,7.50,1,,,,European Union
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","5,152,966",7.50,7.50,1,,,,European Union
390591 -- Copolymers,"688,607",7.50,7.50,1,,,,European Union
390599 -- Other,"13,326,276",7.50,7.50,2,,,,European Union
390610 - Poly(methyl methacrylate),"3,682,850",7.50,7.50,2,,,,European Union
390690 - Other,"63,940,865",7.50,7.50,4,,,,European Union
390710 - Polyacetals,"6,528,980",7.50,7.50,1,,,,European Union
390720 - Other polyethers,"76,330,684",7.50,7.50,2,,,,European Union
390730 - Epoxide resins,"32,271,732",7.50,7.50,2,,,,European Union
390740 - Polycarbonates,"110,093,273",7.50,7.50,1,,,,European Union
390750 - Alkyd resins,"1,395,180",7.50,7.50,1,,,,European Union
390760 - Poly(ethylene terephthalate),"4,226,009",7.50,7.50,3,,,,European Union
390770 - Poly(lactic acid),"20,429",7.50,7.50,1,,,,European Union
390791 -- Unsaturated,"11,583,239",7.50,7.50,6,,,,European Union
390799 -- Other,"22,748,122",7.50,7.50,3,,,,European Union
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","35,378,596",10.00,10.00,2,,,,European Union
390890 - Other,"24,923,712",10.00,10.00,3,,,,European Union
390910 - Urea resins; thiourea resins,"1,135,585",7.50,7.50,2,,,,European Union
390920 - Melamine resins,"4,534,565",7.50,7.50,2,,,,European Union
390930 - Other amino-resins,"7,100,178",7.50,7.50,2,,,,European Union
390940 - Phenolic resins,"18,000,062",7.50,7.50,7,,,,European Union
390950 - Polyurethanes,"27,374,565",7.50,7.50,1,,,,European Union
391000 Silicones in primary forms.,"64,081,777",7.50,7.50,3,,,,European Union
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","3,129,601",7.50,7.50,2,,,,European Union
391190 - Other,"8,900,341",7.50,7.50,2,,,,European Union
391211 -- Non-plasticised,"976,402",7.50,7.50,5,,,,European Union
391212 -- Plasticised,"154,884",7.50,7.50,4,,,,European Union
391220 - Cellulose nitrates (including collodions),"707,481",7.50,7.50,4,,,,European Union
391231 -- Carboxymethylcellulose and its salts,"7,925,415",7.50,7.50,1,,,,European Union
391239 -- Other,"44,724,038",7.50,7.50,6,,,,European Union
391290 - Other,"17,804,851",7.50,7.50,3,,,,European Union
"391310 - Alginic acid, its salts and esters","1,506,993",7.50,7.50,2,,,,European Union
391390 - Other,"7,495,470",7.50,7.50,5,,,,European Union
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","4,775,574",7.50,7.50,3,,,,European Union
391510 - Of polymers of ethylene,"1,228,993",7.50,7.50,1,,,,European Union
391520 - Of polymers of styrene,,7.50,7.50,1,,,,European Union
391530 - Of polymers of vinyl chloride,"498,241",7.50,7.50,2,,,,European Union
391590 - Of other plastics,"36,995,525",7.50,7.50,17,,,,European Union
391610 - Of polymers of ethylene,"552,249",10.00,10.00,3,,,,European Union
391620 - Of polymers of vinyl chloride,"1,329,501",10.00,10.00,4,,,,European Union
391690 - Of other plastics,"5,391,704",10.00,10.00,17,,,,European Union
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"292,635",10.00,10.00,2,,,,European Union
391721 -- Of polymers of ethylene,"3,018,121",10.00,10.00,2,,,,European Union
391722 -- Of polymers of propylene,"658,472",10.00,10.00,1,,,,European Union
391723 -- Of polymers of vinyl chloride,"1,337,552",10.00,10.00,2,,,,European Union
391729 -- Of other plastics,"8,653,575",10.00,10.00,6,,,,European Union
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","2,787,215",10.00,10.00,1,,,,European Union
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","6,368,429",10.00,10.00,3,,,,European Union
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","239,085",10.00,10.00,1,,,,European Union
391739 -- Other,"10,102,394",10.00,10.00,3,,,,European Union
391740 - Fittings,"7,533,485",10.00,10.00,1,,,,European Union
391810 - Of polymers of vinyl chloride,"4,468,966",10.00,10.00,2,,,,European Union
391890 - Of other plastics,"2,799,438",10.00,10.00,3,,,,European Union
391910 - In rolls of a width not exceeding 20 cm,"3,784,946",10.00,10.00,1,,,,European Union
391990 - Other,"36,901,868",10.00,10.00,3,,,,European Union
392010 - Of polymers of ethylene,"10,021,738",10.00,10.00,6,,,,European Union
392020 - Of polymers of propylene,"24,165,817",10.00,10.00,3,,,,European Union
392030 - Of polymers of styrene,"730,051",10.00,10.00,3,,,,European Union
392043 -- Containing by weight not less than 6 % of plasticisers,"753,152",10.00,10.00,1,,,,European Union
392049 -- Other,"6,430,090",10.00,10.00,1,,,,European Union
392051 -- Of poly(methyl methacrylate),"3,585,476",10.00,10.00,6,,,,European Union
392059 -- Other,"916,709",10.00,10.00,6,,,,European Union
392061 -- Of polycarbonates,"2,599,808",10.00,10.00,3,,,,European Union
392062 -- Of poly(ethylene terephthalate),"6,608,599",10.00,10.00,3,,,,European Union
392063 -- Of unsaturated polyesters,"1,186,345",10.00,10.00,3,,,,European Union
392069 -- Of other polyesters,"8,397,896",10.00,10.00,12,,,,European Union
392071 -- Of regenerated cellulose,"1,211,467",10.00,10.00,7,,,,European Union
392073 -- Of cellulose acetate,"1,150,938",10.00,10.00,9,,,,European Union
392079 -- Of other cellulose derivatives,"181,297",10.00,10.00,6,,,,European Union
392091 -- Of poly(vinyl butyral),"6,561,987",10.00,10.00,3,,,,European Union
392092 -- Of polyamides,"1,004,132",10.00,10.00,6,,,,European Union
392093 -- Of amino-resins,"18,666",10.00,10.00,3,,,,European Union
392094 -- Of phenolic resins,"197,567",10.00,10.00,3,,,,European Union
392099 -- Of other plastics,"17,231,326",10.00,10.00,19,,,,European Union
392111 -- Of polymers of styrene,"361,583",10.00,10.00,1,,,,European Union
392112 -- Of polymers of vinyl chloride,"1,903,568",10.00,10.00,1,,,,European Union
392113 -- Of polyurethanes,"7,028,529",10.00,10.00,2,,,,European Union
392114 -- Of regenerated cellulose,"972,531",10.00,10.00,1,,,,European Union
392119 -- Of other plastics,"6,832,059",10.00,10.00,1,,,,European Union
392190 - Other,"51,101,277",10.00,10.00,22,,,,European Union
"392210 - Baths, shower-baths, sinks and wash-basins","1,722,403",10.00,10.00,1,,,,European Union
392220 - Lavatory seats and covers,"1,557,726",10.00,10.00,1,,,,European Union
392290 - Other,"12,640,998",10.00,10.00,1,,,,European Union
"392310 - Boxes, cases, crates and similar articles","5,043,090",10.00,10.00,5,,,,European Union
392321 -- Of polymers of ethylene,"2,381,964",10.00,10.00,1,,,,European Union
392329 -- Of other plastics,"3,023,208",10.00,10.00,2,,,,European Union
"392330 - Carboys, bottles, flasks and similar articles","3,638,892",10.00,10.00,2,,,,European Union
"392340 - Spools, cops, bobbins and similar supports","2,628,392",10.00,10.00,1,,,,European Union
"392350 - Stoppers, lids, caps and other closures","9,626,958",10.00,10.00,2,,,,European Union
392390 - Other,"14,637,666",10.00,10.00,3,,,,European Union
392410 - Tableware and kitchenware,"2,078,444",10.00,10.00,2,,,,European Union
392490 - Other,"2,973,516",10.00,10.00,3,,,,European Union
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","142,923",10.00,10.00,1,,,,European Union
"392520 - Doors, windows and their frames and thresholds for doors","594,258",10.00,10.00,1,,,,European Union
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","255,506",10.00,10.00,1,,,,European Union
392590 - Other,"3,610,681",10.00,10.00,2,,,,European Union
392610 - Office or school supplies,"663,023",10.00,10.00,4,,,,European Union
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","1,095,128",10.00,10.00,10,,,,European Union
"392630 - Fittings for furniture, coachwork or the like","5,839,486",10.00,10.00,2,,,,European Union
392640 - Statuettes and other ornamental articles,"1,282,131",10.00,10.00,13,,,,European Union
392690 - Other,"117,561,535",10.00,10.00,16,,,,European Union
,2010,"1,380,060,303",9.02,9.02,411,,,,European Union
390110 - Polyethylene having a specific gravity of less than 0.94,"100,770,479",6.25,6.25,2,,,,European Union
390120 - Polyethylene having a specific gravity of 0.94 or more,"23,247,838",7.50,7.50,1,,,,European Union
390130 - Ethylene-vinyl acetate copolymers,"31,283,484",5.00,5.00,1,,,,European Union
390190 - Other,"20,108,914",6.25,6.25,2,,,,European Union
390210 - Polypropylene,"26,997,196",5.00,5.00,1,,,,European Union
390220 - Polyisobutylene,"2,956,494",7.50,7.50,1,,,,European Union
390230 - Propylene copolymers,"15,683,263",5.00,5.00,1,,,,European Union
390290 - Other,"7,379,093",5.00,5.00,1,,,,European Union
390311 -- Expansible,"535,671",5.00,5.00,1,,,,European Union
390319 -- Other,"561,578",5.00,5.00,2,,,,European Union
390320 - Styrene-acrylonitrile (SAN) copolymers,"491,701",5.00,5.00,1,,,,European Union
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"4,123,893",5.00,5.00,1,,,,European Union
390390 - Other,"2,635,670",5.00,5.00,3,,,,European Union
"390410 - Poly(vinyl chloride), not mixed with any other substances","10,016,873",7.50,7.50,2,,,,European Union
390421 -- Non-plasticised,"62,575,616",7.50,7.50,2,,,,European Union
390422 -- Plasticised,"14,768,091",7.50,7.50,2,,,,European Union
390430 - Vinyl chloride-vinyl acetate copolymers,"4,126,271",7.50,7.50,2,,,,European Union
390440 - Other vinyl chloride copolymers,"1,179,948",7.50,7.50,1,,,,European Union
390450 - Vinylidene chloride polymers,"8,560,950",7.50,7.50,2,,,,European Union
390461 -- Polytetrafluoroethylene,"7,759,716",7.50,7.50,1,,,,European Union
390469 -- Other,"2,516,809",7.50,7.50,2,,,,European Union
390490 - Other,"22,443,406",7.50,7.50,1,,,,European Union
390512 -- In aqueous dispersion,"3,915,159",7.50,7.50,3,,,,European Union
390519 -- Other,"809,790",7.50,7.50,3,,,,European Union
390521 -- In aqueous dispersion,"208,140",7.50,7.50,1,,,,European Union
390529 -- Other,"37,305,959",7.50,7.50,1,,,,European Union
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","3,989,895",7.50,7.50,1,,,,European Union
390591 -- Copolymers,"539,406",7.50,7.50,1,,,,European Union
390599 -- Other,"10,534,515",7.50,7.50,2,,,,European Union
390610 - Poly(methyl methacrylate),"1,274,511",7.50,7.50,2,,,,European Union
390690 - Other,"56,489,905",7.50,7.50,4,,,,European Union
390710 - Polyacetals,"3,558,443",7.50,7.50,1,,,,European Union
390720 - Other polyethers,"80,949,110",7.50,7.50,2,,,,European Union
390730 - Epoxide resins,"31,974,541",7.50,7.50,2,,,,European Union
390740 - Polycarbonates,"95,965,696",5.00,5.00,1,,,,European Union
390750 - Alkyd resins,"1,186,102",7.50,7.50,1,,,,European Union
390760 - Poly(ethylene terephthalate),"494,553",7.50,7.50,3,,,,European Union
390770 - Poly(lactic acid),"45,602",7.50,7.50,1,,,,European Union
390791 -- Unsaturated,"11,896,342",7.50,7.50,6,,,,European Union
390799 -- Other,"20,030,539",7.50,7.50,3,,,,European Union
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","35,359,668",10.00,10.00,2,,,,European Union
390890 - Other,"21,052,274",10.00,10.00,3,,,,European Union
390910 - Urea resins; thiourea resins,"825,429",7.50,7.50,2,,,,European Union
390920 - Melamine resins,"3,036,410",7.50,7.50,2,,,,European Union
390930 - Other amino-resins,"5,626,153",7.50,7.50,2,,,,European Union
390940 - Phenolic resins,"16,726,496",7.50,7.50,7,,,,European Union
390950 - Polyurethanes,"25,777,446",7.50,7.50,1,,,,European Union
391000 Silicones in primary forms.,"59,727,423",7.50,7.50,3,,,,European Union
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","1,477,541",7.50,7.50,2,,,,European Union
391190 - Other,"8,382,813",7.50,7.50,2,,,,European Union
391211 -- Non-plasticised,"1,919,857",7.50,7.50,5,,,,European Union
391212 -- Plasticised,"296,869",7.50,7.50,4,,,,European Union
391220 - Cellulose nitrates (including collodions),"54,547",7.50,7.50,4,,,,European Union
391231 -- Carboxymethylcellulose and its salts,"9,466,007",7.50,7.50,1,,,,European Union
391239 -- Other,"39,949,303",7.50,7.50,6,,,,European Union
391290 - Other,"8,442,269",7.50,7.50,3,,,,European Union
"391310 - Alginic acid, its salts and esters","1,101,628",7.50,7.50,2,,,,European Union
391390 - Other,"4,904,402",7.50,7.50,5,,,,European Union
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","4,519,997",7.50,7.50,3,,,,European Union
391510 - Of polymers of ethylene,"4,683,468",7.50,7.50,1,,,,European Union
391520 - Of polymers of styrene,,7.50,7.50,1,,,,European Union
391530 - Of polymers of vinyl chloride,"112,343",7.50,7.50,2,,,,European Union
391590 - Of other plastics,"26,198,985",7.50,7.50,17,,,,European Union
391610 - Of polymers of ethylene,"738,451",10.00,10.00,3,,,,European Union
391620 - Of polymers of vinyl chloride,"665,956",10.00,10.00,4,,,,European Union
391690 - Of other plastics,"4,328,927",10.00,10.00,17,,,,European Union
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"224,009",10.00,10.00,2,,,,European Union
391721 -- Of polymers of ethylene,"2,923,140",10.00,10.00,2,,,,European Union
391722 -- Of polymers of propylene,"341,860",10.00,10.00,1,,,,European Union
391723 -- Of polymers of vinyl chloride,"1,226,126",10.00,10.00,2,,,,European Union
391729 -- Of other plastics,"7,376,568",10.00,10.00,6,,,,European Union
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","3,464,635",10.00,10.00,1,,,,European Union
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","3,635,596",10.00,10.00,3,,,,European Union
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","282,336",10.00,10.00,1,,,,European Union
391739 -- Other,"6,503,813",10.00,10.00,3,,,,European Union
391740 - Fittings,"6,160,143",10.00,10.00,1,,,,European Union
391810 - Of polymers of vinyl chloride,"4,154,292",10.00,10.00,2,,,,European Union
391890 - Of other plastics,"1,861,290",10.00,10.00,3,,,,European Union
391910 - In rolls of a width not exceeding 20 cm,"2,743,380",10.00,10.00,1,,,,European Union
391990 - Other,"30,494,096",10.00,10.00,3,,,,European Union
392010 - Of polymers of ethylene,"8,156,167",10.00,10.00,6,,,,European Union
392020 - Of polymers of propylene,"22,865,105",10.00,10.00,3,,,,European Union
392030 - Of polymers of styrene,"1,075,960",10.00,10.00,3,,,,European Union
392043 -- Containing by weight not less than 6 % of plasticisers,"1,564,381",10.00,10.00,1,,,,European Union
392049 -- Other,"4,219,796",10.00,10.00,1,,,,European Union
392051 -- Of poly(methyl methacrylate),"1,995,348",10.00,10.00,6,,,,European Union
392059 -- Other,"519,578",10.00,10.00,6,,,,European Union
392061 -- Of polycarbonates,"2,262,969",10.00,10.00,3,,,,European Union
392062 -- Of poly(ethylene terephthalate),"3,745,361",10.00,10.00,3,,,,European Union
392063 -- Of unsaturated polyesters,"1,697,141",10.00,10.00,3,,,,European Union
392069 -- Of other polyesters,"5,821,073",10.00,10.00,12,,,,European Union
392071 -- Of regenerated cellulose,"849,398",10.00,10.00,7,,,,European Union
392073 -- Of cellulose acetate,"158,498",10.00,10.00,9,,,,European Union
392079 -- Of other cellulose derivatives,"796,315",10.00,10.00,6,,,,European Union
392091 -- Of poly(vinyl butyral),"6,275,389",10.00,10.00,3,,,,European Union
392092 -- Of polyamides,"634,035",10.00,10.00,6,,,,European Union
392093 -- Of amino-resins,"29,002",10.00,10.00,3,,,,European Union
392094 -- Of phenolic resins,"59,121",10.00,10.00,3,,,,European Union
392099 -- Of other plastics,"11,551,440",10.00,10.00,19,,,,European Union
392111 -- Of polymers of styrene,"323,910",10.00,10.00,1,,,,European Union
392112 -- Of polymers of vinyl chloride,"3,130,562",10.00,10.00,1,,,,European Union
392113 -- Of polyurethanes,"5,547,370",10.00,10.00,2,,,,European Union
392114 -- Of regenerated cellulose,"470,788",10.00,10.00,1,,,,European Union
392119 -- Of other plastics,"7,210,768",10.00,10.00,1,,,,European Union
392190 - Other,"42,667,694",10.00,10.00,22,,,,European Union
"392210 - Baths, shower-baths, sinks and wash-basins","1,763,121",10.00,10.00,1,,,,European Union
