Importer,Year,Value,Ad val. duties,Number of lines,Costa Rica
,(US$),Simple average,MFN duties,Pref. duties,Costa Rica
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Costa Rica
390950 - Polyurethanes,,3.25,0.00,2,,1,,Costa Rica
391000 Silicones in primary forms.,,6.50,0.00,1,,1,,Costa Rica
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,0.00,1,,1,,Costa Rica
391190 - Other,,3.30,0.00,5,,3,,Costa Rica
391211 - - Non-plasticised,,6.50,0.00,1,,1,,Costa Rica
391212 - - Plasticised,,6.50,0.00,1,,1,,Costa Rica
391220 - Cellulose nitrates (including collodions),,6.33,0.00,3,,3,,Costa Rica
391231 - - Carboxymethylcellulose and its salts,,6.50,0.00,1,,1,,Costa Rica
391239 - - Other,,3.25,0.00,2,,1,,Costa Rica
391290 - Other,,6.45,0.00,2,,2,,Costa Rica
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,Costa Rica
391390 - Other,,6.50,0.00,1,,1,,Costa Rica
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,6.50,0.00,1,,1,,Costa Rica
391510 - Of polymers of ethylene,,6.50,0.00,1,,1,,Costa Rica
391520 - Of polymers of styrene,,6.50,0.00,1,,1,,Costa Rica
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Costa Rica
391590 - Of other plastics,,6.50,0.00,2,,2,,Costa Rica
391610 - Of polymers of ethylene,,6.50,0.00,1,,1,,Costa Rica
391620 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Costa Rica
391690 - Of other plastics,,6.50,0.00,3,,3,,Costa Rica
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,5.90,0.00,2,,2,,Costa Rica
391721 - - Of polymers of ethylene,,6.50,0.00,2,,2,,Costa Rica
391722 - - Of polymers of propylene,,6.50,0.00,2,,2,,Costa Rica
391723 - - Of polymers of vinyl chloride,,6.50,0.00,2,,2,,Costa Rica
391729 - - Of other plastics,,6.50,0.00,1,,1,,Costa Rica
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,6.50,0.00,1,,1,,Costa Rica
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,6.50,0.00,1,,1,,Costa Rica
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,6.50,0.00,1,,1,,Costa Rica
391739 - - Other,,6.50,0.00,1,,1,,Costa Rica
391740 - Fittings,,6.50,0.00,1,,1,,Costa Rica
391810 - Of polymers of vinyl chloride,,6.50,0.00,2,,2,,Costa Rica
391890 - Of other plastics,,6.50,0.00,1,,1,,Costa Rica
391910 - In rolls of a width not exceeding 20 cm,,6.35,0.00,4,,4,,Costa Rica
391990 - Other,,3.25,0.00,2,,1,,Costa Rica
392010 - Of polymers of ethylene,,4.64,0.00,7,,5,,Costa Rica
392020 - Of polymers of propylene,,6.50,0.00,3,,3,,Costa Rica
392030 - Of polymers of styrene,,6.50,0.00,1,,1,,Costa Rica
392043 - - Containing by weight not less than 6 % of plasticisers,,6.50,0.00,2,,2,,Costa Rica
392049 - - Other,,6.50,0.00,2,,2,,Costa Rica
392051 - - Of poly(methyl methacrylate),,6.50,0.00,1,,1,,Costa Rica
392059 - - Other,,3.25,0.00,2,,1,,Costa Rica
392061 - - Of polycarbonates,,6.50,0.00,1,,1,,Costa Rica
392062 - - Of poly(ethylene terephthalate),,4.33,0.00,3,,2,,Costa Rica
392063 - - Of unsaturated polyesters,,6.50,0.00,1,,1,,Costa Rica
392069 - - Of other polyesters,,6.50,0.00,1,,1,,Costa Rica
392071 - - Of regenerated cellulose,,6.50,0.00,1,,1,,Costa Rica
392073 - - Of cellulose acetate,,6.40,0.00,2,,2,,Costa Rica
392079 - - Of other cellulose derivatives,,6.10,0.00,2,,2,,Costa Rica
392091 - - Of poly(vinyl butyral),,6.10,0.00,1,,1,,Costa Rica
392092 - - Of polyamides,,6.50,0.00,1,,1,,Costa Rica
392093 - - Of amino-resins,,6.50,0.00,1,,1,,Costa Rica
392094 - - Of phenolic resins,,6.50,0.00,1,,1,,Costa Rica
392099 - - Of other plastics,,3.25,0.00,6,,3,,Costa Rica
392111 - - Of polymers of styrene,,6.50,0.00,1,,1,,Costa Rica
392112 - - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Costa Rica
392113 - - Of polyurethanes,,6.50,0.00,2,,2,,Costa Rica
392114 - - Of regenerated cellulose,,6.50,0.00,1,,1,,Costa Rica
392119 - - Of other plastics,,6.50,0.00,1,,1,,Costa Rica
392190 - Other,,6.50,0.00,8,,8,,Costa Rica
"392210 - Baths, shower-baths, sinks and wash-basins",,6.50,0.00,1,,1,,Costa Rica
392220 - Lavatory seats and covers,,6.50,0.00,1,,1,,Costa Rica
392290 - Other,,6.50,0.00,1,,1,,Costa Rica
"392310 - Boxes, cases, crates and similar articles",,3.25,0.00,2,,1,,Costa Rica
392321 - - Of polymers of ethylene,,6.50,0.00,1,,1,,Costa Rica
392329 - - Of other plastics,,6.50,0.00,2,,2,,Costa Rica
"392330 - Carboys, bottles, flasks and similar articles",,6.50,0.00,2,,2,,Costa Rica
"392340 - Spools, cops, bobbins and similar supports",,5.90,0.00,2,,2,,Costa Rica
"392350 - Stoppers, lids, caps and other closures",,6.50,0.00,2,,2,,Costa Rica
392390 - Other,,6.50,0.00,1,,1,,Costa Rica
392410 - Tableware and kitchenware,,6.50,0.00,1,,1,,Costa Rica
392490 - Other,,6.50,0.00,1,,1,,Costa Rica
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,6.50,0.00,1,,1,,Costa Rica
"392520 - Doors, windows and their frames and thresholds for doors",,6.50,0.00,1,,1,,Costa Rica
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,6.50,0.00,1,,1,,Costa Rica
392590 - Other,,6.50,0.00,3,,3,,Costa Rica
392610 - Office or school supplies,,6.50,0.00,1,,1,,Costa Rica
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,6.50,0.00,1,,1,,Costa Rica
"392630 - Fittings for furniture, coachwork or the like",,6.50,0.00,1,,1,,Costa Rica
392640 - Statuettes and other ornamental articles,,6.50,0.00,1,,1,,Costa Rica
392690 - Other,,6.50,0.00,3,,3,,Costa Rica
,2017,"12,644,625",5.49,0.00,210,,179,,Costa Rica
390110 - Polyethylene having a specific gravity of less than 0.94,"2,797",6.50,0.00,2,,2,,Costa Rica
390120 - Polyethylene having a specific gravity of 0.94 or more,655,3.25,0.00,2,,1,,Costa Rica
390130 - Ethylene-vinyl acetate copolymers,227,6.50,0.00,1,,1,,Costa Rica
"390140 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",415,6.50,0.00,1,,1,,Costa Rica
390190 - Other,"10,316",3.25,0.00,2,,1,,Costa Rica
390210 - Polypropylene,81,6.50,0.00,1,,1,,Costa Rica
390220 - Polyisobutylene,,6.50,0.00,1,,1,,Costa Rica
390230 - Propylene copolymers,221,6.50,0.00,1,,1,,Costa Rica
390290 - Other,169,2.17,0.00,3,,1,,Costa Rica
390311 - - Expansible,,6.50,0.00,1,,1,,Costa Rica
390319 - - Other,18,6.50,0.00,1,,1,,Costa Rica
390320 - Styrene-acrylonitrile (SAN) copolymers,1,6.50,0.00,1,,1,,Costa Rica
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,647,6.50,0.00,1,,1,,Costa Rica
390390 - Other,818,2.17,0.00,3,,1,,Costa Rica
"390410 - Poly(vinyl chloride), not mixed with any other substances",,6.50,0.00,1,,1,,Costa Rica
390421 - - Non-plasticised,,6.50,0.00,1,,1,,Costa Rica
390422 - - Plasticised,,6.50,0.00,1,,1,,Costa Rica
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,0.00,1,,1,,Costa Rica
390440 - Other vinyl chloride copolymers,,6.50,0.00,1,,1,,Costa Rica
390450 - Vinylidene chloride polymers,,3.25,0.00,2,,1,,Costa Rica
390461 - - Polytetrafluoroethylene,10,6.50,0.00,1,,1,,Costa Rica
390469 - - Other,202,4.33,0.00,3,,2,,Costa Rica
390490 - Other,2,6.50,0.00,1,,1,,Costa Rica
390512 - - In aqueous dispersion,,6.50,0.00,1,,1,,Costa Rica
390519 - - Other,74,6.50,0.00,1,,1,,Costa Rica
390521 - - In aqueous dispersion,,6.50,0.00,1,,1,,Costa Rica
390529 - - Other,1,6.50,0.00,1,,1,,Costa Rica
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",2,6.50,0.00,1,,1,,Costa Rica
390591 - - Copolymers,2,6.50,0.00,1,,1,,Costa Rica
390599 - - Other,151,3.25,0.00,2,,1,,Costa Rica
390610 - Poly(methyl methacrylate),16,6.50,0.00,1,,1,,Costa Rica
390690 - Other,"1,279",0.93,0.00,7,,1,,Costa Rica
390710 - Polyacetals,141,6.50,0.00,1,,1,,Costa Rica
390720 - Other polyethers,"4,642",4.88,0.00,4,,3,,Costa Rica
390730 - Epoxide resins,94,6.50,0.00,1,,1,,Costa Rica
390740 - Polycarbonates,"1,602",6.50,0.00,1,,1,,Costa Rica
390750 - Alkyd resins,,6.50,0.00,1,,1,,Costa Rica
390761 - - Having a viscosity number of 78 ml/g or higher,19,6.50,0.00,1,,1,,Costa Rica
390769 - - Other,"1,003",6.50,0.00,1,,1,,Costa Rica
390770 - Poly(lactic acid),489,0.00,0.00,1,,,,Costa Rica
390791 - - Unsaturated,160,6.50,0.00,2,,2,,Costa Rica
390799 - - Other,"2,898",3.80,0.00,3,,2,,Costa Rica
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","1,722",6.50,0.00,1,,1,,Costa Rica
390890 - Other,"3,056",6.50,0.00,1,,1,,Costa Rica
390910 - Urea resins; thiourea resins,236,6.50,0.00,1,,1,,Costa Rica
390920 - Melamine resins,,6.50,0.00,1,,1,,Costa Rica
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",232,6.50,0.00,1,,1,,Costa Rica
390939 - - Other,62,6.50,0.00,1,,1,,Costa Rica
390940 - Phenolic resins,3,6.50,0.00,1,,1,,Costa Rica
390950 - Polyurethanes,"10,522",3.25,0.00,2,,1,,Costa Rica
391000 Silicones in primary forms.,761,6.50,0.00,1,,1,,Costa Rica
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",179,6.50,0.00,1,,1,,Costa Rica
391190 - Other,505,3.30,0.00,5,,3,,Costa Rica
391211 - - Non-plasticised,78,6.50,0.00,1,,1,,Costa Rica
391212 - - Plasticised,,6.50,0.00,1,,1,,Costa Rica
391220 - Cellulose nitrates (including collodions),9,6.33,0.00,3,,3,,Costa Rica
391231 - - Carboxymethylcellulose and its salts,593,6.50,0.00,1,,1,,Costa Rica
391239 - - Other,126,3.25,0.00,2,,1,,Costa Rica
391290 - Other,666,6.45,0.00,2,,2,,Costa Rica
"391310 - Alginic acid, its salts and esters",8,5.00,0.00,1,,1,,Costa Rica
391390 - Other,"1,289",6.50,0.00,1,,1,,Costa Rica
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",15,6.50,0.00,1,,1,,Costa Rica
391510 - Of polymers of ethylene,,6.50,0.00,1,,1,,Costa Rica
391520 - Of polymers of styrene,,6.50,0.00,1,,1,,Costa Rica
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Costa Rica
391590 - Of other plastics,1,6.50,0.00,2,,2,,Costa Rica
391610 - Of polymers of ethylene,,6.50,0.00,1,,1,,Costa Rica
391620 - Of polymers of vinyl chloride,8,6.50,0.00,1,,1,,Costa Rica
391690 - Of other plastics,"1,587",6.50,0.00,3,,3,,Costa Rica
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,5.90,0.00,2,,2,,Costa Rica
391721 - - Of polymers of ethylene,1,6.50,0.00,2,,2,,Costa Rica
391722 - - Of polymers of propylene,,6.50,0.00,2,,2,,Costa Rica
391723 - - Of polymers of vinyl chloride,36,6.50,0.00,2,,2,,Costa Rica
391729 - - Of other plastics,"7,923",6.50,0.00,1,,1,,Costa Rica
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",44,6.50,0.00,1,,1,,Costa Rica
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings","4,559",6.50,0.00,1,,1,,Costa Rica
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings","28,789",6.50,0.00,1,,1,,Costa Rica
391739 - - Other,"29,904",6.50,0.00,1,,1,,Costa Rica
391740 - Fittings,"30,253",6.50,0.00,1,,1,,Costa Rica
391810 - Of polymers of vinyl chloride,869,6.50,0.00,2,,2,,Costa Rica
391890 - Of other plastics,601,6.50,0.00,1,,1,,Costa Rica
391910 - In rolls of a width not exceeding 20 cm,"81,218",6.35,0.00,4,,4,,Costa Rica
391990 - Other,"439,944",3.25,0.00,2,,1,,Costa Rica
392010 - Of polymers of ethylene,"3,856",4.64,0.00,7,,5,,Costa Rica
392020 - Of polymers of propylene,"1,706",6.50,0.00,3,,3,,Costa Rica
392030 - Of polymers of styrene,,6.50,0.00,1,,1,,Costa Rica
392043 - - Containing by weight not less than 6 % of plasticisers,"5,663",6.50,0.00,2,,2,,Costa Rica
392049 - - Other,664,6.50,0.00,2,,2,,Costa Rica
392051 - - Of poly(methyl methacrylate),139,6.50,0.00,1,,1,,Costa Rica
392059 - - Other,,3.25,0.00,2,,1,,Costa Rica
392061 - - Of polycarbonates,48,6.50,0.00,1,,1,,Costa Rica
392062 - - Of poly(ethylene terephthalate),"1,646",4.33,0.00,3,,2,,Costa Rica
392063 - - Of unsaturated polyesters,,6.50,0.00,1,,1,,Costa Rica
392069 - - Of other polyesters,37,6.50,0.00,1,,1,,Costa Rica
392071 - - Of regenerated cellulose,,6.50,0.00,1,,1,,Costa Rica
392073 - - Of cellulose acetate,112,6.40,0.00,2,,2,,Costa Rica
392079 - - Of other cellulose derivatives,,6.10,0.00,2,,2,,Costa Rica
392091 - - Of poly(vinyl butyral),"1,582",6.10,0.00,1,,1,,Costa Rica
392092 - - Of polyamides,66,6.50,0.00,1,,1,,Costa Rica
392093 - - Of amino-resins,,6.50,0.00,1,,1,,Costa Rica
392094 - - Of phenolic resins,,6.50,0.00,1,,1,,Costa Rica
392099 - - Of other plastics,"28,825",3.25,0.00,6,,3,,Costa Rica
392111 - - Of polymers of styrene,,6.50,0.00,1,,1,,Costa Rica
392112 - - Of polymers of vinyl chloride,"1,546,785",6.50,0.00,1,,1,,Costa Rica
392113 - - Of polyurethanes,"40,582",6.50,0.00,2,,2,,Costa Rica
392114 - - Of regenerated cellulose,,6.50,0.00,1,,1,,Costa Rica
392119 - - Of other plastics,"40,507",6.50,0.00,1,,1,,Costa Rica
392190 - Other,"5,383",6.50,0.00,8,,8,,Costa Rica
"392210 - Baths, shower-baths, sinks and wash-basins",9,6.50,0.00,1,,1,,Costa Rica
392220 - Lavatory seats and covers,50,6.50,0.00,1,,1,,Costa Rica
392290 - Other,57,6.50,0.00,1,,1,,Costa Rica
"392310 - Boxes, cases, crates and similar articles","2,138",3.25,0.00,2,,1,,Costa Rica
392321 - - Of polymers of ethylene,"46,459",6.50,0.00,1,,1,,Costa Rica
392329 - - Of other plastics,"124,711",6.50,0.00,2,,2,,Costa Rica
"392330 - Carboys, bottles, flasks and similar articles","7,110",6.50,0.00,2,,2,,Costa Rica
"392340 - Spools, cops, bobbins and similar supports",1,5.90,0.00,2,,2,,Costa Rica
"392350 - Stoppers, lids, caps and other closures","7,068",6.50,0.00,2,,2,,Costa Rica
392390 - Other,"61,125",6.50,0.00,1,,1,,Costa Rica
392410 - Tableware and kitchenware,970,6.50,0.00,1,,1,,Costa Rica
392490 - Other,510,6.50,0.00,1,,1,,Costa Rica
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,6.50,0.00,1,,1,,Costa Rica
"392520 - Doors, windows and their frames and thresholds for doors",2,6.50,0.00,1,,1,,Costa Rica
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",96,6.50,0.00,1,,1,,Costa Rica
392590 - Other,"128,489",6.50,0.00,3,,3,,Costa Rica
392610 - Office or school supplies,169,6.50,0.00,1,,1,,Costa Rica
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",473,6.50,0.00,1,,1,,Costa Rica
"392630 - Fittings for furniture, coachwork or the like",63,6.50,0.00,1,,1,,Costa Rica
392640 - Statuettes and other ornamental articles,883,6.50,0.00,1,,1,,Costa Rica
392690 - Other,"9,911,691",6.50,0.00,3,,3,,Costa Rica
,2016,"8,266,311",5.53,0.00,205,,176,,Costa Rica
390110 - Polyethylene having a specific gravity of less than 0.94,,6.50,0.00,2,,2,,Costa Rica
390120 - Polyethylene having a specific gravity of 0.94 or more,"3,643",3.25,0.00,2,,1,,Costa Rica
390130 - Ethylene-vinyl acetate copolymers,,6.50,0.00,1,,1,,Costa Rica
390190 - Other,,3.25,0.00,2,,1,,Costa Rica
390210 - Polypropylene,579,6.50,0.00,1,,1,,Costa Rica
390220 - Polyisobutylene,,6.50,0.00,1,,1,,Costa Rica
390230 - Propylene copolymers,,6.50,0.00,1,,1,,Costa Rica
390290 - Other,,2.17,0.00,3,,1,,Costa Rica
390311 -- Expansible,,6.50,0.00,1,,1,,Costa Rica
390319 -- Other,,6.50,0.00,1,,1,,Costa Rica
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,0.00,1,,1,,Costa Rica
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,6.50,0.00,1,,1,,Costa Rica
390390 - Other,,2.17,0.00,3,,1,,Costa Rica
"390410 - Poly(vinyl chloride), not mixed with any other substances",385,6.50,0.00,1,,1,,Costa Rica
390421 -- Non-plasticised,761,6.50,0.00,1,,1,,Costa Rica
390422 -- Plasticised,491,6.50,0.00,1,,1,,Costa Rica
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,0.00,1,,1,,Costa Rica
390440 - Other vinyl chloride copolymers,,6.50,0.00,1,,1,,Costa Rica
390450 - Vinylidene chloride polymers,,3.25,0.00,2,,1,,Costa Rica
390461 -- Polytetrafluoroethylene,,6.50,0.00,1,,1,,Costa Rica
390469 -- Other,,4.33,0.00,3,,2,,Costa Rica
390490 - Other,,6.50,0.00,1,,1,,Costa Rica
390512 -- In aqueous dispersion,,6.50,0.00,1,,1,,Costa Rica
390519 -- Other,,6.50,0.00,1,,1,,Costa Rica
390521 -- In aqueous dispersion,,6.50,0.00,1,,1,,Costa Rica
390529 -- Other,,6.50,0.00,1,,1,,Costa Rica
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,0.00,1,,1,,Costa Rica
390591 -- Copolymers,,6.50,0.00,1,,1,,Costa Rica
390599 -- Other,,3.25,0.00,2,,1,,Costa Rica
390610 - Poly(methyl methacrylate),,6.50,0.00,1,,1,,Costa Rica
390690 - Other,,0.93,0.00,7,,1,,Costa Rica
390710 - Polyacetals,,6.50,0.00,1,,1,,Costa Rica
390720 - Other polyethers,,4.88,0.00,4,,3,,Costa Rica
390730 - Epoxide resins,,6.50,0.00,1,,1,,Costa Rica
390740 - Polycarbonates,,6.50,0.00,1,,1,,Costa Rica
390750 - Alkyd resins,,6.50,0.00,1,,1,,Costa Rica
390760 - Poly(ethylene terephthalate),,6.50,0.00,2,,2,,Costa Rica
390770 - Poly(lactic acid),,0.00,0.00,1,,,,Costa Rica
390791 -- Unsaturated,,6.50,0.00,2,,2,,Costa Rica
390799 -- Other,872,3.25,0.00,2,,1,,Costa Rica
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,6.50,0.00,1,,1,,Costa Rica
390890 - Other,,6.50,0.00,1,,1,,Costa Rica
390910 - Urea resins; thiourea resins,,6.50,0.00,1,,1,,Costa Rica
390920 - Melamine resins,,6.50,0.00,1,,1,,Costa Rica
390930 - Other amino-resins,,6.50,0.00,1,,1,,Costa Rica
390940 - Phenolic resins,,6.50,0.00,1,,1,,Costa Rica
390950 - Polyurethanes,"3,775",3.25,0.00,2,,1,,Costa Rica
391000 Silicones in primary forms.,"13,111",6.50,0.00,1,,1,,Costa Rica
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,0.00,1,,1,,Costa Rica
391190 - Other,,3.30,0.00,5,,3,,Costa Rica
391211 -- Non-plasticised,,6.50,0.00,1,,1,,Costa Rica
391212 -- Plasticised,,6.50,0.00,1,,1,,Costa Rica
391220 - Cellulose nitrates (including collodions),,6.33,0.00,3,,3,,Costa Rica
391231 -- Carboxymethylcellulose and its salts,,6.50,0.00,1,,1,,Costa Rica
391239 -- Other,"1,353",3.25,0.00,2,,1,,Costa Rica
391290 - Other,,6.45,0.00,2,,2,,Costa Rica
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,Costa Rica
391390 - Other,,6.50,0.00,1,,1,,Costa Rica
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,6.50,0.00,1,,1,,Costa Rica
391510 - Of polymers of ethylene,,6.50,0.00,1,,1,,Costa Rica
391520 - Of polymers of styrene,,6.50,0.00,1,,1,,Costa Rica
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Costa Rica
391590 - Of other plastics,,6.50,0.00,2,,2,,Costa Rica
391610 - Of polymers of ethylene,,6.50,0.00,1,,1,,Costa Rica
391620 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Costa Rica
391690 - Of other plastics,,6.50,0.00,3,,3,,Costa Rica
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,5.90,0.00,2,,2,,Costa Rica
391721 -- Of polymers of ethylene,24,6.50,0.00,2,,2,,Costa Rica
391722 -- Of polymers of propylene,"1,240",6.50,0.00,2,,2,,Costa Rica
391723 -- Of polymers of vinyl chloride,,6.50,0.00,2,,2,,Costa Rica
391729 -- Of other plastics,167,6.50,0.00,1,,1,,Costa Rica
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,6.50,0.00,1,,1,,Costa Rica
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","3,362",6.50,0.00,1,,1,,Costa Rica
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","18,834",6.50,0.00,1,,1,,Costa Rica
391739 -- Other,"14,327",6.50,0.00,1,,1,,Costa Rica
391740 - Fittings,"12,963",6.50,0.00,1,,1,,Costa Rica
391810 - Of polymers of vinyl chloride,,6.50,0.00,2,,2,,Costa Rica
391890 - Of other plastics,"2,313",6.50,0.00,1,,1,,Costa Rica
391910 - In rolls of a width not exceeding 20 cm,"72,757",6.35,0.00,4,,4,,Costa Rica
391990 - Other,"224,901",6.50,0.00,1,,1,,Costa Rica
392010 - Of polymers of ethylene,"4,469",4.64,0.00,7,,5,,Costa Rica
392020 - Of polymers of propylene,"2,305",6.50,0.00,3,,3,,Costa Rica
392030 - Of polymers of styrene,,6.50,0.00,1,,1,,Costa Rica
392043 -- Containing by weight not less than 6 % of plasticisers,"4,733",6.50,0.00,2,,2,,Costa Rica
392049 -- Other,,6.50,0.00,2,,2,,Costa Rica
392051 -- Of poly(methyl methacrylate),,6.50,0.00,1,,1,,Costa Rica
392059 -- Other,,3.25,0.00,2,,1,,Costa Rica
392061 -- Of polycarbonates,,6.50,0.00,1,,1,,Costa Rica
392062 -- Of poly(ethylene terephthalate),,4.33,0.00,3,,2,,Costa Rica
392063 -- Of unsaturated polyesters,,6.50,0.00,1,,1,,Costa Rica
392069 -- Of other polyesters,"8,607",6.50,0.00,1,,1,,Costa Rica
392071 -- Of regenerated cellulose,,6.50,0.00,1,,1,,Costa Rica
