Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
Brazil,"76,980,422",,,,,,,South Africa
,2018,,11.99,11.99,654,,,,South Africa
850110 - Motors of an output not exceeding 37.5 W,,14.40,14.40,5,,,,South Africa
850120 - Universal AC/DC motors of an output exceeding 37.5 W,,18.00,18.00,1,,,,South Africa
850131 - - Of an output not exceeding 750 W,,18.00,18.00,2,,,,South Africa
850132 - - Of an output exceeding 750 W but not exceeding 75 kW,,18.00,18.00,2,,,,South Africa
850133 - - Of an output exceeding 75 kW but not exceeding 375 kW,,14.00,14.00,2,,,,South Africa
850134 - - Of an output exceeding 375 kW,,9.33,9.33,3,,,,South Africa
"850140 - Other AC motors, single-phase",,16.00,16.00,4,,,,South Africa
850151 - - Of an output not exceeding 750 W,,14.00,14.00,3,,,,South Africa
850152 - - Of an output exceeding 750 W but not exceeding 75 kW,,14.00,14.00,3,,,,South Africa
850153 - - Of an output exceeding 75 kW,,10.50,10.50,4,,,,South Africa
850161 - - Of an output not exceeding 75 kVA,,14.00,14.00,1,,,,South Africa
850162 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,,14.00,14.00,1,,,,South Africa
850163 - - Of an output exceeding 375 kVA but not exceeding 750 kVA,,14.00,14.00,1,,,,South Africa
850164 - - Of an output exceeding 750 kVA,,14.00,14.00,1,,,,South Africa
850211 - - Of an output not exceeding 75 kVA,,14.00,14.00,2,,,,South Africa
850212 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,,14.00,14.00,2,,,,South Africa
850213 - - Of an output exceeding 375 kVA,,14.00,14.00,3,,,,South Africa
850220 - Generating sets with spark-ignition internal combustion piston engines,,9.33,9.33,3,,,,South Africa
850231 - - Wind-powered,,0.00,0.00,1,,,,South Africa
850239 - - Other,,0.00,0.00,1,,,,South Africa
850240 - Electric rotary converters,,14.00,14.00,2,,,,South Africa
850300 Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,,14.00,14.00,2,,,,South Africa
850410 - Ballasts for discharge lamps or tubes,,18.00,18.00,1,,,,South Africa
850421 - - Having a power handling capacity not exceeding 650 kVA,,14.00,14.00,1,,,,South Africa
"850422 - - Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA",,14.00,14.00,1,,,,South Africa
"850423 - - Having a power handling capacity exceeding 10,000 kVA",,14.00,14.00,1,,,,South Africa
850431 - - Having a power handling capacity not exceeding 1 kVA,,14.40,14.40,5,,,,South Africa
850432 - - Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,,18.00,18.00,4,,,,South Africa
850433 - - Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,,14.00,14.00,1,,,,South Africa
850434 - - Having a power handling capacity exceeding 500 kVA,,14.00,14.00,1,,,,South Africa
850440 - Static converters,,16.22,16.22,9,,,,South Africa
850450 - Other inductors,,18.00,18.00,1,,,,South Africa
850490 - Parts,,15.20,15.20,5,,,,South Africa
850511 - - Of metal,,16.00,16.00,1,,,,South Africa
850519 - - Other,,16.00,16.00,2,,,,South Africa
"850520 - Electro-magnetic couplings, clutches and brakes",,7.00,7.00,2,,,,South Africa
"850590 - Other, including parts",,14.67,14.67,3,,,,South Africa
850610 - Manganese dioxide,,16.00,16.00,3,,,,South Africa
850630 - Mercuric oxide,,8.00,8.00,2,,,,South Africa
850640 - Silver oxide,,8.00,8.00,2,,,,South Africa
850650 - Lithium,,8.00,8.00,2,,,,South Africa
850660 - Air-zinc,,8.00,8.00,2,,,,South Africa
850680 - Other primary cells and primary batteries,,8.00,8.00,2,,,,South Africa
850690 - Parts,,14.00,14.00,1,,,,South Africa
"850710 - Lead-acid, of a kind used for starting piston engines",,18.00,18.00,2,,,,South Africa
850720 - Other lead-acid accumulators,,18.00,18.00,2,,,,South Africa
850730 - Nickel-cadmium,,18.00,18.00,3,,,,South Africa
850740 - Nickel-iron,,18.00,18.00,1,,,,South Africa
850750 - Nickel-metal hydride,,18.00,18.00,1,,,,South Africa
850760 - Lithium-ion,,18.00,18.00,1,,,,South Africa
850780 - Other accumulators,,18.00,18.00,1,,,,South Africa
850790 - Parts,,16.00,16.00,3,,,,South Africa
"850811 - - Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l",,20.00,20.00,1,,,,South Africa
850819 - - Other,,20.00,20.00,1,,,,South Africa
850860 - Other vacuum cleaners,,14.00,14.00,1,,,,South Africa
850870 - Parts,,14.00,14.00,1,,,,South Africa
850940 - Food grinders and mixers; fruit or vegetable juice extractors,,20.00,20.00,6,,,,South Africa
850980 - Other appliances,,20.00,20.00,2,,,,South Africa
850990 - Parts,,16.00,16.00,1,,,,South Africa
851010 - Shavers,,20.00,20.00,1,,,,South Africa
851020 - Hair clippers,,0.00,0.00,1,,,,South Africa
851030 - Hair-removing appliances,,20.00,20.00,1,,,,South Africa
851090 - Parts,,11.50,11.50,4,,,,South Africa
851110 - Sparking plugs,,18.00,18.00,1,,,,South Africa
851120 - Ignition magnetos; magneto-dynamos; magnetic flywheels,,18.00,18.00,2,,,,South Africa
851130 - Distributors; ignition coils,,18.00,18.00,2,,,,South Africa
851140 - Starter motors and dual purpose starter-generators,,18.00,18.00,1,,,,South Africa
851150 - Other generators,,18.00,18.00,2,,,,South Africa
851180 - Other equipment,,17.50,17.50,4,,,,South Africa
851190 - Parts,,16.00,16.00,1,,,,South Africa
851210 - Lighting or visual signalling equipment of a kind used on bicycles,,18.00,18.00,1,,,,South Africa
851220 - Other lighting or visual signalling equipment,,18.00,18.00,6,,,,South Africa
851230 - Sound signalling equipment,,18.00,18.00,1,,,,South Africa
"851240 - Windscreen wipers, defrosters and demisters",,18.00,18.00,2,,,,South Africa
851290 - Parts,,16.00,16.00,1,,,,South Africa
851310 - Lamps,,18.00,18.00,2,,,,South Africa
851390 - Parts,,16.00,16.00,1,,,,South Africa
851410 - Resistance heated furnaces and ovens,,14.00,14.00,2,,,,South Africa
851420 - Furnaces and ovens functioning by induction or dielectric loss,,14.00,14.00,3,,,,South Africa
851430 - Other furnaces and ovens,,14.00,14.00,5,,,,South Africa
851440 - Other equipment for the heat treatment of materials by induction or dielectric loss,,14.00,14.00,1,,,,South Africa
851490 - Parts,,14.00,14.00,1,,,,South Africa
851511 - - Soldering irons and guns,,14.00,14.00,1,,,,South Africa
851519 - - Other,,14.00,14.00,1,,,,South Africa
851521 - - Fully or partly automatic,,14.00,14.00,1,,,,South Africa
851529 - - Other,,14.00,14.00,1,,,,South Africa
851531 - - Fully or partly automatic,,7.00,7.00,2,,,,South Africa
851539 - - Other,,14.00,14.00,1,,,,South Africa
851580 - Other machines and apparatus,,7.00,7.00,2,,,,South Africa
851590 - Parts,,14.00,14.00,1,,,,South Africa
851610 - Electric instantaneous or storage water heaters and immersion heaters,,20.00,20.00,1,,,,South Africa
851621 - - Storage heating radiators,,20.00,20.00,1,,,,South Africa
851629 - - Other,,20.00,20.00,1,,,,South Africa
851631 - - Hair dryers,,20.00,20.00,1,,,,South Africa
851632 - - Other hair-dressing apparatus,,20.00,20.00,1,,,,South Africa
851633 - - Hand-drying apparatus,,20.00,20.00,1,,,,South Africa
851640 - Electric smoothing irons,,20.00,20.00,1,,,,South Africa
851650 - Microwave ovens,,20.00,20.00,1,,,,South Africa
"851660 - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters",,20.00,20.00,1,,,,South Africa
851671 - - Coffee or tea makers,,20.00,20.00,1,,,,South Africa
851672 - - Toasters,,20.00,20.00,1,,,,South Africa
851679 - - Other,,20.00,20.00,3,,,,South Africa
851680 - Electric heating resistors,,16.00,16.00,2,,,,South Africa
851690 - Parts,,16.00,16.00,1,,,,South Africa
851711 - - Line telephone sets with cordless handsets,,20.00,20.00,1,,,,South Africa
851712 - - Telephones for cellular networks or for other wireless networks,,10.67,10.67,15,,,,South Africa
851718 - - Other,,18.50,18.50,4,,,,South Africa
851761 - - Base stations,,6.91,6.91,11,,,,South Africa
"851762 - - Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",,11.23,11.23,39,,,,South Africa
851769 - - Other,,14.00,14.00,1,,,,South Africa
851770 - Parts,,9.00,9.00,6,,,,South Africa
851810 - Microphones and stands therefor,,11.00,11.00,2,,,,South Africa
"851821 - - Single loudspeakers, mounted in their enclosures",,20.00,20.00,1,,,,South Africa
"851822 - - Multiple loudspeakers, mounted in the same enclosure",,20.00,20.00,1,,,,South Africa
851829 - - Other,,11.00,11.00,2,,,,South Africa
"851830 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",,20.00,20.00,1,,,,South Africa
851840 - Audio-frequency electric amplifiers,,20.00,20.00,1,,,,South Africa
851850 - Electric sound amplifier sets,,20.00,20.00,1,,,,South Africa
851890 - Parts,,16.00,16.00,2,,,,South Africa
"851920 - Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",,20.00,20.00,1,,,,South Africa
851930 - Turntables (record-decks),,20.00,20.00,1,,,,South Africa
851950 - Telephone answering machines,,20.00,20.00,1,,,,South Africa
"851981 - - Using magnetic, optical or semiconductor media",,13.33,13.33,3,,,,South Africa
851989 - - Other,,20.00,20.00,1,,,,South Africa
852110 - Magnetic tape-type,,10.00,10.00,4,,,,South Africa
852190 - Other,,10.00,10.00,2,,,,South Africa
852210 - Pick-up cartridges,,18.00,18.00,1,,,,South Africa
852290 - Other,,16.00,16.00,6,,,,South Africa
852321 - - Cards incorporating a magnetic stripe,,16.00,16.00,2,,,,South Africa
852329 - - Other,,14.67,14.67,12,,,,South Africa
852341 - - Unrecorded,,16.00,16.00,2,,,,South Africa
852349 - - Other,,16.00,16.00,3,,,,South Africa
852351 - - Solid-state non-volatile storage devices,,9.00,9.00,2,,,,South Africa
852352 - - “Smart cards”,,6.00,6.00,1,,,,South Africa
852359 - - Other,,14.00,14.00,2,,,,South Africa
852380 - Other,,16.00,16.00,1,,,,South Africa
852550 - Transmission apparatus,,3.00,3.00,8,,,,South Africa
852560 - Transmission apparatus incorporating reception apparatus,,8.00,8.00,3,,,,South Africa
"852580 - Television cameras, digital cameras and video camera recorders",,5.71,5.71,7,,,,South Africa
852610 - Radar apparatus,,0.00,0.00,1,,,,South Africa
852691 - - Radio navigational aid apparatus,,0.00,0.00,1,,,,South Africa
852692 - - Radio remote control apparatus,,18.00,18.00,1,,,,South Africa
852712 - - Pocket-size radio cassette-players,,20.00,20.00,1,,,,South Africa
852713 - - Other apparatus combined with sound recording or reproducing apparatus,,20.00,20.00,1,,,,South Africa
852719 - - Other,,20.00,20.00,2,,,,South Africa
852721 - - Combined with sound recording or reproducing apparatus,,20.00,20.00,1,,,,South Africa
852729 - - Other,,20.00,20.00,1,,,,South Africa
852791 - - Combined with sound recording or reproducing apparatus,,20.00,20.00,1,,,,South Africa
852792 - - Not combined with sound recording or reproducing apparatus but combined with a clock,,20.00,20.00,1,,,,South Africa
852799 - - Other,,20.00,20.00,2,,,,South Africa
852842 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,16.00,16.00,2,,,,South Africa
852849 - - Other,,18.67,18.67,3,,,,South Africa
852852 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,12.00,12.00,2,,,,South Africa
852859 - - Other,,20.00,20.00,2,,,,South Africa
852862 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,16.00,16.00,1,,,,South Africa
852869 - - Other,,10.00,10.00,2,,,,South Africa
852871 - - Not designed to incorporate a video display or screen,,13.33,13.33,3,,,,South Africa
"852872 - - Other, colour",,20.00,20.00,1,,,,South Africa
"852873 - - Other, monochrome",,20.00,20.00,1,,,,South Africa
852910 - Aerials and aerial reflectors of all kinds; parts suitable for use therewith,,16.00,16.00,3,,,,South Africa
