Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
610461 - - Of wool or fine animal hair,,25.00,25.00,1,,,,Japan
610462 - - Of cotton,,,,1,1,,,Japan
610463 - - Of synthetic fibres,,,,1,1,,,Japan
610469 - - Of other textile materials,,25.00,25.00,3,,,,Japan
610510 - Of cotton,,,,3,3,,,Japan
610520 - Of man-made fibres,,,,2,2,,,Japan
610590 - Of other textile materials,,,,2,2,,,Japan
610610 - Of cotton,,,,1,1,,,Japan
610620 - Of man-made fibres,,,,2,2,,,Japan
610690 - Of other textile materials,,,,3,3,,,Japan
610711 - - Of cotton,,,,1,1,,,Japan
610712 - - Of man-made fibres,,,,2,2,,,Japan
610719 - - Of other textile materials,,25.00,25.00,2,,,,Japan
610721 - - Of cotton,,25.00,25.00,1,,,,Japan
610722 - - Of man-made fibres,,25.00,25.00,2,,,,Japan
610729 - - Of other textile materials,,25.00,25.00,3,,,,Japan
610791 - - Of cotton,,25.00,25.00,2,,,,Japan
610799 - - Of other textile materials,,25.00,25.00,3,,,,Japan
610811 - - Of man-made fibres,,25.00,25.00,2,,,,Japan
610819 - - Of other textile materials,,25.00,25.00,3,,,,Japan
610821 - - Of cotton,,,,1,1,,,Japan
610822 - - Of man-made fibres,,,,2,2,,,Japan
610829 - - Of other textile materials,,25.00,25.00,2,,,,Japan
610831 - - Of cotton,,25.00,25.00,1,,,,Japan
610832 - - Of man-made fibres,,25.00,25.00,2,,,,Japan
610839 - - Of other textile materials,,25.00,25.00,2,,,,Japan
610891 - - Of cotton,,,,1,1,,,Japan
610892 - - Of man-made fibres,,,,2,2,,,Japan
610899 - - Of other textile materials,,25.00,25.00,3,,,,Japan
610910 - Of cotton,,,,1,1,,,Japan
610990 - Of other textile materials,,,,5,5,,,Japan
611011 - - Of wool,,,,3,3,,,Japan
611012 - - Of Kashmir (cashmere) goats,,,,1,1,,,Japan
611019 - - Other,,,,1,1,,,Japan
611020 - Of cotton,,,,1,1,,,Japan
611030 - Of man-made fibres,,,,2,2,,,Japan
611090 - Of other textile materials,,,,1,1,,,Japan
611120 - Of cotton,,25.00,25.00,1,,,,Japan
611130 - Of synthetic fibres,,25.00,25.00,1,,,,Japan
611190 - Of other textile materials,,25.00,25.00,3,,,,Japan
611211 - - Of cotton,,25.00,25.00,1,,,,Japan
611212 - - Of synthetic fibres,,25.00,25.00,1,,,,Japan
611219 - - Of other textile materials,,25.00,25.00,4,,,,Japan
611220 - Ski suits,,25.00,25.00,6,,,,Japan
611231 - - Of synthetic fibres,,25.00,25.00,1,,,,Japan
611239 - - Of other textile materials,,25.00,25.00,3,,,,Japan
611241 - - Of synthetic fibres,,25.00,25.00,1,,,,Japan
611249 - - Of other textile materials,,25.00,25.00,3,,,,Japan
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,25.00,25.00,1,,,,Japan
611420 - Of cotton,,25.00,25.00,1,,,,Japan
611430 - Of man-made fibres,,25.00,25.00,2,,,,Japan
611490 - Of other textile materials,,25.00,25.00,2,,,,Japan
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)",,25.00,25.00,1,,,,Japan
"611521 - - Of synthetic fibres, measuring per single yarn less than 67 decitex",,25.00,25.00,1,,,,Japan
"611522 - - Of synthetic fibres, measuring per single yarn 67 decitex or more",,25.00,25.00,1,,,,Japan
611529 - - Of other textile materials,,25.00,25.00,4,,,,Japan
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,25.00,25.00,1,,,,Japan
611594 - - Of wool or fine animal hair,,25.00,25.00,1,,,,Japan
611595 - - Of cotton,,25.00,25.00,1,,,,Japan
611596 - - Of synthetic fibres,,25.00,25.00,1,,,,Japan
611599 - - Of other textile materials,,25.00,25.00,2,,,,Japan
"611610 - Impregnated, coated or covered with plastics or rubber",,25.00,25.00,1,,,,Japan
611691 - - Of wool or fine animal hair,,25.00,25.00,1,,,,Japan
611692 - - Of cotton,,25.00,25.00,1,,,,Japan
611693 - - Of synthetic fibres,,25.00,25.00,1,,,,Japan
611699 - - Of other textile materials,,25.00,25.00,2,,,,Japan
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like",,25.00,25.00,5,,,,Japan
611780 - Other accessories,,25.00,25.00,5,,,,Japan
611790 - Parts,,25.00,25.00,1,,,,Japan
,2017,,10.00,10.00,191,60,,,Japan
610120 - Of cotton,,,,1,1,,,Japan
610130 - Of man-made fibres,,,,2,2,,,Japan
610190 - Of other textile materials,,10.00,10.00,2,,,,Japan
610210 - Of wool or fine animal hair,,,,1,1,,,Japan
610220 - Of cotton,,,,1,1,,,Japan
610230 - Of man-made fibres,,,,2,2,,,Japan
610290 - Of other textile materials,,10.00,10.00,2,,,,Japan
610310 - Suits,,10.00,10.00,4,,,,Japan
610322 - - Of cotton,,10.00,10.00,1,,,,Japan
610323 - - Of synthetic fibres,,10.00,10.00,1,,,,Japan
610329 - - Of other textile materials,,10.00,10.00,3,,,,Japan
610331 - - Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610332 - - Of cotton,,10.00,10.00,1,,,,Japan
610333 - - Of synthetic fibres,,10.00,10.00,1,,,,Japan
610339 - - Of other textile materials,,10.00,10.00,3,,,,Japan
610341 - - Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610342 - - Of cotton,,10.00,10.00,1,,,,Japan
610343 - - Of synthetic fibres,,10.00,10.00,1,,,,Japan
610349 - - Of other textile materials,,10.00,10.00,3,,,,Japan
610413 - - Of synthetic fibres,,10.00,10.00,1,,,,Japan
610419 - - Of other textile materials,,,,3,3,,,Japan
610422 - - Of cotton,,10.00,10.00,1,,,,Japan
610423 - - Of synthetic fibres,,10.00,10.00,1,,,,Japan
610429 - - Of other textile materials,,10.00,10.00,3,,,,Japan
610431 - - Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610432 - - Of cotton,,10.00,10.00,1,,,,Japan
610433 - - Of synthetic fibres,,10.00,10.00,1,,,,Japan
610439 - - Of other textile materials,,10.00,10.00,3,,,,Japan
610441 - - Of wool or fine animal hair,,,,1,1,,,Japan
610442 - - Of cotton,,10.00,10.00,1,,,,Japan
610443 - - Of synthetic fibres,,,,1,1,,,Japan
610444 - - Of artificial fibres,,,,1,1,,,Japan
610449 - - Of other textile materials,,,,2,2,,,Japan
610451 - - Of wool or fine animal hair,,,,1,1,,,Japan
610452 - - Of cotton,,,,1,1,,,Japan
610453 - - Of synthetic fibres,,,,1,1,,,Japan
610459 - - Of other textile materials,,,,3,3,,,Japan
610461 - - Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610462 - - Of cotton,,,,1,1,,,Japan
610463 - - Of synthetic fibres,,,,1,1,,,Japan
610469 - - Of other textile materials,,10.00,10.00,3,,,,Japan
610510 - Of cotton,,,,3,3,,,Japan
610520 - Of man-made fibres,,,,2,2,,,Japan
610590 - Of other textile materials,,,,2,2,,,Japan
610610 - Of cotton,,,,1,1,,,Japan
610620 - Of man-made fibres,,,,2,2,,,Japan
610690 - Of other textile materials,,,,3,3,,,Japan
610711 - - Of cotton,,,,1,1,,,Japan
610712 - - Of man-made fibres,,,,2,2,,,Japan
610719 - - Of other textile materials,,10.00,10.00,2,,,,Japan
610721 - - Of cotton,,10.00,10.00,1,,,,Japan
610722 - - Of man-made fibres,,10.00,10.00,2,,,,Japan
610729 - - Of other textile materials,,10.00,10.00,3,,,,Japan
610791 - - Of cotton,,10.00,10.00,2,,,,Japan
610799 - - Of other textile materials,,10.00,10.00,3,,,,Japan
610811 - - Of man-made fibres,,10.00,10.00,2,,,,Japan
610819 - - Of other textile materials,,10.00,10.00,3,,,,Japan
610821 - - Of cotton,,,,1,1,,,Japan
610822 - - Of man-made fibres,,,,2,2,,,Japan
610829 - - Of other textile materials,,10.00,10.00,2,,,,Japan
610831 - - Of cotton,,10.00,10.00,1,,,,Japan
610832 - - Of man-made fibres,,10.00,10.00,2,,,,Japan
610839 - - Of other textile materials,,10.00,10.00,2,,,,Japan
610891 - - Of cotton,,,,1,1,,,Japan
610892 - - Of man-made fibres,,,,2,2,,,Japan
610899 - - Of other textile materials,,10.00,10.00,3,,,,Japan
610910 - Of cotton,,,,1,1,,,Japan
610990 - Of other textile materials,,,,5,5,,,Japan
611011 - - Of wool,,,,3,3,,,Japan
611012 - - Of Kashmir (cashmere) goats,,,,1,1,,,Japan
611019 - - Other,,,,1,1,,,Japan
611020 - Of cotton,,,,1,1,,,Japan
611030 - Of man-made fibres,,,,2,2,,,Japan
611090 - Of other textile materials,,,,1,1,,,Japan
611120 - Of cotton,,10.00,10.00,1,,,,Japan
611130 - Of synthetic fibres,,10.00,10.00,1,,,,Japan
611190 - Of other textile materials,,10.00,10.00,3,,,,Japan
611211 - - Of cotton,,10.00,10.00,1,,,,Japan
611212 - - Of synthetic fibres,,10.00,10.00,1,,,,Japan
611219 - - Of other textile materials,,10.00,10.00,4,,,,Japan
611220 - Ski suits,,10.00,10.00,6,,,,Japan
611231 - - Of synthetic fibres,,10.00,10.00,1,,,,Japan
611239 - - Of other textile materials,,10.00,10.00,3,,,,Japan
611241 - - Of synthetic fibres,,10.00,10.00,1,,,,Japan
611249 - - Of other textile materials,,10.00,10.00,3,,,,Japan
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,10.00,10.00,1,,,,Japan
611420 - Of cotton,,10.00,10.00,1,,,,Japan
611430 - Of man-made fibres,,10.00,10.00,2,,,,Japan
611490 - Of other textile materials,,10.00,10.00,2,,,,Japan
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)",,10.00,10.00,1,,,,Japan
"611521 - - Of synthetic fibres, measuring per single yarn less than 67 decitex",,10.00,10.00,1,,,,Japan
"611522 - - Of synthetic fibres, measuring per single yarn 67 decitex or more",,10.00,10.00,1,,,,Japan
611529 - - Of other textile materials,,10.00,10.00,4,,,,Japan
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,10.00,10.00,1,,,,Japan
611594 - - Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
611595 - - Of cotton,,10.00,10.00,1,,,,Japan
611596 - - Of synthetic fibres,,10.00,10.00,1,,,,Japan
611599 - - Of other textile materials,,10.00,10.00,2,,,,Japan
"611610 - Impregnated, coated or covered with plastics or rubber",,10.00,10.00,1,,,,Japan
611691 - - Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
611692 - - Of cotton,,10.00,10.00,1,,,,Japan
611693 - - Of synthetic fibres,,10.00,10.00,1,,,,Japan
611699 - - Of other textile materials,,10.00,10.00,2,,,,Japan
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like",,10.00,10.00,5,,,,Japan
611780 - Other accessories,,10.00,10.00,5,,,,Japan
611790 - Parts,,10.00,10.00,1,,,,Japan
,2016,"97,731",10.00,10.00,191,60,,,Japan
610120 - Of cotton,910,,,1,1,,,Japan
610130 - Of man-made fibres,,,,2,2,,,Japan
610190 - Of other textile materials,,10.00,10.00,2,,,,Japan
610210 - Of wool or fine animal hair,,,,1,1,,,Japan
610220 - Of cotton,461,,,1,1,,,Japan
610230 - Of man-made fibres,,,,2,2,,,Japan
610290 - Of other textile materials,,10.00,10.00,2,,,,Japan
610310 - Suits,,10.00,10.00,4,,,,Japan
610322 -- Of cotton,,10.00,10.00,1,,,,Japan
610323 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
610329 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610331 -- Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610332 -- Of cotton,,10.00,10.00,1,,,,Japan
610333 -- Of synthetic fibres,931,10.00,10.00,1,,,,Japan
610339 -- Of other textile materials,"2,085",10.00,10.00,3,,,,Japan
610341 -- Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610342 -- Of cotton,674,10.00,10.00,1,,,,Japan
610343 -- Of synthetic fibres,607,10.00,10.00,1,,,,Japan
610349 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610413 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
610419 -- Of other textile materials,,,,3,3,,,Japan
610422 -- Of cotton,,10.00,10.00,1,,,,Japan
610423 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
610429 -- Of other textile materials,36,10.00,10.00,3,,,,Japan
610431 -- Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610432 -- Of cotton,,10.00,10.00,1,,,,Japan
610433 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
610439 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610441 -- Of wool or fine animal hair,,,,1,1,,,Japan
610442 -- Of cotton,"2,669",10.00,10.00,1,,,,Japan
610443 -- Of synthetic fibres,"4,693",,,1,1,,,Japan
610444 -- Of artificial fibres,,,,1,1,,,Japan
610449 -- Of other textile materials,,,,2,2,,,Japan
610451 -- Of wool or fine animal hair,,,,1,1,,,Japan
610452 -- Of cotton,231,,,1,1,,,Japan
610453 -- Of synthetic fibres,223,,,1,1,,,Japan
610459 -- Of other textile materials,,,,3,3,,,Japan
610461 -- Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610462 -- Of cotton,"1,050",,,1,1,,,Japan
610463 -- Of synthetic fibres,495,,,1,1,,,Japan
610469 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610510 - Of cotton,"3,768",,,3,3,,,Japan
610520 - Of man-made fibres,725,,,2,2,,,Japan
610590 - Of other textile materials,"5,266",,,2,2,,,Japan
610610 - Of cotton,"1,310",,,1,1,,,Japan
610620 - Of man-made fibres,"3,841",,,2,2,,,Japan
610690 - Of other textile materials,,,,3,3,,,Japan
610711 -- Of cotton,142,,,1,1,,,Japan
610712 -- Of man-made fibres,,,,2,2,,,Japan
610719 -- Of other textile materials,,10.00,10.00,2,,,,Japan
610721 -- Of cotton,,10.00,10.00,1,,,,Japan
610722 -- Of man-made fibres,,10.00,10.00,2,,,,Japan
610729 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610791 -- Of cotton,,10.00,10.00,2,,,,Japan
610799 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610811 -- Of man-made fibres,154,10.00,10.00,2,,,,Japan
610819 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610821 -- Of cotton,"2,266",,,1,1,,,Japan
610822 -- Of man-made fibres,"9,944",,,2,2,,,Japan
610829 -- Of other textile materials,,10.00,10.00,2,,,,Japan
610831 -- Of cotton,,10.00,10.00,1,,,,Japan
610832 -- Of man-made fibres,,10.00,10.00,2,,,,Japan
610839 -- Of other textile materials,,10.00,10.00,2,,,,Japan
610891 -- Of cotton,,,,1,1,,,Japan
610892 -- Of man-made fibres,,,,2,2,,,Japan
610899 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610910 - Of cotton,"13,471",,,1,1,,,Japan
610990 - Of other textile materials,"4,583",,,5,5,,,Japan
611011 -- Of wool,"1,612",,,3,3,,,Japan
611012 -- Of Kashmir (cashmere) goats,"1,609",,,1,1,,,Japan
611019 -- Other,,,,1,1,,,Japan
611020 - Of cotton,"9,854",,,1,1,,,Japan
611030 - Of man-made fibres,92,,,2,2,,,Japan
611090 - Of other textile materials,12,,,1,1,,,Japan
611120 - Of cotton,720,10.00,10.00,1,,,,Japan
611130 - Of synthetic fibres,,10.00,10.00,1,,,,Japan
611190 - Of other textile materials,,10.00,10.00,3,,,,Japan
611211 -- Of cotton,,10.00,10.00,1,,,,Japan
611212 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
611219 -- Of other textile materials,,10.00,10.00,4,,,,Japan
611220 - Ski suits,,10.00,10.00,6,,,,Japan
611231 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
611239 -- Of other textile materials,,10.00,10.00,3,,,,Japan
611241 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
611249 -- Of other textile materials,,10.00,10.00,3,,,,Japan
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,10.00,10.00,1,,,,Japan
611420 - Of cotton,,10.00,10.00,1,,,,Japan
611430 - Of man-made fibres,,10.00,10.00,2,,,,Japan
611490 - Of other textile materials,,10.00,10.00,2,,,,Japan
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)",,10.00,10.00,1,,,,Japan
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex",,10.00,10.00,1,,,,Japan
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more",,10.00,10.00,1,,,,Japan
611529 -- Of other textile materials,,10.00,10.00,4,,,,Japan
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,10.00,10.00,1,,,,Japan
611594 -- Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
611595 -- Of cotton,360,10.00,10.00,1,,,,Japan
611596 -- Of synthetic fibres,205,10.00,10.00,1,,,,Japan
611599 -- Of other textile materials,"5,148",10.00,10.00,2,,,,Japan
"611610 - Impregnated, coated or covered with plastics or rubber","2,229",10.00,10.00,1,,,,Japan
611691 -- Of wool or fine animal hair,197,10.00,10.00,1,,,,Japan
611692 -- Of cotton,"1,806",10.00,10.00,1,,,,Japan
611693 -- Of synthetic fibres,"7,355",10.00,10.00,1,,,,Japan
611699 -- Of other textile materials,564,10.00,10.00,2,,,,Japan
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like",77,10.00,10.00,5,,,,Japan
611780 - Other accessories,"5,356",10.00,10.00,5,,,,Japan
611790 - Parts,,10.00,10.00,1,,,,Japan
,2015,"142,054",10.00,10.00,191,60,,,Japan
610120 - Of cotton,,,,1,1,,,Japan
610130 - Of man-made fibres,,,,2,2,,,Japan
610190 - Of other textile materials,,10.00,10.00,2,,,,Japan
610210 - Of wool or fine animal hair,,,,1,1,,,Japan
610220 - Of cotton,,,,1,1,,,Japan
610230 - Of man-made fibres,,,,2,2,,,Japan
610290 - Of other textile materials,,10.00,10.00,2,,,,Japan
610310 - Suits,,10.00,10.00,4,,,,Japan
610322 -- Of cotton,,10.00,10.00,1,,,,Japan
610323 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
610329 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610331 -- Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610332 -- Of cotton,"2,399",10.00,10.00,1,,,,Japan
610333 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
610339 -- Of other textile materials,"1,714",10.00,10.00,3,,,,Japan
610341 -- Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610342 -- Of cotton,"15,924",10.00,10.00,1,,,,Japan
610343 -- Of synthetic fibres,"37,510",10.00,10.00,1,,,,Japan
610349 -- Of other textile materials,200,10.00,10.00,3,,,,Japan
610413 -- Of synthetic fibres,49,10.00,10.00,1,,,,Japan
610419 -- Of other textile materials,,,,3,3,,,Japan
610422 -- Of cotton,,10.00,10.00,1,,,,Japan
610423 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
610429 -- Of other textile materials,121,10.00,10.00,3,,,,Japan
610431 -- Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610432 -- Of cotton,,10.00,10.00,1,,,,Japan
610433 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
610439 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610441 -- Of wool or fine animal hair,,,,1,1,,,Japan
610442 -- Of cotton,,10.00,10.00,1,,,,Japan
610443 -- Of synthetic fibres,18,,,1,1,,,Japan
610444 -- Of artificial fibres,,,,1,1,,,Japan
610449 -- Of other textile materials,,,,2,2,,,Japan
610451 -- Of wool or fine animal hair,,,,1,1,,,Japan
610452 -- Of cotton,,,,1,1,,,Japan
610453 -- Of synthetic fibres,,,,1,1,,,Japan
610459 -- Of other textile materials,,,,3,3,,,Japan
610461 -- Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610462 -- Of cotton,,,,1,1,,,Japan
610463 -- Of synthetic fibres,,,,1,1,,,Japan
610469 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610510 - Of cotton,604,,,3,3,,,Japan
610520 - Of man-made fibres,62,,,2,2,,,Japan
610590 - Of other textile materials,"22,893",,,2,2,,,Japan
610610 - Of cotton,,,,1,1,,,Japan
610620 - Of man-made fibres,,,,2,2,,,Japan
610690 - Of other textile materials,,,,3,3,,,Japan
610711 -- Of cotton,,,,1,1,,,Japan
610712 -- Of man-made fibres,,,,2,2,,,Japan
610719 -- Of other textile materials,,10.00,10.00,2,,,,Japan
610721 -- Of cotton,,10.00,10.00,1,,,,Japan
610722 -- Of man-made fibres,,10.00,10.00,2,,,,Japan
610729 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610791 -- Of cotton,,10.00,10.00,2,,,,Japan
610799 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610811 -- Of man-made fibres,,10.00,10.00,2,,,,Japan
610819 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610821 -- Of cotton,,,,1,1,,,Japan
610822 -- Of man-made fibres,623,,,2,2,,,Japan
610829 -- Of other textile materials,"6,756",10.00,10.00,2,,,,Japan
610831 -- Of cotton,,10.00,10.00,1,,,,Japan
610832 -- Of man-made fibres,,10.00,10.00,2,,,,Japan
610839 -- Of other textile materials,,10.00,10.00,2,,,,Japan
610891 -- Of cotton,,,,1,1,,,Japan
610892 -- Of man-made fibres,,,,2,2,,,Japan
610899 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610910 - Of cotton,808,,,1,1,,,Japan
610990 - Of other textile materials,"17,619",,,5,5,,,Japan
611011 -- Of wool,,,,3,3,,,Japan
611012 -- Of Kashmir (cashmere) goats,,,,1,1,,,Japan
611019 -- Other,,,,1,1,,,Japan
611020 - Of cotton,,,,1,1,,,Japan
611030 - Of man-made fibres,,,,2,2,,,Japan
611090 - Of other textile materials,,,,1,1,,,Japan
611120 - Of cotton,,10.00,10.00,1,,,,Japan
611130 - Of synthetic fibres,,10.00,10.00,1,,,,Japan
611190 - Of other textile materials,,10.00,10.00,3,,,,Japan
611211 -- Of cotton,,10.00,10.00,1,,,,Japan
611212 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
611219 -- Of other textile materials,"15,393",10.00,10.00,4,,,,Japan
611220 - Ski suits,,10.00,10.00,6,,,,Japan
611231 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
611239 -- Of other textile materials,,10.00,10.00,3,,,,Japan
611241 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
611249 -- Of other textile materials,,10.00,10.00,3,,,,Japan
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,10.00,10.00,1,,,,Japan
611420 - Of cotton,143,10.00,10.00,1,,,,Japan
611430 - Of man-made fibres,,10.00,10.00,2,,,,Japan
611490 - Of other textile materials,90,10.00,10.00,2,,,,Japan
"611510 - Graduated compression hosiery (for example, stockings for varicose veins)",,10.00,10.00,1,,,,Japan
"611521 -- Of synthetic fibres, measuring per single yarn less than 67 decitex",,10.00,10.00,1,,,,Japan
"611522 -- Of synthetic fibres, measuring per single yarn 67 decitex or more",,10.00,10.00,1,,,,Japan
611529 -- Of other textile materials,,10.00,10.00,4,,,,Japan
"611530 - Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,10.00,10.00,1,,,,Japan
611594 -- Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
611595 -- Of cotton,"5,213",10.00,10.00,1,,,,Japan
611596 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
611599 -- Of other textile materials,"2,479",10.00,10.00,2,,,,Japan
"611610 - Impregnated, coated or covered with plastics or rubber",407,10.00,10.00,1,,,,Japan
611691 -- Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
611692 -- Of cotton,422,10.00,10.00,1,,,,Japan
611693 -- Of synthetic fibres,"4,537",10.00,10.00,1,,,,Japan
611699 -- Of other textile materials,"3,132",10.00,10.00,2,,,,Japan
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like",,10.00,10.00,5,,,,Japan
611780 - Other accessories,"2,913",10.00,10.00,5,,,,Japan
611790 - Parts,25,10.00,10.00,1,,,,Japan
,2014,"78,585",10.00,10.00,191,60,,,Japan
610120 - Of cotton,,,,1,1,,,Japan
610130 - Of man-made fibres,,,,2,2,,,Japan
610190 - Of other textile materials,215,10.00,10.00,2,,,,Japan
610210 - Of wool or fine animal hair,,,,1,1,,,Japan
610220 - Of cotton,,,,1,1,,,Japan
610230 - Of man-made fibres,,,,2,2,,,Japan
610290 - Of other textile materials,,10.00,10.00,2,,,,Japan
610310 - Suits,,10.00,10.00,4,,,,Japan
610322 -- Of cotton,29,10.00,10.00,1,,,,Japan
610323 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
610329 -- Of other textile materials,,10.00,10.00,3,,,,Japan
610331 -- Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610332 -- Of cotton,,10.00,10.00,1,,,,Japan
610333 -- Of synthetic fibres,,10.00,10.00,1,,,,Japan
610339 -- Of other textile materials,517,10.00,10.00,3,,,,Japan
610341 -- Of wool or fine animal hair,,10.00,10.00,1,,,,Japan
610342 -- Of cotton,,10.00,10.00,1,,,,Japan
610343 -- Of synthetic fibres,875,10.00,10.00,1,,,,Japan
610349 -- Of other textile materials,13,10.00,10.00,3,,,,Japan
