Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
851621 -- Storage heating radiators,"10,370",10.00,10.00,1,,,,European Union
851629 -- Other,"2,280,977",10.00,10.00,1,,,,European Union
851631 -- Hair dryers,"459,533",10.00,10.00,1,,,,European Union
851632 -- Other hair-dressing apparatus,"409,616",10.00,10.00,1,,,,European Union
851633 -- Hand-drying apparatus,"112,323",10.00,10.00,1,,,,European Union
851640 - Electric smoothing irons,"127,843",10.00,10.00,1,,,,European Union
851650 -Microwave ovens,"2,754,153",10.00,10.00,1,,,,European Union
"851660 - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters","6,704,569",10.00,10.00,1,,,,European Union
851671 -- Coffee or tea makers,"1,963,348",10.00,10.00,1,,,,European Union
851672 -- Toasters,"589,167",10.00,10.00,1,,,,European Union
851679 -- Other,"7,787,711",10.00,10.00,3,,,,European Union
851680 - Electric heating resistors,"3,910,156",10.00,10.00,1,,,,European Union
851690 - Parts,"4,542,075",10.00,10.00,1,,,,European Union
851711 -- Line telephone sets with cordless handsets,"3,639,117",0.00,0.00,2,,,,European Union
851712 -- Telephones for cellular networks or for other wireless networks,"480,311,712",0.00,0.00,2,,,,European Union
851718 -- Other,"5,090,627",0.00,0.00,2,,,,European Union
851761 -- Base stations,"36,700,994",0.00,0.00,1,,,,European Union
"851762 -- Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus","279,536,664",0.00,0.00,8,,,,European Union
851769 -- Other,"111,094,607",0.00,0.00,8,,,,European Union
851770 - Parts,"400,890,640",0.00,0.00,2,,,,European Union
851810 -Microphones and stands therefor,"3,193,353",10.00,10.00,1,,,,European Union
"851821 -- Single loudspeakers, mounted in their enclosures","1,946,469",10.00,10.00,1,,,,European Union
"851822 -- Multiple loudspeakers, mounted in the same enclosure","2,989,734",10.00,10.00,1,,,,European Union
851829 -- Other,"18,043,901",10.00,10.00,1,,,,European Union
"851830 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers","15,667,402",10.00,10.00,1,,,,European Union
851840 - Audio-frequency electric amplifiers,"1,701,497",10.00,10.00,1,,,,European Union
851850 - Electric sound amplifier sets,"1,608,484",10.00,10.00,1,,,,European Union
851890 - Parts,"4,513,248",10.00,10.00,1,,,,European Union
"851920 - Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment","27,356",10.00,10.00,1,,,,European Union
851930 -Turntables (record-decks),"36,382",10.00,10.00,1,,,,European Union
851950 -Telephone answering machines,"14,206",0.00,0.00,1,,,,European Union
"851981 -- Using magnetic, optical or semiconductor media","36,077",10.00,10.00,1,,,,European Union
851989 -- Other,"7,150,505",9.00,9.00,5,,,,European Union
852110 -Magnetic tape-type,"1,352,923",10.00,10.00,9,,,,European Union
852190 - Other,"14,335,940",10.00,10.00,3,,,,European Union
852210 - Pick-up cartridges,"4,952",10.00,10.00,1,,,,European Union
852290 - Other,"3,246,943",10.00,10.00,1,,,,European Union
852321 -- Cards incorporating a magnetic stripe,"822,368",10.00,10.00,1,,,,European Union
852329 -- Other,"2,300,417",10.00,10.00,9,,,,European Union
852341 -- Unrecorded,"3,856,642",10.00,10.00,7,,,,European Union
852349 -- Other,"3,295,465",10.00,10.00,8,7,,,European Union
852351 -- Solid-state non-volatile storage devices,"15,440,179",,,1,1,,,European Union
852352 -- «Smart cards»,"30,105,903",10.00,10.00,3,,,,European Union
852359 -- Other,"1,257,170",5.00,5.00,2,,,,European Union
852380 - Other,"1,241,142,695",8.57,8.57,7,,,,European Union
852550 -Transmission apparatus,"3,467,406",7.92,7.92,6,,,,European Union
852560 -Transmission apparatus incorporating reception apparatus,"18,701,371",0.00,0.00,7,,,,European Union
"852580 -Television cameras, digital cameras and video camera recorders","42,073,666",10.00,10.00,4,,,,European Union
852610 - Radar apparatus,"10,995,124",7.50,7.50,1,,,,European Union
852691 -- Radio navigational aid apparatus,"6,160,048",7.50,7.50,6,,,,European Union
852692 -- Radio remote control apparatus,"1,752,001",7.50,7.50,1,,,,European Union
852712 -- Pocket-size radio cassette-players,"104,046",10.00,10.00,1,,,,European Union
852713 -- Other apparatus combined with sound recording or reproducing apparatus,"342,609",10.00,10.00,1,,,,European Union
852719 -- Other,"1,059,599",10.00,10.00,1,,,,European Union
852721 -- Combined with sound recording or reproducing apparatus,"3,355,593",10.00,10.00,1,,,,European Union
852729 -- Other,"12,822,243",10.00,10.00,1,,,,European Union
852791 -- Combined with sound recording or reproducing apparatus,"1,322",10.00,10.00,1,,,,European Union
852792 -- Not combined with sound recording or reproducing apparatus but combined with a clock,"23,237",10.00,10.00,1,,,,European Union
852799 -- Other,"1,384,147",10.00,10.00,4,,,,European Union
852841 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,"457,549",0.00,0.00,1,,,,European Union
852849 -- Other,"1,489,937",10.00,10.00,1,,,,European Union
852851 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,"12,433,673",0.00,0.00,1,,,,European Union
852859 -- Other,"16,311,938",10.00,10.00,1,,,,European Union
852861 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,"1,415,369",0.00,0.00,1,,,,European Union
852869 -- Other,"7,706,237",10.00,10.00,1,,,,European Union
852871 -- Not designed to incorporate a video display or screen,"4,810,518",10.00,10.00,1,,,,European Union
"852872 -- Other, colour","24,042,055",10.00,10.00,9,,,,European Union
"852873 -- Other, monochrome","3,558,656",10.00,10.00,2,,,,European Union
852910 - Aerials and aerial reflectors of all kinds; parts suitable for use therewith,"15,562,039",8.33,8.33,9,,,,European Union
852990 - Other,"164,409,812",8.33,8.33,3,,,,European Union
853010 - Equipment for railways or tramways,"1,060,517",7.50,7.50,2,,,,European Union
853080 - Other equipment,"6,732,828",7.50,7.50,1,,,,European Union
853090 - Parts,"6,793,130",7.50,7.50,1,,,,European Union
853110 - Burglar or fire alarms and similar apparatus,"5,135,185",10.00,10.00,3,,,,European Union
853120 - Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED),"2,607,127",0.00,0.00,1,,,,European Union
853180 - Other apparatus,"5,196,611",10.00,10.00,1,,,,European Union
853190 - Parts,"25,581,863",10.00,10.00,1,,,,European Union
853210 - Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),"3,516,062",0.00,0.00,1,,,,European Union
853221 -- Tantalum,"1,560,166",0.00,0.00,1,,,,European Union
853222 -- Aluminium electrolytic,"4,113,146",0.00,0.00,1,,,,European Union
"853223 -- Ceramic dielectric, single layer","129,712",0.00,0.00,1,,,,European Union
"853224 -- Ceramic dielectric, multilayer","776,355",0.00,0.00,1,,,,European Union
853225 -- Dielectric of paper or plastics,"2,137,046",0.00,0.00,1,,,,European Union
853229 -- Other,"25,625,386",0.00,0.00,2,,,,European Union
853230 -Variable or adjustable (pre-set) capacitors,"365,946",0.00,0.00,1,,,,European Union
853290 - Parts,"1,373,530",0.00,0.00,1,,,,European Union
"853310 - Fixed carbon resistors, composition or film types","1,573,429",0.00,0.00,1,,,,European Union
853321 -- For a power handling capacity not exceeding 20 W,"1,453,653",0.00,0.00,4,,,,European Union
853329 -- Other,"4,197,197",0.00,0.00,4,,,,European Union
853331 -- For a power handling capacity not exceeding 20 W,"208,379",0.00,0.00,3,,,,European Union
853339 -- Other,"1,705,602",0.00,0.00,3,,,,European Union
"853340 - Other variable resistors, including rheostats and potentiometers","7,805,126",0.00,0.00,4,,,,European Union
853390 - Parts,"2,037,014",0.00,0.00,1,,,,European Union
853400 Printed circuits.,"15,522,901",0.00,0.00,1,,,,European Union
853510 - Fuses,"1,453,574",7.50,7.50,6,,,,European Union
853521 -- For a voltage of less than 72.5 kV,"2,025,585",7.50,7.50,9,,,,European Union
853529 -- Other,"20,342,015",7.50,7.50,8,,,,European Union
853530 - Isolating switches and make-and-break switches,"6,838,825",7.50,7.50,2,,,,European Union
"853540 - Lightning arresters, voltage limiters and surge suppressors","8,205,640",7.50,7.50,3,,,,European Union
853590 - Other,"41,434,273",7.50,7.50,5,,,,European Union
853610 - Fuses,"9,616,780",7.86,7.86,7,,,,European Union
853620 - Automatic circuit breakers,"47,320,783",7.50,7.50,5,,,,European Union
853630 - Other apparatus for protecting electrical circuits,"10,430,261",7.50,7.50,1,,,,European Union
853641 -- For a voltage not exceeding 60 V,"11,147,415",10.00,10.00,1,,,,European Union
853649 -- Other,"81,059,324",7.50,7.50,1,,,,European Union
853650 - Other switches,"57,216,068",7.50,7.50,3,,,,European Union
853661 -- Lamp-holders,"4,377,807",10.00,10.00,2,,,,European Union
853669 -- Other,"24,332,901",10.00,10.00,2,,,,European Union
"853670 - Connectors for optical fibres, optical fibre bundles or cables","5,987,075",7.50,7.50,1,,,,European Union
853690 - Other apparatus,"99,551,843",7.50,7.50,4,,,,European Union
"853710 - For a voltage not exceeding 1,000 V","120,346,886",7.50,7.50,1,,,,European Union
"853720 - For a voltage exceeding 1,000 V","33,146,138",7.50,7.50,1,,,,European Union
"853810 - Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus","37,099,728",7.50,7.50,2,,,,European Union
853890 - Other,"291,139,845",7.50,7.50,1,,,,European Union
853910 - Sealed beam lamp units,"178,635",10.00,10.00,1,,,,European Union
853921 -- Tungsten halogen,"9,522,544",10.00,10.00,3,,,,European Union
"853922 -- Other, of a power not exceeding 200 W and for a voltage exceeding 100 V","387,360",10.00,10.00,1,,,,European Union
853929 -- Other,"8,020,267",10.00,10.00,5,,,,European Union
"853931 -- Fluorescent, hot cathode","2,725,534",10.00,10.00,2,,,,European Union
853932 -- Mercury or sodium vapour lamps; metal halide lamps,"5,724,470",10.00,10.00,3,,,,European Union
853939 -- Other,"2,337,701",10.00,10.00,2,,,,European Union
853941 -- Arc-lamps,"144,424",10.00,10.00,1,,,,European Union
853949 -- Other,"7,896,604",10.00,10.00,1,,,,European Union
853990 - Parts,"12,475,135",10.00,10.00,3,,,,European Union
854011 -- Colour,"1,751,210",10.00,10.00,3,,,,European Union
854012 -- Monochrome,,10.00,10.00,1,,,,European Union
854020 -Television camera tubes; image converters and intensifiers; other photo-cathode tubes,"7,914,874",10.00,10.00,1,,,,European Union
"854040 - Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm","6,204",10.00,10.00,2,,,,European Union
854060 - Other cathode-ray tubes,"549,368",10.00,10.00,1,,,,European Union
854071 -- Magnetrons,"567,521",10.00,10.00,1,,,,European Union
854079 -- Other,"819,329",10.00,10.00,1,,,,European Union
854081 -- Receiver or amplifier valves and tubes,"108,916",10.00,10.00,1,,,,European Union
854089 -- Other,"1,869,244",10.00,10.00,1,,,,European Union
854091 -- Of cathode-ray tubes,"399,410",10.00,10.00,1,,,,European Union
854099 -- Other,"2,748,070",10.00,10.00,1,,,,European Union
"854110 - Diodes, other than photosensitive or light emitting diodes","12,716,141",0.00,0.00,1,,,,European Union
854121 -- With a dissipation rate of less than 1 W,"406,458",0.00,0.00,1,,,,European Union
854129 -- Other,"29,836,909",0.00,0.00,1,,,,European Union
"854130 -Thyristors, diacs and triacs, other than photosensitive devices","11,301,489",0.00,0.00,2,,,,European Union
"854140 - Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes","146,379,443",0.00,0.00,4,,,,European Union
854150 - Other semiconductor devices,"2,989,871",0.00,0.00,1,,,,European Union
854160 -Mounted piezo-electric crystals,"8,170,805",0.00,0.00,1,,,,European Union
854190 - Parts,"2,544,057",0.00,0.00,1,,,,European Union
"854231 -- Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","288,495,617",0.00,0.00,1,,,,European Union
854232 -- Memories,"9,965,123",0.00,0.00,1,,,,European Union
854233 -- Amplifiers,"1,247,795",0.00,0.00,1,,,,European Union
854239 -- Other,"52,750,819",7.50,7.50,1,,,,European Union
854290 - Parts,"34,294,825",0.00,0.00,1,,,,European Union
854310 - Particle accelerators,"9,132",5.63,5.63,4,,,,European Union
854320 - Signal generators,"9,562,169",7.50,7.50,4,,,,European Union
"854330 -Machines and apparatus for electroplating, electrolysis or electrophoresis","73,613,988",,,1,1,,,European Union
854370 - Other machines and apparatus,"91,624,133",7.24,7.24,29,,,,European Union
854390 - Parts,"30,862,537",7.50,7.50,1,,,,European Union
854411 -- Of copper,"13,766,316",7.50,7.50,2,,,,European Union
854419 -- Other,"23,779,219",7.50,7.50,4,,,,European Union
854420 - Co-axial cable and other co-axial electric conductors,"14,978,578",7.50,7.50,2,,,,European Union
"854430 - Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships","28,902,129",7.50,7.50,1,,,,European Union
854442 -- Fitted with connectors,"21,182,573",7.50,7.50,7,,,,European Union
854449 -- Other,"64,780,226",7.50,7.50,7,,,,European Union
"854460 - Other electric conductors, for a voltage exceeding 1,000 V","17,161,291",7.50,7.50,4,,,,European Union
854470 - Optical fibre cables,"7,202,977",0.00,0.00,2,,,,European Union
854511 -- Of a kind used for furnaces,"44,250,042",7.50,7.50,1,,,,European Union
854519 -- Other,"50,026,704",7.50,7.50,1,,,,European Union
854520 - Brushes,"5,498,738",7.50,7.50,1,,,,European Union
854590 - Other,"1,536,918",7.50,7.50,3,,,,European Union
854610 - Of glass,"77,460",7.50,7.50,1,,,,European Union
854620 - Of ceramics,"4,261,817",7.50,7.50,14,,,,European Union
854690 - Other,"7,797,004",7.50,7.50,2,,,,European Union
854710 - Insulating fittings of ceramics,"11,831,370",7.50,7.50,5,,,,European Union
854720 - Insulating fittings of plastics,"16,128,626",7.50,7.50,1,,,,European Union
854790 - Other,"14,657,123",7.50,7.50,3,,,,European Union
"854810 -Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators","299,693",10.00,10.00,3,,,,European Union
854890 - Other,"1,519,827",10.00,10.00,1,,,,European Union
,2010,"5,249,771,046",6.90,6.90,593,,,,European Union
850110 - Motors of an output not exceeding 37.5 W,"30,408,979",7.50,7.50,5,,,,European Union
850120 - Universal AC/DC motors of an output exceeding 37.5 W,"10,676,502",7.50,7.50,1,,,,European Union
850131 -- Of an output not exceeding 750 W,"19,585,325",7.50,7.50,5,,,,European Union
850132 -- Of an output exceeding 750 W but not exceeding 75 kW,"5,686,970",7.50,7.50,2,,,,European Union
850133 -- Of an output exceeding 75 kW but not exceeding 375 kW,"1,219,996",7.50,7.50,2,,,,European Union
850134 -- Of an output exceeding 375 kW,"9,752,106",7.50,7.50,5,,,,European Union
"850140 - Other AC motors, single-phase","6,232,984",7.50,7.50,2,,,,European Union
850151 -- Of an output not exceeding 750 W,"9,208,636",7.50,7.50,3,,,,European Union
850152 -- Of an output exceeding 750 W but not exceeding 75 kW,"32,496,758",7.50,7.50,3,,,,European Union
850153 -- Of an output exceeding 75 kW,"85,238,816",7.50,7.50,4,,,,European Union
850161 -- Of an output not exceeding 75 kVA,"2,483,972",7.50,7.50,1,,,,European Union
850162 -- Of an output exceeding 75 kVA but not exceeding 375 kVA,"138,550",7.50,7.50,1,,,,European Union
850163 -- Of an output exceeding 375 kVA but not exceeding 750 kVA,"722,557",7.50,7.50,1,,,,European Union
850164 -- Of an output exceeding 750 kVA,"11,107,040",7.50,7.50,8,,,,European Union
850211 -- Of an output not exceeding 75 kVA,"4,968,358",10.00,10.00,1,,,,European Union
850212 -- Of an output exceeding 75 kVA but not exceeding 375 kVA,"2,003,025",7.50,7.50,1,,,,European Union
850213 -- Of an output exceeding 375 kVA,"42,348,323",7.50,7.50,6,,,,European Union
850220 - Generating sets with spark-ignition internal combustion piston engines,"9,937,958",8.75,8.75,2,,,,European Union
850231 -- Wind-powered,"4,003,284",7.50,7.50,1,,,,European Union
850239 -- Other,"27,062,185",7.50,7.50,3,,,,European Union
850240 - Electric rotary converters,"2,644,925",7.50,7.50,1,,,,European Union
850300 Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,"263,857,691",7.50,7.50,4,,,,European Union
850410 - Ballasts for discharge lamps or tubes,"15,253,996",7.50,7.50,3,,,,European Union
850421 -- Having a power handling capacity not exceeding 650 kVA,"3,318,689",7.50,7.50,1,,,,European Union
"850422 -- Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA","16,059,901",7.50,7.50,1,,,,European Union
"850423 -- Having a power handling capacity exceeding 10,000 kVA","14,661,861",7.50,7.50,4,,,,European Union
850431 -- Having a power handling capacity not exceeding 1 kVA,"6,281,327",10.00,10.00,1,,,,European Union
850432 -- Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,"1,501,149",10.00,10.00,1,,,,European Union
850433 -- Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,"2,838,571",7.50,7.50,1,,,,European Union
850434 -- Having a power handling capacity exceeding 500 kVA,"12,849,841",7.50,7.50,1,,,,European Union
850440 - Static converters,"119,626,166",7.29,7.29,6,,,,European Union
850450 - Other inductors,"16,753,516",7.50,7.50,2,,,,European Union
850490 - Parts,"89,955,525",7.50,7.50,2,,,,European Union
850511 -- Of metal,"4,387,476",7.50,7.50,2,,,,European Union
850519 -- Other,"6,438,123",7.50,7.50,1,,,,European Union
"850520 - Electro-magnetic couplings, clutches and brakes","3,584,244",7.50,7.50,1,,,,European Union
"850590 - Other, including parts","11,345,688",7.55,7.55,1,,,,European Union
850610 - Manganese dioxide,"1,425,675",10.00,10.00,1,,,,European Union
850630 - Mercuric oxide,"7,102",10.00,10.00,1,,,,European Union
850640 - Silver oxide,,10.00,10.00,1,,,,European Union
850650 - Lithium,"1,265,700",10.00,10.00,1,,,,European Union
850660 - Air-zinc,,10.00,10.00,1,,,,European Union
850680 - Other primary cells and primary batteries,"3,248,142",10.00,10.00,2,,,,European Union
850690 - Parts,"280,118",10.00,10.00,1,,,,European Union
"850710 - Lead-acid, of a kind used for starting piston engines","2,586,430",10.00,10.00,1,,,,European Union
850720 - Other lead-acid accumulators,"1,393,981",10.00,10.00,1,,,,European Union
850730 - Nickel-cadmium,"1,032,013",10.00,10.00,1,,,,European Union
850740 - Nickel-iron,342,10.00,10.00,1,,,,European Union
850780 - Other accumulators,"2,870,356",10.00,10.00,1,,,,European Union
850790 - Parts,"17,874,872",10.00,10.00,2,,,,European Union
"850811 -- Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l","441,474",10.00,10.00,1,,,,European Union
850819 -- Other,"1,149,230",10.00,10.00,1,,,,European Union
850860 - Other vacuum cleaners,"2,970,891",10.00,10.00,1,,,,European Union
850870 - Parts,"1,190,542",10.00,10.00,1,,,,European Union
850940 - Food grinders and mixers; fruit or vegetable juice extractors,"703,041",10.00,10.00,2,,,,European Union
850980 - Other appliances,"571,196",10.00,10.00,1,,,,European Union
850990 - Parts,"84,370",10.00,10.00,1,,,,European Union
851010 - Shavers,"322,696",10.00,10.00,1,,,,European Union
851020 - Hair clippers,"20,463",10.00,10.00,1,,,,European Union
851030 - Hair-removing appliances,"351,194",10.00,10.00,1,,,,European Union
851090 - Parts,"6,324",10.00,10.00,1,,,,European Union
851110 - Sparking plugs,"1,858,506",7.50,7.50,1,,,,European Union
851120 - Ignition magnetos; magneto-dynamos; magnetic flywheels,"540,403",7.50,7.50,2,,,,European Union
851130 - Distributors; ignition coils,"2,330,460",7.50,7.50,2,,,,European Union
851140 - Starter motors and dual purpose starter-generators,"10,262,444",7.50,7.50,1,,,,European Union
851150 - Other generators,"7,172,562",7.50,7.50,1,,,,European Union
851180 - Other equipment,"1,350,510",7.50,7.50,1,,,,European Union
851190 - Parts,"23,697,931",7.50,7.50,1,,,,European Union
851210 - Lighting or visual signalling equipment of a kind used on bicycles,"35,439",10.00,10.00,1,,,,European Union
851220 - Other lighting or visual signalling equipment,"22,345,576",9.17,9.17,3,,,,European Union
851230 - Sound signalling equipment,"1,398,224",8.75,8.75,2,,,,European Union
"851240 - Windscreen wipers, defrosters and demisters","1,382,424",10.00,10.00,1,,,,European Union
851290 - Parts,"5,279,636",7.50,7.50,1,,,,European Union
851310 - Lamps,"495,229",8.00,8.00,5,,,,European Union
851390 - Parts,"60,563",7.50,7.50,1,,,,European Union
851410 - Resistance heated furnaces and ovens,"2,420,678",0.00,0.00,1,,,,European Union
851420 - Furnaces and ovens functioning by induction or dielectric loss,"1,414,402",2.50,2.50,1,,,,European Union
851430 - Other furnaces and ovens,"42,060,659",4.69,4.69,2,,,,European Union
851440 - Other equipment for the heat treatment of materials by induction or dielectric loss,"3,319,338",7.50,7.50,1,,,,European Union
851490 - Parts,"12,364,175",1.88,1.88,1,,,,European Union
851511 -- Soldering irons and guns,"246,991",7.50,7.50,1,,,,European Union
851519 -- Other,"2,401,938",7.50,7.50,1,,,,European Union
851521 -- Fully or partly automatic,"4,908,703",7.50,7.50,3,,,,European Union
851529 -- Other,"2,269,932",7.50,7.50,1,,,,European Union
851531 -- Fully or partly automatic,"9,260,755",7.50,7.50,1,,,,European Union
851539 -- Other,"9,671,772",7.50,7.50,3,,,,European Union
851580 - Other machines and apparatus,"13,972,929",7.50,7.50,2,,,,European Union
851590 - Parts,"18,083,586",7.50,7.50,1,,,,European Union
851610 - Electric instantaneous or storage water heaters and immersion heaters,"947,758",10.00,10.00,1,,,,European Union
851621 -- Storage heating radiators,,10.00,10.00,1,,,,European Union
851629 -- Other,"1,263,991",10.00,10.00,1,,,,European Union
851631 -- Hair dryers,"290,720",10.00,10.00,1,,,,European Union
851632 -- Other hair-dressing apparatus,"118,567",10.00,10.00,1,,,,European Union
851633 -- Hand-drying apparatus,"36,870",10.00,10.00,1,,,,European Union
851640 - Electric smoothing irons,"114,192",10.00,10.00,1,,,,European Union
851650 - Microwave ovens,"657,964",10.00,10.00,1,,,,European Union
"851660 - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters","3,933,635",10.00,10.00,1,,,,European Union
851671 -- Coffee or tea makers,"1,484,599",10.00,10.00,1,,,,European Union
851672 -- Toasters,"170,080",10.00,10.00,1,,,,European Union
851679 -- Other,"3,789,828",10.00,10.00,3,,,,European Union
851680 - Electric heating resistors,"3,494,228",10.00,10.00,1,,,,European Union
851690 - Parts,"5,999,095",10.00,10.00,1,,,,European Union
851711 -- Line telephone sets with cordless handsets,"1,900,410",0.00,0.00,2,,,,European Union
851712 -- Telephones for cellular networks or for other wireless networks,"260,867,277",0.00,0.00,2,,,,European Union
851718 -- Other,"2,957,398",0.00,0.00,2,,,,European Union
851761 -- Base stations,"82,139,065",0.00,0.00,1,,,,European Union
"851762 -- Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus","390,561,631",0.00,0.00,8,,,,European Union
851769 -- Other,"64,918,701",0.00,0.00,8,,,,European Union
851770 - Parts,"576,282,436",0.00,0.00,2,,,,European Union
851810 - Microphones and stands therefor,"1,944,757",3.33,3.33,1,,,,European Union
"851821 -- Single loudspeakers, mounted in their enclosures","1,360,395",10.00,10.00,1,,,,European Union
"851822 -- Multiple loudspeakers, mounted in the same enclosure","1,915,688",10.00,10.00,1,,,,European Union
851829 -- Other,"9,482,957",3.33,3.33,1,,,,European Union
"851830 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers","1,321,829",5.00,5.00,1,,,,European Union
851840 - Audio-frequency electric amplifiers,"1,505,726",10.00,10.00,1,,,,European Union
851850 - Electric sound amplifier sets,"592,852",10.00,10.00,1,,,,European Union
851890 - Parts,"2,954,329",10.00,10.00,1,,,,European Union
"851920 - Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",150,10.00,10.00,1,,,,European Union
851930 - Turntables (record-decks),"8,818",10.00,10.00,1,,,,European Union
851950 - Telephone answering machines,,0.00,0.00,1,,,,European Union
"851981 -- Using magnetic, optical or semiconductor media","47,081",10.00,10.00,1,,,,European Union
851989 -- Other,"4,989,802",9.00,9.00,5,,,,European Union
852110 - Magnetic tape-type,"185,470",10.00,10.00,9,,,,European Union
852190 - Other,"3,347,707",10.00,10.00,3,,,,European Union
852210 - Pick-up cartridges,"1,380",10.00,10.00,1,,,,European Union
852290 - Other,"1,715,002",10.00,10.00,1,,,,European Union
852321 -- Cards incorporating a magnetic stripe,"175,943",10.00,10.00,1,,,,European Union
852329 -- Other,"2,000,430",10.00,10.00,9,,,,European Union
852340 - Optical media,"3,687,841",10.00,10.00,9,,,,European Union
852351 -- Solid-state non-volatile storage devices,"2,660,616",10.00,10.00,1,,,,European Union
852352 -- “Smart cards”,"31,170,274",0.00,0.00,3,,,,European Union
852359 -- Other,"351,742",5.00,5.00,2,,,,European Union
852380 - Other,"672,189,369",8.57,8.57,7,,,,European Union
852550 - Transmission apparatus,"3,018,530",7.92,7.92,6,,,,European Union
852560 - Transmission apparatus incorporating reception apparatus,"51,759,462",0.00,0.00,7,,,,European Union
"852580 - Television cameras, digital cameras and video camera recorders","9,718,500",10.00,10.00,4,,,,European Union
852610 - Radar apparatus,"908,103",7.50,7.50,1,,,,European Union
852691 -- Radio navigational aid apparatus,"19,368,809",7.50,7.50,6,,,,European Union
852692 -- Radio remote control apparatus,"149,451",7.50,7.50,1,,,,European Union
852712 -- Pocket-size radio cassette-players,"1,205",10.00,10.00,1,,,,European Union
852713 -- Other apparatus combined with sound recording or reproducing apparatus,,10.00,10.00,1,,,,European Union
852719 -- Other,"210,950",10.00,10.00,1,,,,European Union
852721 -- Combined with sound recording or reproducing apparatus,"2,525,860",10.00,10.00,1,,,,European Union
852729 -- Other,"4,378,709",10.00,10.00,1,,,,European Union
852791 -- Combined with sound recording or reproducing apparatus,"17,072",10.00,10.00,1,,,,European Union
852792 -- Not combined with sound recording or reproducing apparatus but combined with a clock,"29,232",10.00,10.00,1,,,,European Union
852799 -- Other,"1,053,164",7.50,7.50,4,,,,European Union
852841 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,"120,965",0.00,0.00,1,,,,European Union
852849 -- Other,"604,133",10.00,10.00,1,,,,European Union
852851 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,"3,009,132",0.00,0.00,1,,,,European Union
852859 -- Other,"10,364,646",10.00,10.00,1,,,,European Union
852861 -- Of a kind solely or principally used in an automatic data processing system of heading 84.71,"125,531",0.00,0.00,1,,,,European Union
852869 -- Other,"4,038,492",10.00,10.00,1,,,,European Union
852871 -- Not designed to incorporate a video display or screen,"2,322,452",10.00,10.00,1,,,,European Union
"852872 -- Other, colour","3,397,643",10.00,10.00,9,,,,European Union
"852873 -- Other, black and white or other monochrome","2,647,235",10.00,10.00,2,,,,European Union
852910 - Aerials and aerial reflectors of all kinds; parts suitable for use therewith,"12,379,352",6.39,6.39,9,,,,European Union
852990 - Other,"111,913,269",2.22,2.22,3,,,,European Union
853010 - Equipment for railways or tramways,"1,374,417",7.50,7.50,2,,,,European Union
853080 - Other equipment,"13,045,702",7.50,7.50,1,,,,European Union
853090 - Parts,"6,704,656",7.50,7.50,1,,,,European Union
853110 - Burglar or fire alarms and similar apparatus,"11,360,399",10.00,10.00,3,,,,European Union
853120 - Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED),"4,734,739",0.00,0.00,1,,,,European Union
853180 - Other apparatus,"5,610,573",10.00,10.00,1,,,,European Union
853190 - Parts,"11,334,037",10.00,10.00,1,,,,European Union
853210 - Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),"5,879,931",0.00,0.00,1,,,,European Union
853221 -- Tantalum,"881,654",0.00,0.00,1,,,,European Union
853222 -- Aluminium electrolytic,"3,989,899",0.00,0.00,1,,,,European Union
"853223 -- Ceramic dielectric, single layer","148,771",0.00,0.00,1,,,,European Union
