Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
870710 - For the vehicles of heading 87.03,"136,886,507",4.50,4.50,2,,,,United States of America
870790 - Other,"2,380,486",4.50,4.50,2,,,,United States of America
870810 - Bumpers and parts thereof,"49,395,064",3.75,3.75,2,,,,United States of America
870821 -- Safety seat belts,"3,566,418",3.75,3.75,2,,,,United States of America
870829 -- Other,"208,706,918",3.75,3.75,2,,,,United States of America
870830 - Brakes and servo-brakes; parts thereof,"87,558,090",4.00,4.00,3,,,,United States of America
870840 - Gear boxes and parts thereof,"157,390,077",3.88,3.88,4,,,,United States of America
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","61,805,210",4.00,4.00,5,,,,United States of America
870870 - Road wheels and parts and accessories thereof,"56,508,700",3.75,3.75,4,,,,United States of America
870880 - Suspension systems and parts thereof (including shock- absorbers),"65,185,505",3.80,3.80,5,,,,United States of America
870891 -- Radiators and parts thereof,"29,388,664",3.88,3.88,4,,,,United States of America
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"28,770,923",3.88,3.88,4,,,,United States of America
870893 -- Clutches and parts thereof,"24,875,721",3.75,3.75,2,,,,United States of America
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","42,915,788",3.88,3.88,4,,,,United States of America
870895 -- Safety airbags with inflater system; parts thereof,"66,316,021",3.67,3.67,3,,,,United States of America
870899 -- Other,"362,557,596",3.67,3.67,3,,,,United States of America
870911 -- Electrical,"6,435,445",3.00,3.00,2,,,,United States of America
870919 -- Other,"7,980,332",3.00,3.00,2,,,,United States of America
870990 - Parts,"5,218,867",3.50,3.50,1,,,,United States of America
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","4,793,174",1.70,1.70,1,,,,United States of America
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"198,283",8.00,8.00,1,,,,United States of America
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"1,040,704",8.00,8.00,3,,,,United States of America
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"1,055,392",6.00,6.00,2,,,,United States of America
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"1,920,943",6.00,6.00,1,,,,United States of America
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"402,838,924",6.00,6.00,1,,,,United States of America
871190 - Other,"13,220,704",6.00,6.00,2,,,,United States of America
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","5,453,404",14.50,14.50,2,,,,United States of America
871310 - Not mechanically propelled,"7,022,137",0.00,0.00,1,,,,United States of America
871390 - Other,"6,631,647",0.00,0.00,1,,,,United States of America
871410 - Of motorcycles (including mopeds),"89,422,494",3.70,3.70,1,,,,United States of America
871420 - Of carriages for disabled persons,"27,221,939",0.00,0.00,1,,,,United States of America
"871491 -- Frames and forks, and parts thereof","65,504,440",4.70,4.70,3,,,,United States of America
871492 -- Wheel rims and spokes,"9,931,004",4.70,4.70,2,,,,United States of America
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","2,838,400",4.70,4.70,1,,,,United States of America
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","2,703,004",4.70,4.70,2,,,,United States of America
871495 -- Saddles,"304,332",4.70,4.70,1,,,,United States of America
"871496 -- Pedals and crank-gear, and parts thereof","6,267,793",4.70,4.70,3,,,,United States of America
871499 -- Other,"43,418,668",4.70,4.70,4,,,,United States of America
871500 Baby carriages and parts thereof.,"2,697,258",2.70,2.70,2,,,,United States of America
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping","16,827,756",2.70,2.70,2,,,,United States of America
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"1,322,709",2.70,2.70,1,,,,United States of America
871631 -- Tanker trailers and tanker semi-trailers,"35,976",2.70,2.70,1,,,,United States of America
871639 -- Other,"3,174,980",2.70,2.70,4,,,,United States of America
871640 - Other trailers and semi-trailers,"5,199,987",2.70,2.70,1,,,,United States of America
871680 - Other vehicles,"56,061,036",1.70,1.70,1,,,,United States of America
871690 - Parts,"32,735,629",1.70,1.70,4,,,,United States of America
,2012,"4,615,981,762",6.37,6.37,179,,,,United States of America
870110 - Pedestrian controlled tractors,"295,283",3.00,3.00,1,,,,United States of America
870120 - Road tractors for semi-trailers,"2,137,442",16.00,16.00,2,,,,United States of America
870130 -Track-laying tractors,"92,210,051",0.00,0.00,1,,,,United States of America
870190 - Other,"877,074,512",0.88,0.88,8,,,,United States of America
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),"319,203",13.00,13.00,4,,,,United States of America
870290 - Other,"179,473",12.40,12.40,5,,,,United States of America
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"69,422,288",7.50,7.50,2,,,,United States of America
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","45,977,082",10.00,10.00,2,,,,United States of America
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","351,618,716",10.00,10.00,2,,,,United States of America
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","135,481,623",10.00,10.00,3,,,,United States of America
"870324 -- Of a cylinder capacity exceeding 3,000 cc","405,760,798",10.00,10.00,2,,,,United States of America
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","606,208",10.00,10.00,2,,,,United States of America
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","139,990,271",10.00,10.00,3,,,,United States of America
"870333 -- Of a cylinder capacity exceeding 2,500 cc","71,181,041",10.00,10.00,3,,,,United States of America
870390 - Other,"5,871,272",10.00,10.00,2,,,,United States of America
870410 - Dumpers designed for off-highway use,"184,436,825",0.00,0.00,2,,,,United States of America
870421 -- g.v.w. not exceeding 5 tonnes,"42,146,954",13.50,13.50,5,,,,United States of America
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"1,044,165",15.83,15.83,3,,,,United States of America
870423 -- g.v.w. exceeding 20 tonnes,"1,919,216",15.83,15.83,3,,,,United States of America
870431 -- g.v.w. not exceeding 5 tonnes,"10,322,969",13.50,13.50,5,,,,United States of America
870432 -- g.v.w. exceeding 5 tonnes,"72,519",15.83,15.83,3,,,,United States of America
870490 - Other,"1,530,591",10.00,10.00,1,,,,United States of America
870510 - Crane lorries,"514,023",3.70,3.70,1,,,,United States of America
870520 -Mobile drilling derricks,"2,259,242",3.70,3.70,1,,,,United States of America
870530 - Fire fighting vehicles,"2,733,676",3.70,3.70,1,,,,United States of America
870540 - Concrete-mixer lorries,"232,159",3.70,3.70,1,,,,United States of America
870590 - Other,"35,120,540",3.70,3.70,2,,,,United States of America
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","1,049,344",9.88,9.88,4,,,,United States of America
870710 - For the vehicles of heading 87.03,"4,474,904",4.50,4.50,2,,,,United States of America
870790 - Other,"2,359,062",4.50,4.50,2,,,,United States of America
870810 - Bumpers and parts thereof,"45,141,078",3.75,3.75,2,,,,United States of America
870821 -- Safety seat belts,"4,403,093",3.75,3.75,2,,,,United States of America
870829 -- Other,"192,720,505",3.75,3.75,2,,,,United States of America
870830 - Brakes and servo-brakes; parts thereof,"89,126,789",4.00,4.00,3,,,,United States of America
870840 - Gear boxes and parts thereof,"199,059,958",3.88,3.88,4,,,,United States of America
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","67,568,072",4.00,4.00,5,,,,United States of America
870870 - Road wheels and parts and accessories thereof,"51,368,077",3.75,3.75,4,,,,United States of America
870880 - Suspension systems and parts thereof (including shock- absorbers),"67,018,224",3.80,3.80,5,,,,United States of America
870891 -- Radiators and parts thereof,"30,846,698",3.88,3.88,4,,,,United States of America
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"25,545,373",3.88,3.88,4,,,,United States of America
870893 -- Clutches and parts thereof,"31,915,121",3.75,3.75,2,,,,United States of America
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","38,688,572",3.88,3.88,4,,,,United States of America
870895 -- Safety airbags with inflater system; parts thereof,"57,372,211",3.67,3.67,3,,,,United States of America
870899 -- Other,"369,273,386",3.67,3.67,3,,,,United States of America
870911 -- Electrical,"8,613,779",3.00,3.00,2,,,,United States of America
870919 -- Other,"7,671,080",3.00,3.00,2,,,,United States of America
870990 - Parts,"7,330,932",3.50,3.50,1,,,,United States of America
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","8,170,666",1.70,1.70,1,,,,United States of America
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"123,239",8.00,8.00,1,,,,United States of America
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"1,365,180",8.00,8.00,3,,,,United States of America
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"1,219,614",6.00,6.00,2,,,,United States of America
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"2,423,149",6.00,6.00,1,,,,United States of America
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"462,491,864",6.00,6.00,1,,,,United States of America
871190 - Other,"14,733,740",6.00,6.00,2,,,,United States of America
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","8,039,860",14.50,14.50,2,,,,United States of America
871310 - Not mechanically propelled,"6,606,165",0.00,0.00,1,,,,United States of America
871390 - Other,"5,673,188",0.00,0.00,1,,,,United States of America
871410 - Of motorcycles (including mopeds),"96,167,240",3.70,3.70,1,,,,United States of America
871420 - Of carriages for disabled persons,"24,779,783",0.00,0.00,1,,,,United States of America
"871491 -- Frames and forks, and parts thereof","69,107,578",4.70,4.70,3,,,,United States of America
871492 -- Wheel rims and spokes,"9,253,265",4.70,4.70,2,,,,United States of America
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","3,006,059",4.70,4.70,1,,,,United States of America
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","3,140,057",4.70,4.70,2,,,,United States of America
871495 -- Saddles,"280,325",4.70,4.70,1,,,,United States of America
"871496 -- Pedals and crank-gear, and parts thereof","5,061,530",4.70,4.70,3,,,,United States of America
871499 -- Other,"44,157,161",4.70,4.70,4,,,,United States of America
871500 Baby carriages and parts thereof.,"1,567,261",2.70,2.70,2,,,,United States of America
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping","12,683,609",2.70,2.70,2,,,,United States of America
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"1,565,360",2.70,2.70,1,,,,United States of America
871631 -- Tanker trailers and tanker semi-trailers,"80,219",2.70,2.70,1,,,,United States of America
871639 -- Other,"5,102,571",2.70,2.70,4,,,,United States of America
871640 - Other trailers and semi-trailers,"5,830,398",2.70,2.70,1,,,,United States of America
871680 - Other vehicles,"12,041,190",1.70,1.70,1,,,,United States of America
871690 - Parts,"29,307,093",1.70,1.70,4,,,,United States of America
,2011,"4,134,398,980",6.30,6.30,188,,,,United States of America
870110 - Pedestrian controlled tractors,"276,173",3.00,3.00,1,,,,United States of America
870120 - Road tractors for semi-trailers,"1,668,298",16.00,16.00,2,,,,United States of America
870130 - Track-laying tractors,"68,170,263",0.00,0.00,1,,,,United States of America
870190 - Other,"804,214,150",0.88,0.88,8,,,,United States of America
870210 - With compression-ignition internal combustion piston engine (diesel or semi-diesel),"684,767",13.00,13.00,4,,,,United States of America
870290 - Other,"239,187",12.40,12.40,5,,,,United States of America
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"75,293,405",7.50,7.50,2,,,,United States of America
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","64,266,803",10.00,10.00,2,,,,United States of America
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","47,926,170",10.00,10.00,2,,,,United States of America
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","167,994,369",10.00,10.00,3,,,,United States of America
"870324 -- Of a cylinder capacity exceeding 3,000 cc","541,953,624",10.00,10.00,2,,,,United States of America
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","2,748,448",10.00,10.00,2,,,,United States of America
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","85,108,871",10.00,10.00,3,,,,United States of America
"870333 -- Of a cylinder capacity exceeding 2,500 cc","56,097,113",10.00,10.00,3,,,,United States of America
870390 - Other,"11,062,168",10.00,10.00,2,,,,United States of America
870410 - Dumpers designed for off-highway use,"136,352,219",0.00,0.00,2,,,,United States of America
870421 -- g.v.w. not exceeding 5 tonnes,"42,656,156",13.50,13.50,5,,,,United States of America
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"780,620",15.83,15.83,3,,,,United States of America
870423 -- g.v.w. exceeding 20 tonnes,"493,854",15.83,15.83,3,,,,United States of America
870431 -- g.v.w. not exceeding 5 tonnes,"12,135,985",13.50,13.50,5,,,,United States of America
870432 -- g.v.w. exceeding 5 tonnes,"141,191",15.83,15.83,3,,,,United States of America
870490 - Other,"1,530,936",10.00,10.00,1,,,,United States of America
870510 - Crane lorries,"73,484",3.70,3.70,1,,,,United States of America
870520 - Mobile drilling derricks,"517,017",3.70,3.70,1,,,,United States of America
870530 - Fire fighting vehicles,"271,565",3.70,3.70,1,,,,United States of America
870540 - Concrete-mixer lorries,"351,160",3.70,3.70,1,,,,United States of America
870590 - Other,"33,649,178",3.70,3.70,3,,,,United States of America
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","1,033,379",9.88,9.88,4,,,,United States of America
870710 - For the vehicles of heading 87.03,"6,700,810",4.50,4.50,2,,,,United States of America
870790 - Other,"2,977,850",4.50,4.50,2,,,,United States of America
870810 - Bumpers and parts thereof,"38,192,833",3.75,3.75,2,,,,United States of America
870821 -- Safety seat belts,"3,165,784",3.75,3.75,2,,,,United States of America
870829 -- Other,"160,301,927",3.75,3.75,2,,,,United States of America
870830 - Brakes and servo-brakes; parts thereof,"93,678,997",4.00,4.00,3,,,,United States of America
870840 - Gear boxes and parts thereof,"175,562,840",3.88,3.88,4,,,,United States of America
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","106,823,820",4.00,4.00,5,,,,United States of America
870870 - Road wheels and parts and accessories thereof,"51,642,504",3.75,3.75,4,,,,United States of America
870880 - Suspension systems and parts thereof (including shock-absorbers),"75,572,460",3.80,3.80,5,,,,United States of America
870891 -- Radiators and parts thereof,"25,940,505",3.88,3.88,4,,,,United States of America
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"25,097,064",3.88,3.88,4,,,,United States of America
870893 -- Clutches and parts thereof,"31,527,742",3.75,3.75,2,,,,United States of America
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","33,671,339",3.88,3.88,4,,,,United States of America
870895 -- Safety airbags with inflater system; parts thereof,"31,620,338",3.67,3.67,3,,,,United States of America
870899 -- Other,"379,359,352",3.67,3.67,3,,,,United States of America
870911 -- Electrical,"6,392,885",3.00,3.00,2,,,,United States of America
870919 -- Other,"10,144,952",3.00,3.00,2,,,,United States of America
870990 - Parts,"7,393,344",3.50,3.50,1,,,,United States of America
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","7,647,954",1.70,1.70,1,,,,United States of America
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"161,848",8.00,8.00,1,,,,United States of America
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"1,879,367",8.00,8.00,4,,,,United States of America
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"1,370,897",6.00,6.00,2,,,,United States of America
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"3,730,671",6.00,6.00,1,,,,United States of America
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"367,114,805",6.00,6.00,1,,,,United States of America
871190 - Other,"16,061,940",6.00,6.00,1,,,,United States of America
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","8,540,644",14.67,14.67,3,,,,United States of America
871310 - Not mechanically propelled,"5,334,854",0.00,0.00,1,,,,United States of America
871390 - Other,"6,331,707",0.00,0.00,1,,,,United States of America
871411 -- Saddles,"1,254,721",3.70,3.70,1,,,,United States of America
871419 -- Other,"82,494,889",3.70,3.70,1,,,,United States of America
871420 - Of carriages for disabled persons,"24,567,742",0.00,0.00,1,,,,United States of America
"871491 -- Frames and forks, and parts thereof","54,813,285",4.70,4.70,3,,,,United States of America
871492 -- Wheel rims and spokes,"11,197,332",4.70,4.70,2,,,,United States of America
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels","2,624,700",4.70,4.70,2,,,,United States of America
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","4,122,895",4.70,4.70,3,,,,United States of America
871495 -- Saddles,"282,660",4.70,4.70,1,,,,United States of America
"871496 -- Pedals and crank-gear, and parts thereof","3,026,890",4.70,4.70,3,,,,United States of America
871499 -- Other,"37,854,104",4.70,4.70,4,,,,United States of America
871500 Baby carriages and parts thereof.,"1,557,926",2.70,2.70,2,,,,United States of America
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping","11,989,714",2.70,2.70,5,,,,United States of America
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"1,309,065",2.70,2.70,1,,,,United States of America
871631 -- Tanker trailers and tanker semi-trailers,"53,244",2.70,2.70,1,,,,United States of America
871639 -- Other,"4,740,957",2.70,2.70,5,,,,United States of America
871640 - Other trailers and semi-trailers,"7,877,175",2.70,2.70,1,,,,United States of America
871680 - Other vehicles,"11,315,262",1.70,1.70,1,,,,United States of America
871690 - Parts,"31,683,841",1.70,1.70,4,,,,United States of America
,2010,"3,356,559,702",6.30,6.30,188,,,,United States of America
870110 - Pedestrian controlled tractors,"137,343",3.00,3.00,1,,,,United States of America
870120 - Road tractors for semi-trailers,"1,146,982",16.00,16.00,2,,,,United States of America
870130 - Track-laying tractors,"58,402,732",0.00,0.00,1,,,,United States of America
870190 - Other,"597,174,597",0.88,0.88,8,,,,United States of America
870210 - With compression-ignition internal combustion piston engine (diesel or semi-diesel),"487,062",13.00,13.00,4,,,,United States of America
870290 - Other,"1,825,661",12.40,12.40,5,,,,United States of America
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"59,954,053",7.50,7.50,2,,,,United States of America
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","57,591,378",10.00,10.00,2,,,,United States of America
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","5,821,719",10.00,10.00,2,,,,United States of America
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","165,154,327",10.00,10.00,3,,,,United States of America
"870324 -- Of a cylinder capacity exceeding 3,000 cc","491,685,042",10.00,10.00,2,,,,United States of America
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","1,091,091",10.00,10.00,2,,,,United States of America
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","30,073,690",10.00,10.00,3,,,,United States of America
"870333 -- Of a cylinder capacity exceeding 2,500 cc","123,753,379",10.00,10.00,3,,,,United States of America
870390 - Other,"8,175,711",10.00,10.00,2,,,,United States of America
870410 - Dumpers designed for off-highway use,"99,063,927",0.00,0.00,2,,,,United States of America
870421 -- g.v.w. not exceeding 5 tonnes,"33,702,635",13.50,13.50,5,,,,United States of America
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"493,730",15.83,15.83,3,,,,United States of America
870423 -- g.v.w. exceeding 20 tonnes,"1,065,637",15.83,15.83,3,,,,United States of America
870431 -- g.v.w. not exceeding 5 tonnes,"12,770,693",13.50,13.50,5,,,,United States of America
870432 -- g.v.w. exceeding 5 tonnes,"142,844",15.83,15.83,3,,,,United States of America
870490 - Other,"2,012,333",10.00,10.00,1,,,,United States of America
870510 - Crane lorries,"322,066",3.70,3.70,1,,,,United States of America
870520 - Mobile drilling derricks,"81,305",3.70,3.70,1,,,,United States of America
870530 - Fire fighting vehicles,"542,423",3.70,3.70,1,,,,United States of America
870540 - Concrete-mixer lorries,"263,920",3.70,3.70,1,,,,United States of America
870590 - Other,"26,416,190",3.70,3.70,3,,,,United States of America
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.","895,908",9.88,9.88,4,,,,United States of America
870710 - For the vehicles of heading 87.03,"5,323,574",4.50,4.50,2,,,,United States of America
870790 - Other,"3,222,498",4.50,4.50,2,,,,United States of America
870810 - Bumpers and parts thereof,"37,289,409",3.75,3.75,2,,,,United States of America
870821 -- Safety seat belts,"2,192,124",3.75,3.75,2,,,,United States of America
870829 -- Other,"152,012,411",3.75,3.75,2,,,,United States of America
870830 - Brakes and servo-brakes; parts thereof,"88,091,598",4.00,4.00,3,,,,United States of America
870840 - Gear boxes and parts thereof,"130,143,174",3.88,3.88,4,,,,United States of America
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","105,735,247",4.00,4.00,5,,,,United States of America
870870 - Road wheels and parts and accessories thereof,"51,627,782",3.75,3.75,4,,,,United States of America
870880 - Suspension systems and parts thereof (including shock-absorbers),"67,379,829",3.80,3.80,5,,,,United States of America
870891 -- Radiators and parts thereof,"22,198,581",3.88,3.88,4,,,,United States of America
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"20,589,765",3.88,3.88,4,,,,United States of America
870893 -- Clutches and parts thereof,"21,218,385",3.75,3.75,2,,,,United States of America
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","31,490,346",3.88,3.88,4,,,,United States of America
870895 -- Safety airbags with inflater system; parts thereof,"27,671,243",3.67,3.67,3,,,,United States of America
870899 -- Other,"340,880,502",3.67,3.67,3,,,,United States of America
870911 -- Electrical,"8,563,094",3.00,3.00,2,,,,United States of America
870919 -- Other,"8,057,247",3.00,3.00,2,,,,United States of America
870990 - Parts,"7,619,766",3.50,3.50,1,,,,United States of America
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.","8,249,765",1.70,1.70,1,,,,United States of America
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"383,856",8.00,8.00,1,,,,United States of America
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"2,608,129",8.00,8.00,4,,,,United States of America
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"1,869,303",6.00,6.00,2,,,,United States of America
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"4,796,568",6.00,6.00,1,,,,United States of America
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"121,673,608",6.00,6.00,1,,,,United States of America
871190 - Other,"14,238,668",6.00,6.00,1,,,,United States of America
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","14,967,219",14.67,14.67,3,,,,United States of America
871310 - Not mechanically propelled,"5,480,921",0.00,0.00,1,,,,United States of America
871390 - Other,"7,755,716",0.00,0.00,1,,,,United States of America
871411 -- Saddles,"1,418,062",3.70,3.70,1,,,,United States of America
871419 -- Other,"68,027,924",3.70,3.70,1,,,,United States of America
871420 - Of carriages for disabled persons,"24,196,663",0.00,0.00,1,,,,United States of America
"871491 -- Frames and forks, and parts thereof","50,018,648",4.70,4.70,3,,,,United States of America
871492 -- Wheel rims and spokes,"9,820,335",4.70,4.70,2,,,,United States of America
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels","2,164,165",4.70,4.70,2,,,,United States of America
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","2,930,062",4.70,4.70,3,,,,United States of America
871495 -- Saddles,"357,727",4.70,4.70,1,,,,United States of America
"871496 -- Pedals and crank-gear, and parts thereof","2,972,736",4.70,4.70,3,,,,United States of America
871499 -- Other,"36,574,459",4.70,4.70,4,,,,United States of America
871500 Baby carriages and parts thereof.,"1,608,644",2.70,2.70,2,,,,United States of America
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping","14,320,914",2.70,2.70,5,,,,United States of America
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,"963,638",2.70,2.70,1,,,,United States of America
871631 -- Tanker trailers and tanker semi-trailers,"3,473,997",2.70,2.70,1,,,,United States of America
871639 -- Other,"4,491,936",2.70,2.70,5,,,,United States of America
871640 - Other trailers and semi-trailers,"4,757,765",2.70,2.70,1,,,,United States of America
871680 - Other vehicles,"11,107,550",1.70,1.70,1,,,,United States of America
871690 - Parts,"23,775,767",1.70,1.70,4,,,,United States of America
,2009,"3,299,538,113",6.30,6.30,188,,,,United States of America
870110 - Pedestrian controlled tractors,"3,265,450",3.00,3.00,1,,,,United States of America
870120 - Road tractors for semi-trailers,"2,475,296",16.00,16.00,2,,,,United States of America
870130 - Track-laying tractors,"11,594,596",0.00,0.00,1,,,,United States of America
870190 - Other,"722,564,535",0.88,0.88,8,,,,United States of America
870210 - With compression-ignition internal combustion piston engine (diesel or semi-diesel),"681,862",13.00,13.00,4,,,,United States of America
870290 - Other,"805,553",12.40,12.40,5,,,,United States of America
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,"49,176,505",7.50,7.50,2,,,,United States of America
"870321 -- Of a cylinder capacity not exceeding 1,000 cc","49,765,571",10.00,10.00,2,,,,United States of America
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","4,744,273",10.00,10.00,2,,,,United States of America
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","196,620,297",10.00,10.00,3,,,,United States of America
"870324 -- Of a cylinder capacity exceeding 3,000 cc","467,082,688",10.00,10.00,2,,,,United States of America
"870331 -- Of a cylinder capacity not exceeding 1,500 cc","2,094,794",10.00,10.00,2,,,,United States of America
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","38,253,841",10.00,10.00,3,,,,United States of America
"870333 -- Of a cylinder capacity exceeding 2,500 cc","122,246,423",10.00,10.00,3,,,,United States of America
870390 - Other,"4,071,672",10.00,10.00,2,,,,United States of America
870410 - Dumpers designed for off-highway use,"103,396,273",0.00,0.00,2,,,,United States of America
870421 -- g.v.w. not exceeding 5 tonnes,"24,151,520",13.50,13.50,5,,,,United States of America
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,"2,847,331",15.83,15.83,3,,,,United States of America
870423 -- g.v.w. exceeding 20 tonnes,"1,314,195",15.83,15.83,3,,,,United States of America
870431 -- g.v.w. not exceeding 5 tonnes,"15,339,704",13.50,13.50,5,,,,United States of America
870432 -- g.v.w. exceeding 5 tonnes,"269,210",15.83,15.83,3,,,,United States of America
870490 - Other,"2,243,271",10.00,10.00,1,,,,United States of America
870510 - Crane lorries,"1,846,492",3.70,3.70,1,,,,United States of America
870520 - Mobile drilling derricks,"4,992,575",3.70,3.70,1,,,,United States of America
870530 - Fire fighting vehicles,"4,812,227",3.70,3.70,1,,,,United States of America
870540 - Concrete-mixer lorries,,3.70,3.70,1,,,,United States of America
870590 - Other,"22,626,948",3.70,3.70,3,,,,United States of America
