Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
"170410 - Chewing gum, whether or not sugar-coated","251,277",44.00,44.00,1,,,,China
170490 - Other,"22,293",44.00,44.00,1,,,,China
,1998,"2,795,696",33.75,33.75,16,,,,China
170111 - - Cane sugar,"2,652,803",40.00,40.00,1,,,,China
170112 - - Beet sugar,,40.00,40.00,1,,,,China
170191 - - Containing added flavouring or colouring matter,,40.00,40.00,1,,,,China
170199 - - Other,,40.00,40.00,1,,,,China
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,20.00,20.00,1,,,,China
170219 - - Other,,20.00,20.00,1,,,,China
170220 - Maple sugar and maple syrup,,40.00,40.00,1,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,40.00,40.00,1,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","7,274",40.00,40.00,1,,,,China
170250 - Chemically pure fructose,,40.00,40.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,40.00,40.00,1,,,,China
"170290 - Other, including invert sugar",,40.00,40.00,1,,,,China
170310 - Cane molasses,,10.00,10.00,1,,,,China
170390 - Other,,10.00,10.00,1,,,,China
"170410 - Chewing gum, whether or not sugar-coated","111,041",40.00,40.00,1,,,,China
170490 - Other,"24,577",40.00,40.00,1,,,,China
,1997,"92,867",33.13,33.13,16,,,,China
170111 - - Cane sugar,,0.00,0.00,1,,,,China
170112 - - Beet sugar,,0.00,0.00,1,,,,China
170191 - - Containing added flavouring or colouring matter,,45.00,45.00,1,,,,China
170199 - - Other,,45.00,45.00,1,,,,China
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,25.00,25.00,1,,,,China
170219 - - Other,,25.00,25.00,1,,,,China
170220 - Maple sugar and maple syrup,,45.00,45.00,1,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,45.00,45.00,1,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,45.00,45.00,1,,,,China
170250 - Chemically pure fructose,,45.00,45.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,45.00,45.00,1,,,,China
"170290 - Other, including invert sugar",,45.00,45.00,1,,,,China
170310 - Cane molasses,,15.00,15.00,1,,,,China
170390 - Other,"10,159",15.00,15.00,1,,,,China
"170410 - Chewing gum, whether or not sugar-coated","82,403",45.00,45.00,1,,,,China
170490 - Other,306,45.00,45.00,1,,,,China
,1996,"19,417",36.75,36.75,16,,,,China
170111 - - Cane sugar,,0.00,0.00,1,,,,China
170112 - - Beet sugar,,0.00,0.00,1,,,,China
170191 - - Containing added flavouring or colouring matter,,52.00,52.00,1,,,,China
170199 - - Other,,52.00,52.00,1,,,,China
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","19,417",22.00,22.00,1,,,,China
170219 - - Other,,22.00,22.00,1,,,,China
170220 - Maple sugar and maple syrup,,52.00,52.00,1,,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,52.00,52.00,1,,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,52.00,52.00,1,,,,China
170250 - Chemically pure fructose,,52.00,52.00,1,,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,52.00,52.00,1,,,,China
"170290 - Other, including invert sugar",,52.00,52.00,1,,,,China
170310 - Cane molasses,,12.00,12.00,1,,,,China
170390 - Other,,12.00,12.00,1,,,,China
"170410 - Chewing gum, whether or not sugar-coated",,52.00,52.00,1,,,,China
170490 - Other,,52.00,52.00,1,,,,China
