Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
"880211 -- Of an unladen weight not exceeding 2,000 kg","542,469",7.50,7.50,1,,,,Japan
"880212 -- Of an unladen weight exceeding 2,000 kg","2,136,595",2.70,2.70,1,,,,Japan
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Japan
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,656,967",2.70,2.70,1,,,,Japan
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","99,068,737",2.70,2.70,1,,,,Japan
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Japan
880310 - Propellers and rotors and parts thereof,"405,478",2.70,2.70,1,,,,Japan
880320 - Under-carriages and parts thereof,"13,793,005",2.70,2.70,1,,,,Japan
880330 - Other parts of aeroplanes or helicopters,"27,360,398",2.70,2.70,1,,,,Japan
880390 - Other,"335,167",1.95,1.95,4,,,,Japan
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"113,949",2.70,2.70,1,,,,Japan
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Japan
880521 -- Air combat simulators and parts thereof,"10,708",1.70,1.70,1,,,,Japan
880529 -- Other,"180,042",1.70,1.70,1,,,,Japan
,2007,"48,044,988",3.07,3.07,21,,,,Japan
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","1,063,179",3.20,3.20,2,,,,Japan
"880211 -- Of an unladen weight not exceeding 2,000 kg","1,014,472",7.50,7.50,1,,,,Japan
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,Japan
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","21,873",7.70,7.70,1,,,,Japan
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,Japan
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","9,400,095",2.70,2.70,1,,,,Japan
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"3,769",4.20,4.20,2,,,,Japan
880310 - Propellers and rotors and parts thereof,"952,977",2.70,2.70,1,,,,Japan
880320 - Under-carriages and parts thereof,"9,172,345",2.70,2.70,1,,,,Japan
880330 - Other parts of aeroplanes or helicopters,"23,576,794",2.70,2.70,1,,,,Japan
880390 - Other,"2,753,732",1.95,1.95,4,,,,Japan
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"7,963",2.70,2.70,1,,,,Japan
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,"8,963",2.20,2.20,2,,,,Japan
880521 -- Air combat simulators and parts thereof,"7,291",1.70,1.70,1,,,,Japan
880529 -- Other,"61,535",1.70,1.70,1,,,,Japan
,2006,"43,516,345",3.10,3.10,22,,,,Japan
880110 - Gliders and hang gliders,,3.70,3.70,1,,,,Japan
880190 - Other,"1,332,731",3.20,3.20,2,,,,Japan
"880211 -- Of an unladen weight not exceeding 2,000 kg","25,991",7.50,7.50,1,,,,Japan
"880212 -- Of an unladen weight exceeding 2,000 kg","13,447",2.70,2.70,1,,,,Japan
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,Japan
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","239,368",2.70,2.70,1,,,,Japan
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,Japan
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,"6,404",4.20,4.20,2,,,,Japan
880310 - Propellers and rotors and parts thereof,"431,449",2.70,2.70,1,,,,Japan
880320 - Under-carriages and parts thereof,"9,443,568",2.70,2.70,1,,,,Japan
880330 - Other parts of airplanes or helicopters,"30,731,676",2.70,2.70,1,,,,Japan
880390 - Other,"912,984",1.95,1.95,4,,,,Japan
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"185,992",2.70,2.70,1,,,,Japan
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,"9,455",2.20,2.20,2,,,,Japan
880521 -- Air combat simulators and parts thereof,"70,389",1.70,1.70,1,,,,Japan
880529 -- Other,"112,891",1.70,1.70,1,,,,Japan
,2005,"16,523,587",2.01,2.01,34,,,,Japan
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Japan
880190 - Other,"1,243,913",2.13,2.13,3,,,,Japan
"880211 -- Of an unladen weight not exceeding 2,000 kg","307,641",3.75,3.75,2,,,,Japan
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Japan
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","101,257",3.85,3.85,2,,,,Japan
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Japan
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Japan
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Japan
880310 - Propellers and rotors and parts thereof,"139,240",1.35,1.35,2,,,,Japan
880320 - Under-carriages and parts thereof,"3,787,961",1.35,1.35,2,,,,Japan
880330 - Other parts of airplanes or helicopters,"10,444,666",1.35,1.35,2,,,,Japan
880390 - Other,"245,797",1.56,1.56,5,,,,Japan
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"187,013",2.70,2.70,1,,,,Japan
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Japan
880521 -- Air combat simulators and parts thereof,"2,650",1.70,1.70,1,,,,Japan
880529 -- Other,"63,449",0.85,0.85,2,,,,Japan
,2004,"16,124,666",2.06,2.06,34,,,,Japan
880110 - Gliders and hang gliders,"6,020",1.85,1.85,2,,,,Japan
880190 - Other,"1,280,371",2.13,2.13,3,,,,Japan
"880211 -- Of an unladen weight not exceeding 2,000 kg","559,369",3.75,3.75,2,,,,Japan
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Japan
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","78,017",3.85,3.85,2,,,,Japan
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Japan
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Japan
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Japan
880310 - Propellers and rotors and parts thereof,"83,030",1.35,1.35,2,,,,Japan
880320 - Under-carriages and parts thereof,"5,728,422",1.35,1.35,2,,,,Japan
880330 - Other parts of airplanes or helicopters,"7,239,524",1.35,1.35,2,,,,Japan
880390 - Other,"940,065",1.96,1.96,5,,,,Japan
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"48,462",2.70,2.70,1,,,,Japan
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Japan
880521 -- Air combat simulators and parts thereof,"30,401",1.70,1.70,1,,,,Japan
880529 -- Other,"130,983",0.85,0.85,2,,,,Japan
,2003,"29,737,765",2.01,2.01,34,,,,Japan
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Japan
880190 - Other,"1,489,632",2.13,2.13,3,,,,Japan
"880211 -- Of an unladen weight not exceeding 2,000 kg","863,072",3.75,3.75,2,,,,Japan
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,Japan
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Japan
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,090,861",1.35,1.35,2,,,,Japan
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Japan
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,79,4.20,4.20,2,,,,Japan
880310 - Propellers and rotors and parts thereof,"379,597",1.35,1.35,2,,,,Japan
880320 - Under-carriages and parts thereof,"17,080,158",1.35,1.35,2,,,,Japan
880330 - Other parts of airplanes or helicopters,"8,635,490",1.35,1.35,2,,,,Japan
880390 - Other,"47,114",1.56,1.56,5,,,,Japan
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"47,488",2.70,2.70,1,,,,Japan
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Japan
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,Japan
880529 -- Other,"104,274",0.85,0.85,2,,,,Japan
,2002,"54,336,536",2.01,2.01,34,,,,Japan
880110 - Gliders and hang gliders,"8,039",1.85,1.85,2,,,,Japan
880190 - Other,"943,833",2.13,2.13,3,,,,Japan
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Japan
"880212 -- Of an unladen weight exceeding 2,000 kg","4,023,779",1.35,1.35,2,,,,Japan
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Japan
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Japan
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Japan
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Japan
880310 - Propellers and rotors and parts thereof,"66,762",1.35,1.35,2,,,,Japan
880320 - Under-carriages and parts thereof,"40,639,881",1.35,1.35,2,,,,Japan
880330 - Other parts of airplanes or helicopters,"8,283,717",1.35,1.35,2,,,,Japan
880390 - Other,"239,687",1.56,1.56,5,,,,Japan
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"43,061",2.70,2.70,1,,,,Japan
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Japan
880521 -- Air combat simulators and parts thereof,"12,030",1.70,1.70,1,,,,Japan
880529 -- Other,"75,747",0.85,0.85,2,,,,Japan
,2001,"27,405,086",2.02,2.02,33,,,,Japan
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Japan
880190 - Other,"778,419",2.13,2.13,3,,,,Japan
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Japan
"880212 - - Of an unladen weight exceeding 2,000 kg","3,626,641",1.35,1.35,2,,,,Japan
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Japan
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Japan
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Japan
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Japan
880310 - Propellers and rotors and parts thereof,"51,563",1.35,1.35,2,,,,Japan
880320 - Under-carriages and parts thereof,"14,393,848",1.35,1.35,2,,,,Japan
880330 - Other parts of aeroplanes or helicopters,"7,734,790",1.35,1.35,2,,,,Japan
880390 - Other,"600,618",1.56,1.56,5,,,,Japan
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,"150,819",2.70,2.70,1,,,,Japan
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Japan
880520 - Ground flying trainers and parts thereof,"68,389",0.85,0.85,2,,,,Japan
,2000,"32,211,597",2.02,2.02,33,,,,Japan
