Importer,Year,Value,Ad val. duties,Number of lines,Yemen
,(US$),Simple average,MFN duties,Pref. duties,Yemen
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Yemen
950710 - Fishing rods,,3.70,3.70,1,,,,Yemen
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Yemen
950730 - Fishing reels,,3.70,3.70,1,,,,Yemen
950790 - Other,14,3.70,3.70,1,,,,Yemen
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Yemen
950890 - Other,,1.70,1.70,1,,,,Yemen
,2006,"6,077",1.89,1.89,79,,,,Yemen
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,Yemen
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Yemen
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,Yemen
950299 -- Other,,0.00,0.00,1,,,,Yemen
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,Yemen
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.00,0.00,2,,,,Yemen
950330 - Other construction sets and constructional toys,,1.57,1.57,3,,,,Yemen
950341 -- Stuffed,,4.70,4.70,1,,,,Yemen
950349 -- Other,,0.00,0.00,3,,,,Yemen
950350 - Toy musical instruments and apparatus,,0.00,0.00,1,,,,Yemen
950360 - Puzzles,,2.35,2.35,2,,,,Yemen
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Yemen
"950380 - Other toys and models, incorporating a motor",,2.35,2.35,2,,,,Yemen
950390 - Other,,1.76,1.76,8,,,,Yemen
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Yemen
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,Yemen
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,0.00,0.00,4,,,,Yemen
950440 - Playing cards,,2.70,2.70,1,,,,Yemen
950490 - Other,,0.00,0.00,2,,,,Yemen
950510 - Articles for Christmas festivities,,1.35,1.35,2,,,,Yemen
950590 - Other,,2.70,2.70,1,,,,Yemen
950611 -- Skis,,3.70,3.70,4,,,,Yemen
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Yemen
950619 -- Other,,2.70,2.70,1,,,,Yemen
950621 -- Sailboards,,2.70,2.70,1,,,,Yemen
950629 -- Other,"6,077",2.70,2.70,1,,,,Yemen
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Yemen
950632 -- Balls,,2.70,2.70,1,,,,Yemen
950639 -- Other,,2.70,2.70,2,,,,Yemen
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Yemen
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Yemen
950659 -- Other,,2.70,2.70,1,,,,Yemen
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Yemen
950662 -- Inflatable,,2.70,2.70,2,,,,Yemen
950669 -- Other,,1.35,1.35,2,,,,Yemen
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Yemen
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Yemen
950699 -- Other,,1.35,1.35,2,,,,Yemen
950710 - Fishing rods,,3.70,3.70,1,,,,Yemen
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Yemen
950730 - Fishing reels,,3.70,3.70,1,,,,Yemen
950790 - Other,,3.70,3.70,1,,,,Yemen
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Yemen
950890 - Other,,1.70,1.70,1,,,,Yemen
,2005,,1.89,1.89,79,,,,Yemen
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,Yemen
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Yemen
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,Yemen
950299 -- Other,,0.00,0.00,1,,,,Yemen
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,Yemen
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.00,0.00,2,,,,Yemen
950330 - Other construction sets and constructional toys,,1.57,1.57,3,,,,Yemen
950341 -- Stuffed,,4.70,4.70,1,,,,Yemen
950349 -- Other,,0.00,0.00,3,,,,Yemen
950350 - Toy musical instruments and apparatus,,0.00,0.00,1,,,,Yemen
950360 - Puzzles,,2.35,2.35,2,,,,Yemen
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Yemen
"950380 - Other toys and models, incorporating a motor",,2.35,2.35,2,,,,Yemen
950390 - Other,,1.76,1.76,8,,,,Yemen
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Yemen
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,Yemen
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,0.00,0.00,4,,,,Yemen
950440 - Playing cards,,2.70,2.70,1,,,,Yemen
950490 - Other,,0.00,0.00,2,,,,Yemen
950510 - Articles for Christmas festivities,,1.35,1.35,2,,,,Yemen
950590 - Other,,2.70,2.70,1,,,,Yemen
950611 -- Skis,,3.70,3.70,4,,,,Yemen
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Yemen
950619 -- Other,,2.70,2.70,1,,,,Yemen
950621 -- Sailboards,,2.70,2.70,1,,,,Yemen
950629 -- Other,,2.70,2.70,1,,,,Yemen
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Yemen
950632 -- Balls,,2.70,2.70,1,,,,Yemen
950639 -- Other,,2.70,2.70,2,,,,Yemen
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Yemen
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Yemen
950659 -- Other,,2.70,2.70,1,,,,Yemen
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Yemen
950662 -- Inflatable,,2.70,2.70,2,,,,Yemen
950669 -- Other,,1.35,1.35,2,,,,Yemen
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Yemen
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Yemen
950699 -- Other,,1.35,1.35,2,,,,Yemen
950710 - Fishing rods,,3.70,3.70,1,,,,Yemen
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Yemen
950730 - Fishing reels,,3.70,3.70,1,,,,Yemen
950790 - Other,,3.70,3.70,1,,,,Yemen
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Yemen
950890 - Other,,1.70,1.70,1,,,,Yemen
,2004,124,1.89,1.89,79,,,,Yemen
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,Yemen
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Yemen
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,Yemen
950299 -- Other,,0.00,0.00,1,,,,Yemen
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,Yemen
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.00,0.00,2,,,,Yemen
950330 - Other construction sets and constructional toys,,1.57,1.57,3,,,,Yemen
950341 -- Stuffed,,4.70,4.70,1,,,,Yemen
950349 -- Other,,0.00,0.00,3,,,,Yemen
950350 - Toy musical instruments and apparatus,,0.00,0.00,1,,,,Yemen
950360 - Puzzles,,2.35,2.35,2,,,,Yemen
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Yemen
"950380 - Other toys and models, incorporating a motor",,2.35,2.35,2,,,,Yemen
950390 - Other,,1.76,1.76,8,,,,Yemen
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Yemen
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,Yemen
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,0.00,0.00,4,,,,Yemen
950440 - Playing cards,,2.70,2.70,1,,,,Yemen
950490 - Other,,0.00,0.00,2,,,,Yemen
950510 - Articles for Christmas festivities,124,1.35,1.35,2,,,,Yemen
950590 - Other,,2.70,2.70,1,,,,Yemen
950611 -- Skis,,3.70,3.70,4,,,,Yemen
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Yemen
950619 -- Other,,2.70,2.70,1,,,,Yemen
950621 -- Sailboards,,2.70,2.70,1,,,,Yemen
950629 -- Other,,2.70,2.70,1,,,,Yemen
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Yemen
950632 -- Balls,,2.70,2.70,1,,,,Yemen
950639 -- Other,,2.70,2.70,2,,,,Yemen
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Yemen
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Yemen
950659 -- Other,,2.70,2.70,1,,,,Yemen
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Yemen
950662 -- Inflatable,,2.70,2.70,2,,,,Yemen
950669 -- Other,,1.35,1.35,2,,,,Yemen
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Yemen
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Yemen
950699 -- Other,,1.35,1.35,2,,,,Yemen
950710 - Fishing rods,,3.70,3.70,1,,,,Yemen
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Yemen
950730 - Fishing reels,,3.70,3.70,1,,,,Yemen
950790 - Other,,3.70,3.70,1,,,,Yemen
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Yemen
950890 - Other,,1.70,1.70,1,,,,Yemen
,2003,"1,618",2.19,2.19,79,,,,Yemen
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,1.10,1.10,2,,,,Yemen
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Yemen
"950291 -- Garments and accessories therefor, footwear and headgear",,0.70,0.70,1,,,,Yemen
950299 -- Other,,0.70,0.70,1,,,,Yemen
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.80,0.80,2,,,,Yemen
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.80,0.80,2,,,,Yemen
950330 - Other construction sets and constructional toys,,2.17,2.17,3,,,,Yemen
950341 -- Stuffed,,4.70,4.70,1,,,,Yemen
950349 -- Other,,0.87,0.87,3,,,,Yemen
950350 - Toy musical instruments and apparatus,,0.80,0.80,1,,,,Yemen
950360 - Puzzles,,2.85,2.85,2,,,,Yemen
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Yemen
"950380 - Other toys and models, incorporating a motor",,2.75,2.75,2,,,,Yemen
950390 - Other,,2.26,2.26,8,,,,Yemen
950410 - Video games of a kind used with a television receiver,,0.60,0.60,1,,,,Yemen
950420 - Articles and accessories for billiards,,0.60,0.60,2,,,,Yemen
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","1,482",0.60,0.60,4,,,,Yemen
950440 - Playing cards,,2.70,2.70,1,,,,Yemen
950490 - Other,,0.60,0.60,2,,,,Yemen
950510 - Articles for Christmas festivities,136,1.65,1.65,2,,,,Yemen
950590 - Other,,2.70,2.70,1,,,,Yemen
950611 -- Skis,,3.70,3.70,4,,,,Yemen
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Yemen
950619 -- Other,,2.70,2.70,1,,,,Yemen
950621 -- Sailboards,,2.70,2.70,1,,,,Yemen
950629 -- Other,,2.70,2.70,1,,,,Yemen
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Yemen
950632 -- Balls,,2.70,2.70,1,,,,Yemen
950639 -- Other,,2.70,2.70,2,,,,Yemen
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Yemen
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Yemen
950659 -- Other,,2.70,2.70,1,,,,Yemen
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Yemen
950662 -- Inflatable,,2.70,2.70,2,,,,Yemen
950669 -- Other,,1.35,1.35,2,,,,Yemen
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Yemen
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Yemen
950699 -- Other,,1.35,1.35,2,,,,Yemen
950710 - Fishing rods,,3.70,3.70,1,,,,Yemen
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Yemen
950730 - Fishing reels,,3.70,3.70,1,,,,Yemen
950790 - Other,,3.70,3.70,1,,,,Yemen
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Yemen
950890 - Other,,1.70,1.70,1,,,,Yemen
,2002,,2.48,2.48,79,,,,Yemen
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,2.10,2.10,2,,,,Yemen
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Yemen
"950291 -- Garments and accessories therefor, footwear and headgear",,1.40,1.40,1,,,,Yemen
950299 -- Other,,1.40,1.40,1,,,,Yemen
"950310 - Electric trains, including tracks, signals and other accessories therefor",,1.60,1.60,2,,,,Yemen
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,1.60,1.60,2,,,,Yemen
950330 - Other construction sets and constructional toys,,2.73,2.73,3,,,,Yemen
950341 -- Stuffed,,4.70,4.70,1,,,,Yemen
950349 -- Other,,1.70,1.70,3,,,,Yemen
950350 - Toy musical instruments and apparatus,,1.60,1.60,1,,,,Yemen
950360 - Puzzles,,3.30,3.30,2,,,,Yemen
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Yemen
"950380 - Other toys and models, incorporating a motor",,3.15,3.15,2,,,,Yemen
950390 - Other,,2.76,2.76,8,,,,Yemen
950410 - Video games of a kind used with a television receiver,,1.10,1.10,1,,,,Yemen
950420 - Articles and accessories for billiards,,1.10,1.10,2,,,,Yemen
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,1.10,1.10,4,,,,Yemen
950440 - Playing cards,,2.70,2.70,1,,,,Yemen
950490 - Other,,1.10,1.10,2,,,,Yemen
950510 - Articles for Christmas festivities,,1.95,1.95,2,,,,Yemen
950590 - Other,,2.70,2.70,1,,,,Yemen
950611 -- Skis,,3.70,3.70,4,,,,Yemen
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Yemen
950619 -- Other,,2.70,2.70,1,,,,Yemen
950621 -- Sailboards,,2.70,2.70,1,,,,Yemen
950629 -- Other,,2.70,2.70,1,,,,Yemen
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Yemen
950632 -- Balls,,2.70,2.70,1,,,,Yemen
950639 -- Other,,2.70,2.70,2,,,,Yemen
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Yemen
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Yemen
950659 -- Other,,2.70,2.70,1,,,,Yemen
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Yemen
950662 -- Inflatable,,2.70,2.70,2,,,,Yemen
950669 -- Other,,1.35,1.35,2,,,,Yemen
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Yemen
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Yemen
950699 -- Other,,1.35,1.35,2,,,,Yemen
950710 - Fishing rods,,3.70,3.70,1,,,,Yemen
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Yemen
950730 - Fishing reels,,3.70,3.70,1,,,,Yemen
950790 - Other,,3.70,3.70,1,,,,Yemen
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Yemen
950890 - Other,,1.70,1.70,1,,,,Yemen
,2001,,2.79,2.79,78,,,,Yemen
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,3.20,3.20,2,,,,Yemen
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Yemen
"950291 - - Garments and accessories therefor, footwear and headgear",,2.10,2.10,1,,,,Yemen
950299 - - Other,,2.10,2.10,1,,,,Yemen
"950310 - Electric trains, including tracks, signals and other accessories therefor",,2.40,2.40,2,,,,Yemen
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,2.40,2.40,2,,,,Yemen
950330 - Other construction sets and constructional toys,,3.30,3.30,3,,,,Yemen
950341 - - Stuffed,,4.70,4.70,1,,,,Yemen
950349 - - Other,,2.53,2.53,3,,,,Yemen
950350 - Toy musical instruments and apparatus,,2.40,2.40,1,,,,Yemen
950360 - Puzzles,,3.75,3.75,2,,,,Yemen
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Yemen
"950380 - Other toys and models, incorporating a motor",,3.55,3.55,2,,,,Yemen
950390 - Other,,3.26,3.26,8,,,,Yemen
950410 - Video games of a kind used with a television receiver,,1.70,1.70,1,,,,Yemen
950420 - Articles and accessories for billiards,,1.70,1.70,2,,,,Yemen
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,1.70,1.70,4,,,,Yemen
950440 - Playing cards,,2.70,2.70,1,,,,Yemen
950490 - Other,,1.70,1.70,2,,,,Yemen
950510 - Articles for Christmas festivities,,2.30,2.30,2,,,,Yemen
950590 - Other,,2.70,2.70,1,,,,Yemen
950611 - - Skis,,3.70,3.70,4,,,,Yemen
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Yemen
950619 - - Other,,2.70,2.70,1,,,,Yemen
950621 - - Sailboards,,2.70,2.70,1,,,,Yemen
950629 - - Other,,2.70,2.70,1,,,,Yemen
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Yemen
950632 - - Balls,,2.70,2.70,1,,,,Yemen
950639 - - Other,,2.70,2.70,2,,,,Yemen
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Yemen
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Yemen
950659 - - Other,,2.70,2.70,1,,,,Yemen
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Yemen
950662 - - Inflatable,,2.70,2.70,2,,,,Yemen
950669 - - Other,,1.35,1.35,2,,,,Yemen
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Yemen
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Yemen
950699 - - Other,,1.35,1.35,2,,,,Yemen
950710 - Fishing rods,,3.70,3.70,1,,,,Yemen
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Yemen
950730 - Fishing reels,,3.70,3.70,1,,,,Yemen
950790 - Other,,3.70,3.70,1,,,,Yemen
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,1.70,1.70,1,,,,Yemen
,2000,,3.07,3.07,76,,,,Yemen
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,4.20,4.20,2,,,,Yemen
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Yemen
"950291 - - Garments and accessories therefor, footwear and headgear",,2.80,2.80,1,,,,Yemen
950299 - - Other,,2.80,2.80,1,,,,Yemen
"950310 - Electric trains, including tracks, signals and other accessories therefor",,3.20,3.20,2,,,,Yemen
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,3.20,3.20,2,,,,Yemen
950330 - Other construction sets and constructional toys,,3.87,3.87,3,,,,Yemen
950341 - - Stuffed,,4.70,4.70,1,,,,Yemen
950349 - - Other,,3.37,3.37,3,,,,Yemen
950350 - Toy musical instruments and apparatus,,3.20,3.20,1,,,,Yemen
950360 - Puzzles,,4.20,4.20,2,,,,Yemen
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Yemen
"950380 - Other toys and models, incorporating a motor",,3.95,3.95,2,,,,Yemen
950390 - Other,,3.76,3.76,8,,,,Yemen
950410 - Video games of a kind used with a television receiver,,2.20,2.20,1,,,,Yemen
950420 - Articles and accessories for billiards,,2.20,2.20,2,,,,Yemen
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,2.20,2.20,4,,,,Yemen
950440 - Playing cards,,2.70,2.70,1,,,,Yemen
950490 - Other,,2.20,2.20,2,,,,Yemen
950510 - Articles for Christmas festivities,,2.60,2.60,2,,,,Yemen
950590 - Other,,2.70,2.70,1,,,,Yemen
950611 - - Skis,,3.70,3.70,3,,,,Yemen
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Yemen
950619 - - Other,,2.70,2.70,1,,,,Yemen
950621 - - Sailboards,,2.70,2.70,1,,,,Yemen
950629 - - Other,,2.70,2.70,1,,,,Yemen
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Yemen
950632 - - Balls,,2.70,2.70,1,,,,Yemen
950639 - - Other,,2.70,2.70,2,,,,Yemen
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Yemen
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Yemen
950659 - - Other,,2.70,2.70,1,,,,Yemen
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Yemen
950662 - - Inflatable,,2.70,2.70,2,,,,Yemen
950669 - - Other,,1.35,1.35,2,,,,Yemen
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Yemen
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,1,,,,Yemen
950699 - - Other,,1.35,1.35,2,,,,Yemen
950710 - Fishing rods,,3.70,3.70,1,,,,Yemen
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Yemen
950730 - Fishing reels,,3.70,3.70,1,,,,Yemen
950790 - Other,,3.70,3.70,1,,,,Yemen
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,1.70,1.70,1,,,,Yemen
,1999,,3.38,3.38,76,,,,Yemen
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,5.30,5.30,2,,,,Yemen
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Yemen
"950291 - - Garments and accessories therefor, footwear and headgear",,3.50,3.50,1,,,,Yemen
950299 - - Other,,3.50,3.50,1,,,,Yemen
"950310 - Electric trains, including tracks, signals and other accessories therefor",,4.00,4.00,2,,,,Yemen
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,4.00,4.00,2,,,,Yemen
950330 - Other construction sets and constructional toys,,4.40,4.40,3,,,,Yemen
950341 - - Stuffed,,4.70,4.70,1,,,,Yemen
950349 - - Other,,4.17,4.17,3,,,,Yemen
950350 - Toy musical instruments and apparatus,,4.00,4.00,1,,,,Yemen
950360 - Puzzles,,4.60,4.60,2,,,,Yemen
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Yemen
"950380 - Other toys and models, incorporating a motor",,4.35,4.35,2,,,,Yemen
950390 - Other,,4.26,4.26,8,,,,Yemen
950410 - Video games of a kind used with a television receiver,,2.80,2.80,1,,,,Yemen
950420 - Articles and accessories for billiards,,2.80,2.80,2,,,,Yemen
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,2.80,2.80,4,,,,Yemen
950440 - Playing cards,,2.70,2.70,1,,,,Yemen
950490 - Other,,2.80,2.80,2,,,,Yemen
950510 - Articles for Christmas festivities,,2.90,2.90,2,,,,Yemen
950590 - Other,,2.70,2.70,1,,,,Yemen
950611 - - Skis,,3.70,3.70,3,,,,Yemen
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Yemen
950619 - - Other,,2.70,2.70,1,,,,Yemen
950621 - - Sailboards,,2.70,2.70,1,,,,Yemen
950629 - - Other,,2.70,2.70,1,,,,Yemen
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Yemen
950632 - - Balls,,2.70,2.70,1,,,,Yemen
950639 - - Other,,2.70,2.70,2,,,,Yemen
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Yemen
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Yemen
950659 - - Other,,2.70,2.70,1,,,,Yemen
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Yemen
950662 - - Inflatable,,2.70,2.70,2,,,,Yemen
950669 - - Other,,1.35,1.35,2,,,,Yemen
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Yemen
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,1,,,,Yemen
950699 - - Other,,1.35,1.35,2,,,,Yemen
950710 - Fishing rods,,3.70,3.70,1,,,,Yemen
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Yemen
950730 - Fishing reels,,3.70,3.70,1,,,,Yemen
950790 - Other,,3.70,3.70,1,,,,Yemen
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,1.70,1.70,1,,,,Yemen
,1998,"4,432",4.04,4.04,75,,,,Yemen
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,6.30,6.30,2,,,,Yemen
"950210 - Dolls, whether or not dressed",,5.40,5.40,2,,,,Yemen
"950291 - - Garments and accessories therefor, footwear and headgear",,4.10,4.10,1,,,,Yemen
950299 - - Other,,4.10,4.10,1,,,,Yemen
"950310 - Electric trains, including tracks, signals and other accessories therefor",,4.80,4.80,2,,,,Yemen
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,4.80,4.80,2,,,,Yemen
950330 - Other construction sets and constructional toys,,5.20,5.20,3,,,,Yemen
950341 - - Stuffed,,5.40,5.40,1,,,,Yemen
950349 - - Other,,5.00,5.00,3,,,,Yemen
950350 - Toy musical instruments and apparatus,,4.80,4.80,1,,,,Yemen
950360 - Puzzles,,5.40,5.40,2,,,,Yemen
"950370 - Other toys, put up in sets or outfits",,5.40,5.40,1,,,,Yemen
"950380 - Other toys and models, incorporating a motor",,5.10,5.10,2,,,,Yemen
950390 - Other,"4,432",5.03,5.03,8,,,,Yemen
950410 - Video games of a kind used with a television receiver,,3.40,3.40,1,,,,Yemen
950420 - Articles and accessories for billiards,,3.40,3.40,2,,,,Yemen
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,3.40,3.40,4,,,,Yemen
950440 - Playing cards,,3.20,3.20,1,,,,Yemen
950490 - Other,,3.40,3.40,2,,,,Yemen
950510 - Articles for Christmas festivities,,3.55,3.55,2,,,,Yemen
950590 - Other,,3.40,3.40,1,,,,Yemen
950611 - - Skis,,4.20,4.20,2,,,,Yemen
950612 - - Ski-fastenings (ski-bindings),,4.20,4.20,1,,,,Yemen
950619 - - Other,,3.40,3.40,1,,,,Yemen
950621 - - Sailboards,,3.40,3.40,1,,,,Yemen
950629 - - Other,,3.40,3.40,1,,,,Yemen
"950631 - - Clubs, complete",,3.40,3.40,1,,,,Yemen
950632 - - Balls,,3.40,3.40,1,,,,Yemen
950639 - - Other,,3.40,3.40,2,,,,Yemen
950640 - Articles and equipment for table-tennis,,3.25,3.25,2,,,,Yemen
