Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
081110 - Strawberries,"293,442",17.60,17.60,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","1,219,950",14.67,14.67,7,1,,,Ukraine
081190 - Other,"45,816,657",10.75,5.20,10,2,8,2,Ukraine
081210 - Cherries,,8.80,5.30,1,,1,,Ukraine
081290 - Other,,7.16,3.76,5,,5,,Ukraine
081310 - Apricots,"1,541",5.60,2.10,1,,1,,Ukraine
081320 - Prunes,"1,368",9.60,6.10,1,,1,,Ukraine
081330 - Apples,,3.20,0.00,1,,1,,Ukraine
081340 - Other fruit,"369,163",3.28,1.00,5,,4,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,"1,952",6.86,3.01,7,,7,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,1.60,0.00,1,,1,,Ukraine
,2012,"102,034,254",7.14,4.49,124,16,82,2,Ukraine
080111 -- Desiccated,,0.00,0.00,1,,,,Ukraine
080112 -- In the inner shell (endocarp),,0.00,0.00,1,,,,Ukraine
080119 -- Other,,0.00,0.00,1,,,,Ukraine
080121 -- In shell,,0.00,0.00,1,,,,Ukraine
080122 -- Shelled,,0.00,0.00,1,,,,Ukraine
080131 -- In shell,,0.00,0.00,1,,,,Ukraine
080132 -- Shelled,,0.00,0.00,1,,,,Ukraine
080211 -- In shell,,2.80,1.05,2,,1,,Ukraine
080212 -- Shelled,,1.75,0.00,2,,1,,Ukraine
080221 -- In shell,,3.20,0.00,1,,1,,Ukraine
080222 -- Shelled,"57,211",3.20,0.00,1,,1,,Ukraine
080231 -- In shell,"2,527,596",4.00,0.00,1,,1,,Ukraine
080232 -- Shelled,"41,108,033",5.10,1.60,1,,1,,Ukraine
080241 -- In shell,,5.60,2.10,1,,1,,Ukraine
080242 -- Shelled,,5.60,2.10,1,,1,,Ukraine
080251 -- In shell,,1.60,0.00,1,,1,,Ukraine
080252 -- Shelled,"114,512",1.60,0.00,1,,1,,Ukraine
080261 -- In shell,,2.00,0.00,1,,1,,Ukraine
080262 -- Shelled,,2.00,0.00,1,,1,,Ukraine
080270 - Kola nuts (Cola spp.),,0.00,0.00,1,,,,Ukraine
080280 - Areca nuts,,0.00,0.00,1,,,,Ukraine
080290 - Other,"53,303",1.33,0.00,3,,2,,Ukraine
080310 - Plantains,,16.00,12.50,2,,2,,Ukraine
080390 - Other,,16.00,12.50,2,1,1,,Ukraine
080410 - Dates,,7.70,4.20,1,,1,,Ukraine
080420 - Figs,,6.80,3.30,2,,2,,Ukraine
080430 - Pineapples,,5.80,2.30,1,,1,,Ukraine
080440 - Avocados,,4.00,0.00,1,,1,,Ukraine
"080450 - Guavas, mangoes and mangosteens",,0.00,0.00,1,,,,Ukraine
080510 - Oranges,,16.00,16.00,2,1,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Ukraine
"080540 - Grapefruit, including pomelos",810,1.50,0.00,1,,1,,Ukraine
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","10,990",12.80,8.90,2,1,1,,Ukraine
080590 - Other,,12.80,9.30,1,,1,,Ukraine
080610 - Fresh,,12.95,9.45,2,,2,,Ukraine
080620 - Dried,,2.40,0.00,3,,3,,Ukraine
080711 -- Watermelons,"1,820,938",8.80,5.30,1,,1,,Ukraine
080719 -- Other,"251,620",8.80,5.30,1,,1,,Ukraine
080720 - Papaws (papayas),,0.00,0.00,1,,,,Ukraine
080810 - Apples,"246,504",,,2,2,,,Ukraine
080830 - Pears,,,,2,2,,,Ukraine
080840 - Quinces,,7.20,3.70,1,,1,,Ukraine
080910 - Apricots,,20.00,16.50,1,,1,,Ukraine
080921 -- Sour cherries (Prunus cerasus),,12.00,8.50,1,,1,,Ukraine
080929 -- Other,,12.00,8.50,1,,1,,Ukraine
"080930 - Peaches, including nectarines",,17.60,14.10,2,,2,,Ukraine
080940 - Plums and sloes,,9.20,5.65,2,,2,,Ukraine
081010 - Strawberries,,11.20,7.70,1,,1,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,5.70,2,,2,,Ukraine
"081030 - Black, white or red currants and gooseberries",,9.07,5.57,3,,3,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","2,344,280",4.00,1.53,4,,3,,Ukraine
081050 - Kiwifruit,,8.80,5.30,1,,1,,Ukraine
081060 - Durians,,8.80,5.30,1,,1,,Ukraine
081070 - Persimmons,,8.80,5.30,1,,1,,Ukraine
081090 - Other,,4.40,2.65,2,,1,,Ukraine
081110 - Strawberries,"137,752",17.60,17.60,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","1,167,635",14.67,14.67,7,1,,,Ukraine
081190 - Other,"51,920,617",10.75,5.20,10,2,8,2,Ukraine
081210 - Cherries,,8.80,5.30,1,,1,,Ukraine
081290 - Other,,7.16,3.76,5,,5,,Ukraine
081310 - Apricots,,5.60,2.10,1,,1,,Ukraine
081320 - Prunes,,9.60,6.10,1,,1,,Ukraine
081330 - Apples,"3,882",3.20,0.00,1,,1,,Ukraine
081340 - Other fruit,"268,563",3.28,1.00,5,,4,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,9,6.86,3.01,7,,7,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,1.60,0.00,1,,1,,Ukraine
,2011,"120,545,237",7.06,4.40,117,24,80,10,Ukraine
080111 -- Desiccated,,0.00,0.00,1,,,,Ukraine
080119 -- Other,,0.00,0.00,1,,,,Ukraine
080121 -- In shell,,0.00,0.00,1,,,,Ukraine
080122 -- Shelled,,0.00,0.00,1,,,,Ukraine
080131 -- In shell,,0.00,0.00,1,,,,Ukraine
080132 -- Shelled,,0.00,0.00,1,,,,Ukraine
080211 -- In shell,,2.80,1.05,2,,1,,Ukraine
080212 -- Shelled,,1.75,0.00,2,,1,,Ukraine
080221 -- In shell,"60,524",3.20,0.00,1,,1,,Ukraine
080222 -- Shelled,"185,136",3.20,0.00,1,,1,,Ukraine
080231 -- In shell,"2,483,342",4.00,0.00,1,,1,,Ukraine
080232 -- Shelled,"44,594,279",5.10,1.60,1,,1,,Ukraine
080240 - Chestnuts (Castanea spp.),,5.60,2.10,1,,1,,Ukraine
080250 - Pistachios,,1.60,0.00,1,,1,,Ukraine
080260 - Macadamia nuts,,2.00,0.00,1,,1,,Ukraine
080290 - Other,,1.33,0.00,3,,2,,Ukraine
"080300 Bananas, including plantains, fresh or dried.",,16.00,12.50,3,1,2,,Ukraine
080410 - Dates,,7.70,4.20,1,,1,,Ukraine
080420 - Figs,,6.80,3.30,2,,2,,Ukraine
080430 - Pineapples,"3,104",5.80,2.30,1,,1,,Ukraine
080440 - Avocados,,4.37,0.53,1,,1,,Ukraine
"080450 - Guavas, mangoes and mangosteens",,0.00,0.00,1,,,,Ukraine
080510 - Oranges,,14.67,14.67,2,1,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Ukraine
"080540 - Grapefruit, including pomelos",,1.80,0.00,1,,1,,Ukraine
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,12.80,8.90,2,1,1,,Ukraine
080590 - Other,,12.80,9.30,1,,1,,Ukraine
080610 - Fresh,348,15.47,15.47,2,1,2,2,Ukraine
080620 - Dried,390,2.40,0.00,3,,3,,Ukraine
080711 -- Watermelons,"2,491,722",8.80,5.30,1,,1,,Ukraine
080719 -- Other,"113,532",8.80,5.30,1,,1,,Ukraine
080720 - Papaws (papayas),,0.00,0.00,1,,,,Ukraine
080810 - Apples,"154,874",,,2,2,,,Ukraine
080820 - Pears and quinces,,7.20,3.70,3,2,1,,Ukraine
080910 - Apricots,,,,1,1,1,1,Ukraine
080920 - Cherries,,,,2,2,2,2,Ukraine
"080930 - Peaches, including nectarines",,,,2,2,2,2,Ukraine
080940 - Plums and sloes,,12.00,8.40,2,1,2,1,Ukraine
081010 - Strawberries,,,7.70,1,1,1,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,5.70,2,,2,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","2,347,664",4.00,1.53,4,,3,,Ukraine
081050 - Kiwifruit,,8.53,5.03,1,,1,,Ukraine
081060 - Durians,,8.80,5.30,1,,1,,Ukraine
081090 - Other,"41,468",7.20,4.40,5,,4,,Ukraine
081110 - Strawberries,"397,249",17.60,17.60,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","354,501",14.67,14.67,7,1,,,Ukraine
081190 - Other,"66,981,258",12.65,6.25,10,2,10,2,Ukraine
081210 - Cherries,,8.80,5.30,1,,1,,Ukraine
081290 - Other,"8,923",8.10,4.68,6,,6,,Ukraine
081310 - Apricots,,5.60,2.10,1,,1,,Ukraine
081320 - Prunes,"1,503",9.60,6.10,1,,1,,Ukraine
081330 - Apples,"60,176",3.20,0.00,1,,1,,Ukraine
081340 - Other fruit,"265,246",3.28,1.00,5,,4,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,,6.86,3.01,7,,7,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,1.60,0.00,1,,1,,Ukraine
,2010,"83,257,738",7.06,7.06,117,24,,,Ukraine
080111 -- Desiccated,,0.00,0.00,1,,,,Ukraine
080119 -- Other,,0.00,0.00,1,,,,Ukraine
080121 -- In shell,,0.00,0.00,1,,,,Ukraine
080122 -- Shelled,,0.00,0.00,1,,,,Ukraine
080131 -- In shell,,0.00,0.00,1,,,,Ukraine
080132 -- Shelled,,0.00,0.00,1,,,,Ukraine
080211 -- In shell,,2.80,2.80,2,,,,Ukraine
080212 -- Shelled,,1.75,1.75,2,,,,Ukraine
080221 -- In shell,,3.20,3.20,1,,,,Ukraine
080222 -- Shelled,,3.20,3.20,1,,,,Ukraine
080231 -- In shell,"1,182,432",4.00,4.00,1,,,,Ukraine
080232 -- Shelled,"21,392,516",5.10,5.10,1,,,,Ukraine
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Ukraine
080250 - Pistachios,,1.60,1.60,1,,,,Ukraine
080260 - Macadamia nuts,,2.00,2.00,1,,,,Ukraine
080290 - Other,,1.33,1.33,3,,,,Ukraine
"080300 Bananas, including plantains, fresh or dried.",,16.00,16.00,3,1,,,Ukraine
080410 - Dates,,7.70,7.70,1,,,,Ukraine
080420 - Figs,,6.80,6.80,2,,,,Ukraine
080430 - Pineapples,,5.80,5.80,1,,,,Ukraine
080440 - Avocados,,4.37,4.37,1,,,,Ukraine
"080450 - Guavas, mangoes and mangosteens",,0.00,0.00,1,,,,Ukraine
080510 - Oranges,,14.67,14.67,2,1,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Ukraine
"080540 - Grapefruit, including pomelos",,1.80,1.80,1,,,,Ukraine
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,12.80,12.80,2,1,,,Ukraine
080590 - Other,,12.80,12.80,1,,,,Ukraine
080610 - Fresh,,15.47,15.47,2,1,,,Ukraine
080620 - Dried,,2.40,2.40,3,,,,Ukraine
080711 -- Watermelons,"4,439,451",8.80,8.80,1,,,,Ukraine
080719 -- Other,"12,157",8.80,8.80,1,,,,Ukraine
080720 - Papaws (papayas),,0.00,0.00,1,,,,Ukraine
080810 - Apples,"119,777",,,2,2,,,Ukraine
080820 - Pears and quinces,"9,956",7.20,7.20,3,2,,,Ukraine
080910 - Apricots,,,,1,1,,,Ukraine
080920 - Cherries,"2,373",,,2,2,,,Ukraine
"080930 - Peaches, including nectarines","10,142",,,2,2,,,Ukraine
080940 - Plums and sloes,,12.00,12.00,2,1,,,Ukraine
081010 - Strawberries,,,,1,1,,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,9.20,2,,,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","1,903,095",4.00,4.00,4,,,,Ukraine
081050 - Kiwifruit,,8.53,8.53,1,,,,Ukraine
081060 - Durians,,8.80,8.80,1,,,,Ukraine
081090 - Other,,7.20,7.20,5,,,,Ukraine
081110 - Strawberries,"462,987",17.60,17.60,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","870,561",14.67,14.67,7,1,,,Ukraine
081190 - Other,"52,425,032",12.65,12.65,10,2,,,Ukraine
081210 - Cherries,,8.80,8.80,1,,,,Ukraine
081290 - Other,,8.10,8.10,6,,,,Ukraine
081310 - Apricots,,5.60,5.60,1,,,,Ukraine
081320 - Prunes,,9.60,9.60,1,,,,Ukraine
081330 - Apples,"22,391",3.20,3.20,1,,,,Ukraine
081340 - Other fruit,"388,298",3.28,3.28,5,,,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,"16,571",6.86,6.86,7,,,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,1.60,1.60,1,,,,Ukraine
,2009,"57,519,027",7.06,7.06,117,24,,,Ukraine
080111 -- Desiccated,,0.00,0.00,1,,,,Ukraine
080119 -- Other,,0.00,0.00,1,,,,Ukraine
080121 -- In shell,,0.00,0.00,1,,,,Ukraine
080122 -- Shelled,,0.00,0.00,1,,,,Ukraine
080131 -- In shell,,0.00,0.00,1,,,,Ukraine
080132 -- Shelled,,0.00,0.00,1,,,,Ukraine
080211 -- In shell,,2.80,2.80,2,,,,Ukraine
080212 -- Shelled,"89,895",1.75,1.75,2,,,,Ukraine
080221 -- In shell,"7,127",3.20,3.20,1,,,,Ukraine
080222 -- Shelled,,3.20,3.20,1,,,,Ukraine
080231 -- In shell,"655,430",4.00,4.00,1,,,,Ukraine
080232 -- Shelled,"13,687,591",5.10,5.10,1,,,,Ukraine
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Ukraine
080250 - Pistachios,,1.60,1.60,1,,,,Ukraine
080260 - Macadamia nuts,,2.00,2.00,1,,,,Ukraine
080290 - Other,"2,511",1.33,1.33,3,,,,Ukraine
"080300 Bananas, including plantains, fresh or dried.",,16.00,16.00,3,1,,,Ukraine
080410 - Dates,,7.70,7.70,1,,,,Ukraine
080420 - Figs,,6.80,6.80,2,,,,Ukraine
080430 - Pineapples,,5.80,5.80,1,,,,Ukraine
080440 - Avocados,14,4.37,4.37,1,,,,Ukraine
"080450 - Guavas, mangoes and mangosteens",,0.00,0.00,1,,,,Ukraine
080510 - Oranges,,14.67,14.67,2,1,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Ukraine
"080540 - Grapefruit, including pomelos",,1.80,1.80,1,,,,Ukraine
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,12.80,12.80,2,1,,,Ukraine
080590 - Other,,12.80,12.80,1,,,,Ukraine
080610 - Fresh,,15.47,15.47,2,1,,,Ukraine
080620 - Dried,,2.40,2.40,3,,,,Ukraine
080711 -- Watermelons,"2,688,519",8.80,8.80,1,,,,Ukraine
080719 -- Other,"314,848",8.80,8.80,1,,,,Ukraine
080720 - Papaws (papayas),,0.00,0.00,1,,,,Ukraine
080810 - Apples,"69,935",,,2,2,,,Ukraine
080820 - Pears and quinces,,7.20,7.20,3,2,,,Ukraine
080910 - Apricots,,,,1,1,,,Ukraine
080920 - Cherries,,,,2,2,,,Ukraine
"080930 - Peaches, including nectarines",,,,2,2,,,Ukraine
080940 - Plums and sloes,,12.00,12.00,2,1,,,Ukraine
081010 - Strawberries,"11,117",,,1,1,,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries",,9.20,9.20,2,,,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","1,009,403",4.00,4.00,4,,,,Ukraine
081050 - Kiwifruit,,8.53,8.53,1,,,,Ukraine
081060 - Durians,,8.80,8.80,1,,,,Ukraine
081090 - Other,"12,344",7.20,7.20,5,,,,Ukraine
081110 - Strawberries,"245,401",17.60,17.60,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","958,130",14.67,14.67,7,1,,,Ukraine
081190 - Other,"37,189,259",12.65,12.65,10,2,,,Ukraine
081210 - Cherries,,8.80,8.80,1,,,,Ukraine
081290 - Other,14,8.10,8.10,6,,,,Ukraine
081310 - Apricots,,5.60,5.60,1,,,,Ukraine
081320 - Prunes,"1,730",9.60,9.60,1,,,,Ukraine
081330 - Apples,"20,587",3.20,3.20,1,,,,Ukraine
081340 - Other fruit,"520,093",3.28,3.28,5,,,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,"35,079",6.86,6.86,7,,,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,1.60,1.60,1,,,,Ukraine
,2008,"86,650,104",7.06,7.06,117,24,,,Ukraine
080111 -- Desiccated,,0.00,0.00,1,,,,Ukraine
080119 -- Other,,0.00,0.00,1,,,,Ukraine
080121 -- In shell,,0.00,0.00,1,,,,Ukraine
080122 -- Shelled,,0.00,0.00,1,,,,Ukraine
080131 -- In shell,,0.00,0.00,1,,,,Ukraine
080132 -- Shelled,,0.00,0.00,1,,,,Ukraine
080211 -- In shell,,2.80,2.80,2,,,,Ukraine
080212 -- Shelled,"2,124",1.75,1.75,2,,,,Ukraine
080221 -- In shell,,3.20,3.20,1,,,,Ukraine
080222 -- Shelled,"5,068",3.20,3.20,1,,,,Ukraine
080231 -- In shell,"675,856",4.00,4.00,1,,,,Ukraine
080232 -- Shelled,"34,077,533",5.10,5.10,1,,,,Ukraine
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Ukraine
080250 - Pistachios,,1.60,1.60,1,,,,Ukraine
080260 - Macadamia nuts,,2.00,2.00,1,,,,Ukraine
080290 - Other,,1.33,1.33,3,,,,Ukraine
"080300 Bananas, including plantains, fresh or dried.",,16.00,16.00,3,1,,,Ukraine
080410 - Dates,,7.70,7.70,1,,,,Ukraine
080420 - Figs,,6.80,6.80,2,,,,Ukraine
080430 - Pineapples,,5.80,5.80,1,,,,Ukraine
080440 - Avocados,,4.37,4.37,1,,,,Ukraine
"080450 - Guavas, mangoes and mangosteens",,0.00,0.00,1,,,,Ukraine
080510 - Oranges,,14.67,14.67,2,1,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","14,165",,,5,5,,,Ukraine
"080540 - Grapefruit, including pomelos",,1.80,1.80,1,,,,Ukraine
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,12.80,12.80,2,1,,,Ukraine
080590 - Other,,12.80,12.80,1,,,,Ukraine
080610 - Fresh,,15.47,15.47,2,1,,,Ukraine
080620 - Dried,,2.40,2.40,3,,,,Ukraine
080711 -- Watermelons,"735,826",8.80,8.80,1,,,,Ukraine
080719 -- Other,"59,325",8.80,8.80,1,,,,Ukraine
080720 - Papaws (papayas),,0.00,0.00,1,,,,Ukraine
080810 - Apples,"159,256",,,2,2,,,Ukraine
080820 - Pears and quinces,,7.20,7.20,3,2,,,Ukraine
080910 - Apricots,,,,1,1,,,Ukraine
080920 - Cherries,,,,2,2,,,Ukraine
"080930 - Peaches, including nectarines",,,,2,2,,,Ukraine
080940 - Plums and sloes,"7,427",12.00,12.00,2,1,,,Ukraine
081010 - Strawberries,,,,1,1,,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries",396,9.20,9.20,2,,,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","1,571,729",4.00,4.00,4,,,,Ukraine
081050 - Kiwifruit,,8.53,8.53,1,,,,Ukraine
081060 - Durians,,8.80,8.80,1,,,,Ukraine
081090 - Other,"8,408",7.20,7.20,5,,,,Ukraine
081110 - Strawberries,"316,769",17.60,17.60,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","1,131,446",14.67,14.67,7,1,,,Ukraine
081190 - Other,"47,119,669",12.65,12.65,10,2,,,Ukraine
081210 - Cherries,,8.80,8.80,1,,,,Ukraine
081290 - Other,"76,244",8.10,8.10,6,,,,Ukraine
081310 - Apricots,,5.60,5.60,1,,,,Ukraine
081320 - Prunes,"68,832",9.60,9.60,1,,,,Ukraine
081330 - Apples,"43,271",3.20,3.20,1,,,,Ukraine
081340 - Other fruit,"576,761",3.28,3.28,5,,,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,,6.86,6.86,7,,,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,1.60,1.60,1,,,,Ukraine
,2007,"103,358,272",6.91,6.91,119,24,,,Ukraine
080111 -- Desiccated,69,0.00,0.00,1,,,,Ukraine
080119 -- Other,,0.00,0.00,1,,,,Ukraine
080121 -- In shell,,0.00,0.00,1,,,,Ukraine
080122 -- Shelled,,0.00,0.00,1,,,,Ukraine
080131 -- In shell,,0.00,0.00,1,,,,Ukraine
080132 -- Shelled,,0.00,0.00,1,,,,Ukraine
080211 -- In shell,,2.80,2.80,2,,,,Ukraine
080212 -- Shelled,,1.75,1.75,2,,,,Ukraine
080221 -- In shell,,3.20,3.20,1,,,,Ukraine
080222 -- Shelled,,3.20,3.20,1,,,,Ukraine
080231 -- In shell,"2,574,758",4.00,4.00,1,,,,Ukraine
080232 -- Shelled,"24,242,857",5.10,5.10,1,,,,Ukraine
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Ukraine
080250 - Pistachios,,1.60,1.60,1,,,,Ukraine
080260 - Macadamia nuts,,2.00,2.00,1,,,,Ukraine
080290 - Other,,1.33,1.33,3,,,,Ukraine
"080300 Bananas, including plantains, fresh or dried.",,16.00,16.00,3,1,,,Ukraine
080410 - Dates,,7.70,7.70,1,,,,Ukraine
080420 - Figs,,6.80,6.80,2,,,,Ukraine
080430 - Pineapples,"42,938",5.80,5.80,1,,,,Ukraine
080440 - Avocados,,4.37,4.37,1,,,,Ukraine
"080450 - Guavas, mangoes and mangosteens",,0.00,0.00,1,,,,Ukraine
080510 - Oranges,,14.67,14.67,2,1,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Ukraine
"080540 - Grapefruit, including pomelos",,1.80,1.80,1,,,,Ukraine
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,12.80,12.80,2,1,,,Ukraine
080590 - Other,,12.80,12.80,1,,,,Ukraine
080610 - Fresh,"45,199",15.47,15.47,2,1,,,Ukraine
080620 - Dried,,2.40,2.40,3,,,,Ukraine
080711 -- Watermelons,"1,159,827",8.80,8.80,1,,,,Ukraine
080719 -- Other,"13,993",8.80,8.80,1,,,,Ukraine
080720 - Papaws (papayas),,0.00,0.00,1,,,,Ukraine
080810 - Apples,"5,059,077",,,2,2,,,Ukraine
080820 - Pears and quinces,,7.20,7.20,3,2,,,Ukraine
080910 - Apricots,,,,1,1,,,Ukraine
080920 - Cherries,,,,2,2,,,Ukraine
"080930 - Peaches, including nectarines",,,,2,2,,,Ukraine
080940 - Plums and sloes,,12.00,12.00,2,1,,,Ukraine
081010 - Strawberries,,,,1,1,,,Ukraine
"081020 - Raspberries, blackberries, mulberries and loganberries","28,890",9.20,9.20,2,,,,Ukraine
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","1,919,865",4.00,4.00,4,,,,Ukraine
081050 - Kiwifruit,,8.53,8.53,1,,,,Ukraine
081060 - Durians,,8.80,8.80,1,,,,Ukraine
081090 - Other,"74,309",6.00,6.00,6,,,,Ukraine
081110 - Strawberries,"160,020",17.60,17.60,3,1,,,Ukraine
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","1,617,752",14.67,14.67,7,1,,,Ukraine
081190 - Other,"66,118,032",12.65,12.65,10,2,,,Ukraine
081210 - Cherries,,8.80,8.80,1,,,,Ukraine
081290 - Other,"57,917",8.10,8.10,6,,,,Ukraine
081310 - Apricots,,5.60,5.60,1,,,,Ukraine
081320 - Prunes,,9.60,9.60,1,,,,Ukraine
081330 - Apples,"153,537",3.20,3.20,1,,,,Ukraine
081340 - Other fruit,"89,233",2.73,2.73,6,,,,Ukraine
081350 - Mixtures of nuts or dried fruits of this Chapter,,6.86,6.86,7,,,,Ukraine
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,1.60,1.60,1,,,,Ukraine
,2006,"96,242,680",6.91,6.91,119,24,,,Ukraine
080111 -- Dessicated,113,0.00,0.00,1,,,,Ukraine
080119 -- Other,,0.00,0.00,1,,,,Ukraine
080121 -- In shell,,0.00,0.00,1,,,,Ukraine
080122 -- Shelled,,0.00,0.00,1,,,,Ukraine
080131 -- In shell,,0.00,0.00,1,,,,Ukraine
080132 -- Shelled,,0.00,0.00,1,,,,Ukraine
080211 -- In shell,,2.80,2.80,2,,,,Ukraine
080212 -- Shelled,"117,173",1.75,1.75,2,,,,Ukraine
080221 -- In shell,151,3.20,3.20,1,,,,Ukraine
080222 -- Shelled,226,3.20,3.20,1,,,,Ukraine
080231 -- In shell,"409,062",4.00,4.00,1,,,,Ukraine
080232 -- Shelled,"27,643,377",5.10,5.10,1,,,,Ukraine
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,Ukraine
080250 - Pistachios,,1.60,1.60,1,,,,Ukraine
080290 - Other,,1.50,1.50,4,,,,Ukraine
"080300 Bananas, including plantains, fresh or dried.",,16.00,16.00,3,1,,,Ukraine
080410 - Dates,213,7.70,7.70,1,,,,Ukraine
080420 - Figs,13,6.80,6.80,2,,,,Ukraine
080430 - Pineapples,,5.80,5.80,1,,,,Ukraine
080440 - Avocados,,4.37,4.37,1,,,,Ukraine
"080450 - Guavas, mangoes and mangosteens","2,825",0.00,0.00,1,,,,Ukraine
080510 - Oranges,,14.67,14.67,2,1,,,Ukraine
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,Ukraine
080540 - Grapefruit,,1.80,1.80,1,,,,Ukraine
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,12.80,12.80,2,1,,,Ukraine
080590 - Other,,12.80,12.80,1,,,,Ukraine
080610 - Fresh,100,15.47,15.47,2,1,,,Ukraine
080620 - Dried,,2.40,2.40,3,,,,Ukraine
080711 -- Watermelons,"1,163,740",8.80,8.80,1,,,,Ukraine
080719 -- Other,"287,959",8.80,8.80,1,,,,Ukraine
080720 - Papaws (papayas),276,0.00,0.00,1,,,,Ukraine
080810 - Apples,,,,2,2,,,Ukraine
080820 - Pears and quinces,,7.20,7.20,3,2,,,Ukraine
080910 - Apricots,,,,1,1,,,Ukraine
080920 - Cherries,"4,093",,,2,2,,,Ukraine
"080930 - Peaches, including nectarines",,,,2,2,,,Ukraine
