Importer,Year,Value,Ad val. duties,Number of lines,Cambodia
,(US$),Simple average,MFN duties,Pref. duties,Cambodia
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Cambodia
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","86,931",0.00,0.00,4,,,,Cambodia
950440 - Playing cards,,2.70,2.70,1,,,,Cambodia
950490 - Other,,0.00,0.00,2,,,,Cambodia
950510 - Articles for Christmas festivities,"1,096",1.35,1.35,2,,,,Cambodia
950590 - Other,,2.70,2.70,1,,,,Cambodia
950611 -- Skis,,3.70,3.70,4,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Cambodia
950619 -- Other,,2.70,2.70,1,,,,Cambodia
950621 -- Sailboards,,2.70,2.70,1,,,,Cambodia
950629 -- Other,,2.70,2.70,1,,,,Cambodia
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Cambodia
950632 -- Balls,,2.70,2.70,1,,,,Cambodia
950639 -- Other,,2.70,2.70,2,,,,Cambodia
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Cambodia
950659 -- Other,,2.70,2.70,1,,,,Cambodia
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Cambodia
950662 -- Inflatable,,2.70,2.70,2,,,,Cambodia
950669 -- Other,,1.35,1.35,2,,,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Cambodia
950699 -- Other,,1.35,1.35,2,,,,Cambodia
950710 - Fishing rods,,3.70,3.70,1,,,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Cambodia
950730 - Fishing reels,,3.70,3.70,1,,,,Cambodia
950790 - Other,,3.70,3.70,1,,,,Cambodia
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Cambodia
950890 - Other,,1.70,1.70,1,,,,Cambodia
,2006,"286,038",1.89,1.89,79,,,,Cambodia
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,Cambodia
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Cambodia
"950291 -- Garments and accessories therefor, footwear and headgear","249,061",0.00,0.00,1,,,,Cambodia
950299 -- Other,,0.00,0.00,1,,,,Cambodia
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,Cambodia
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.00,0.00,2,,,,Cambodia
950330 - Other construction sets and constructional toys,,1.57,1.57,3,,,,Cambodia
950341 -- Stuffed,13,4.70,4.70,1,,,,Cambodia
950349 -- Other,,0.00,0.00,3,,,,Cambodia
950350 - Toy musical instruments and apparatus,,0.00,0.00,1,,,,Cambodia
950360 - Puzzles,,2.35,2.35,2,,,,Cambodia
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Cambodia
"950380 - Other toys and models, incorporating a motor",,2.35,2.35,2,,,,Cambodia
950390 - Other,565,1.76,1.76,8,,,,Cambodia
950410 - Video games of a kind used with a television receiver,565,0.00,0.00,1,,,,Cambodia
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,Cambodia
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",201,0.00,0.00,4,,,,Cambodia
950440 - Playing cards,,2.70,2.70,1,,,,Cambodia
950490 - Other,,0.00,0.00,2,,,,Cambodia
950510 - Articles for Christmas festivities,741,1.35,1.35,2,,,,Cambodia
950590 - Other,314,2.70,2.70,1,,,,Cambodia
950611 -- Skis,"1,833",3.70,3.70,4,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Cambodia
950619 -- Other,,2.70,2.70,1,,,,Cambodia
950621 -- Sailboards,,2.70,2.70,1,,,,Cambodia
950629 -- Other,"23,090",2.70,2.70,1,,,,Cambodia
"950631 -- Clubs, complete","1,193",2.70,2.70,1,,,,Cambodia
950632 -- Balls,,2.70,2.70,1,,,,Cambodia
950639 -- Other,,2.70,2.70,2,,,,Cambodia
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Cambodia
950659 -- Other,,2.70,2.70,1,,,,Cambodia
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Cambodia
950662 -- Inflatable,"8,149",2.70,2.70,2,,,,Cambodia
950669 -- Other,,1.35,1.35,2,,,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Cambodia
950699 -- Other,314,1.35,1.35,2,,,,Cambodia
950710 - Fishing rods,,3.70,3.70,1,,,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Cambodia
950730 - Fishing reels,,3.70,3.70,1,,,,Cambodia
950790 - Other,,3.70,3.70,1,,,,Cambodia
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Cambodia
950890 - Other,,1.70,1.70,1,,,,Cambodia
,2005,"72,183",1.89,1.89,79,,,,Cambodia
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,Cambodia
"950210 - Dolls, whether or not dressed",647,4.70,4.70,2,,,,Cambodia
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,Cambodia
950299 -- Other,,0.00,0.00,1,,,,Cambodia
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,Cambodia
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",37,0.00,0.00,2,,,,Cambodia
950330 - Other construction sets and constructional toys,,1.57,1.57,3,,,,Cambodia
950341 -- Stuffed,,4.70,4.70,1,,,,Cambodia
950349 -- Other,"17,840",0.00,0.00,3,,,,Cambodia
950350 - Toy musical instruments and apparatus,,0.00,0.00,1,,,,Cambodia
950360 - Puzzles,,2.35,2.35,2,,,,Cambodia
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Cambodia
"950380 - Other toys and models, incorporating a motor",,2.35,2.35,2,,,,Cambodia
950390 - Other,100,1.76,1.76,8,,,,Cambodia
950410 - Video games of a kind used with a television receiver,187,0.00,0.00,1,,,,Cambodia
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,Cambodia
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,0.00,0.00,4,,,,Cambodia
950440 - Playing cards,,2.70,2.70,1,,,,Cambodia
950490 - Other,87,0.00,0.00,2,,,,Cambodia
950510 - Articles for Christmas festivities,50,1.35,1.35,2,,,,Cambodia
950590 - Other,,2.70,2.70,1,,,,Cambodia
950611 -- Skis,,3.70,3.70,4,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Cambodia
950619 -- Other,,2.70,2.70,1,,,,Cambodia
950621 -- Sailboards,,2.70,2.70,1,,,,Cambodia
950629 -- Other,,2.70,2.70,1,,,,Cambodia
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Cambodia
950632 -- Balls,,2.70,2.70,1,,,,Cambodia
950639 -- Other,,2.70,2.70,2,,,,Cambodia
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Cambodia
950659 -- Other,,2.70,2.70,1,,,,Cambodia
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Cambodia
950662 -- Inflatable,"35,469",2.70,2.70,2,,,,Cambodia
950669 -- Other,"5,574",1.35,1.35,2,,,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Cambodia
950699 -- Other,,1.35,1.35,2,,,,Cambodia
950710 - Fishing rods,,3.70,3.70,1,,,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Cambodia
950730 - Fishing reels,,3.70,3.70,1,,,,Cambodia
950790 - Other,,3.70,3.70,1,,,,Cambodia
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Cambodia
950890 - Other,"12,192",1.70,1.70,1,,,,Cambodia
,2004,"62,207",1.89,1.89,79,,,,Cambodia
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,0.00,0.00,2,,,,Cambodia
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Cambodia
"950291 -- Garments and accessories therefor, footwear and headgear",,0.00,0.00,1,,,,Cambodia
950299 -- Other,,0.00,0.00,1,,,,Cambodia
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.00,0.00,2,,,,Cambodia
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.00,0.00,2,,,,Cambodia
950330 - Other construction sets and constructional toys,"3,893",1.57,1.57,3,,,,Cambodia
950341 -- Stuffed,,4.70,4.70,1,,,,Cambodia
950349 -- Other,,0.00,0.00,3,,,,Cambodia
950350 - Toy musical instruments and apparatus,,0.00,0.00,1,,,,Cambodia
950360 - Puzzles,,2.35,2.35,2,,,,Cambodia
"950370 - Other toys, put up in sets or outfits","16,295",4.70,4.70,1,,,,Cambodia
"950380 - Other toys and models, incorporating a motor",,2.35,2.35,2,,,,Cambodia
950390 - Other,,1.76,1.76,8,,,,Cambodia
950410 - Video games of a kind used with a television receiver,,0.00,0.00,1,,,,Cambodia
950420 - Articles and accessories for billiards,,0.00,0.00,2,,,,Cambodia
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,0.00,0.00,4,,,,Cambodia
950440 - Playing cards,,2.70,2.70,1,,,,Cambodia
950490 - Other,37,0.00,0.00,2,,,,Cambodia
950510 - Articles for Christmas festivities,945,1.35,1.35,2,,,,Cambodia
950590 - Other,,2.70,2.70,1,,,,Cambodia
950611 -- Skis,,3.70,3.70,4,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Cambodia
950619 -- Other,,2.70,2.70,1,,,,Cambodia
950621 -- Sailboards,,2.70,2.70,1,,,,Cambodia
950629 -- Other,,2.70,2.70,1,,,,Cambodia
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Cambodia
950632 -- Balls,,2.70,2.70,1,,,,Cambodia
950639 -- Other,,2.70,2.70,2,,,,Cambodia
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Cambodia
950659 -- Other,,2.70,2.70,1,,,,Cambodia
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Cambodia
950662 -- Inflatable,"33,660",2.70,2.70,2,,,,Cambodia
950669 -- Other,,1.35,1.35,2,,,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Cambodia
950699 -- Other,"7,376",1.35,1.35,2,,,,Cambodia
950710 - Fishing rods,,3.70,3.70,1,,,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Cambodia
950730 - Fishing reels,,3.70,3.70,1,,,,Cambodia
950790 - Other,,3.70,3.70,1,,,,Cambodia
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Cambodia
950890 - Other,,1.70,1.70,1,,,,Cambodia
,2003,"121,887",2.19,2.19,79,,,,Cambodia
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,1.10,1.10,2,,,,Cambodia
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Cambodia
"950291 -- Garments and accessories therefor, footwear and headgear",,0.70,0.70,1,,,,Cambodia
950299 -- Other,,0.70,0.70,1,,,,Cambodia
"950310 - Electric trains, including tracks, signals and other accessories therefor",,0.80,0.80,2,,,,Cambodia
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,0.80,0.80,2,,,,Cambodia
950330 - Other construction sets and constructional toys,,2.17,2.17,3,,,,Cambodia
950341 -- Stuffed,,4.70,4.70,1,,,,Cambodia
950349 -- Other,,0.87,0.87,3,,,,Cambodia
950350 - Toy musical instruments and apparatus,,0.80,0.80,1,,,,Cambodia
950360 - Puzzles,,2.85,2.85,2,,,,Cambodia
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Cambodia
"950380 - Other toys and models, incorporating a motor",,2.75,2.75,2,,,,Cambodia
950390 - Other,,2.26,2.26,8,,,,Cambodia
950410 - Video games of a kind used with a television receiver,,0.60,0.60,1,,,,Cambodia
950420 - Articles and accessories for billiards,,0.60,0.60,2,,,,Cambodia
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,0.60,0.60,4,,,,Cambodia
950440 - Playing cards,,2.70,2.70,1,,,,Cambodia
950490 - Other,,0.60,0.60,2,,,,Cambodia
950510 - Articles for Christmas festivities,,1.65,1.65,2,,,,Cambodia
950590 - Other,,2.70,2.70,1,,,,Cambodia
950611 -- Skis,,3.70,3.70,4,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Cambodia
950619 -- Other,,2.70,2.70,1,,,,Cambodia
950621 -- Sailboards,,2.70,2.70,1,,,,Cambodia
950629 -- Other,,2.70,2.70,1,,,,Cambodia
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Cambodia
950632 -- Balls,,2.70,2.70,1,,,,Cambodia
950639 -- Other,,2.70,2.70,2,,,,Cambodia
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Cambodia
950659 -- Other,,2.70,2.70,1,,,,Cambodia
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Cambodia
950662 -- Inflatable,"121,887",2.70,2.70,2,,,,Cambodia
950669 -- Other,,1.35,1.35,2,,,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Cambodia
950699 -- Other,,1.35,1.35,2,,,,Cambodia
950710 - Fishing rods,,3.70,3.70,1,,,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Cambodia
950730 - Fishing reels,,3.70,3.70,1,,,,Cambodia
950790 - Other,,3.70,3.70,1,,,,Cambodia
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Cambodia
950890 - Other,,1.70,1.70,1,,,,Cambodia
,2002,"505,402",2.48,2.48,79,,,,Cambodia
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,2.10,2.10,2,,,,Cambodia
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Cambodia
"950291 -- Garments and accessories therefor, footwear and headgear",,1.40,1.40,1,,,,Cambodia
950299 -- Other,,1.40,1.40,1,,,,Cambodia
"950310 - Electric trains, including tracks, signals and other accessories therefor",,1.60,1.60,2,,,,Cambodia
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,1.60,1.60,2,,,,Cambodia
950330 - Other construction sets and constructional toys,,2.73,2.73,3,,,,Cambodia
950341 -- Stuffed,"2,166",4.70,4.70,1,,,,Cambodia
950349 -- Other,,1.70,1.70,3,,,,Cambodia
950350 - Toy musical instruments and apparatus,,1.60,1.60,1,,,,Cambodia
950360 - Puzzles,,3.30,3.30,2,,,,Cambodia
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Cambodia
"950380 - Other toys and models, incorporating a motor",,3.15,3.15,2,,,,Cambodia
950390 - Other,,2.76,2.76,8,,,,Cambodia
950410 - Video games of a kind used with a television receiver,,1.10,1.10,1,,,,Cambodia
950420 - Articles and accessories for billiards,,1.10,1.10,2,,,,Cambodia
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,1.10,1.10,4,,,,Cambodia
950440 - Playing cards,,2.70,2.70,1,,,,Cambodia
950490 - Other,,1.10,1.10,2,,,,Cambodia
950510 - Articles for Christmas festivities,,1.95,1.95,2,,,,Cambodia
950590 - Other,,2.70,2.70,1,,,,Cambodia
950611 -- Skis,,3.70,3.70,4,,,,Cambodia
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Cambodia
950619 -- Other,,2.70,2.70,1,,,,Cambodia
950621 -- Sailboards,,2.70,2.70,1,,,,Cambodia
950629 -- Other,,2.70,2.70,1,,,,Cambodia
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Cambodia
950632 -- Balls,,2.70,2.70,1,,,,Cambodia
950639 -- Other,,2.70,2.70,2,,,,Cambodia
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Cambodia
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Cambodia
950659 -- Other,,2.70,2.70,1,,,,Cambodia
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Cambodia
950662 -- Inflatable,"147,767",2.70,2.70,2,,,,Cambodia
950669 -- Other,,1.35,1.35,2,,,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached","355,412",1.80,1.80,3,,,,Cambodia
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Cambodia
950699 -- Other,57,1.35,1.35,2,,,,Cambodia
950710 - Fishing rods,,3.70,3.70,1,,,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Cambodia
950730 - Fishing reels,,3.70,3.70,1,,,,Cambodia
950790 - Other,,3.70,3.70,1,,,,Cambodia
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Cambodia
950890 - Other,,1.70,1.70,1,,,,Cambodia
,2001,"276,807",2.79,2.79,78,,,,Cambodia
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,3.20,3.20,2,,,,Cambodia
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Cambodia
"950291 - - Garments and accessories therefor, footwear and headgear",,2.10,2.10,1,,,,Cambodia
950299 - - Other,,2.10,2.10,1,,,,Cambodia
"950310 - Electric trains, including tracks, signals and other accessories therefor",,2.40,2.40,2,,,,Cambodia
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,2.40,2.40,2,,,,Cambodia
950330 - Other construction sets and constructional toys,,3.30,3.30,3,,,,Cambodia
950341 - - Stuffed,,4.70,4.70,1,,,,Cambodia
950349 - - Other,,2.53,2.53,3,,,,Cambodia
950350 - Toy musical instruments and apparatus,,2.40,2.40,1,,,,Cambodia
950360 - Puzzles,,3.75,3.75,2,,,,Cambodia
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Cambodia
"950380 - Other toys and models, incorporating a motor",,3.55,3.55,2,,,,Cambodia
950390 - Other,555,3.26,3.26,8,,,,Cambodia
950410 - Video games of a kind used with a television receiver,,1.70,1.70,1,,,,Cambodia
950420 - Articles and accessories for billiards,"1,307",1.70,1.70,2,,,,Cambodia
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,1.70,1.70,4,,,,Cambodia
950440 - Playing cards,,2.70,2.70,1,,,,Cambodia
950490 - Other,,1.70,1.70,2,,,,Cambodia
950510 - Articles for Christmas festivities,,2.30,2.30,2,,,,Cambodia
950590 - Other,,2.70,2.70,1,,,,Cambodia
950611 - - Skis,,3.70,3.70,4,,,,Cambodia
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Cambodia
950619 - - Other,,2.70,2.70,1,,,,Cambodia
950621 - - Sailboards,,2.70,2.70,1,,,,Cambodia
950629 - - Other,,2.70,2.70,1,,,,Cambodia
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Cambodia
950632 - - Balls,,2.70,2.70,1,,,,Cambodia
950639 - - Other,,2.70,2.70,2,,,,Cambodia
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Cambodia
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Cambodia
950659 - - Other,,2.70,2.70,1,,,,Cambodia
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Cambodia
950662 - - Inflatable,"3,278",2.70,2.70,2,,,,Cambodia
950669 - - Other,,1.35,1.35,2,,,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached","83,147",1.80,1.80,3,,,,Cambodia
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,2,,,,Cambodia
950699 - - Other,,1.35,1.35,2,,,,Cambodia
950710 - Fishing rods,,3.70,3.70,1,,,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Cambodia
950730 - Fishing reels,,3.70,3.70,1,,,,Cambodia
950790 - Other,,3.70,3.70,1,,,,Cambodia
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres","188,520",1.70,1.70,1,,,,Cambodia
,2000,"59,548",3.07,3.07,76,,,,Cambodia
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,4.20,4.20,2,,,,Cambodia
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Cambodia
"950291 - - Garments and accessories therefor, footwear and headgear",,2.80,2.80,1,,,,Cambodia
950299 - - Other,,2.80,2.80,1,,,,Cambodia
"950310 - Electric trains, including tracks, signals and other accessories therefor",,3.20,3.20,2,,,,Cambodia
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,3.20,3.20,2,,,,Cambodia
950330 - Other construction sets and constructional toys,,3.87,3.87,3,,,,Cambodia
950341 - - Stuffed,"4,978",4.70,4.70,1,,,,Cambodia
950349 - - Other,,3.37,3.37,3,,,,Cambodia
950350 - Toy musical instruments and apparatus,,3.20,3.20,1,,,,Cambodia
950360 - Puzzles,,4.20,4.20,2,,,,Cambodia
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Cambodia
"950380 - Other toys and models, incorporating a motor",,3.95,3.95,2,,,,Cambodia
950390 - Other,,3.76,3.76,8,,,,Cambodia
950410 - Video games of a kind used with a television receiver,,2.20,2.20,1,,,,Cambodia
950420 - Articles and accessories for billiards,,2.20,2.20,2,,,,Cambodia
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,2.20,2.20,4,,,,Cambodia
950440 - Playing cards,,2.70,2.70,1,,,,Cambodia
950490 - Other,,2.20,2.20,2,,,,Cambodia
950510 - Articles for Christmas festivities,,2.60,2.60,2,,,,Cambodia
950590 - Other,,2.70,2.70,1,,,,Cambodia
950611 - - Skis,,3.70,3.70,3,,,,Cambodia
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Cambodia
950619 - - Other,,2.70,2.70,1,,,,Cambodia
950621 - - Sailboards,,2.70,2.70,1,,,,Cambodia
950629 - - Other,,2.70,2.70,1,,,,Cambodia
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Cambodia
950632 - - Balls,,2.70,2.70,1,,,,Cambodia
950639 - - Other,,2.70,2.70,2,,,,Cambodia
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Cambodia
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Cambodia
950659 - - Other,,2.70,2.70,1,,,,Cambodia
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Cambodia
950662 - - Inflatable,,2.70,2.70,2,,,,Cambodia
950669 - - Other,,1.35,1.35,2,,,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Cambodia
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,1,,,,Cambodia
950699 - - Other,"54,569",1.35,1.35,2,,,,Cambodia
950710 - Fishing rods,,3.70,3.70,1,,,,Cambodia
"950720 - Fish-hooks, whether or not snelled",,2.70,2.70,2,,,,Cambodia
950730 - Fishing reels,,3.70,3.70,1,,,,Cambodia
950790 - Other,,3.70,3.70,1,,,,Cambodia
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,1.70,1.70,1,,,,Cambodia
,1999,"1,908",3.38,3.38,76,,,,Cambodia
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,5.30,5.30,2,,,,Cambodia
"950210 - Dolls, whether or not dressed",,4.70,4.70,2,,,,Cambodia
"950291 - - Garments and accessories therefor, footwear and headgear",,3.50,3.50,1,,,,Cambodia
950299 - - Other,,3.50,3.50,1,,,,Cambodia
"950310 - Electric trains, including tracks, signals and other accessories therefor",,4.00,4.00,2,,,,Cambodia
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,4.00,4.00,2,,,,Cambodia
950330 - Other construction sets and constructional toys,,4.40,4.40,3,,,,Cambodia
950341 - - Stuffed,,4.70,4.70,1,,,,Cambodia
950349 - - Other,,4.17,4.17,3,,,,Cambodia
950350 - Toy musical instruments and apparatus,,4.00,4.00,1,,,,Cambodia
950360 - Puzzles,,4.60,4.60,2,,,,Cambodia
"950370 - Other toys, put up in sets or outfits",,4.70,4.70,1,,,,Cambodia
"950380 - Other toys and models, incorporating a motor",,4.35,4.35,2,,,,Cambodia
950390 - Other,,4.26,4.26,8,,,,Cambodia
950410 - Video games of a kind used with a television receiver,,2.80,2.80,1,,,,Cambodia
950420 - Articles and accessories for billiards,,2.80,2.80,2,,,,Cambodia
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,2.80,2.80,4,,,,Cambodia
950440 - Playing cards,,2.70,2.70,1,,,,Cambodia
950490 - Other,,2.80,2.80,2,,,,Cambodia
950510 - Articles for Christmas festivities,"1,908",2.90,2.90,2,,,,Cambodia
950590 - Other,,2.70,2.70,1,,,,Cambodia
950611 - - Skis,,3.70,3.70,3,,,,Cambodia
950612 - - Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Cambodia
950619 - - Other,,2.70,2.70,1,,,,Cambodia
950621 - - Sailboards,,2.70,2.70,1,,,,Cambodia
950629 - - Other,,2.70,2.70,1,,,,Cambodia
"950631 - - Clubs, complete",,2.70,2.70,1,,,,Cambodia
950632 - - Balls,,2.70,2.70,1,,,,Cambodia
950639 - - Other,,2.70,2.70,2,,,,Cambodia
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Cambodia
"950651 - - Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Cambodia
950659 - - Other,,2.70,2.70,1,,,,Cambodia
950661 - - Lawn-tennis balls,,2.70,2.70,1,,,,Cambodia
950662 - - Inflatable,,2.70,2.70,2,,,,Cambodia
950669 - - Other,,1.35,1.35,2,,,,Cambodia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Cambodia
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,2.70,2.70,1,,,,Cambodia
950699 - - Other,,1.35,1.35,2,,,,Cambodia
950710 - Fishing rods,,3.70,3.70,1,,,,Cambodia
