Importer,Year,Value,Ad val. duties,Number of lines,Armenia
,(US$),Simple average,MFN duties,Pref. duties,Armenia
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Armenia
"950631 - - Clubs, complete",,3.40,3.40,1,,,,Armenia
950632 - - Balls,,3.40,3.40,1,,,,Armenia
950639 - - Other,,3.40,3.40,2,,,,Armenia
950640 - Articles and equipment for table-tennis,,3.25,3.25,2,,,,Armenia
"950651 - - Lawn-tennis rackets, whether or not strung",,5.20,5.20,1,,,,Armenia
950659 - - Other,,3.40,3.40,1,,,,Armenia
950661 - - Lawn-tennis balls,,3.40,3.40,1,,,,Armenia
950662 - - Inflatable,,3.40,3.40,2,,,,Armenia
950669 - - Other,,1.70,1.70,2,,,,Armenia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,2.27,2.27,3,,,,Armenia
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,3.40,3.40,1,,,,Armenia
950699 - - Other,,1.70,1.70,2,,,,Armenia
950710 - Fishing rods,,4.30,4.30,1,,,,Armenia
"950720 - Fish-hooks, whether or not snelled",,3.20,3.20,2,,,,Armenia
950730 - Fishing reels,,4.30,4.30,1,,,,Armenia
950790 - Other,,4.30,4.30,1,,,,Armenia
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,2.20,2.20,1,,,,Armenia
,1997,,4.65,4.65,75,,,,Armenia
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,7.40,7.40,2,,,,Armenia
"950210 - Dolls, whether or not dressed",,6.00,6.00,2,,,,Armenia
"950291 - - Garments and accessories therefor, footwear and headgear",,4.80,4.80,1,,,,Armenia
950299 - - Other,,4.80,4.80,1,,,,Armenia
"950310 - Electric trains, including tracks, signals and other accessories therefor",,5.60,5.60,2,,,,Armenia
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,5.60,5.60,2,,,,Armenia
950330 - Other construction sets and constructional toys,,5.97,5.97,3,,,,Armenia
950341 - - Stuffed,,6.00,6.00,1,,,,Armenia
950349 - - Other,,5.83,5.83,3,,,,Armenia
950350 - Toy musical instruments and apparatus,,5.60,5.60,1,,,,Armenia
950360 - Puzzles,,6.15,6.15,2,,,,Armenia
"950370 - Other toys, put up in sets or outfits",,6.00,6.00,1,,,,Armenia
"950380 - Other toys and models, incorporating a motor",,5.80,5.80,2,,,,Armenia
950390 - Other,,5.75,5.75,8,,,,Armenia
950410 - Video games of a kind used with a television receiver,,3.90,3.90,1,,,,Armenia
950420 - Articles and accessories for billiards,,3.90,3.90,2,,,,Armenia
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,3.90,3.90,4,,,,Armenia
950440 - Playing cards,,3.60,3.60,1,,,,Armenia
950490 - Other,,3.90,3.90,2,,,,Armenia
950510 - Articles for Christmas festivities,,4.20,4.20,2,,,,Armenia
950590 - Other,,4.10,4.10,1,,,,Armenia
950611 - - Skis,,4.60,4.60,2,,,,Armenia
950612 - - Ski-fastenings (ski-bindings),,4.60,4.60,1,,,,Armenia
950619 - - Other,,4.00,4.00,1,,,,Armenia
950621 - - Sailboards,,4.00,4.00,1,,,,Armenia
950629 - - Other,,4.00,4.00,1,,,,Armenia
"950631 - - Clubs, complete",,4.00,4.00,1,,,,Armenia
950632 - - Balls,,4.00,4.00,1,,,,Armenia
950639 - - Other,,4.00,4.00,2,,,,Armenia
950640 - Articles and equipment for table-tennis,,3.75,3.75,2,,,,Armenia
"950651 - - Lawn-tennis rackets, whether or not strung",,5.70,5.70,1,,,,Armenia
950659 - - Other,,4.00,4.00,1,,,,Armenia
950661 - - Lawn-tennis balls,,4.00,4.00,1,,,,Armenia
950662 - - Inflatable,,4.00,4.00,2,,,,Armenia
950669 - - Other,,2.00,2.00,2,,,,Armenia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,2.67,2.67,3,,,,Armenia
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,4.00,4.00,1,,,,Armenia
950699 - - Other,,2.00,2.00,2,,,,Armenia
950710 - Fishing rods,,5.00,5.00,1,,,,Armenia
"950720 - Fish-hooks, whether or not snelled",,3.75,3.75,2,,,,Armenia
950730 - Fishing reels,,5.00,5.00,1,,,,Armenia
950790 - Other,,5.00,5.00,1,,,,Armenia
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,2.70,2.70,1,,,,Armenia
,1996,127,4.65,4.65,75,,,,Armenia
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,7.40,7.40,2,,,,Armenia
"950210 - Dolls, whether or not dressed",,6.00,6.00,2,,,,Armenia
"950291 - - Garments and accessories therefor, footwear and headgear",,4.80,4.80,1,,,,Armenia
950299 - - Other,,4.80,4.80,1,,,,Armenia
"950310 - Electric trains, including tracks, signals and other accessories therefor",,5.60,5.60,2,,,,Armenia
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,5.60,5.60,2,,,,Armenia
950330 - Other construction sets and constructional toys,,5.97,5.97,3,,,,Armenia
950341 - - Stuffed,,6.00,6.00,1,,,,Armenia
950349 - - Other,,5.83,5.83,3,,,,Armenia
950350 - Toy musical instruments and apparatus,,5.60,5.60,1,,,,Armenia
950360 - Puzzles,,6.15,6.15,2,,,,Armenia
"950370 - Other toys, put up in sets or outfits",,6.00,6.00,1,,,,Armenia
"950380 - Other toys and models, incorporating a motor",,5.80,5.80,2,,,,Armenia
950390 - Other,,5.75,5.75,8,,,,Armenia
950410 - Video games of a kind used with a television receiver,,3.90,3.90,1,,,,Armenia
950420 - Articles and accessories for billiards,,3.90,3.90,2,,,,Armenia
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,3.90,3.90,4,,,,Armenia
950440 - Playing cards,,3.60,3.60,1,,,,Armenia
950490 - Other,127,3.90,3.90,2,,,,Armenia
950510 - Articles for Christmas festivities,,4.20,4.20,2,,,,Armenia
950590 - Other,,4.10,4.10,1,,,,Armenia
950611 - - Skis,,4.60,4.60,2,,,,Armenia
950612 - - Ski-fastenings (ski-bindings),,4.60,4.60,1,,,,Armenia
950619 - - Other,,4.00,4.00,1,,,,Armenia
950621 - - Sailboards,,4.00,4.00,1,,,,Armenia
950629 - - Other,,4.00,4.00,1,,,,Armenia
"950631 - - Clubs, complete",,4.00,4.00,1,,,,Armenia
950632 - - Balls,,4.00,4.00,1,,,,Armenia
950639 - - Other,,4.00,4.00,2,,,,Armenia
950640 - Articles and equipment for table-tennis,,3.75,3.75,2,,,,Armenia
"950651 - - Lawn-tennis rackets, whether or not strung",,5.70,5.70,1,,,,Armenia
950659 - - Other,,4.00,4.00,1,,,,Armenia
950661 - - Lawn-tennis balls,,4.00,4.00,1,,,,Armenia
950662 - - Inflatable,,4.00,4.00,2,,,,Armenia
950669 - - Other,,2.00,2.00,2,,,,Armenia
"950670 - Ice skates and roller skates, including skating boots with skates attached",,2.67,2.67,3,,,,Armenia
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,4.00,4.00,1,,,,Armenia
950699 - - Other,,2.00,2.00,2,,,,Armenia
950710 - Fishing rods,,5.00,5.00,1,,,,Armenia
"950720 - Fish-hooks, whether or not snelled",,3.75,3.75,2,,,,Armenia
950730 - Fishing reels,,5.00,5.00,1,,,,Armenia
950790 - Other,,5.00,5.00,1,,,,Armenia
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,2.70,2.70,1,,,,Armenia
