Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
India,"8,885,645",,,,,,,"Korea, Republic of"
,2018,,25.00,25.00,191,60,,,"Korea, Republic of"
610120 - Of cotton,,,,1,1,,,"Korea, Republic of"
610130 - Of man-made fibres,,,,2,2,,,"Korea, Republic of"
610190 - Of other textile materials,,25.00,25.00,2,,,,"Korea, Republic of"
610210 - Of wool or fine animal hair,,,,1,1,,,"Korea, Republic of"
610220 - Of cotton,,,,1,1,,,"Korea, Republic of"
610230 - Of man-made fibres,,,,2,2,,,"Korea, Republic of"
610290 - Of other textile materials,,25.00,25.00,2,,,,"Korea, Republic of"
610310 - Suits,,25.00,25.00,4,,,,"Korea, Republic of"
610322 - - Of cotton,,25.00,25.00,1,,,,"Korea, Republic of"
610323 - - Of synthetic fibres,,25.00,25.00,1,,,,"Korea, Republic of"
610329 - - Of other textile materials,,25.00,25.00,3,,,,"Korea, Republic of"
610331 - - Of wool or fine animal hair,,25.00,25.00,1,,,,"Korea, Republic of"
610332 - - Of cotton,,25.00,25.00,1,,,,"Korea, Republic of"
610333 - - Of synthetic fibres,,25.00,25.00,1,,,,"Korea, Republic of"
610339 - - Of other textile materials,,25.00,25.00,3,,,,"Korea, Republic of"
610341 - - Of wool or fine animal hair,,25.00,25.00,1,,,,"Korea, Republic of"
610342 - - Of cotton,,25.00,25.00,1,,,,"Korea, Republic of"
610343 - - Of synthetic fibres,,25.00,25.00,1,,,,"Korea, Republic of"
610349 - - Of other textile materials,,25.00,25.00,3,,,,"Korea, Republic of"
610413 - - Of synthetic fibres,,25.00,25.00,1,,,,"Korea, Republic of"
610419 - - Of other textile materials,,,,3,3,,,"Korea, Republic of"
610422 - - Of cotton,,25.00,25.00,1,,,,"Korea, Republic of"
610423 - - Of synthetic fibres,,25.00,25.00,1,,,,"Korea, Republic of"
610429 - - Of other textile materials,,25.00,25.00,3,,,,"Korea, Republic of"
610431 - - Of wool or fine animal hair,,25.00,25.00,1,,,,"Korea, Republic of"
610432 - - Of cotton,,25.00,25.00,1,,,,"Korea, Republic of"
