Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,China
040299 -- Other,,,,6,6,,,China
040310 - Yogurt,,,,12,12,,,China
040390 - Other,,,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese,,,,3,3,,,China
040690 - Other cheese,,7.70,7.70,39,38,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","349,026",7.70,7.70,4,3,,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,,0.00,0.00,2,1,,,China
040899 -- Other,"48,736",0.00,0.00,2,1,,,China
040900 Natural honey.,"463,179",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","829,333",7.70,7.70,1,,,,China
,2003,"2,678,840",5.34,5.34,175,166,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,China
040229 -- Other,,,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,China
040299 -- Other,215,,,6,6,,,China
040310 - Yogurt,,,,12,12,,,China
040390 - Other,,,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese,,,,3,3,,,China
040690 - Other cheese,"3,699",7.70,7.70,39,38,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","381,260",7.70,7.70,4,3,,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,,0.00,0.00,2,1,,,China
040899 -- Other,,0.00,0.00,2,1,,,China
040900 Natural honey.,"2,169,630",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","124,036",7.70,7.70,1,,,,China
,2002,"15,450,930",5.34,5.34,175,166,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,4,4,,,China
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,China
040229 -- Other,,,,5,5,,,China
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,China
040299 -- Other,,,,6,6,,,China
040310 - Yogurt,,,,12,12,,,China
040390 - Other,,,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","52,746",,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese,,,,3,3,,,China
040690 - Other cheese,,7.70,7.70,39,38,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","190,715",7.70,7.70,4,3,,,China
040811 -- Dried,,0.00,0.00,2,1,,,China
040819 -- Other,,0.00,0.00,3,2,,,China
040891 -- Dried,"347,619",0.00,0.00,2,1,,,China
040899 -- Other,"31,069",0.00,0.00,2,1,,,China
040900 Natural honey.,"13,715,788",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.","1,112,994",7.70,7.70,1,,,,China
,2001,"35,255,557",5.34,5.34,175,166,,,China
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,4,4,,,China
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,China
040229 - - Other,,,,5,5,,,China
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,China
040299 - - Other,,,,6,6,,,China
040310 - Yogurt,,,,12,12,,,China
040390 - Other,,,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","17,641",,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese,,,,3,3,,,China
040690 - Other cheese,"2,821",7.70,7.70,39,38,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked","400,376",7.70,7.70,4,3,,,China
040811 - - Dried,"17,122",0.00,0.00,2,1,,,China
040819 - - Other,,0.00,0.00,3,2,,,China
040891 - - Dried,"712,161",0.00,0.00,2,1,,,China
040899 - - Other,"108,812",0.00,0.00,2,1,,,China
040900 Natural honey,"30,160,356",17.30,17.30,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included","3,836,268",7.70,7.70,1,,,,China
,2000,"28,698,622",5.59,5.59,175,166,,,China
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",811,,,4,4,,,China
040221 - - Not containing added sugar or other sweetening matter,378,,,5,5,,,China
040229 - - Other,,,,5,5,,,China
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,China
040299 - - Other,,,,6,6,,,China
040310 - Yogurt,,,,12,12,,,China
040390 - Other,,,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,8.05,8.05,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese,,,,3,3,,,China
040690 - Other cheese,"140,890",8.05,8.05,39,38,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked","356,504",8.05,8.05,4,3,,,China
040811 - - Dried,,0.00,0.00,2,1,,,China
040819 - - Other,,0.00,0.00,3,2,,,China
040891 - - Dried,"46,954",0.00,0.00,2,1,,,China
040899 - - Other,"76,512",0.00,0.00,2,1,,,China
040900 Natural honey,"24,436,397",18.10,18.10,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included","3,640,175",8.05,8.05,1,,,,China
,1999,"33,769,429",6.08,6.08,175,166,,,China
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","341,263",,,4,4,,,China
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,China
040229 - - Other,,,,5,5,,,China
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,China
040299 - - Other,"3,144",,,6,6,,,China
040310 - Yogurt,,,,12,12,,,China
040390 - Other,,,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","85,465",,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,8.75,8.75,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese,,,,3,3,,,China
040690 - Other cheese,"6,714",8.75,8.75,39,38,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked","327,269",8.75,8.75,4,3,,,China
040811 - - Dried,,0.00,0.00,2,1,,,China
040819 - - Other,,0.00,0.00,3,2,,,China
040891 - - Dried,,0.00,0.00,2,1,,,China
040899 - - Other,"87,138",0.00,0.00,2,1,,,China
040900 Natural honey,"30,134,832",19.70,19.70,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included","2,783,604",8.75,8.75,1,,,,China
,1998,"71,056,726",6.32,6.32,175,166,,,China
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,4,4,,,China
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,China
040229 - - Other,,,,5,5,,,China
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,China
040299 - - Other,896,,,6,6,,,China
040310 - Yogurt,,,,12,12,,,China
040390 - Other,,,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,9.10,9.10,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese,,,,3,3,,,China
040690 - Other cheese,"8,936",9.10,9.10,39,38,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked","405,167",9.10,9.10,4,3,,,China
040811 - - Dried,,0.00,0.00,2,1,,,China
040819 - - Other,,0.00,0.00,3,2,,,China
040891 - - Dried,,0.00,0.00,2,1,,,China
040899 - - Other,"38,495",0.00,0.00,2,1,,,China
040900 Natural honey,"66,700,646",20.50,20.50,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included","3,902,585",9.10,9.10,1,,,,China
,1997,"61,954,193",6.81,6.81,175,166,,,China
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",828,,,4,4,,,China
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,China
040229 - - Other,,,,5,5,,,China
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,China
040299 - - Other,,,,6,6,,,China
040310 - Yogurt,,,,12,12,,,China
040390 - Other,"1,508",,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","158,743",,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,9.80,9.80,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese,,,,3,3,,,China
040690 - Other cheese,,9.80,9.80,39,38,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked","193,411",9.80,9.80,4,3,,,China
040811 - - Dried,,0.00,0.00,2,1,,,China
040819 - - Other,,0.00,0.00,3,2,,,China
040891 - - Dried,,0.00,0.00,2,1,,,China
040899 - - Other,"7,031",0.00,0.00,2,1,,,China
040900 Natural honey,"58,152,358",22.10,22.10,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included","3,440,314",9.80,9.80,1,,,,China
,1996,"61,708,530",7.36,7.36,178,169,,,China
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,China
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,4,4,,,China
040221 - - Not containing added sugar or other sweetening matter,,,,5,5,,,China
040229 - - Other,,,,5,5,,,China
040291 - - Not containing added sugar or other sweetening matter,,,,8,8,,,China
040299 - - Other,,,,6,6,,,China
040310 - Yogurt,,,,12,12,,,China
040390 - Other,,,,18,18,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","11,123",,,24,24,,,China
040490 - Other,,,,6,6,,,China
040510 - Butter,,,,5,5,,,China
040520 - Dairy spreads,,,,3,3,,,China
040590 - Other,,,,2,2,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,China
"040620 - Grated or powdered cheese, of all kinds",,10.60,10.60,2,1,,,China
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,China
040640 - Blue-veined cheese,,,,3,3,,,China
040690 - Other cheese,,10.60,10.60,42,41,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked","133,743",10.60,10.60,4,3,,,China
040811 - - Dried,,0.00,0.00,2,1,,,China
040819 - - Other,,0.00,0.00,3,2,,,China
040891 - - Dried,,0.00,0.00,2,1,,,China
040899 - - Other,"40,162",0.00,0.00,2,1,,,China
040900 Natural honey,"57,698,710",23.80,23.80,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included","3,824,792",10.60,10.60,1,,,,China
