Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
"170410 - Chewing gum, whether or not sugar-coated","7,264,100",,,2,2,,,China
170490 - Other,"54,709,939",13.40,13.40,10,9,,,China
,2014,"80,303,684",6.84,6.84,44,39,14,12,China
170112 -- Beet sugar,"5,659",,,2,2,,,China
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,"24,177",,,2,2,,,China
170114 -- Other cane sugar,"270,445",,,2,2,,,China
170191 -- Containing added flavouring or colouring matter,"210,244",,,1,1,,,China
170199 -- Other,"854,279",,,2,2,,,China
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","1,823",,,1,1,,,China
170219 -- Other,"14,179",,,1,1,,,China
170220 - Maple sugar and maple syrup,"2,168",8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","399,939",,,3,3,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","79,255",,,2,2,,,China
170250 - Chemically pure fructose,"361,319",,,1,1,1,1,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","97,906",,,3,3,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","9,295,721",12.80,12.80,8,7,1,,China
170310 - Cane molasses,49,0.00,0.00,1,,,,China
170390 - Other,,0.00,0.00,1,,,,China
"170410 - Chewing gum, whether or not sugar-coated","7,445,455",,,2,2,2,2,China
170490 - Other,"61,241,068",13.40,13.40,10,9,10,9,China
,2013,"76,287,639",6.84,5.24,44,39,14,12,China
170112 -- Beet sugar,"15,485",,,2,2,,,China
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,"57,636",,,2,2,,,China
170114 -- Other cane sugar,"201,673",,,2,2,,,China
170191 -- Containing added flavouring or colouring matter,"141,734",,,1,1,,,China
170199 -- Other,"698,612",,,2,2,,,China
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","13,567",,,1,1,,,China
170219 -- Other,"6,182",,,1,1,,,China
170220 - Maple sugar and maple syrup,"2,724",8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","517,335",,,3,3,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","416,335",,,2,2,,,China
170250 - Chemically pure fructose,"881,448",,,1,1,1,1,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","1,405,857",,,3,3,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","5,733,390",12.80,8.90,8,7,1,,China
170310 - Cane molasses,80,0.00,0.00,1,,,,China
170390 - Other,398,0.00,0.00,1,,,,China
"170410 - Chewing gum, whether or not sugar-coated","7,485,479",,,2,2,2,2,China
170490 - Other,"58,709,704",13.40,9.30,10,9,10,9,China
,2012,"69,258,229",6.84,5.24,44,39,14,12,China
170112 -- Beet sugar,"58,676",,,2,2,,,China
170113 -- Cane sugar specified in Subheading Note 2 to this Chapter,"78,625",,,2,2,,,China
170114 -- Other cane sugar,"131,221",,,2,2,,,China
170191 -- Containing added flavouring or colouring matter,"262,211",,,1,1,,,China
170199 -- Other,"610,585",,,2,2,,,China
"170211 -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter","3,436",,,1,1,,,China
170219 -- Other,"19,631",,,1,1,,,China
170220 - Maple sugar and maple syrup,"5,347",8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","461,706",,,3,3,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar","19,473",,,2,2,,,China
170250 - Chemically pure fructose,"3,459,433",,,1,1,1,1,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar","1,908,599",,,3,3,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose","729,470",12.80,8.90,8,7,1,,China
170310 - Cane molasses,"5,668",0.00,0.00,1,,,,China
170390 - Other,823,0.00,0.00,1,,,,China
"170410 - Chewing gum, whether or not sugar-coated","7,347,870",,,2,2,2,2,China
170490 - Other,"54,155,455",13.40,9.30,10,9,10,9,China
,2011,"72,460,087",11.40,8.73,42,39,14,12,China
170111 -- Cane sugar,"474,923",,,2,2,,,China
170112 -- Beet sugar,,,,2,2,,,China
170191 -- Containing added flavouring or colouring matter,"321,315",,,1,1,,,China
170199 -- Other,"894,374",,,2,2,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,China
170219 -- Other,376,,,1,1,,,China
170220 - Maple sugar and maple syrup,"5,791",8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","342,919",,,3,3,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","1,837",,,2,2,,,China
170250 - Chemically pure fructose,"1,387,573",,,1,1,1,1,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","881,581",,,3,3,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,400,978",12.80,8.90,8,7,1,,China
170310 - Cane molasses,,,,1,1,,,China
170390 - Other,"5,888",,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","9,513,680",,,2,2,2,2,China
170490 - Other,"57,228,851",13.40,9.30,10,9,10,9,China
,2010,"68,939,887",11.40,11.40,42,39,,,China
170111 -- Cane sugar,"331,796",,,2,2,,,China
170112 -- Beet sugar,"5,979",,,2,2,,,China
170191 -- Containing added flavouring or colouring matter,"208,546",,,1,1,,,China
170199 -- Other,"654,631",,,2,2,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",689,,,1,1,,,China
170219 -- Other,"13,615",,,1,1,,,China
170220 - Maple sugar and maple syrup,"31,459",8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","609,583",,,3,3,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,China
170250 - Chemically pure fructose,"482,674",,,1,1,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","369,751",,,3,3,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","278,079",12.80,12.80,8,7,,,China
170310 - Cane molasses,"2,134",,,1,1,,,China
170390 - Other,"3,619",,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","9,518,460",,,2,2,,,China
170490 - Other,"56,428,871",13.40,13.40,10,9,,,China
,2009,"65,132,292",11.40,11.40,42,39,,,China
170111 -- Cane sugar,"223,949",,,2,2,,,China
170112 -- Beet sugar,"4,965",,,2,2,,,China
170191 -- Containing added flavouring or colouring matter,"50,534",,,1,1,,,China
170199 -- Other,"482,573",,,2,2,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,China
170219 -- Other,"39,403",,,1,1,,,China
170220 - Maple sugar and maple syrup,"2,580",8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","252,724",,,3,3,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",153,,,2,2,,,China
170250 - Chemically pure fructose,"71,344",,,1,1,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","291,178",,,3,3,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,099,521",12.80,12.80,8,7,,,China
170310 - Cane molasses,"3,794",,,1,1,,,China
170390 - Other,"2,287",,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","12,773,746",,,2,2,,,China
170490 - Other,"49,833,540",13.40,13.40,10,9,,,China
,2008,"82,527,513",11.40,11.40,42,39,,,China
170111 -- Cane sugar,"401,216",,,2,2,,,China
170112 -- Beet sugar,"1,084",,,2,2,,,China
170191 -- Containing added flavouring or colouring matter,"59,413",,,1,1,,,China
170199 -- Other,"641,828",,,2,2,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,China
170219 -- Other,"59,867",,,1,1,,,China
170220 - Maple sugar and maple syrup,"98,964",8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","1,118,395",,,3,3,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar",278,,,2,2,,,China
170250 - Chemically pure fructose,"3,852",,,1,1,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","378,687",,,3,3,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","2,790,435",12.80,12.80,8,7,,,China
170310 - Cane molasses,,,,1,1,,,China
170390 - Other,"196,843",,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","7,697,059",,,2,2,,,China
170490 - Other,"69,079,591",13.40,13.40,10,9,,,China
,2007,"78,760,305",11.40,11.40,47,44,,,China
170111 -- Cane sugar,"172,779",,,2,2,,,China
170112 -- Beet sugar,,,,2,2,,,China
170191 -- Containing added flavouring or colouring matter,"93,372",,,1,1,,,China
170199 -- Other,"474,124",,,2,2,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,China
170219 -- Other,"126,223",,,1,1,,,China
170220 - Maple sugar and maple syrup,548,8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","677,836",,,5,5,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50% by weight of fructose, excluding invert sugar","10,128",,,2,2,,,China
170250 - Chemically pure fructose,"5,441",,,1,1,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","2,700",,,3,3,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","1,562,082",12.80,12.80,9,8,,,China
170310 - Cane molasses,"1,299,522",,,1,1,,,China
170390 - Other,"5,537",,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","5,803,930",,,4,4,,,China
170490 - Other,"68,526,083",13.40,13.40,10,9,,,China
,2006,"71,139,884",11.40,11.40,47,44,,,China
170111 -- Cane sugar,"286,314",,,2,2,,,China
170112 -- Beet sugar,,,,2,2,,,China
170191 -- Containing added flavouring or colouring matter,"121,668",,,1,1,,,China
170199 -- Other,"419,571",,,2,2,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,China
170219 -- Other,"59,641",,,1,1,,,China
170220 - Maple sugar and maple syrup,766,8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","372,411",,,5,5,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,China
170250 - Chemically pure fructose,100,,,1,1,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","15,770",,,3,3,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","684,880",12.80,12.80,9,8,,,China
170310 - Cane molasses,,,,1,1,,,China
170390 - Other,"8,814",,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","2,943,440",,,4,4,,,China
170490 - Other,"66,226,508",13.40,13.40,10,9,,,China
,2005,"64,075,173",11.40,11.40,47,44,,,China
170111 -- Cane sugar,"193,122",,,2,2,,,China
170112 -- Beet sugar,,,,2,2,,,China
170191 -- Containing added flavouring or colouring matter,"112,093",,,1,1,,,China
170199 -- Other,"299,915",,,2,2,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,China
170219 -- Other,"15,987",,,1,1,,,China
170220 - Maple sugar and maple syrup,,8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","198,533",,,5,5,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,China
170250 - Chemically pure fructose,"26,935",,,1,1,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","3,197",,,3,3,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","804,510",12.80,12.80,9,8,,,China
170310 - Cane molasses,,,,1,1,,,China
170390 - Other,"2,389",,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","3,719,373",,,4,4,,,China
170490 - Other,"58,699,119",13.40,13.40,10,9,,,China
,2004,"51,508,826",11.40,11.40,47,44,,,China
170111 -- Cane sugar,"153,883",,,2,2,,,China
170112 -- Beet sugar,,,,2,2,,,China
170191 -- Containing added flavouring or colouring matter,"92,546",,,1,1,,,China
170199 -- Other,"344,548",,,2,2,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,China
170219 -- Other,"1,468",,,1,1,,,China
170220 - Maple sugar and maple syrup,"249,203",8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","112,262",,,5,5,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,China
170250 - Chemically pure fructose,,,,1,1,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","2,438",,,3,3,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","84,374",12.80,12.80,9,8,,,China
170310 - Cane molasses,,,,1,1,,,China
170390 - Other,,,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","2,172,609",,,4,4,,,China
170490 - Other,"48,295,496",13.40,13.40,10,9,,,China
,2003,"30,933,251",11.40,11.40,47,44,,,China
170111 -- Cane sugar,"156,377",,,2,2,,,China
170112 -- Beet sugar,396,,,2,2,,,China
170191 -- Containing added flavouring or colouring matter,"110,597",,,1,1,,,China
170199 -- Other,"252,292",,,2,2,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,China
170219 -- Other,,,,1,1,,,China
170220 - Maple sugar and maple syrup,"119,206",8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","28,710",,,5,5,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,China
170250 - Chemically pure fructose,,,,1,1,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar",,,,3,3,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","66,220",12.80,12.80,9,8,,,China
170310 - Cane molasses,,,,1,1,,,China
170390 - Other,,,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","2,004,520",,,4,4,,,China
170490 - Other,"28,194,933",13.40,13.40,10,9,,,China
,2002,"23,704,268",11.40,11.40,47,44,,,China
170111 -- Cane sugar,"141,242",,,2,2,,,China
170112 -- Beet sugar,,,,2,2,,,China
170191 -- Containing added flavouring or colouring matter,"70,886",,,1,1,,,China
170199 -- Other,"124,747",,,2,2,,,China
"170211 -- Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,China
170219 -- Other,539,,,1,1,,,China
170220 - Maple sugar and maple syrup,"124,435",8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose","17,355",,,5,5,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar",,,,2,2,,,China
170250 - Chemically pure fructose,,,,1,1,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar","2,298",,,3,3,,,China
"170290 - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose","71,964",12.80,12.80,9,8,,,China
170310 - Cane molasses,,,,1,1,,,China
170390 - Other,"1,873",,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","1,558,822",,,4,4,,,China
170490 - Other,"21,590,108",13.40,13.40,10,9,,,China
,2001,"21,189,953",11.40,11.40,47,44,,,China
170111 - - Cane sugar,"144,524",,,2,2,,,China
170112 - - Beet sugar,,,,2,2,,,China
170191 - - Containing added flavouring or colouring matter,"65,729",,,1,1,,,China
170199 - - Other,"93,266",,,2,2,,,China
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,China
170219 - - Other,,,,1,1,,,China
170220 - Maple sugar and maple syrup,"2,292",8.00,8.00,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","54,670",,,5,5,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","24,966",,,2,2,,,China
170250 - Chemically pure fructose,,,,1,1,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,China
"170290 - Other, including invert sugar","76,780",12.80,12.80,9,8,,,China
170310 - Cane molasses,,,,1,1,,,China
170390 - Other,,,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","2,231,092",,,4,4,,,China
170490 - Other,"18,496,633",13.40,13.40,10,9,,,China
,2000,"22,588,688",11.87,11.87,47,44,,,China
170111 - - Cane sugar,"143,149",,,2,2,,,China
170112 - - Beet sugar,,,,2,2,,,China
170191 - - Containing added flavouring or colouring matter,"62,636",,,1,1,,,China
170199 - - Other,"88,192",,,2,2,,,China
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,China
170219 - - Other,,,,1,1,,,China
170220 - Maple sugar and maple syrup,"5,827",8.15,8.15,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","60,627",,,5,5,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","18,328",,,2,2,,,China
170250 - Chemically pure fructose,"29,862",,,1,1,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,China
"170290 - Other, including invert sugar","89,446",13.40,13.40,9,8,,,China
170310 - Cane molasses,,,,1,1,,,China
170390 - Other,"9,634",,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","4,275,454",,,4,4,,,China
170490 - Other,"17,805,532",14.05,14.05,10,9,,,China
,1999,"14,451,592",12.80,12.80,47,44,,,China
170111 - - Cane sugar,"113,900",,,2,2,,,China
170112 - - Beet sugar,,,,2,2,,,China
170191 - - Containing added flavouring or colouring matter,"58,852",,,1,1,,,China
170199 - - Other,"57,371",,,2,2,,,China
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,China
170219 - - Other,,,,1,1,,,China
170220 - Maple sugar and maple syrup,"1,833",8.50,8.50,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","21,806",,,5,5,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","26,890",,,2,2,,,China
170250 - Chemically pure fructose,,,,1,1,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,China
"170290 - Other, including invert sugar","98,947",14.60,14.60,9,8,,,China
170310 - Cane molasses,,,,1,1,,,China
170390 - Other,,,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","3,161,466",,,4,4,,,China
170490 - Other,"10,910,528",15.30,15.30,10,9,,,China
,1998,"9,357,448",13.27,13.27,47,44,,,China
170111 - - Cane sugar,"226,426",,,2,2,,,China
170112 - - Beet sugar,,,,2,2,,,China
170191 - - Containing added flavouring or colouring matter,"123,778",,,1,1,,,China
170199 - - Other,"66,745",,,2,2,,,China
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,China
170219 - - Other,,,,1,1,,,China
170220 - Maple sugar and maple syrup,"88,081",8.70,8.70,2,1,,,China
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","12,157",,,5,5,,,China
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose","18,224",,,2,2,,,China
170250 - Chemically pure fructose,,,,1,1,,,China
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,China
"170290 - Other, including invert sugar","63,984",15.20,15.20,9,8,,,China
170310 - Cane molasses,,,,1,1,,,China
170390 - Other,509,,,1,1,,,China
"170410 - Chewing gum, whether or not sugar-coated","1,080,765",,,4,4,,,China
170490 - Other,"7,676,779",15.90,15.90,10,9,,,China
,1997,"7,234,869",14.20,14.20,46,43,,,China
170111 - - Cane sugar,"137,559",,,2,2,,,China
170112 - - Beet sugar,,,,2,2,,,China
