Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
391590 - Of other plastics,"503,705",6.50,0.00,2,,2,,Ukraine
391610 - Of polymers of ethylene,226,6.50,0.00,1,,1,,Ukraine
391620 - Of polymers of vinyl chloride,"110,906",6.50,0.00,1,,1,,Ukraine
391690 - Of other plastics,"21,049",6.50,0.00,3,,3,,Ukraine
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"138,167",5.90,0.00,2,,2,,Ukraine
391721 -- Of polymers of ethylene,"46,935",6.50,0.00,2,,2,,Ukraine
391722 -- Of polymers of propylene,"8,101",6.50,0.00,2,,2,,Ukraine
391723 -- Of polymers of vinyl chloride,"496,908",6.50,0.00,2,,2,,Ukraine
391729 -- Of other plastics,"41,647",6.50,0.00,1,,1,,Ukraine
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","59,068",6.50,0.00,1,,1,,Ukraine
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","3,311,950",6.50,0.00,1,,1,,Ukraine
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","30,704",6.50,0.00,1,,1,,Ukraine
391739 -- Other,"464,842",6.50,0.00,1,,1,,Ukraine
391740 - Fittings,"1,537,554",6.50,0.00,1,,1,,Ukraine
391810 - Of polymers of vinyl chloride,"1,646,226",6.50,0.00,2,,2,,Ukraine
391890 - Of other plastics,"65,060",6.50,0.00,1,,1,,Ukraine
391910 - In rolls of a width not exceeding 20 cm,"46,857",6.35,0.00,4,,4,,Ukraine
391990 - Other,"192,940",6.50,0.00,1,,1,,Ukraine
392010 - Of polymers of ethylene,"213,521",4.64,2.14,7,,5,,Ukraine
392020 - Of polymers of propylene,"1,878,527",6.50,3.00,3,,3,,Ukraine
392030 - Of polymers of styrene,"508,473",6.50,3.00,1,,1,,Ukraine
392043 -- Containing by weight not less than 6 % of plasticisers,"15,458",6.50,3.00,2,,2,,Ukraine
392049 -- Other,"54,768",6.50,3.00,2,,2,,Ukraine
392051 -- Of poly(methyl methacrylate),,6.50,3.00,1,,1,,Ukraine
392059 -- Other,"1,222",3.25,1.50,2,,1,,Ukraine
392061 -- Of polycarbonates,53,6.50,3.00,1,,1,,Ukraine
392062 -- Of poly(ethylene terephthalate),"61,620",4.33,2.00,3,,2,,Ukraine
392063 -- Of unsaturated polyesters,,6.50,3.00,1,,1,,Ukraine
392069 -- Of other polyesters,"2,138",6.50,3.00,1,,1,,Ukraine
392071 -- Of regenerated cellulose,,6.50,3.00,1,,1,,Ukraine
392073 -- Of cellulose acetate,,6.40,2.90,2,,2,,Ukraine
392079 -- Of other cellulose derivatives,,6.10,2.60,2,,2,,Ukraine
392091 -- Of poly(vinyl butyral),"7,583",6.10,2.60,1,,1,,Ukraine
392092 -- Of polyamides,,6.50,3.00,1,,1,,Ukraine
392093 -- Of amino-resins,,6.50,3.00,1,,1,,Ukraine
392094 -- Of phenolic resins,,6.50,3.00,1,,1,,Ukraine
392099 -- Of other plastics,"549,389",3.25,1.50,6,,3,,Ukraine
392111 -- Of polymers of styrene,"23,552",6.50,0.00,1,,1,,Ukraine
392112 -- Of polymers of vinyl chloride,252,6.50,0.00,1,,1,,Ukraine
392113 -- Of polyurethanes,"13,198",6.50,0.00,2,,2,,Ukraine
392114 -- Of regenerated cellulose,,6.50,0.00,1,,1,,Ukraine
392119 -- Of other plastics,"2,457",6.50,0.00,1,,1,,Ukraine
392190 - Other,"6,484,448",6.50,0.38,8,,8,,Ukraine
"392210 - Baths, shower-baths, sinks and wash-basins","17,596",6.50,0.00,1,,1,,Ukraine
392220 - Lavatory seats and covers,"2,895",6.50,0.00,1,,1,,Ukraine
392290 - Other,"12,882",6.50,0.00,1,,1,,Ukraine
"392310 - Boxes, cases, crates and similar articles","8,012,279",6.50,0.00,1,,1,,Ukraine
392321 -- Of polymers of ethylene,"310,373",6.50,3.00,1,,1,,Ukraine
392329 -- Of other plastics,"116,837",6.50,0.00,2,,2,,Ukraine
"392330 - Carboys, bottles, flasks and similar articles","1,188,487",6.50,0.00,2,,2,,Ukraine
"392340 - Spools, cops, bobbins and similar supports","2,928,539",5.90,0.00,2,,2,,Ukraine
"392350 - Stoppers, lids, caps and other closures","1,508,672",6.50,0.00,2,,2,,Ukraine
392390 - Other,"2,920,490",6.50,0.00,1,,1,,Ukraine
392410 - Tableware and kitchenware,"1,270,851",6.50,0.00,1,,1,,Ukraine
392490 - Other,"251,960",6.50,0.00,1,,1,,Ukraine
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","36,746",6.50,0.00,1,,1,,Ukraine
"392520 - Doors, windows and their frames and thresholds for doors","552,802",6.50,0.00,1,,1,,Ukraine
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","18,008",6.50,0.00,1,,1,,Ukraine
392590 - Other,"3,543,915",6.50,0.00,3,,3,,Ukraine
392610 - Office or school supplies,"17,750",6.50,0.00,1,,1,,Ukraine
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","23,389",6.50,0.00,1,,1,,Ukraine
"392630 - Fittings for furniture, coachwork or the like","43,563",6.50,0.00,1,,1,,Ukraine
392640 - Statuettes and other ornamental articles,"18,592",6.50,0.00,1,,1,,Ukraine
392690 - Other,"2,531,142",6.50,0.00,3,,3,,Ukraine
,2012,"61,582,504",5.53,0.92,205,,176,,Ukraine
390110 - Polyethylene having a specific gravity of less than 0.94,"27,353",6.50,3.00,2,,2,,Ukraine
390120 - Polyethylene having a specific gravity of 0.94 or more,"1,987,892",3.25,1.50,2,,1,,Ukraine
390130 - Ethylene-vinyl acetate copolymers,,6.50,3.00,1,,1,,Ukraine
390190 - Other,"2,455",3.25,1.50,2,,1,,Ukraine
390210 - Polypropylene,"594,344",6.50,3.00,1,,1,,Ukraine
390220 - Polyisobutylene,,6.50,3.00,1,,1,,Ukraine
390230 - Propylene copolymers,,6.50,3.00,1,,1,,Ukraine
390290 - Other,"437,031",2.17,1.00,3,,1,,Ukraine
390311 -- Expansible,"2,319,152",6.50,3.00,1,,1,,Ukraine
390319 -- Other,"246,799",6.50,0.00,1,,1,,Ukraine
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,3.00,1,,1,,Ukraine
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"80,694",6.50,3.00,1,,1,,Ukraine
390390 - Other,,2.17,1.00,3,,1,,Ukraine
"390410 - Poly(vinyl chloride), not mixed with any other substances","566,928",6.50,3.00,1,,1,,Ukraine
390421 -- Non-plasticised,"14,781",6.50,3.00,1,,1,,Ukraine
390422 -- Plasticised,,6.50,3.00,1,,1,,Ukraine
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,3.00,1,,1,,Ukraine
390440 - Other vinyl chloride copolymers,,6.50,3.00,1,,1,,Ukraine
390450 - Vinylidene chloride polymers,,3.25,1.50,2,,1,,Ukraine
390461 -- Polytetrafluoroethylene,,6.50,3.00,1,,1,,Ukraine
390469 -- Other,,4.33,2.00,3,,2,,Ukraine
390490 - Other,,6.50,3.00,1,,1,,Ukraine
390512 -- In aqueous dispersion,,6.50,0.00,1,,1,,Ukraine
390519 -- Other,,6.50,0.00,1,,1,,Ukraine
390521 -- In aqueous dispersion,,6.50,0.00,1,,1,,Ukraine
390529 -- Other,,6.50,0.00,1,,1,,Ukraine
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,0.00,1,,1,,Ukraine
390591 -- Copolymers,,6.50,0.00,1,,1,,Ukraine
390599 -- Other,,3.25,0.00,2,,1,,Ukraine
390610 - Poly(methyl methacrylate),"7,185",6.50,2.90,1,,1,,Ukraine
390690 - Other,,0.93,0.00,7,,1,,Ukraine
390710 - Polyacetals,,6.50,2.20,1,,1,,Ukraine
390720 - Other polyethers,"6,883,280",4.88,0.00,4,,3,,Ukraine
390730 - Epoxide resins,"8,149",6.50,0.00,1,,1,,Ukraine
390740 - Polycarbonates,"37,237",6.50,0.00,1,,1,,Ukraine
390750 - Alkyd resins,,6.50,0.00,1,,1,,Ukraine
390760 - Poly(ethylene terephthalate),"3,125,683",6.50,3.00,2,,2,,Ukraine
390770 - Poly(lactic acid),,0.00,0.00,1,,,,Ukraine
390791 -- Unsaturated,,6.50,0.00,2,,2,,Ukraine
390799 -- Other,"66,954",3.25,1.50,2,,1,,Ukraine
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,6.50,2.20,1,,1,,Ukraine
390890 - Other,,6.50,2.20,1,,1,,Ukraine
390910 - Urea resins; thiourea resins,,6.50,0.00,1,,1,,Ukraine
390920 - Melamine resins,"21,697",6.50,0.00,1,,1,,Ukraine
390930 - Other amino-resins,,6.50,0.00,1,,1,,Ukraine
390940 - Phenolic resins,"4,422",6.50,0.00,1,,1,,Ukraine
390950 - Polyurethanes,"26,203",3.25,0.00,2,,1,,Ukraine
391000 Silicones in primary forms.,"655,951",6.50,0.00,1,,1,,Ukraine
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,0.00,1,,1,,Ukraine
391190 - Other,"11,234",3.30,0.00,5,,3,,Ukraine
391211 -- Non-plasticised,"2,159",6.50,0.00,1,,1,,Ukraine
391212 -- Plasticised,,6.50,0.00,1,,1,,Ukraine
391220 - Cellulose nitrates (including collodions),,6.33,0.00,3,,3,,Ukraine
391231 -- Carboxymethylcellulose and its salts,,6.50,0.00,1,,1,,Ukraine
391239 -- Other,,3.25,0.00,2,,1,,Ukraine
391290 - Other,64,6.45,0.00,2,,2,,Ukraine
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,Ukraine
391390 - Other,,6.50,0.00,1,,1,,Ukraine
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","491,954",6.50,0.00,1,,1,,Ukraine
391510 - Of polymers of ethylene,"72,224",6.50,0.00,1,,1,,Ukraine
391520 - Of polymers of styrene,,6.50,0.00,1,,1,,Ukraine
391530 - Of polymers of vinyl chloride,"2,584",6.50,0.00,1,,1,,Ukraine
391590 - Of other plastics,"217,147",6.50,0.00,2,,2,,Ukraine
391610 - Of polymers of ethylene,,6.50,0.00,1,,1,,Ukraine
391620 - Of polymers of vinyl chloride,"45,514",6.50,0.00,1,,1,,Ukraine
391690 - Of other plastics,"11,967",6.50,0.00,3,,3,,Ukraine
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"62,185",5.90,0.00,2,,2,,Ukraine
391721 -- Of polymers of ethylene,"204,537",6.50,0.00,2,,2,,Ukraine
391722 -- Of polymers of propylene,231,6.50,0.00,2,,2,,Ukraine
391723 -- Of polymers of vinyl chloride,"752,884",6.50,0.00,2,,2,,Ukraine
391729 -- Of other plastics,"2,506",6.50,0.00,1,,1,,Ukraine
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","27,320",6.50,0.00,1,,1,,Ukraine
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","2,495,607",6.50,0.00,1,,1,,Ukraine
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","15,501",6.50,0.00,1,,1,,Ukraine
391739 -- Other,"338,577",6.50,0.00,1,,1,,Ukraine
391740 - Fittings,"1,372,861",6.50,0.00,1,,1,,Ukraine
391810 - Of polymers of vinyl chloride,"1,619,518",6.50,0.00,2,,2,,Ukraine
391890 - Of other plastics,"34,807",6.50,0.00,1,,1,,Ukraine
391910 - In rolls of a width not exceeding 20 cm,"36,862",6.35,0.00,4,,4,,Ukraine
391990 - Other,"52,287",6.50,0.00,1,,1,,Ukraine
392010 - Of polymers of ethylene,"498,689",4.64,2.14,7,,5,,Ukraine
392020 - Of polymers of propylene,"3,092,159",6.50,3.00,3,,3,,Ukraine
392030 - Of polymers of styrene,"621,555",6.50,3.00,1,,1,,Ukraine
392043 -- Containing by weight not less than 6 % of plasticisers,"8,278",6.50,3.00,2,,2,,Ukraine
392049 -- Other,"6,311",6.50,3.00,2,,2,,Ukraine
392051 -- Of poly(methyl methacrylate),90,6.50,3.00,1,,1,,Ukraine
392059 -- Other,,3.25,1.50,2,,1,,Ukraine
392061 -- Of polycarbonates,179,6.50,3.00,1,,1,,Ukraine
392062 -- Of poly(ethylene terephthalate),"107,991",4.33,2.00,3,,2,,Ukraine
392063 -- Of unsaturated polyesters,,6.50,3.00,1,,1,,Ukraine
392069 -- Of other polyesters,"12,497",6.50,3.00,1,,1,,Ukraine
392071 -- Of regenerated cellulose,,6.50,3.00,1,,1,,Ukraine
392073 -- Of cellulose acetate,,6.40,2.90,2,,2,,Ukraine
392079 -- Of other cellulose derivatives,1,6.10,2.60,2,,2,,Ukraine
392091 -- Of poly(vinyl butyral),"15,244",6.10,2.60,1,,1,,Ukraine
392092 -- Of polyamides,184,6.50,3.00,1,,1,,Ukraine
392093 -- Of amino-resins,,6.50,3.00,1,,1,,Ukraine
392094 -- Of phenolic resins,,6.50,3.00,1,,1,,Ukraine
392099 -- Of other plastics,"53,375",3.25,1.50,6,,3,,Ukraine
392111 -- Of polymers of styrene,"17,339",6.50,0.00,1,,1,,Ukraine
392112 -- Of polymers of vinyl chloride,424,6.50,0.00,1,,1,,Ukraine
392113 -- Of polyurethanes,"8,954",6.50,0.00,2,,2,,Ukraine
392114 -- Of regenerated cellulose,,6.50,0.00,1,,1,,Ukraine
392119 -- Of other plastics,"8,843",6.50,0.00,1,,1,,Ukraine
392190 - Other,"5,639,860",6.50,0.38,8,,8,,Ukraine
"392210 - Baths, shower-baths, sinks and wash-basins","169,152",6.50,0.00,1,,1,,Ukraine
392220 - Lavatory seats and covers,600,6.50,0.00,1,,1,,Ukraine
392290 - Other,"11,979",6.50,0.00,1,,1,,Ukraine
"392310 - Boxes, cases, crates and similar articles","7,966,963",6.50,0.00,1,,1,,Ukraine
392321 -- Of polymers of ethylene,"237,478",6.50,3.00,1,,1,,Ukraine
392329 -- Of other plastics,"121,838",6.50,0.00,2,,2,,Ukraine
"392330 - Carboys, bottles, flasks and similar articles","659,902",6.50,0.00,2,,2,,Ukraine
"392340 - Spools, cops, bobbins and similar supports","2,788,946",5.90,0.00,2,,2,,Ukraine
"392350 - Stoppers, lids, caps and other closures","1,255,289",6.50,0.00,2,,2,,Ukraine
392390 - Other,"4,577,055",6.50,0.00,1,,1,,Ukraine
392410 - Tableware and kitchenware,"708,033",6.50,0.00,1,,1,,Ukraine
392490 - Other,"648,078",6.50,0.00,1,,1,,Ukraine
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","34,062",6.50,0.00,1,,1,,Ukraine
"392520 - Doors, windows and their frames and thresholds for doors","348,226",6.50,0.00,1,,1,,Ukraine
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",411,6.50,0.00,1,,1,,Ukraine
392590 - Other,"3,798,508",6.50,0.00,3,,3,,Ukraine
392610 - Office or school supplies,"32,455",6.50,0.00,1,,1,,Ukraine
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","184,988",6.50,0.00,1,,1,,Ukraine
"392630 - Fittings for furniture, coachwork or the like","75,233",6.50,0.00,1,,1,,Ukraine
392640 - Statuettes and other ornamental articles,"94,479",6.50,0.00,1,,1,,Ukraine
392690 - Other,"2,792,131",6.50,0.00,3,,3,,Ukraine
,2011,"82,489,377",5.59,0.92,205,,178,,Ukraine
390110 - Polyethylene having a specific gravity of less than 0.94,"3,654,821",6.50,3.00,2,,2,,Ukraine
390120 - Polyethylene having a specific gravity of 0.94 or more,"11,087,155",3.25,1.50,2,,1,,Ukraine
390130 - Ethylene-vinyl acetate copolymers,,6.50,3.00,1,,1,,Ukraine
390190 - Other,"6,918",3.25,1.50,2,,1,,Ukraine
390210 - Polypropylene,"439,761",6.50,3.00,1,,1,,Ukraine
390220 - Polyisobutylene,,6.50,3.00,1,,1,,Ukraine
390230 - Propylene copolymers,"2,283",6.50,3.00,1,,1,,Ukraine
390290 - Other,,2.17,1.00,3,,1,,Ukraine
390311 -- Expansible,"3,439,256",6.50,3.00,1,,1,,Ukraine
390319 -- Other,"878,658",6.50,0.00,1,,1,,Ukraine
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,3.00,1,,1,,Ukraine
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"245,048",6.50,3.00,1,,1,,Ukraine
390390 - Other,,2.17,1.00,3,,1,,Ukraine
"390410 - Poly(vinyl chloride), not mixed with any other substances","112,446",6.50,3.00,1,,1,,Ukraine
390421 -- Non-plasticised,"28,230",6.50,3.00,1,,1,,Ukraine
390422 -- Plasticised,"8,672",6.50,3.00,1,,1,,Ukraine
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,3.00,1,,1,,Ukraine
390440 - Other vinyl chloride copolymers,,6.50,3.00,1,,1,,Ukraine
390450 - Vinylidene chloride polymers,,3.25,1.50,2,,1,,Ukraine
390461 -- Polytetrafluoroethylene,515,6.50,3.00,1,,1,,Ukraine
390469 -- Other,,4.33,2.00,3,,2,,Ukraine
390490 - Other,640,6.50,3.00,1,,1,,Ukraine
390512 -- In aqueous dispersion,"62,389",6.50,0.00,1,,1,,Ukraine
390519 -- Other,,6.50,0.00,1,,1,,Ukraine
390521 -- In aqueous dispersion,"4,733",6.50,0.00,1,,1,,Ukraine
390529 -- Other,,6.50,0.00,1,,1,,Ukraine
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,0.00,1,,1,,Ukraine
390591 -- Copolymers,97,6.50,0.00,1,,1,,Ukraine
390599 -- Other,,3.25,0.00,2,,1,,Ukraine
390610 - Poly(methyl methacrylate),"35,914",6.50,2.90,1,,1,,Ukraine
390690 - Other,"1,364",1.64,0.00,7,,2,,Ukraine
390710 - Polyacetals,,6.50,2.20,1,,1,,Ukraine
390720 - Other polyethers,"9,089,203",4.88,0.00,4,,3,,Ukraine
390730 - Epoxide resins,,6.50,0.00,1,,1,,Ukraine
390740 - Polycarbonates,"39,046",6.50,0.00,1,,1,,Ukraine
390750 - Alkyd resins,"142,555",6.50,0.00,1,,1,,Ukraine
390760 - Poly(ethylene terephthalate),"6,350,805",6.50,3.00,2,,2,,Ukraine
390770 - Poly(lactic acid),,6.50,0.00,1,,1,,Ukraine
390791 -- Unsaturated,793,6.50,0.00,2,,2,,Ukraine
390799 -- Other,"9,215",3.25,1.50,2,,1,,Ukraine
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","1,336",6.50,2.20,1,,1,,Ukraine
390890 - Other,,6.50,2.20,1,,1,,Ukraine
390910 - Urea resins; thiourea resins,"3,776,928",6.50,0.00,1,,1,,Ukraine
390920 - Melamine resins,,6.50,0.00,1,,1,,Ukraine
390930 - Other amino-resins,,6.50,0.00,1,,1,,Ukraine
390940 - Phenolic resins,"26,880",6.50,0.00,1,,1,,Ukraine
390950 - Polyurethanes,,3.25,0.00,2,,1,,Ukraine
391000 Silicones in primary forms.,"759,670",6.50,0.00,1,,1,,Ukraine
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",14,6.50,0.00,1,,1,,Ukraine
391190 - Other,,3.30,0.00,5,,3,,Ukraine
391211 -- Non-plasticised,,6.50,0.00,1,,1,,Ukraine
391212 -- Plasticised,,6.50,0.00,1,,1,,Ukraine
391220 - Cellulose nitrates (including collodions),,6.33,0.00,3,,3,,Ukraine
391231 -- Carboxymethylcellulose and its salts,125,6.50,0.00,1,,1,,Ukraine
391239 -- Other,,3.25,0.00,2,,1,,Ukraine
391290 - Other,,6.45,0.00,2,,2,,Ukraine
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,Ukraine
391390 - Other,,6.50,0.00,1,,1,,Ukraine
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","349,420",6.50,0.00,1,,1,,Ukraine
391510 - Of polymers of ethylene,"120,144",6.50,0.00,1,,1,,Ukraine
391520 - Of polymers of styrene,"12,096",6.50,0.00,1,,1,,Ukraine
391530 - Of polymers of vinyl chloride,"2,547",6.50,0.00,1,,1,,Ukraine
391590 - Of other plastics,"937,401",6.50,0.00,2,,2,,Ukraine
391610 - Of polymers of ethylene,,6.50,0.00,1,,1,,Ukraine
391620 - Of polymers of vinyl chloride,"234,371",6.50,0.00,1,,1,,Ukraine
391690 - Of other plastics,334,6.50,0.00,3,,3,,Ukraine
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"164,423",5.90,0.00,2,,2,,Ukraine
391721 -- Of polymers of ethylene,"35,663",6.50,0.00,2,,2,,Ukraine
391722 -- Of polymers of propylene,738,6.50,0.00,2,,2,,Ukraine
391723 -- Of polymers of vinyl chloride,"661,548",6.50,0.00,2,,2,,Ukraine
391729 -- Of other plastics,"165,885",6.50,0.00,1,,1,,Ukraine
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","13,809",6.50,0.00,1,,1,,Ukraine
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","1,495,968",6.50,0.00,1,,1,,Ukraine
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","51,086",6.50,0.00,1,,1,,Ukraine
391739 -- Other,"363,938",6.50,0.00,1,,1,,Ukraine
391740 - Fittings,"930,761",6.50,0.00,1,,1,,Ukraine
391810 - Of polymers of vinyl chloride,"903,074",6.50,0.00,2,,2,,Ukraine
391890 - Of other plastics,529,6.50,0.00,1,,1,,Ukraine
391910 - In rolls of a width not exceeding 20 cm,"163,546",6.35,0.00,4,,4,,Ukraine
391990 - Other,"57,796",6.50,0.00,1,,1,,Ukraine
392010 - Of polymers of ethylene,"2,888,581",4.64,2.14,7,,5,,Ukraine
392020 - Of polymers of propylene,"1,544,828",6.50,3.00,3,,3,,Ukraine
392030 - Of polymers of styrene,"520,845",6.50,3.00,1,,1,,Ukraine
392043 -- Containing by weight not less than 6 % of plasticisers,"56,794",6.50,3.00,2,,2,,Ukraine
392049 -- Other,"75,474",6.50,3.00,2,,2,,Ukraine
392051 -- Of poly(methyl methacrylate),,6.50,3.00,1,,1,,Ukraine
392059 -- Other,,3.25,1.50,2,,1,,Ukraine
392061 -- Of polycarbonates,237,6.50,3.00,1,,1,,Ukraine
392062 -- Of poly(ethylene terephthalate),"832,138",4.33,2.00,3,,2,,Ukraine
392063 -- Of unsaturated polyesters,,6.50,3.00,1,,1,,Ukraine
392069 -- Of other polyesters,"7,865",6.50,3.00,1,,1,,Ukraine
392071 -- Of regenerated cellulose,,6.50,3.00,1,,1,,Ukraine
392073 -- Of cellulose acetate,,6.40,2.90,2,,2,,Ukraine
392079 -- Of other cellulose derivatives,,6.10,2.60,2,,2,,Ukraine
392091 -- Of poly(vinyl butyral),"3,383",6.10,2.60,1,,1,,Ukraine
392092 -- Of polyamides,807,6.50,3.00,1,,1,,Ukraine
392093 -- Of amino-resins,,6.50,3.00,1,,1,,Ukraine
392094 -- Of phenolic resins,,6.50,3.00,1,,1,,Ukraine
392099 -- Of other plastics,"143,153",3.25,1.50,6,,3,,Ukraine
392111 -- Of polymers of styrene,"4,510",6.50,0.00,1,,1,,Ukraine
392112 -- Of polymers of vinyl chloride,696,6.50,0.00,1,,1,,Ukraine
392113 -- Of polyurethanes,"72,273",6.50,0.00,2,,2,,Ukraine
392114 -- Of regenerated cellulose,,6.50,0.00,1,,1,,Ukraine
392119 -- Of other plastics,"36,206",6.50,0.00,1,,1,,Ukraine
392190 - Other,"5,547,691",6.50,0.38,8,,8,,Ukraine
"392210 - Baths, shower-baths, sinks and wash-basins","242,598",6.50,0.00,1,,1,,Ukraine
392220 - Lavatory seats and covers,"1,726",6.50,0.00,1,,1,,Ukraine
392290 - Other,"11,484",6.50,0.00,1,,1,,Ukraine
"392310 - Boxes, cases, crates and similar articles","4,160,535",6.50,0.00,1,,1,,Ukraine
392321 -- Of polymers of ethylene,"136,026",6.50,3.00,1,,1,,Ukraine
392329 -- Of other plastics,"395,314",6.50,0.00,2,,2,,Ukraine
"392330 - Carboys, bottles, flasks and similar articles","1,185,358",6.50,0.00,2,,2,,Ukraine
"392340 - Spools, cops, bobbins and similar supports","3,156,374",5.90,0.00,2,,2,,Ukraine
"392350 - Stoppers, lids, caps and other closures","858,516",6.50,0.00,2,,2,,Ukraine
392390 - Other,"3,781,994",6.50,0.00,1,,1,,Ukraine
392410 - Tableware and kitchenware,"513,940",6.50,0.00,1,,1,,Ukraine
392490 - Other,"444,424",6.50,0.00,1,,1,,Ukraine
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","58,520",6.50,0.00,1,,1,,Ukraine
"392520 - Doors, windows and their frames and thresholds for doors","640,292",6.50,0.00,1,,1,,Ukraine
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","3,995",6.50,0.00,1,,1,,Ukraine
392590 - Other,"3,692,851",6.50,0.00,3,,3,,Ukraine
392610 - Office or school supplies,"32,448",6.50,0.00,1,,1,,Ukraine
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","734,196",6.50,0.00,1,,1,,Ukraine
"392630 - Fittings for furniture, coachwork or the like","47,787",6.50,0.00,1,,1,,Ukraine
392640 - Statuettes and other ornamental articles,"28,912",6.50,0.00,1,,1,,Ukraine
392690 - Other,"3,756,061",6.50,0.00,3,,3,,Ukraine
,2010,"50,861,037",5.59,5.59,204,,,,Ukraine
390110 - Polyethylene having a specific gravity of less than 0.94,"24,804",6.50,6.50,2,,,,Ukraine
390120 - Polyethylene having a specific gravity of 0.94 or more,"1,926,282",3.25,3.25,2,,,,Ukraine
390130 - Ethylene-vinyl acetate copolymers,,6.50,6.50,1,,,,Ukraine
390190 - Other,"112,446",3.25,3.25,2,,,,Ukraine
390210 - Polypropylene,"1,297,821",6.50,6.50,1,,,,Ukraine
390220 - Polyisobutylene,,6.50,6.50,1,,,,Ukraine
390230 - Propylene copolymers,"27,641",6.50,6.50,1,,,,Ukraine
390290 - Other,,2.17,2.17,3,,,,Ukraine
390311 -- Expansible,"1,409,232",6.50,6.50,1,,,,Ukraine
390319 -- Other,"68,923",6.50,6.50,1,,,,Ukraine
390320 - Styrene-acrylonitrile (SAN) copolymers,"14,821",6.50,6.50,1,,,,Ukraine
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"169,464",6.50,6.50,1,,,,Ukraine
390390 - Other,"58,967",2.17,2.17,3,,,,Ukraine
"390410 - Poly(vinyl chloride), not mixed with any other substances",,6.50,6.50,1,,,,Ukraine
390421 -- Non-plasticised,13,6.50,6.50,1,,,,Ukraine
390422 -- Plasticised,"35,290",6.50,6.50,1,,,,Ukraine
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,6.50,1,,,,Ukraine
390440 - Other vinyl chloride copolymers,,6.50,6.50,1,,,,Ukraine
390450 - Vinylidene chloride polymers,,3.25,3.25,2,,,,Ukraine
390461 -- Polytetrafluoroethylene,172,6.50,6.50,1,,,,Ukraine
390469 -- Other,,3.25,3.25,2,,,,Ukraine
390490 - Other,,6.50,6.50,1,,,,Ukraine
390512 -- In aqueous dispersion,"42,794",6.50,6.50,1,,,,Ukraine
390519 -- Other,"13,058",6.50,6.50,1,,,,Ukraine
390521 -- In aqueous dispersion,,6.50,6.50,1,,,,Ukraine
390529 -- Other,,6.50,6.50,1,,,,Ukraine
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,6.50,1,,,,Ukraine
390591 -- Copolymers,,6.50,6.50,1,,,,Ukraine
390599 -- Other,40,3.25,3.25,2,,,,Ukraine
390610 - Poly(methyl methacrylate),"17,950",6.50,6.50,1,,,,Ukraine
390690 - Other,,1.64,1.64,7,,,,Ukraine
