Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,"Saudi Arabia, Kingdom of"
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
880529 -- Other,,1.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
,2012,"5,610,296",3.07,0.00,21,,21,,"Saudi Arabia, Kingdom of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,0.00,2,,2,,"Saudi Arabia, Kingdom of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,"Saudi Arabia, Kingdom of"
880310 - Propellers and rotors and parts thereof,"21,234",2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
880320 - Under-carriages and parts thereof,"845,424",2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
880330 - Other parts of aeroplanes or helicopters,"4,711,915",2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
880390 - Other,"31,722",1.95,0.00,4,,4,,"Saudi Arabia, Kingdom of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,"Saudi Arabia, Kingdom of"
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
880529 -- Other,,1.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
,2011,"24,691,616",3.07,0.00,21,,21,,"Saudi Arabia, Kingdom of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,0.00,2,,2,,"Saudi Arabia, Kingdom of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",251,7.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","17,775,659",2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,0.00,2,,2,,"Saudi Arabia, Kingdom of"
880310 - Propellers and rotors and parts thereof,"80,304",2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
880320 - Under-carriages and parts thereof,"1,713,468",2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
880330 - Other parts of aeroplanes or helicopters,"5,068,328",2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
880390 - Other,"51,420",1.95,0.00,4,,4,,"Saudi Arabia, Kingdom of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"2,185",2.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,0.00,2,,2,,"Saudi Arabia, Kingdom of"
880521 -- Air combat simulators and parts thereof,,1.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
880529 -- Other,,1.70,0.00,1,,1,,"Saudi Arabia, Kingdom of"
,2010,"11,307,624",3.07,3.07,21,,,,"Saudi Arabia, Kingdom of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,"Saudi Arabia, Kingdom of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg","7,973,900",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Saudi Arabia, Kingdom of"
880310 - Propellers and rotors and parts thereof,"2,917",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880320 - Under-carriages and parts thereof,"859,955",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880330 - Other parts of aeroplanes or helicopters,"2,443,159",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880390 - Other,"3,725",1.95,1.95,4,,,,"Saudi Arabia, Kingdom of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"5,674",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,"Saudi Arabia, Kingdom of"
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
880529 -- Other,"18,295",1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2009,"3,566,964",3.07,3.07,21,,,,"Saudi Arabia, Kingdom of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,"Saudi Arabia, Kingdom of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Saudi Arabia, Kingdom of"
880310 - Propellers and rotors and parts thereof,"1,527,487",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880320 - Under-carriages and parts thereof,"573,793",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880330 - Other parts of aeroplanes or helicopters,"1,410,059",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880390 - Other,"27,645",1.95,1.95,4,,,,"Saudi Arabia, Kingdom of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,"Saudi Arabia, Kingdom of"
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
880529 -- Other,"27,980",1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2008,"6,724,752",3.07,3.07,21,,,,"Saudi Arabia, Kingdom of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,3.20,3.20,2,,,,"Saudi Arabia, Kingdom of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","181,155",7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Saudi Arabia, Kingdom of"
880310 - Propellers and rotors and parts thereof,"1,199,253",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880320 - Under-carriages and parts thereof,"1,903,673",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880330 - Other parts of aeroplanes or helicopters,"1,480,016",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880390 - Other,"1,960,655",1.95,1.95,4,,,,"Saudi Arabia, Kingdom of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,"Saudi Arabia, Kingdom of"
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
880529 -- Other,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2007,"3,872,773",3.07,3.07,21,,,,"Saudi Arabia, Kingdom of"
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.","8,936",3.20,3.20,2,,,,"Saudi Arabia, Kingdom of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Saudi Arabia, Kingdom of"
880310 - Propellers and rotors and parts thereof,"124,236",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880320 - Under-carriages and parts thereof,"920,044",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880330 - Other parts of aeroplanes or helicopters,"2,633,868",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880390 - Other,"184,867",1.95,1.95,4,,,,"Saudi Arabia, Kingdom of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,822,2.20,2.20,2,,,,"Saudi Arabia, Kingdom of"
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
880529 -- Other,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2006,"261,027,809",3.10,3.10,22,,,,"Saudi Arabia, Kingdom of"
880110 - Gliders and hang gliders,,3.70,3.70,1,,,,"Saudi Arabia, Kingdom of"
880190 - Other,,3.20,3.20,2,,,,"Saudi Arabia, Kingdom of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,7.50,7.50,1,,,,"Saudi Arabia, Kingdom of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,7.70,7.70,1,,,,"Saudi Arabia, Kingdom of"
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","258,062,383",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Saudi Arabia, Kingdom of"
880310 - Propellers and rotors and parts thereof,"233,692",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880320 - Under-carriages and parts thereof,"588,110",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880330 - Other parts of airplanes or helicopters,"2,126,170",2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880390 - Other,"17,453",1.95,1.95,4,,,,"Saudi Arabia, Kingdom of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,"Saudi Arabia, Kingdom of"
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
880529 -- Other,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
,2005,"421,946,183",2.01,2.01,34,,,,"Saudi Arabia, Kingdom of"
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,"Saudi Arabia, Kingdom of"
880190 - Other,,2.13,2.13,3,,,,"Saudi Arabia, Kingdom of"
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,"Saudi Arabia, Kingdom of"
"880212 -- Of an unladen weight exceeding 2,000 kg",,1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,"Saudi Arabia, Kingdom of"
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","20,031,637",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","397,870,300",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,"Saudi Arabia, Kingdom of"
880310 - Propellers and rotors and parts thereof,"9,604",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
880320 - Under-carriages and parts thereof,"224,859",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
880330 - Other parts of airplanes or helicopters,"3,622,159",1.35,1.35,2,,,,"Saudi Arabia, Kingdom of"
880390 - Other,"187,623",1.56,1.56,5,,,,"Saudi Arabia, Kingdom of"
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,2.70,2.70,1,,,,"Saudi Arabia, Kingdom of"
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,"Saudi Arabia, Kingdom of"
880521 -- Air combat simulators and parts thereof,,1.70,1.70,1,,,,"Saudi Arabia, Kingdom of"
880529 -- Other,,0.85,0.85,2,,,,"Saudi Arabia, Kingdom of"
