Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
950621 -- Sailboards,"24,767",2.70,0.00,1,,1,,India
950629 -- Other,"1,041,989",2.70,0.00,1,,1,,India
"950631 -- Clubs, complete","16,161",2.70,0.00,1,,1,,India
950632 -- Balls,"52,537",2.70,0.00,1,,1,,India
950639 -- Other,"77,927",2.70,0.00,2,,2,,India
950640 - Articles and equipment for table-tennis,"1,133,354",2.70,0.00,1,,1,,India
"950651 -- Lawn-tennis rackets, whether or not strung","12,905",4.70,0.00,1,,1,,India
950659 -- Other,"76,713",2.70,0.00,1,,1,,India
950661 -- Lawn-tennis balls,"208,937",2.70,0.00,1,,1,,India
950662 -- Inflatable,"14,740,057",2.70,0.00,1,,1,,India
950669 -- Other,"5,791,511",1.35,0.00,2,,1,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached","17,760",1.80,0.00,3,,2,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","8,261,010",2.70,0.00,2,,2,,India
950699 -- Other,"27,408,410",1.35,0.00,2,,1,,India
950710 - Fishing rods,"39,405",3.70,0.00,1,,1,,India
"950720 - Fish-hooks, whether or not snelled","336,789",2.70,0.00,2,,2,,India
950730 - Fishing reels,"25,292",3.70,0.00,1,,1,,India
950790 - Other,"4,681,887",3.70,0.00,1,,1,,India
950810 - Travelling circuses and travelling menageries,"134,711",1.70,0.00,1,,1,,India
950890 - Other,"836,155",1.70,0.00,1,,1,,India
,2013,"92,886,299",2.17,0.14,62,,41,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","21,086,081",2.09,0.47,18,,8,,India
950420 - Articles and accessories for billiards of all kinds,"203,373",0.00,0.00,1,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","331,740",0.00,0.00,3,,,,India
950440 - Playing cards,"354,032",2.70,0.00,1,,1,,India
"950450 -Video game consoles and machines, other than those of subheading 9504.30","463,918",0.00,0.00,1,,,,India
950490 - Other,"2,568,753",0.00,0.00,2,,,,India
950510 - Articles for Christmas festivities,"11,201,042",1.35,0.00,2,,1,,India
950590 - Other,"2,064,248",2.70,0.00,1,,1,,India
950611 -- Skis,"16,255",3.70,0.00,4,,4,,India
950612 -- Ski-fastenings (ski-bindings),292,3.70,0.00,1,,1,,India
950619 -- Other,"75,299",2.70,0.00,1,,1,,India
950621 -- Sailboards,"6,441",2.70,0.00,1,,1,,India
950629 -- Other,"1,288,053",2.70,0.00,1,,1,,India
"950631 -- Clubs, complete","2,882",2.70,0.00,1,,1,,India
950632 -- Balls,"14,628",2.70,0.00,1,,1,,India
950639 -- Other,"59,827",2.70,0.00,2,,2,,India
950640 - Articles and equipment for table-tennis,"2,048,579",2.70,0.00,1,,1,,India
"950651 -- Lawn-tennis rackets, whether or not strung","7,550",4.70,0.00,1,,1,,India
950659 -- Other,"86,987",2.70,0.00,1,,1,,India
950661 -- Lawn-tennis balls,"141,700",2.70,0.00,1,,1,,India
950662 -- Inflatable,"10,915,390",2.70,0.00,1,,1,,India
950669 -- Other,"4,796,080",1.35,0.00,2,,1,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached","2,191",1.80,0.00,3,,2,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","8,251,874",2.70,0.00,2,,2,,India
950699 -- Other,"20,626,568",1.35,0.00,2,,1,,India
950710 - Fishing rods,"129,867",3.70,0.00,1,,1,,India
"950720 - Fish-hooks, whether or not snelled","176,839",2.70,0.00,2,,2,,India
950730 - Fishing reels,"39,973",3.70,0.00,1,,1,,India
950790 - Other,"4,805,489",3.70,0.00,1,,1,,India
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,India
950890 - Other,"1,120,347",1.70,0.00,1,,1,,India
,2012,"88,270,577",2.17,0.14,62,,41,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","16,563,028",2.09,0.47,18,,8,,India
950420 - Articles and accessories for billiards of all kinds,"383,650",0.00,0.00,1,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","351,054",0.00,0.00,3,,,,India
950440 - Playing cards,"409,787",2.70,0.00,1,,1,,India
"950450 -Video game consoles and machines, other than those of subheading 9504.30","346,530",0.00,0.00,1,,,,India
950490 - Other,"2,021,620",0.00,0.00,2,,,,India
950510 - Articles for Christmas festivities,"9,959,360",1.35,0.00,2,,1,,India
950590 - Other,"2,063,109",2.70,0.00,1,,1,,India
950611 -- Skis,"10,296",3.70,0.00,4,,4,,India
950612 -- Ski-fastenings (ski-bindings),"31,851",3.70,0.00,1,,1,,India
950619 -- Other,"295,553",2.70,0.00,1,,1,,India
950621 -- Sailboards,"30,077",2.70,0.00,1,,1,,India
950629 -- Other,"188,229",2.70,0.00,1,,1,,India
"950631 -- Clubs, complete","7,004",2.70,0.00,1,,1,,India
950632 -- Balls,"82,481",2.70,0.00,1,,1,,India
950639 -- Other,"124,589",2.70,0.00,2,,2,,India
950640 - Articles and equipment for table-tennis,"1,872,326",2.70,0.00,1,,1,,India
"950651 -- Lawn-tennis rackets, whether or not strung","5,566",4.70,0.00,1,,1,,India
950659 -- Other,"154,515",2.70,0.00,1,,1,,India
950661 -- Lawn-tennis balls,"134,211",2.70,0.00,1,,1,,India
950662 -- Inflatable,"13,355,365",2.70,0.00,1,,1,,India
950669 -- Other,"4,999,486",1.35,0.00,2,,1,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached","3,496",1.80,0.00,3,,2,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","8,171,428",2.70,0.00,2,,2,,India
950699 -- Other,"20,624,841",1.35,0.00,2,,1,,India
950710 - Fishing rods,"33,509",3.70,0.00,1,,1,,India
"950720 - Fish-hooks, whether or not snelled","148,305",2.70,0.00,2,,2,,India
950730 - Fishing reels,"11,298",3.70,0.00,1,,1,,India
950790 - Other,"5,168,221",3.70,0.00,1,,1,,India
950810 - Travelling circuses and travelling menageries,"1,645",1.70,0.00,1,,1,,India
950890 - Other,"718,149",1.70,0.00,1,,1,,India
,2011,"85,768,512",2.17,0.14,62,,41,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","12,352,705",2.09,0.47,18,,8,,India
950410 - Video games of a kind used with a television receiver,"155,514",0.00,0.00,1,,,,India
950420 - Articles and accessories for billiards of all kinds,"276,354",0.00,0.00,1,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","181,405",0.00,0.00,3,,,,India
950440 - Playing cards,"311,376",2.70,0.00,1,,1,,India
950490 - Other,"2,559,832",0.00,0.00,2,,,,India
950510 - Articles for Christmas festivities,"10,315,611",1.35,0.00,2,,1,,India
950590 - Other,"2,317,290",2.70,0.00,1,,1,,India
950611 -- Skis,"29,037",3.70,0.00,4,,4,,India
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,India
950619 -- Other,"75,321",2.70,0.00,1,,1,,India
950621 -- Sailboards,"12,027",2.70,0.00,1,,1,,India
950629 -- Other,"585,865",2.70,0.00,1,,1,,India
"950631 -- Clubs, complete","1,197",2.70,0.00,1,,1,,India
950632 -- Balls,"8,505",2.70,0.00,1,,1,,India
950639 -- Other,"100,419",2.70,0.00,2,,2,,India
950640 - Articles and equipment for table-tennis,"1,585,279",2.70,0.00,1,,1,,India
"950651 -- Lawn-tennis rackets, whether or not strung","2,144",4.70,0.00,1,,1,,India
950659 -- Other,"74,583",2.70,0.00,1,,1,,India
950661 -- Lawn-tennis balls,"166,692",2.70,0.00,1,,1,,India
950662 -- Inflatable,"14,836,089",2.70,0.00,1,,1,,India
950669 -- Other,"5,410,286",1.35,0.00,2,,1,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached","1,141",1.80,0.00,3,,2,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","7,500,068",2.70,0.00,2,,2,,India
950699 -- Other,"20,889,633",1.35,0.00,2,,1,,India
950710 - Fishing rods,"87,195",3.70,0.00,1,,1,,India
"950720 - Fish-hooks, whether or not snelled","296,886",2.70,0.00,2,,2,,India
950730 - Fishing reels,"10,788",3.70,0.00,1,,1,,India
950790 - Other,"5,454,816",3.70,0.00,1,,1,,India
950810 - Travelling circuses and travelling menageries,"7,405",1.70,0.00,1,,1,,India
950890 - Other,"163,045",1.70,0.00,1,,1,,India
,2010,"86,498,717",2.12,2.12,66,,,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","9,541,381",2.09,2.09,18,,,,India
950410 - Video games of a kind used with a television receiver,"173,189",0.00,0.00,1,,,,India
950420 - Articles and accessories for billiards of all kinds,"90,426",0.00,0.00,2,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","106,083",0.00,0.00,4,,,,India
950440 - Playing cards,"247,376",2.70,2.70,1,,,,India
950490 - Other,"3,199,975",0.00,0.00,2,,,,India
950510 - Articles for Christmas festivities,"9,148,722",1.35,1.35,2,,,,India
950590 - Other,"2,217,896",2.70,2.70,1,,,,India
950611 -- Skis,"16,598",3.70,3.70,4,,,,India
950612 -- Ski-fastenings (ski-bindings),"4,375",3.70,3.70,1,,,,India
950619 -- Other,"88,159",2.70,2.70,1,,,,India
950621 -- Sailboards,"284,455",2.70,2.70,1,,,,India
950629 -- Other,"349,083",2.70,2.70,1,,,,India
"950631 -- Clubs, complete","66,139",2.70,2.70,1,,,,India
950632 -- Balls,"461,078",2.70,2.70,1,,,,India
950639 -- Other,"210,640",2.70,2.70,2,,,,India
950640 - Articles and equipment for table-tennis,"1,782,496",2.70,2.70,2,,,,India
"950651 -- Lawn-tennis rackets, whether or not strung","8,750",4.70,4.70,1,,,,India
950659 -- Other,"68,711",2.70,2.70,1,,,,India
950661 -- Lawn-tennis balls,"140,405",2.70,2.70,1,,,,India
950662 -- Inflatable,"18,745,159",2.70,2.70,2,,,,India
950669 -- Other,"6,363,082",1.35,1.35,2,,,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached","11,375",1.80,1.80,3,,,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","7,186,235",2.70,2.70,2,,,,India
950699 -- Other,"18,670,032",1.35,1.35,2,,,,India
950710 - Fishing rods,"148,717",3.70,3.70,1,,,,India
"950720 - Fish-hooks, whether or not snelled","101,774",2.70,2.70,2,,,,India
950730 - Fishing reels,"50,668",3.70,3.70,1,,,,India
950790 - Other,"5,745,875",3.70,3.70,1,,,,India
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,India
950890 - Other,"1,269,862",1.70,1.70,1,,,,India
,2009,"73,075,134",2.12,2.12,66,,,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","5,841,102",2.09,2.09,18,,,,India
950410 - Video games of a kind used with a television receiver,"209,959",0.00,0.00,1,,,,India
950420 - Articles and accessories for billiards of all kinds,"149,230",0.00,0.00,2,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","74,845",0.00,0.00,4,,,,India
950440 - Playing cards,"349,370",2.70,2.70,1,,,,India
950490 - Other,"3,916,738",0.00,0.00,2,,,,India
950510 - Articles for Christmas festivities,"8,553,611",1.35,1.35,2,,,,India
950590 - Other,"2,427,622",2.70,2.70,1,,,,India
950611 -- Skis,"14,785",3.70,3.70,4,,,,India
950612 -- Ski-fastenings (ski-bindings),795,3.70,3.70,1,,,,India
950619 -- Other,"122,952",2.70,2.70,1,,,,India
950621 -- Sailboards,"4,422",2.70,2.70,1,,,,India
950629 -- Other,"95,111",2.70,2.70,1,,,,India
"950631 -- Clubs, complete","16,347",2.70,2.70,1,,,,India
950632 -- Balls,"455,625",2.70,2.70,1,,,,India
950639 -- Other,"226,529",2.70,2.70,2,,,,India
950640 - Articles and equipment for table-tennis,"1,844,776",2.70,2.70,2,,,,India
"950651 -- Lawn-tennis rackets, whether or not strung","10,935",4.70,4.70,1,,,,India
950659 -- Other,"268,360",2.70,2.70,1,,,,India
950661 -- Lawn-tennis balls,"198,815",2.70,2.70,1,,,,India
950662 -- Inflatable,"13,920,536",2.70,2.70,2,,,,India
950669 -- Other,"4,279,219",1.35,1.35,2,,,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached","77,676",1.80,1.80,3,,,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","7,479,238",2.70,2.70,2,,,,India
950699 -- Other,"16,013,852",1.35,1.35,2,,,,India
950710 - Fishing rods,"181,198",3.70,3.70,1,,,,India
"950720 - Fish-hooks, whether or not snelled","136,077",2.70,2.70,2,,,,India
950730 - Fishing reels,"13,041",3.70,3.70,1,,,,India
950790 - Other,"5,341,387",3.70,3.70,1,,,,India
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,India
950890 - Other,"850,981",1.70,1.70,1,,,,India
,2008,"93,816,062",2.12,2.12,66,,,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","6,406,152",2.09,2.09,18,,,,India
950410 - Video games of a kind used with a television receiver,"47,387",0.00,0.00,1,,,,India
950420 - Articles and accessories for billiards of all kinds,"157,732",0.00,0.00,2,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","248,185",0.00,0.00,4,,,,India
950440 - Playing cards,"436,093",2.70,2.70,1,,,,India
950490 - Other,"4,774,146",0.00,0.00,2,,,,India
950510 - Articles for Christmas festivities,"10,069,096",1.35,1.35,2,,,,India
950590 - Other,"2,743,707",2.70,2.70,1,,,,India
950611 -- Skis,"43,623",3.70,3.70,4,,,,India
950612 -- Ski-fastenings (ski-bindings),"23,071",3.70,3.70,1,,,,India
950619 -- Other,"26,074",2.70,2.70,1,,,,India
950621 -- Sailboards,,2.70,2.70,1,,,,India
950629 -- Other,"153,704",2.70,2.70,1,,,,India
"950631 -- Clubs, complete","12,890",2.70,2.70,1,,,,India
950632 -- Balls,"1,692,299",2.70,2.70,1,,,,India
950639 -- Other,"807,939",2.70,2.70,2,,,,India
950640 - Articles and equipment for table-tennis,"1,931,930",2.70,2.70,2,,,,India
"950651 -- Lawn-tennis rackets, whether or not strung","38,393",4.70,4.70,1,,,,India
950659 -- Other,"207,903",2.70,2.70,1,,,,India
950661 -- Lawn-tennis balls,"203,757",2.70,2.70,1,,,,India
950662 -- Inflatable,"21,527,315",2.70,2.70,2,,,,India
950669 -- Other,"3,601,655",1.35,1.35,2,,,,India
"950670 - Ice skates and roller skates, including skating boots with skates attached","64,687",1.80,1.80,3,,,,India
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","8,399,897",2.70,2.70,2,,,,India
950699 -- Other,"22,406,650",1.35,1.35,2,,,,India
950710 - Fishing rods,"276,383",3.70,3.70,1,,,,India
"950720 - Fish-hooks, whether or not snelled","106,537",2.70,2.70,2,,,,India
950730 - Fishing reels,"160,325",3.70,3.70,1,,,,India
950790 - Other,"6,518,373",3.70,3.70,1,,,,India
950810 - Travelling circuses and travelling menageries,"10,268",1.70,1.70,1,,,,India
950890 - Other,"719,889",1.70,1.70,1,,,,India
,2007,"86,775,496",2.12,2.12,66,,,,India
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","4,581,143",2.09,2.09,18,,,,India
950410 - Video games of a kind used with a television receiver,"125,510",0.00,0.00,1,,,,India
950420 - Articles and accessories for billiards of all kinds,"167,873",0.00,0.00,2,,,,India
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","264,630",0.00,0.00,4,,,,India
950440 - Playing cards,"293,369",2.70,2.70,1,,,,India
950490 - Other,"3,942,243",0.00,0.00,2,,,,India
950510 - Articles for Christmas festivities,"8,896,957",1.35,1.35,2,,,,India
950590 - Other,"1,898,499",2.70,2.70,1,,,,India
950611 -- Skis,"58,712",3.70,3.70,4,,,,India
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,India
950619 -- Other,"21,489",2.70,2.70,1,,,,India
950621 -- Sailboards,,2.70,2.70,1,,,,India
950629 -- Other,"141,915",2.70,2.70,1,,,,India
"950631 -- Clubs, complete","11,128",2.70,2.70,1,,,,India
950632 -- Balls,"1,020,406",2.70,2.70,1,,,,India
950639 -- Other,"335,855",2.70,2.70,2,,,,India
950640 - Articles and equipment for table-tennis,"1,356,343",2.70,2.70,2,,,,India
