Importer,Year,Value,Ad val. duties,Number of lines,Nepal
,(US$),Simple average,MFN duties,Pref. duties,Nepal
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Nepal
European Union,"278,380,376",,,,,,,Nepal
,2018,,11.60,0.00,147,,147,,Nepal
610120 - Of cotton,,12.00,0.00,2,,2,,Nepal
610130 - Of man-made fibres,,12.00,0.00,2,,2,,Nepal
610190 - Of other textile materials,,12.00,0.00,2,,2,,Nepal
610210 - Of wool or fine animal hair,,12.00,0.00,2,,2,,Nepal
610220 - Of cotton,,12.00,0.00,2,,2,,Nepal
610230 - Of man-made fibres,,12.00,0.00,2,,2,,Nepal
610290 - Of other textile materials,,12.00,0.00,2,,2,,Nepal
610310 - Suits,,12.00,0.00,2,,2,,Nepal
610322 - - Of cotton,,12.00,0.00,1,,1,,Nepal
610323 - - Of synthetic fibres,,12.00,0.00,1,,1,,Nepal
610329 - - Of other textile materials,,12.00,0.00,1,,1,,Nepal
610331 - - Of wool or fine animal hair,,12.00,0.00,1,,1,,Nepal
610332 - - Of cotton,,12.00,0.00,1,,1,,Nepal
610333 - - Of synthetic fibres,,12.00,0.00,1,,1,,Nepal
610339 - - Of other textile materials,,12.00,0.00,1,,1,,Nepal
610341 - - Of wool or fine animal hair,,12.00,0.00,1,,1,,Nepal
610342 - - Of cotton,,12.00,0.00,1,,1,,Nepal
610343 - - Of synthetic fibres,,12.00,0.00,1,,1,,Nepal
610349 - - Of other textile materials,,12.00,0.00,1,,1,,Nepal
610413 - - Of synthetic fibres,,12.00,0.00,1,,1,,Nepal
610419 - - Of other textile materials,,12.00,0.00,2,,2,,Nepal
610422 - - Of cotton,,12.00,0.00,1,,1,,Nepal
610423 - - Of synthetic fibres,,12.00,0.00,1,,1,,Nepal
610429 - - Of other textile materials,,12.00,0.00,2,,2,,Nepal
610431 - - Of wool or fine animal hair,,12.00,0.00,1,,1,,Nepal
610432 - - Of cotton,,12.00,0.00,1,,1,,Nepal
610433 - - Of synthetic fibres,,12.00,0.00,1,,1,,Nepal
610439 - - Of other textile materials,,12.00,0.00,1,,1,,Nepal
610441 - - Of wool or fine animal hair,,12.00,0.00,1,,1,,Nepal
610442 - - Of cotton,,12.00,0.00,1,,1,,Nepal
610443 - - Of synthetic fibres,,12.00,0.00,1,,1,,Nepal
610444 - - Of artificial fibres,,12.00,0.00,1,,1,,Nepal
610449 - - Of other textile materials,,12.00,0.00,1,,1,,Nepal
610451 - - Of wool or fine animal hair,,12.00,0.00,1,,1,,Nepal
610452 - - Of cotton,,12.00,0.00,1,,1,,Nepal
610453 - - Of synthetic fibres,,12.00,0.00,1,,1,,Nepal
610459 - - Of other textile materials,,12.00,0.00,1,,1,,Nepal
610461 - - Of wool or fine animal hair,,12.00,0.00,1,,1,,Nepal
610462 - - Of cotton,,12.00,0.00,1,,1,,Nepal
610463 - - Of synthetic fibres,,12.00,0.00,1,,1,,Nepal
