Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
390761 - - Having a viscosity number of 78 ml/g or higher,,6.50,6.50,1,,,,Japan
390769 - - Other,,6.50,6.50,1,,,,Japan
390770 - Poly(lactic acid),,0.00,0.00,1,,,,Japan
390791 - - Unsaturated,,6.50,6.50,2,,,,Japan
390799 - - Other,,3.27,3.27,3,,,,Japan
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,6.50,6.50,1,,,,Japan
390890 - Other,,6.50,6.50,1,,,,Japan
390910 - Urea resins; thiourea resins,,6.50,6.50,1,,,,Japan
390920 - Melamine resins,,6.50,6.50,1,,,,Japan
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",,6.50,6.50,1,,,,Japan
390939 - - Other,,6.50,6.50,1,,,,Japan
390940 - Phenolic resins,,6.50,6.50,1,,,,Japan
390950 - Polyurethanes,,3.25,3.25,2,,,,Japan
391000 Silicones in primary forms.,,6.50,6.50,1,,,,Japan
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,6.50,1,,,,Japan
391190 - Other,,3.30,3.30,5,,,,Japan
391211 - - Non-plasticised,,6.50,6.50,1,,,,Japan
391212 - - Plasticised,,6.50,6.50,1,,,,Japan
391220 - Cellulose nitrates (including collodions),,6.33,6.33,3,,,,Japan
391231 - - Carboxymethylcellulose and its salts,,6.50,6.50,1,,,,Japan
391239 - - Other,,3.25,3.25,2,,,,Japan
391290 - Other,,6.45,6.45,2,,,,Japan
"391310 - Alginic acid, its salts and esters",,5.00,5.00,1,,,,Japan
391390 - Other,,6.50,6.50,1,,,,Japan
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,6.50,6.50,1,,,,Japan
391510 - Of polymers of ethylene,,6.50,6.50,1,,,,Japan
391520 - Of polymers of styrene,,6.50,6.50,1,,,,Japan
391530 - Of polymers of vinyl chloride,,6.50,6.50,1,,,,Japan
391590 - Of other plastics,,6.50,6.50,2,,,,Japan
391610 - Of polymers of ethylene,,6.50,6.50,1,,,,Japan
391620 - Of polymers of vinyl chloride,,6.50,6.50,1,,,,Japan
391690 - Of other plastics,,6.50,6.50,3,,,,Japan
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,5.90,5.90,2,,,,Japan
391721 - - Of polymers of ethylene,,6.50,6.50,2,,,,Japan
391722 - - Of polymers of propylene,,6.50,6.50,2,,,,Japan
391723 - - Of polymers of vinyl chloride,,6.50,6.50,2,,,,Japan
391729 - - Of other plastics,,6.50,6.50,1,,,,Japan
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,6.50,6.50,1,,,,Japan
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,6.50,6.50,1,,,,Japan
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,6.50,6.50,1,,,,Japan
391739 - - Other,,6.50,6.50,1,,,,Japan
391740 - Fittings,,6.50,6.50,1,,,,Japan
391810 - Of polymers of vinyl chloride,,6.50,6.50,2,,,,Japan
391890 - Of other plastics,,6.50,6.50,1,,,,Japan
391910 - In rolls of a width not exceeding 20 cm,,6.35,6.35,4,,,,Japan
391990 - Other,,3.25,3.25,2,,,,Japan
392010 - Of polymers of ethylene,,4.64,4.64,7,,,,Japan
392020 - Of polymers of propylene,,6.50,6.50,3,,,,Japan
392030 - Of polymers of styrene,,6.50,6.50,1,,,,Japan
392043 - - Containing by weight not less than 6 % of plasticisers,,6.50,6.50,2,,,,Japan
392049 - - Other,,6.50,6.50,2,,,,Japan
392051 - - Of poly(methyl methacrylate),,6.50,6.50,1,,,,Japan
392059 - - Other,,3.25,3.25,2,,,,Japan
392061 - - Of polycarbonates,,6.50,6.50,1,,,,Japan
392062 - - Of poly(ethylene terephthalate),,4.33,4.33,3,,,,Japan
392063 - - Of unsaturated polyesters,,6.50,6.50,1,,,,Japan
392069 - - Of other polyesters,,6.50,6.50,1,,,,Japan
392071 - - Of regenerated cellulose,,6.50,6.50,1,,,,Japan
392073 - - Of cellulose acetate,,6.40,6.40,2,,,,Japan
392079 - - Of other cellulose derivatives,,6.10,6.10,2,,,,Japan
392091 - - Of poly(vinyl butyral),,6.10,6.10,1,,,,Japan
392092 - - Of polyamides,,6.50,6.50,1,,,,Japan
392093 - - Of amino-resins,,6.50,6.50,1,,,,Japan
392094 - - Of phenolic resins,,6.50,6.50,1,,,,Japan
392099 - - Of other plastics,,3.25,3.25,6,,,,Japan
392111 - - Of polymers of styrene,,6.50,6.50,1,,,,Japan
392112 - - Of polymers of vinyl chloride,,6.50,6.50,1,,,,Japan
392113 - - Of polyurethanes,,6.50,6.50,2,,,,Japan
392114 - - Of regenerated cellulose,,6.50,6.50,1,,,,Japan
392119 - - Of other plastics,,6.50,6.50,1,,,,Japan
392190 - Other,,6.50,6.50,8,,,,Japan
"392210 - Baths, shower-baths, sinks and wash-basins",,6.50,6.50,1,,,,Japan
392220 - Lavatory seats and covers,,6.50,6.50,1,,,,Japan
392290 - Other,,6.50,6.50,1,,,,Japan
"392310 - Boxes, cases, crates and similar articles",,3.25,3.25,2,,,,Japan
392321 - - Of polymers of ethylene,,6.50,6.50,1,,,,Japan
392329 - - Of other plastics,,6.50,6.50,2,,,,Japan
"392330 - Carboys, bottles, flasks and similar articles",,6.50,6.50,2,,,,Japan
"392340 - Spools, cops, bobbins and similar supports",,5.90,5.90,2,,,,Japan
"392350 - Stoppers, lids, caps and other closures",,6.50,6.50,2,,,,Japan
392390 - Other,,6.50,6.50,1,,,,Japan
392410 - Tableware and kitchenware,,6.50,6.50,1,,,,Japan
392490 - Other,,6.50,6.50,1,,,,Japan
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,6.50,6.50,1,,,,Japan
"392520 - Doors, windows and their frames and thresholds for doors",,6.50,6.50,1,,,,Japan
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,6.50,6.50,1,,,,Japan
392590 - Other,,6.50,6.50,3,,,,Japan
392610 - Office or school supplies,,6.50,6.50,1,,,,Japan
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,6.50,6.50,1,,,,Japan
"392630 - Fittings for furniture, coachwork or the like",,6.50,6.50,1,,,,Japan
392640 - Statuettes and other ornamental articles,,6.50,6.50,1,,,,Japan
392690 - Other,,6.50,6.50,3,,,,Japan
,2017,"1,943,724,962",5.49,5.49,210,,,,Japan
390110 - Polyethylene having a specific gravity of less than 0.94,"5,203,511",6.50,6.50,2,,,,Japan
390120 - Polyethylene having a specific gravity of 0.94 or more,"7,593,153",3.25,3.25,2,,,,Japan
390130 - Ethylene-vinyl acetate copolymers,"1,524,968",6.50,6.50,1,,,,Japan
"390140 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94","6,102,608",6.50,6.50,1,,,,Japan
390190 - Other,"38,869,678",3.25,3.25,2,,,,Japan
390210 - Polypropylene,"13,871,450",6.50,6.50,1,,,,Japan
390220 - Polyisobutylene,"9,483,548",6.50,6.50,1,,,,Japan
390230 - Propylene copolymers,"24,165,056",6.50,6.50,1,,,,Japan
390290 - Other,"22,012,913",2.17,2.17,3,,,,Japan
390311 - - Expansible,"3,821",6.50,6.50,1,,,,Japan
390319 - - Other,"7,634,384",6.50,6.50,1,,,,Japan
390320 - Styrene-acrylonitrile (SAN) copolymers,"5,046,822",6.50,6.50,1,,,,Japan
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"9,099,508",6.50,6.50,1,,,,Japan
390390 - Other,"8,879,954",2.17,2.17,3,,,,Japan
"390410 - Poly(vinyl chloride), not mixed with any other substances","223,568",6.50,6.50,1,,,,Japan
390421 - - Non-plasticised,"5,585",6.50,6.50,1,,,,Japan
390422 - - Plasticised,"156,891",6.50,6.50,1,,,,Japan
390430 - Vinyl chloride-vinyl acetate copolymers,"840,160",6.50,6.50,1,,,,Japan
390440 - Other vinyl chloride copolymers,"5,079,287",6.50,6.50,1,,,,Japan
390450 - Vinylidene chloride polymers,"4,110,912",3.25,3.25,2,,,,Japan
390461 - - Polytetrafluoroethylene,"12,006,121",6.50,6.50,1,,,,Japan
390469 - - Other,"75,481,501",4.33,4.33,3,,,,Japan
390490 - Other,"292,142",6.50,6.50,1,,,,Japan
390512 - - In aqueous dispersion,"15,091",6.50,6.50,1,,,,Japan
390519 - - Other,"399,884",6.50,6.50,1,,,,Japan
390521 - - In aqueous dispersion,"74,358",6.50,6.50,1,,,,Japan
390529 - - Other,9,6.50,6.50,1,,,,Japan
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","44,067,628",6.50,6.50,1,,,,Japan
390591 - - Copolymers,"16,839,286",6.50,6.50,1,,,,Japan
390599 - - Other,"5,984,902",3.25,3.25,2,,,,Japan
390610 - Poly(methyl methacrylate),"17,637,399",6.50,6.50,1,,,,Japan
390690 - Other,"159,880,094",0.93,0.93,7,,,,Japan
390710 - Polyacetals,"12,635,209",6.50,6.50,1,,,,Japan
390720 - Other polyethers,"66,824,063",4.88,4.88,4,,,,Japan
390730 - Epoxide resins,"28,801,841",6.50,6.50,1,,,,Japan
390740 - Polycarbonates,"15,749,130",6.50,6.50,1,,,,Japan
390750 - Alkyd resins,"235,578",6.50,6.50,1,,,,Japan
390761 - - Having a viscosity number of 78 ml/g or higher,"216,724",6.50,6.50,1,,,,Japan
390769 - - Other,"2,636,263",6.50,6.50,1,,,,Japan
390770 - Poly(lactic acid),"314,289",0.00,0.00,1,,,,Japan
390791 - - Unsaturated,"3,157,172",6.50,6.50,2,,,,Japan
390799 - - Other,"16,003,780",3.80,3.80,3,,,,Japan
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","21,470,411",6.50,6.50,1,,,,Japan
390890 - Other,"12,540,219",6.50,6.50,1,,,,Japan
390910 - Urea resins; thiourea resins,"88,295",6.50,6.50,1,,,,Japan
390920 - Melamine resins,"1,183,347",6.50,6.50,1,,,,Japan
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)","3,270,467",6.50,6.50,1,,,,Japan
390939 - - Other,"261,303",6.50,6.50,1,,,,Japan
390940 - Phenolic resins,"13,999,979",6.50,6.50,1,,,,Japan
390950 - Polyurethanes,"10,213,109",3.25,3.25,2,,,,Japan
391000 Silicones in primary forms.,"108,775,376",6.50,6.50,1,,,,Japan
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","13,726,748",6.50,6.50,1,,,,Japan
391190 - Other,"88,339,222",3.30,3.30,5,,,,Japan
391211 - - Non-plasticised,"5,266,531",6.50,6.50,1,,,,Japan
391212 - - Plasticised,"11,338",6.50,6.50,1,,,,Japan
391220 - Cellulose nitrates (including collodions),"19,818",6.33,6.33,3,,,,Japan
391231 - - Carboxymethylcellulose and its salts,"1,993,179",6.50,6.50,1,,,,Japan
391239 - - Other,"50,383,549",3.25,3.25,2,,,,Japan
391290 - Other,"14,555,310",6.45,6.45,2,,,,Japan
"391310 - Alginic acid, its salts and esters","3,032,670",5.00,5.00,1,,,,Japan
391390 - Other,"16,754,549",6.50,6.50,1,,,,Japan
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","24,702,101",6.50,6.50,1,,,,Japan
391510 - Of polymers of ethylene,"5,761",6.50,6.50,1,,,,Japan
391520 - Of polymers of styrene,"575,255",6.50,6.50,1,,,,Japan
391530 - Of polymers of vinyl chloride,"4,052",6.50,6.50,1,,,,Japan
391590 - Of other plastics,"295,950",6.50,6.50,2,,,,Japan
391610 - Of polymers of ethylene,"42,518",6.50,6.50,1,,,,Japan
391620 - Of polymers of vinyl chloride,"55,240",6.50,6.50,1,,,,Japan
391690 - Of other plastics,"2,214,809",6.50,6.50,3,,,,Japan
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"1,981,628",5.90,5.90,2,,,,Japan
391721 - - Of polymers of ethylene,"663,566",6.50,6.50,2,,,,Japan
391722 - - Of polymers of propylene,"79,365",6.50,6.50,2,,,,Japan
391723 - - Of polymers of vinyl chloride,"404,378",6.50,6.50,2,,,,Japan
391729 - - Of other plastics,"3,032,085",6.50,6.50,1,,,,Japan
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","1,745,603",6.50,6.50,1,,,,Japan
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings","18,525,503",6.50,6.50,1,,,,Japan
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings","3,670,486",6.50,6.50,1,,,,Japan
391739 - - Other,"9,162,109",6.50,6.50,1,,,,Japan
391740 - Fittings,"24,568,342",6.50,6.50,1,,,,Japan
391810 - Of polymers of vinyl chloride,"3,391,752",6.50,6.50,2,,,,Japan
391890 - Of other plastics,"642,731",6.50,6.50,1,,,,Japan
391910 - In rolls of a width not exceeding 20 cm,"21,882,646",6.35,6.35,4,,,,Japan
391990 - Other,"74,209,737",3.25,3.25,2,,,,Japan
392010 - Of polymers of ethylene,"47,928,395",4.64,4.64,7,,,,Japan
392020 - Of polymers of propylene,"43,625,479",6.50,6.50,3,,,,Japan
392030 - Of polymers of styrene,"3,964,482",6.50,6.50,1,,,,Japan
392043 - - Containing by weight not less than 6 % of plasticisers,"16,085,956",6.50,6.50,2,,,,Japan
392049 - - Other,"16,501,620",6.50,6.50,2,,,,Japan
392051 - - Of poly(methyl methacrylate),"13,709,516",6.50,6.50,1,,,,Japan
392059 - - Other,"14,287,028",3.25,3.25,2,,,,Japan
392061 - - Of polycarbonates,"2,488,577",6.50,6.50,1,,,,Japan
392062 - - Of poly(ethylene terephthalate),"49,441,832",4.33,4.33,3,,,,Japan
392063 - - Of unsaturated polyesters,"1,210,578",6.50,6.50,1,,,,Japan
392069 - - Of other polyesters,"8,386,418",6.50,6.50,1,,,,Japan
392071 - - Of regenerated cellulose,"710,120",6.50,6.50,1,,,,Japan
392073 - - Of cellulose acetate,"2,752,722",6.40,6.40,2,,,,Japan
392079 - - Of other cellulose derivatives,"915,750",6.10,6.10,2,,,,Japan
392091 - - Of poly(vinyl butyral),"39,388,246",6.10,6.10,1,,,,Japan
392092 - - Of polyamides,"2,253,822",6.50,6.50,1,,,,Japan
392093 - - Of amino-resins,,6.50,6.50,1,,,,Japan
392094 - - Of phenolic resins,"11,637",6.50,6.50,1,,,,Japan
392099 - - Of other plastics,"55,070,669",3.25,3.25,6,,,,Japan
392111 - - Of polymers of styrene,"437,895",6.50,6.50,1,,,,Japan
392112 - - Of polymers of vinyl chloride,"833,330",6.50,6.50,1,,,,Japan
392113 - - Of polyurethanes,"4,657,576",6.50,6.50,2,,,,Japan
392114 - - Of regenerated cellulose,"27,485",6.50,6.50,1,,,,Japan
392119 - - Of other plastics,"14,664,026",6.50,6.50,1,,,,Japan
392190 - Other,"44,771,862",6.50,6.50,8,,,,Japan
"392210 - Baths, shower-baths, sinks and wash-basins","138,263",6.50,6.50,1,,,,Japan
392220 - Lavatory seats and covers,"117,363",6.50,6.50,1,,,,Japan
392290 - Other,"480,898",6.50,6.50,1,,,,Japan
"392310 - Boxes, cases, crates and similar articles","18,223,295",3.25,3.25,2,,,,Japan
392321 - - Of polymers of ethylene,"10,727,952",6.50,6.50,1,,,,Japan
392329 - - Of other plastics,"5,851,263",6.50,6.50,2,,,,Japan
"392330 - Carboys, bottles, flasks and similar articles","13,137,506",6.50,6.50,2,,,,Japan
"392340 - Spools, cops, bobbins and similar supports","1,376,656",5.90,5.90,2,,,,Japan
"392350 - Stoppers, lids, caps and other closures","10,679,790",6.50,6.50,2,,,,Japan
392390 - Other,"13,527,066",6.50,6.50,1,,,,Japan
392410 - Tableware and kitchenware,"1,873,089",6.50,6.50,1,,,,Japan
392490 - Other,"2,503,167",6.50,6.50,1,,,,Japan
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","39,576",6.50,6.50,1,,,,Japan
"392520 - Doors, windows and their frames and thresholds for doors","182,640",6.50,6.50,1,,,,Japan
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","273,973",6.50,6.50,1,,,,Japan
392590 - Other,"11,306,207",6.50,6.50,3,,,,Japan
392610 - Office or school supplies,"1,861,940",6.50,6.50,1,,,,Japan
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","386,955",6.50,6.50,1,,,,Japan
"392630 - Fittings for furniture, coachwork or the like","16,638,033",6.50,6.50,1,,,,Japan
392640 - Statuettes and other ornamental articles,"3,592,417",6.50,6.50,1,,,,Japan
392690 - Other,"239,780,611",6.50,6.50,3,,,,Japan
,2016,"1,814,291,871",5.53,5.53,205,,,,Japan
390110 - Polyethylene having a specific gravity of less than 0.94,"5,239,195",6.50,6.50,2,,,,Japan
390120 - Polyethylene having a specific gravity of 0.94 or more,"8,341,567",3.25,3.25,2,,,,Japan
390130 - Ethylene-vinyl acetate copolymers,"1,720,866",6.50,6.50,1,,,,Japan
390190 - Other,"39,818,913",3.25,3.25,2,,,,Japan
390210 - Polypropylene,"15,948,473",6.50,6.50,1,,,,Japan
390220 - Polyisobutylene,"7,966,341",6.50,6.50,1,,,,Japan
390230 - Propylene copolymers,"20,738,507",6.50,6.50,1,,,,Japan
390290 - Other,"15,427,497",2.17,2.17,3,,,,Japan
390311 -- Expansible,"40,180",6.50,6.50,1,,,,Japan
390319 -- Other,"6,216,432",6.50,6.50,1,,,,Japan
390320 - Styrene-acrylonitrile (SAN) copolymers,"4,121,734",6.50,6.50,1,,,,Japan
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"8,001,955",6.50,6.50,1,,,,Japan
390390 - Other,"7,268,545",2.17,2.17,3,,,,Japan
"390410 - Poly(vinyl chloride), not mixed with any other substances","217,269",6.50,6.50,1,,,,Japan
390421 -- Non-plasticised,72,6.50,6.50,1,,,,Japan
390422 -- Plasticised,"471,623",6.50,6.50,1,,,,Japan
390430 - Vinyl chloride-vinyl acetate copolymers,"920,541",6.50,6.50,1,,,,Japan
390440 - Other vinyl chloride copolymers,"3,871,587",6.50,6.50,1,,,,Japan
390450 - Vinylidene chloride polymers,"3,956,171",3.25,3.25,2,,,,Japan
390461 -- Polytetrafluoroethylene,"10,999,994",6.50,6.50,1,,,,Japan
390469 -- Other,"64,197,494",4.33,4.33,3,,,,Japan
390490 - Other,"33,968",6.50,6.50,1,,,,Japan
390512 -- In aqueous dispersion,"15,611",6.50,6.50,1,,,,Japan
390519 -- Other,"331,261",6.50,6.50,1,,,,Japan
390521 -- In aqueous dispersion,"16,143",6.50,6.50,1,,,,Japan
390529 -- Other,"11,575",6.50,6.50,1,,,,Japan
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","39,059,319",6.50,6.50,1,,,,Japan
390591 -- Copolymers,"21,701,428",6.50,6.50,1,,,,Japan
390599 -- Other,"3,914,710",3.25,3.25,2,,,,Japan
390610 - Poly(methyl methacrylate),"18,127,626",6.50,6.50,1,,,,Japan
390690 - Other,"161,946,203",0.93,0.93,7,,,,Japan
390710 - Polyacetals,"12,299,734",6.50,6.50,1,,,,Japan
390720 - Other polyethers,"60,562,888",4.88,4.88,4,,,,Japan
390730 - Epoxide resins,"24,963,500",6.50,6.50,1,,,,Japan
390740 - Polycarbonates,"16,950,555",6.50,6.50,1,,,,Japan
390750 - Alkyd resins,"156,513",6.50,6.50,1,,,,Japan
390760 - Poly(ethylene terephthalate),"2,338,362",6.50,6.50,2,,,,Japan
390770 - Poly(lactic acid),"320,076",0.00,0.00,1,,,,Japan
390791 -- Unsaturated,"2,218,134",6.50,6.50,2,,,,Japan
390799 -- Other,"17,481,210",3.25,3.25,2,,,,Japan
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","23,592,716",6.50,6.50,1,,,,Japan
390890 - Other,"15,144,094",6.50,6.50,1,,,,Japan
390910 - Urea resins; thiourea resins,"120,270",6.50,6.50,1,,,,Japan
390920 - Melamine resins,"1,065,590",6.50,6.50,1,,,,Japan
390930 - Other amino-resins,"1,519,558",6.50,6.50,1,,,,Japan
390940 - Phenolic resins,"11,712,888",6.50,6.50,1,,,,Japan
390950 - Polyurethanes,"10,729,559",3.25,3.25,2,,,,Japan
391000 Silicones in primary forms.,"81,759,027",6.50,6.50,1,,,,Japan
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","11,686,538",6.50,6.50,1,,,,Japan
391190 - Other,"71,306,228",3.30,3.30,5,,,,Japan
391211 -- Non-plasticised,"9,070,756",6.50,6.50,1,,,,Japan
391212 -- Plasticised,,6.50,6.50,1,,,,Japan
391220 - Cellulose nitrates (including collodions),"1,178",6.33,6.33,3,,,,Japan
391231 -- Carboxymethylcellulose and its salts,"2,081,364",6.50,6.50,1,,,,Japan
391239 -- Other,"55,644,546",3.25,3.25,2,,,,Japan
391290 - Other,"16,792,626",6.45,6.45,2,,,,Japan
"391310 - Alginic acid, its salts and esters","2,053,399",5.00,5.00,1,,,,Japan
391390 - Other,"15,839,324",6.50,6.50,1,,,,Japan
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","21,791,940",6.50,6.50,1,,,,Japan
391510 - Of polymers of ethylene,"3,293",6.50,6.50,1,,,,Japan
391520 - Of polymers of styrene,"20,715",6.50,6.50,1,,,,Japan
391530 - Of polymers of vinyl chloride,"10,354",6.50,6.50,1,,,,Japan
391590 - Of other plastics,"76,333",6.50,6.50,2,,,,Japan
391610 - Of polymers of ethylene,"32,874",6.50,6.50,1,,,,Japan
391620 - Of polymers of vinyl chloride,"107,397",6.50,6.50,1,,,,Japan
391690 - Of other plastics,"1,965,949",6.50,6.50,3,,,,Japan
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"2,258,764",5.90,5.90,2,,,,Japan
391721 -- Of polymers of ethylene,"537,844",6.50,6.50,2,,,,Japan
391722 -- Of polymers of propylene,"176,007",6.50,6.50,2,,,,Japan
391723 -- Of polymers of vinyl chloride,"385,858",6.50,6.50,2,,,,Japan
391729 -- Of other plastics,"2,962,447",6.50,6.50,1,,,,Japan
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","1,849,482",6.50,6.50,1,,,,Japan
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","16,495,969",6.50,6.50,1,,,,Japan
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","5,011,117",6.50,6.50,1,,,,Japan
391739 -- Other,"8,457,289",6.50,6.50,1,,,,Japan
391740 - Fittings,"25,331,440",6.50,6.50,1,,,,Japan
391810 - Of polymers of vinyl chloride,"3,432,781",6.50,6.50,2,,,,Japan
391890 - Of other plastics,"1,154,508",6.50,6.50,1,,,,Japan
391910 - In rolls of a width not exceeding 20 cm,"20,216,173",6.35,6.35,4,,,,Japan
391990 - Other,"66,675,536",6.50,6.50,1,,,,Japan
392010 - Of polymers of ethylene,"46,381,214",4.64,4.64,7,,,,Japan
392020 - Of polymers of propylene,"43,625,903",6.50,6.50,3,,,,Japan
392030 - Of polymers of styrene,"4,263,625",6.50,6.50,1,,,,Japan
392043 -- Containing by weight not less than 6 % of plasticisers,"13,349,866",6.50,6.50,2,,,,Japan
392049 -- Other,"21,140,006",6.50,6.50,2,,,,Japan
392051 -- Of poly(methyl methacrylate),"8,983,507",6.50,6.50,1,,,,Japan
392059 -- Other,"18,697,027",3.25,3.25,2,,,,Japan
392061 -- Of polycarbonates,"2,320,398",6.50,6.50,1,,,,Japan
392062 -- Of poly(ethylene terephthalate),"39,912,073",4.33,4.33,3,,,,Japan
392063 -- Of unsaturated polyesters,"1,471,432",6.50,6.50,1,,,,Japan
392069 -- Of other polyesters,"7,830,781",6.50,6.50,1,,,,Japan
392071 -- Of regenerated cellulose,"1,258,141",6.50,6.50,1,,,,Japan
392073 -- Of cellulose acetate,"2,411,180",6.40,6.40,2,,,,Japan
392079 -- Of other cellulose derivatives,"1,234,805",6.10,6.10,2,,,,Japan
392091 -- Of poly(vinyl butyral),"31,608,041",6.10,6.10,1,,,,Japan
392092 -- Of polyamides,"1,497,886",6.50,6.50,1,,,,Japan
392093 -- Of amino-resins,"4,270",6.50,6.50,1,,,,Japan
392094 -- Of phenolic resins,"2,906",6.50,6.50,1,,,,Japan
392099 -- Of other plastics,"44,239,132",3.25,3.25,6,,,,Japan
392111 -- Of polymers of styrene,"285,997",6.50,6.50,1,,,,Japan
392112 -- Of polymers of vinyl chloride,"720,028",6.50,6.50,1,,,,Japan
392113 -- Of polyurethanes,"3,489,394",6.50,6.50,2,,,,Japan
392114 -- Of regenerated cellulose,"19,789",6.50,6.50,1,,,,Japan
392119 -- Of other plastics,"9,243,185",6.50,6.50,1,,,,Japan
392190 - Other,"44,208,880",6.50,6.50,8,,,,Japan
"392210 - Baths, shower-baths, sinks and wash-basins","352,462",6.50,6.50,1,,,,Japan
392220 - Lavatory seats and covers,"107,355",6.50,6.50,1,,,,Japan
