Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","109,215",,,3,3,,,Ukraine
040221 -- Not containing added sugar or other sweetening matter,,,,9,9,,,Ukraine
040229 -- Other,,17.50,17.50,3,1,,,Ukraine
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Ukraine
040299 -- Other,,17.50,17.50,9,7,,,Ukraine
040310 - Yogurt,,19.00,19.00,4,1,,,Ukraine
040390 - Other,,19.00,19.00,20,17,,,Ukraine
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,11.50,8.67,8,5,1,,Ukraine
040490 - Other,,12.50,9.38,5,2,1,,Ukraine
040510 - Butter,,,,3,3,,,Ukraine
040520 - Dairy spreads,,8.80,6.67,8,5,1,,Ukraine
040590 - Other,,10.00,10.00,3,1,,,Ukraine
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,9.88,8.21,21,9,2,,Ukraine
"040620 - Grated or powdered cheese, of all kinds",,12.93,12.33,38,13,1,,Ukraine
"040630 - Processed cheese, not grated or powdered",,12.54,12.54,36,13,,,Ukraine
040640 - Blue-veined cheese,,13.38,13.38,9,1,,,Ukraine
040690 - Other cheese,"300,916",11.61,11.18,50,15,1,,Ukraine
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,,0.00,1,1,1,,Ukraine
040811 -- Dried,,,,1,1,,,Ukraine
040819 -- Other,,,,1,1,,,Ukraine
040891 -- Dried,,,,1,1,,,Ukraine
040899 -- Other,,,,1,1,,,Ukraine
040900 Natural honey.,"1,661,239",,,1,1,,,Ukraine
"041000 Edible products of animal origin, not elsewhere specified or included.",,1.10,0.00,1,,1,,Ukraine
,2005,"530,282",12.38,12.38,251,126,,,Ukraine
"040110 - Of a fat content, by weight, not exceeding 1%",,,,1,1,,,Ukraine
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,2,2,,,Ukraine
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Ukraine
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,3,3,,,Ukraine
040221 -- Not containing added sugar or other sweetening matter,,,,9,9,,,Ukraine
040229 -- Other,,17.50,17.50,3,1,,,Ukraine
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Ukraine
040299 -- Other,,17.50,17.50,9,7,,,Ukraine
040310 - Yogurt,,19.00,19.00,4,1,,,Ukraine
040390 - Other,,19.00,19.00,20,17,,,Ukraine
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,11.50,11.50,8,5,,,Ukraine
040490 - Other,,12.50,12.50,5,2,,,Ukraine
040510 - Butter,,,,3,3,,,Ukraine
040520 - Dairy spreads,,8.80,8.80,8,5,,,Ukraine
040590 - Other,,10.00,10.00,3,1,,,Ukraine
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,9.88,9.88,21,9,,,Ukraine
"040620 - Grated or powdered cheese, of all kinds",,12.93,12.93,38,13,,,Ukraine
"040630 - Processed cheese, not grated or powdered",,12.54,12.54,36,13,,,Ukraine
040640 - Blue-veined cheese,,13.38,13.38,9,1,,,Ukraine
040690 - Other cheese,"26,000",11.61,11.61,50,15,,,Ukraine
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,,,1,1,,,Ukraine
040811 -- Dried,,,,1,1,,,Ukraine
040819 -- Other,,,,1,1,,,Ukraine
040891 -- Dried,,,,1,1,,,Ukraine
040899 -- Other,,,,1,1,,,Ukraine
040900 Natural honey.,"504,282",,,1,1,,,Ukraine
"041000 Edible products of animal origin, not elsewhere specified or included.",,1.10,1.10,1,,,,Ukraine
,2004,"3,386,095",12.38,12.38,251,126,,,Ukraine
"040110 - Of a fat content, by weight, not exceeding 1%",,,,1,1,,,Ukraine
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,2,2,,,Ukraine
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Ukraine
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,3,3,,,Ukraine
040221 -- Not containing added sugar or other sweetening matter,,,,9,9,,,Ukraine
040229 -- Other,,17.50,17.50,3,1,,,Ukraine
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Ukraine
040299 -- Other,"275,561",17.50,17.50,9,7,,,Ukraine
040310 - Yogurt,,19.00,19.00,4,1,,,Ukraine
040390 - Other,,19.00,19.00,20,17,,,Ukraine
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,11.50,11.50,8,5,,,Ukraine
040490 - Other,,12.50,12.50,5,2,,,Ukraine
040510 - Butter,,,,3,3,,,Ukraine
040520 - Dairy spreads,,8.80,8.80,8,5,,,Ukraine
040590 - Other,,10.00,10.00,3,1,,,Ukraine
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,9.88,9.88,21,9,,,Ukraine
"040620 - Grated or powdered cheese, of all kinds",,12.93,12.93,38,13,,,Ukraine
"040630 - Processed cheese, not grated or powdered",,12.54,12.54,36,13,,,Ukraine
040640 - Blue-veined cheese,,13.38,13.38,9,1,,,Ukraine
040690 - Other cheese,,11.61,11.61,50,15,,,Ukraine
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,,,1,1,,,Ukraine
040811 -- Dried,,,,1,1,,,Ukraine
040819 -- Other,,,,1,1,,,Ukraine
040891 -- Dried,,,,1,1,,,Ukraine
040899 -- Other,,,,1,1,,,Ukraine
040900 Natural honey.,"3,110,534",,,1,1,,,Ukraine
"041000 Edible products of animal origin, not elsewhere specified or included.",,1.10,1.10,1,,,,Ukraine
,2003,"4,686,853",12.38,12.38,251,126,,,Ukraine
"040110 - Of a fat content, by weight, not exceeding 1%",,,,1,1,,,Ukraine
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,2,2,,,Ukraine
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Ukraine
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","97,224",,,3,3,,,Ukraine
040221 -- Not containing added sugar or other sweetening matter,,,,9,9,,,Ukraine
040229 -- Other,,17.50,17.50,3,1,,,Ukraine
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Ukraine
040299 -- Other,"174,856",17.50,17.50,9,7,,,Ukraine
040310 - Yogurt,,19.00,19.00,4,1,,,Ukraine
040390 - Other,,19.00,19.00,20,17,,,Ukraine
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,11.50,11.50,8,5,,,Ukraine
040490 - Other,,12.50,12.50,5,2,,,Ukraine
040510 - Butter,,,,3,3,,,Ukraine
040520 - Dairy spreads,,8.80,8.80,8,5,,,Ukraine
040590 - Other,,10.00,10.00,3,1,,,Ukraine
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,9.88,9.88,21,9,,,Ukraine
"040620 - Grated or powdered cheese, of all kinds",,12.93,12.93,38,13,,,Ukraine
"040630 - Processed cheese, not grated or powdered",,12.54,12.54,36,13,,,Ukraine
040640 - Blue-veined cheese,,13.38,13.38,9,1,,,Ukraine
040690 - Other cheese,,11.61,11.61,50,15,,,Ukraine
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,,,1,1,,,Ukraine
040811 -- Dried,,,,1,1,,,Ukraine
040819 -- Other,,,,1,1,,,Ukraine
040891 -- Dried,,,,1,1,,,Ukraine
040899 -- Other,,,,1,1,,,Ukraine
040900 Natural honey.,"4,414,773",,,1,1,,,Ukraine
"041000 Edible products of animal origin, not elsewhere specified or included.",,1.10,1.10,1,,,,Ukraine
,2002,"1,144,166",12.38,12.38,251,126,,,Ukraine
"040110 - Of a fat content, by weight, not exceeding 1%",,,,1,1,,,Ukraine
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,,,2,2,,,Ukraine
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Ukraine
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","70,000",,,3,3,,,Ukraine
040221 -- Not containing added sugar or other sweetening matter,,,,9,9,,,Ukraine
040229 -- Other,,17.50,17.50,3,1,,,Ukraine
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Ukraine
040299 -- Other,"156,100",17.50,17.50,9,7,,,Ukraine
040310 - Yogurt,,19.00,19.00,4,1,,,Ukraine
040390 - Other,,19.00,19.00,20,17,,,Ukraine
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,11.50,11.50,8,5,,,Ukraine
040490 - Other,,12.50,12.50,5,2,,,Ukraine
040510 - Butter,,,,3,3,,,Ukraine
040520 - Dairy spreads,,8.80,8.80,8,5,,,Ukraine
040590 - Other,,10.00,10.00,3,1,,,Ukraine
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,9.88,9.88,21,9,,,Ukraine
"040620 - Grated or powdered cheese, of all kinds",,12.93,12.93,38,13,,,Ukraine
"040630 - Processed cheese, not grated or powdered",,12.54,12.54,36,13,,,Ukraine
040640 - Blue-veined cheese,,13.38,13.38,9,1,,,Ukraine
040690 - Other cheese,,11.61,11.61,50,15,,,Ukraine
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,,,1,1,,,Ukraine
040811 -- Dried,,,,1,1,,,Ukraine
040819 -- Other,,,,1,1,,,Ukraine
040891 -- Dried,,,,1,1,,,Ukraine
040899 -- Other,,,,1,1,,,Ukraine
040900 Natural honey.,"918,066",,,1,1,,,Ukraine
"041000 Edible products of animal origin, not elsewhere specified or included.",,1.10,1.10,1,,,,Ukraine
,2001,"364,913",12.38,11.90,251,126,7,,Ukraine
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,1,1,,,Ukraine
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,2,2,,,Ukraine
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Ukraine
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","247,302",,,3,3,,,Ukraine
040221 - - Not containing added sugar or other sweetening matter,,,,9,9,,,Ukraine
040229 - - Other,,17.50,17.50,3,1,,,Ukraine
040291 - - Not containing added sugar or other sweetening matter,,,,6,6,,,Ukraine
040299 - - Other,"117,611",17.50,17.50,9,7,,,Ukraine
040310 - Yogurt,,19.00,19.00,4,1,,,Ukraine
040390 - Other,,19.00,19.00,20,17,,,Ukraine
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,11.50,8.67,8,5,1,,Ukraine
040490 - Other,,12.50,9.38,5,2,1,,Ukraine
040510 - Butter,,,,3,3,,,Ukraine
040520 - Dairy spreads,,8.80,6.67,8,5,1,,Ukraine
040590 - Other,,10.00,10.00,3,1,,,Ukraine
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,9.88,8.21,21,9,2,,Ukraine
"040620 - Grated or powdered cheese, of all kinds",,12.93,12.93,38,13,,,Ukraine
"040630 - Processed cheese, not grated or powdered",,12.54,12.54,36,13,,,Ukraine
040640 - Blue-veined cheese,,13.38,13.38,9,1,,,Ukraine
040690 - Other cheese,,11.61,11.61,50,15,,,Ukraine
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,,0.00,1,1,1,,Ukraine
040811 - - Dried,,,,1,1,,,Ukraine
040819 - - Other,,,,1,1,,,Ukraine
040891 - - Dried,,,,1,1,,,Ukraine
040899 - - Other,,,,1,1,,,Ukraine
040900 Natural honey,,,,1,1,,,Ukraine
"041000 Edible products of animal origin, not elsewhere specified or included",,1.10,0.00,1,,1,,Ukraine
,2000,"111,449",12.38,11.90,251,126,7,,Ukraine
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,1,1,,,Ukraine
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,2,2,,,Ukraine
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Ukraine
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,3,3,,,Ukraine
040221 - - Not containing added sugar or other sweetening matter,,,,9,9,,,Ukraine
040229 - - Other,,17.50,17.50,3,1,,,Ukraine
040291 - - Not containing added sugar or other sweetening matter,,,,6,6,,,Ukraine
040299 - - Other,"86,408",17.50,17.50,9,7,,,Ukraine
040310 - Yogurt,,19.00,19.00,4,1,,,Ukraine
040390 - Other,,19.00,19.00,20,17,,,Ukraine
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,11.50,8.67,8,5,1,,Ukraine
040490 - Other,,12.50,9.38,5,2,1,,Ukraine
040510 - Butter,,,,3,3,,,Ukraine
040520 - Dairy spreads,,8.80,6.67,8,5,1,,Ukraine
040590 - Other,,10.00,10.00,3,1,,,Ukraine
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,9.88,8.21,21,9,2,,Ukraine
"040620 - Grated or powdered cheese, of all kinds",,12.93,12.93,38,13,,,Ukraine
"040630 - Processed cheese, not grated or powdered",,12.54,12.54,36,13,,,Ukraine
040640 - Blue-veined cheese,,13.38,13.38,9,1,,,Ukraine
040690 - Other cheese,,11.61,11.61,50,15,,,Ukraine
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,,0.00,1,1,1,,Ukraine
040811 - - Dried,,,,1,1,,,Ukraine
040819 - - Other,,,,1,1,,,Ukraine
040891 - - Dried,,,,1,1,,,Ukraine
040899 - - Other,,,,1,1,,,Ukraine
040900 Natural honey,"25,041",,,1,1,,,Ukraine
"041000 Edible products of animal origin, not elsewhere specified or included",,1.10,0.00,1,,1,,Ukraine
,1999,"5,611",12.50,12.01,251,126,7,,Ukraine
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,1,1,,,Ukraine
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,2,2,,,Ukraine
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Ukraine
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,3,3,,,Ukraine
040221 - - Not containing added sugar or other sweetening matter,,,,9,9,,,Ukraine
040229 - - Other,,17.50,17.50,3,1,,,Ukraine
040291 - - Not containing added sugar or other sweetening matter,,,,6,6,,,Ukraine
040299 - - Other,"3,431",17.50,17.50,9,7,,,Ukraine
040310 - Yogurt,,19.17,19.17,4,1,,,Ukraine
040390 - Other,,19.17,19.17,20,17,,,Ukraine
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,11.60,8.67,8,5,1,,Ukraine
040490 - Other,,12.60,9.45,5,2,1,,Ukraine
040510 - Butter,,,,3,3,,,Ukraine
040520 - Dairy spreads,,9.00,6.67,8,5,1,,Ukraine
040590 - Other,,10.00,10.00,3,1,,,Ukraine
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,9.90,8.23,21,9,2,,Ukraine
"040620 - Grated or powdered cheese, of all kinds",,13.06,13.06,38,13,,,Ukraine
"040630 - Processed cheese, not grated or powdered",,12.63,12.63,36,13,,,Ukraine
040640 - Blue-veined cheese,,13.66,13.66,9,1,,,Ukraine
040690 - Other cheese,,11.75,11.75,50,15,,,Ukraine
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,,0.00,1,1,1,,Ukraine
040811 - - Dried,,,,1,1,,,Ukraine
040819 - - Other,,,,1,1,,,Ukraine
040891 - - Dried,,,,1,1,,,Ukraine
040899 - - Other,,,,1,1,,,Ukraine
040900 Natural honey,"2,180",,,1,1,,,Ukraine
"041000 Edible products of animal origin, not elsewhere specified or included",,1.30,0.00,1,,1,,Ukraine
,1998,"24,750",12.61,12.11,251,126,7,,Ukraine
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,1,1,,,Ukraine
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,2,2,,,Ukraine
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Ukraine
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,3,3,,,Ukraine
040221 - - Not containing added sugar or other sweetening matter,,,,9,9,,,Ukraine
040229 - - Other,,17.50,17.50,3,1,,,Ukraine
040291 - - Not containing added sugar or other sweetening matter,,,,6,6,,,Ukraine
040299 - - Other,"24,750",17.50,17.50,9,7,,,Ukraine
040310 - Yogurt,,19.33,19.33,4,1,,,Ukraine
040390 - Other,,19.33,19.33,20,17,,,Ukraine
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,11.67,8.67,8,5,1,,Ukraine
040490 - Other,,12.67,9.50,5,2,1,,Ukraine
040510 - Butter,,,,3,3,,,Ukraine
040520 - Dairy spreads,,9.20,6.67,8,5,1,,Ukraine
040590 - Other,,10.00,10.00,3,1,,,Ukraine
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,9.92,8.25,21,9,2,,Ukraine
"040620 - Grated or powdered cheese, of all kinds",,13.18,13.18,38,13,,,Ukraine
"040630 - Processed cheese, not grated or powdered",,12.70,12.70,36,13,,,Ukraine
040640 - Blue-veined cheese,,13.95,13.95,9,1,,,Ukraine
040690 - Other cheese,,11.88,11.88,50,15,,,Ukraine
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,,0.00,1,1,1,,Ukraine
040811 - - Dried,,,,1,1,,,Ukraine
040819 - - Other,,,,1,1,,,Ukraine
040891 - - Dried,,,,1,1,,,Ukraine
040899 - - Other,,,,1,1,,,Ukraine
040900 Natural honey,,,,1,1,,,Ukraine
"041000 Edible products of animal origin, not elsewhere specified or included",,1.60,0.00,1,,1,,Ukraine
,1997,"8,100",12.73,12.22,251,126,7,,Ukraine
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,1,1,,,Ukraine
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,2,2,,,Ukraine
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Ukraine
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,3,3,,,Ukraine
040221 - - Not containing added sugar or other sweetening matter,,,,9,9,,,Ukraine
040229 - - Other,,17.50,17.50,3,1,,,Ukraine
040291 - - Not containing added sugar or other sweetening matter,,,,6,6,,,Ukraine
040299 - - Other,"5,940",17.50,17.50,9,7,,,Ukraine
040310 - Yogurt,,19.50,19.50,4,1,,,Ukraine
040390 - Other,,19.50,19.50,20,17,,,Ukraine
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,11.73,8.67,8,5,1,,Ukraine
040490 - Other,,12.73,9.55,5,2,1,,Ukraine
040510 - Butter,,,,3,3,,,Ukraine
040520 - Dairy spreads,,9.40,6.67,8,5,1,,Ukraine
040590 - Other,,10.00,10.00,3,1,,,Ukraine
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,9.93,8.27,21,9,2,,Ukraine
"040620 - Grated or powdered cheese, of all kinds",,13.30,13.30,38,13,,,Ukraine
"040630 - Processed cheese, not grated or powdered",,12.78,12.78,36,13,,,Ukraine
040640 - Blue-veined cheese,,14.26,14.26,9,1,,,Ukraine
040690 - Other cheese,,12.02,12.02,50,15,,,Ukraine
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,,0.00,1,1,1,,Ukraine
040811 - - Dried,,,,1,1,,,Ukraine
040819 - - Other,,,,1,1,,,Ukraine
040891 - - Dried,,,,1,1,,,Ukraine
040899 - - Other,,,,1,1,,,Ukraine
040900 Natural honey,"2,160",,,1,1,,,Ukraine
"041000 Edible products of animal origin, not elsewhere specified or included",,1.80,0.00,1,,1,,Ukraine
,1996,,12.85,12.85,251,126,,,Ukraine
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,1,1,,,Ukraine
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,2,2,,,Ukraine
"040130 - Of a fat content, by weight, exceeding 6 %",,,,6,6,,,Ukraine
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,,,3,3,,,Ukraine
040221 - - Not containing added sugar or other sweetening matter,,,,9,9,,,Ukraine
040229 - - Other,,17.50,17.50,3,1,,,Ukraine
040291 - - Not containing added sugar or other sweetening matter,,,,6,6,,,Ukraine
040299 - - Other,,17.50,17.50,9,7,,,Ukraine
040310 - Yogurt,,19.67,19.67,4,1,,,Ukraine
040390 - Other,,19.67,19.67,20,17,,,Ukraine
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,11.83,11.83,8,5,,,Ukraine
040490 - Other,,12.83,12.83,5,2,,,Ukraine
040510 - Butter,,,,3,3,,,Ukraine
040520 - Dairy spreads,,9.60,9.60,8,5,,,Ukraine
040590 - Other,,10.00,10.00,3,1,,,Ukraine
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,9.96,9.96,21,9,,,Ukraine
"040620 - Grated or powdered cheese, of all kinds",,13.43,13.43,38,13,,,Ukraine
"040630 - Processed cheese, not grated or powdered",,12.87,12.87,36,13,,,Ukraine
040640 - Blue-veined cheese,,14.55,14.55,9,1,,,Ukraine
040690 - Other cheese,,12.16,12.16,50,15,,,Ukraine
"040700 Birds' eggs, in shell, fresh, preserved or cooked",,,,1,1,,,Ukraine
040811 - - Dried,,,,1,1,,,Ukraine
040819 - - Other,,,,1,1,,,Ukraine
040891 - - Dried,,,,1,1,,,Ukraine
040899 - - Other,,,,1,1,,,Ukraine
040900 Natural honey,,,,1,1,,,Ukraine
"041000 Edible products of animal origin, not elsewhere specified or included",,2.00,2.00,1,,,,Ukraine
