Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
080221 -- In shell,"10,309,782",3.20,3.20,1,,,,United States of America
080222 -- Shelled,"1,649,507",3.20,3.20,1,,,,United States of America
080231 -- In shell,"95,046,143",4.00,4.00,1,,,,United States of America
080232 -- Shelled,"77,629,490",5.10,5.10,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),"97,522",5.60,5.60,1,,,,United States of America
080250 - Pistachios,"209,100,225",1.60,1.60,1,,,,United States of America
080290 - Other,"43,385,010",1.50,1.50,4,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.","37,706",16.00,16.00,3,1,,,United States of America
080410 - Dates,"4,454,053",7.70,7.70,1,,,,United States of America
080420 - Figs,"26,983",6.80,6.80,2,,,,United States of America
080430 - Pineapples,"27,598",5.80,5.80,1,,,,United States of America
080440 - Avocados,"2,527,724",4.37,4.37,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","6,454,261",0.00,0.00,1,,,,United States of America
080510 - Oranges,"511,971",14.67,14.67,2,1,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","580,250",,,5,5,,,United States of America
080540 - Grapefruit,"54,705,436",1.80,1.80,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","146,365",12.80,12.80,2,1,,,United States of America
080590 - Other,,12.80,12.80,1,,,,United States of America
080610 - Fresh,"14,653,944",15.47,15.47,2,1,,,United States of America
080620 - Dried,"80,982,695",2.40,2.40,3,,,,United States of America
080711 -- Watermelons,50,8.80,8.80,1,,,,United States of America
080719 -- Other,"2,361",8.80,8.80,1,,,,United States of America
080720 - Papaws (papayas),"350,451",0.00,0.00,1,,,,United States of America
080810 - Apples,"42,288,783",,,2,2,,,United States of America
080820 - Pears and quinces,"4,848,010",7.20,7.20,3,2,,,United States of America
080910 - Apricots,"111,296",,,1,1,,,United States of America
080920 - Cherries,"17,853,439",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","3,161,350",,,2,2,,,United States of America
080940 - Plums and sloes,"309,129",12.00,12.00,2,1,,,United States of America
081010 - Strawberries,"18,110,410",,,1,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","7,034,185",9.20,9.20,2,,,,United States of America
"081030 - Black, white or red currants and gooseberries","40,418",9.07,9.07,3,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","10,983,650",4.00,4.00,4,,,,United States of America
081050 - Kiwifruit,"6,378",8.53,8.53,1,,,,United States of America
081060 - Durians,,8.80,8.80,1,,,,United States of America
081090 - Other,"1,338,532",2.93,2.93,3,,,,United States of America
081110 - Strawberries,"630,022",17.60,17.60,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","433,898",14.67,14.67,7,1,,,United States of America
081190 - Other,"7,120,156",12.65,12.65,10,2,,,United States of America
081210 - Cherries,"125,146",8.80,8.80,1,,,,United States of America
081290 - Other,"335,095",8.10,8.10,6,,,,United States of America
081310 - Apricots,"538,740",5.60,5.60,1,,,,United States of America
081320 - Prunes,"58,019,467",9.60,9.60,1,,,,United States of America
081330 - Apples,"2,638,781",3.20,3.20,1,,,,United States of America
081340 - Other fruit,"7,356,799",2.73,2.73,6,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"361,399",6.86,6.86,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","100,749",1.60,1.60,1,,,,United States of America
,2005,"1,751,057,435",6.91,6.91,119,24,,,United States of America
080111 -- Dessicated,"184,376",0.00,0.00,1,,,,United States of America
080119 -- Other,"13,822",0.00,0.00,1,,,,United States of America
080121 -- In shell,,0.00,0.00,1,,,,United States of America
080122 -- Shelled,"130,929",0.00,0.00,1,,,,United States of America
080131 -- In shell,"1,879",0.00,0.00,1,,,,United States of America
080132 -- Shelled,"440,735",0.00,0.00,1,,,,United States of America
080211 -- In shell,"13,079,931",2.80,2.80,2,,,,United States of America
080212 -- Shelled,"987,031,590",1.75,1.75,2,,,,United States of America
080221 -- In shell,"13,167,317",3.20,3.20,1,,,,United States of America
080222 -- Shelled,"5,170,703",3.20,3.20,1,,,,United States of America
080231 -- In shell,"99,578,835",4.00,4.00,1,,,,United States of America
080232 -- Shelled,"58,990,351",5.10,5.10,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),"967,536",5.60,5.60,1,,,,United States of America
080250 - Pistachios,"201,542,124",1.60,1.60,1,,,,United States of America
080290 - Other,"41,920,281",1.50,1.50,4,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.","20,577",16.00,16.00,3,1,,,United States of America
080410 - Dates,"4,277,501",7.70,7.70,1,,,,United States of America
080420 - Figs,"23,688",6.80,6.80,2,,,,United States of America
080430 - Pineapples,"31,227",5.80,5.80,1,,,,United States of America
080440 - Avocados,"93,108",4.37,4.37,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","8,012,376",0.00,0.00,1,,,,United States of America
080510 - Oranges,"2,748,428",14.67,14.67,2,1,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","206,048",,,5,5,,,United States of America
080540 - Grapefruit,"50,287,424",1.80,1.80,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","461,499",12.80,12.80,2,1,,,United States of America
080590 - Other,"1,194",12.80,12.80,1,,,,United States of America
080610 - Fresh,"22,833,736",15.47,15.47,2,1,,,United States of America
080620 - Dried,"75,475,570",2.40,2.40,3,,,,United States of America
080711 -- Watermelons,"2,650",8.80,8.80,1,,,,United States of America
080719 -- Other,112,8.80,8.80,1,,,,United States of America
080720 - Papaws (papayas),"278,504",0.00,0.00,1,,,,United States of America
080810 - Apples,"51,453,980",,,2,2,,,United States of America
080820 - Pears and quinces,"7,243,759",7.20,7.20,3,2,,,United States of America
080910 - Apricots,"456,211",,,1,1,,,United States of America
080920 - Cherries,"13,403,260",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","1,620,005",,,2,2,,,United States of America
080940 - Plums and sloes,"597,230",12.00,12.00,2,1,,,United States of America
081010 - Strawberries,"9,839,449",,,1,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","4,847,088",9.20,9.20,2,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,9.07,9.07,3,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","10,340,137",4.00,4.00,4,,,,United States of America
081050 - Kiwifruit,"4,006",8.53,8.53,1,,,,United States of America
081060 - Durians,,8.80,8.80,1,,,,United States of America
081090 - Other,"1,098,329",2.93,2.93,3,,,,United States of America
081110 - Strawberries,"298,012",17.60,17.60,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","210,539",14.67,14.67,7,1,,,United States of America
081190 - Other,"4,734,882",12.65,12.65,10,2,,,United States of America
081210 - Cherries,,8.80,8.80,1,,,,United States of America
081290 - Other,"303,150",8.10,8.10,6,,,,United States of America
081310 - Apricots,"522,385",5.60,5.60,1,,,,United States of America
081320 - Prunes,"48,954,832",9.60,9.60,1,,,,United States of America
081330 - Apples,"2,592,891",3.20,3.20,1,,,,United States of America
081340 - Other fruit,"5,077,955",2.73,2.73,6,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"329,151",6.86,6.86,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","156,135",1.60,1.60,1,,,,United States of America
,2004,"1,413,497,972",6.82,6.82,128,28,,,United States of America
080111 -- Dessicated,"14,193",0.00,0.00,1,,,,United States of America
080119 -- Other,"105,955",0.00,0.00,1,,,,United States of America
080121 -- In shell,,0.00,0.00,1,,,,United States of America
080122 -- Shelled,"1,001,825",0.00,0.00,1,,,,United States of America
080131 -- In shell,"1,306",0.00,0.00,1,,,,United States of America
080132 -- Shelled,"267,152",0.00,0.00,1,,,,United States of America
080211 -- In shell,"8,710,337",2.80,2.80,2,,,,United States of America
080212 -- Shelled,"764,363,988",1.75,1.75,2,,,,United States of America
080221 -- In shell,"8,937,087",3.20,3.20,1,,,,United States of America
080222 -- Shelled,"1,476,870",3.20,3.20,1,,,,United States of America
080231 -- In shell,"98,683,232",4.00,4.00,1,,,,United States of America
080232 -- Shelled,"44,793,954",5.10,5.10,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),"340,269",5.60,5.60,1,,,,United States of America
080250 - Pistachios,"109,327,386",1.60,1.60,1,,,,United States of America
080290 - Other,"31,299,689",1.50,1.50,4,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.","10,523",16.00,16.00,3,1,,,United States of America
080410 - Dates,"5,004,870",7.70,7.70,1,,,,United States of America
080420 - Figs,"66,872",6.80,6.80,2,,,,United States of America
080430 - Pineapples,"39,096",5.80,5.80,1,,,,United States of America
080440 - Avocados,"6,182",4.37,4.37,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","7,828,188",0.00,0.00,1,,,,United States of America
080510 - Oranges,"1,062,017",14.67,14.67,4,3,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","337,831",,,5,5,,,United States of America
080540 - Grapefruit,"69,264,917",1.80,1.80,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","25,836",12.80,12.80,2,1,,,United States of America
080590 - Other,162,12.80,12.80,1,,,,United States of America
080610 - Fresh,"23,309,309",15.47,15.47,2,1,,,United States of America
080620 - Dried,"79,597,225",2.40,2.40,6,,,,United States of America
080711 -- Watermelons,"7,277",8.80,8.80,1,,,,United States of America
080719 -- Other,,8.80,8.80,1,,,,United States of America
080720 - Papaws (papayas),"476,202",0.00,0.00,1,,,,United States of America
080810 - Apples,"45,243,873",,,4,4,,,United States of America
080820 - Pears and quinces,"7,723,389",7.20,7.20,3,2,,,United States of America
080910 - Apricots,"239,314",,,1,1,,,United States of America
080920 - Cherries,"14,951,407",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","2,079,503",,,2,2,,,United States of America
080940 - Plums and sloes,"448,277",12.00,12.00,2,1,,,United States of America
081010 - Strawberries,"3,870,072",,,1,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","4,303,061",9.20,9.20,2,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,9.07,9.07,3,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","3,361,827",4.00,4.00,4,,,,United States of America
081050 - Kiwifruit,"2,351",8.53,8.53,1,,,,United States of America
081060 - Durians,,8.80,8.80,1,,,,United States of America
081090 - Other,"461,624",2.93,2.93,3,,,,United States of America
081110 - Strawberries,"581,685",17.60,17.60,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","152,701",14.67,14.67,7,1,,,United States of America
081190 - Other,"4,100,990",12.65,12.65,10,2,,,United States of America
081210 - Cherries,"19,305",8.80,8.80,1,,,,United States of America
081290 - Other,"30,799",8.28,8.28,8,,,,United States of America
081310 - Apricots,"406,954",5.60,5.60,1,,,,United States of America
081320 - Prunes,"61,453,410",9.60,9.60,1,,,,United States of America
081330 - Apples,"2,654,085",3.20,3.20,1,,,,United States of America
081340 - Other fruit,"4,097,830",2.73,2.73,6,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"723,154",6.86,6.86,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","232,609",1.60,1.60,1,,,,United States of America
,2003,"1,066,877,571",6.82,6.82,128,28,,,United States of America
080111 -- Dessicated,"151,524",0.00,0.00,1,,,,United States of America
080119 -- Other,"10,260",0.00,0.00,1,,,,United States of America
080121 -- In shell,,0.00,0.00,1,,,,United States of America
080122 -- Shelled,"229,396",0.00,0.00,1,,,,United States of America
080131 -- In shell,181,0.00,0.00,1,,,,United States of America
080132 -- Shelled,"1,313,617",0.00,0.00,1,,,,United States of America
080211 -- In shell,"7,022,851",2.80,2.80,2,,,,United States of America
080212 -- Shelled,"504,622,434",1.75,1.75,2,,,,United States of America
080221 -- In shell,"7,584,945",3.20,3.20,1,,,,United States of America
080222 -- Shelled,"232,575",3.20,3.20,1,,,,United States of America
080231 -- In shell,"71,984,566",4.00,4.00,1,,,,United States of America
080232 -- Shelled,"32,310,103",5.10,5.10,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),"409,246",5.60,5.60,1,,,,United States of America
080250 - Pistachios,"88,887,024",1.60,1.60,1,,,,United States of America
080290 - Other,"25,677,029",1.50,1.50,4,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.","149,646",16.00,16.00,3,1,,,United States of America
080410 - Dates,"5,079,506",7.70,7.70,1,,,,United States of America
080420 - Figs,"67,239",6.80,6.80,2,,,,United States of America
080430 - Pineapples,"19,208",5.80,5.80,1,,,,United States of America
080440 - Avocados,"22,047",4.37,4.37,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","10,988,035",0.00,0.00,1,,,,United States of America
080510 - Oranges,"374,235",14.67,14.67,4,3,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","202,236",,,5,5,,,United States of America
080540 - Grapefruit,"79,037,055",1.80,1.80,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","68,528",12.80,12.80,2,1,,,United States of America
080590 - Other,136,12.80,12.80,1,,,,United States of America
080610 - Fresh,"17,563,644",15.47,15.47,2,1,,,United States of America
080620 - Dried,"65,586,341",2.40,2.40,6,,,,United States of America
080711 -- Watermelons,,8.80,8.80,1,,,,United States of America
080719 -- Other,,8.80,8.80,1,,,,United States of America
080720 - Papaws (papayas),"869,712",0.00,0.00,1,,,,United States of America
080810 - Apples,"29,679,599",,,4,4,,,United States of America
080820 - Pears and quinces,"9,239,992",7.20,7.20,3,2,,,United States of America
080910 - Apricots,"186,852",,,1,1,,,United States of America
080920 - Cherries,"9,661,794",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","2,034,429",,,2,2,,,United States of America
080940 - Plums and sloes,"1,673,950",12.00,12.00,2,1,,,United States of America
081010 - Strawberries,"8,287,205",,,1,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","3,996,450",9.20,9.20,2,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,9.07,9.07,3,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","3,110,099",4.00,4.00,4,,,,United States of America
081050 - Kiwifruit,,8.53,8.53,1,,,,United States of America
081060 - Durians,,8.80,8.80,1,,,,United States of America
081090 - Other,"47,262",2.93,2.93,3,,,,United States of America
081110 - Strawberries,"346,226",17.60,17.60,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","239,124",14.67,14.67,7,1,,,United States of America
081190 - Other,"3,557,285",12.65,12.65,10,2,,,United States of America
081210 - Cherries,"1,697",8.80,8.80,1,,,,United States of America
081290 - Other,"16,380",8.28,8.28,8,,,,United States of America
081310 - Apricots,"350,604",5.60,5.60,1,,,,United States of America
081320 - Prunes,"66,717,348",9.60,9.60,1,,,,United States of America
081330 - Apples,"2,591,093",3.20,3.20,1,,,,United States of America
081340 - Other fruit,"3,486,788",2.73,2.73,6,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"784,476",6.86,6.86,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","405,603",1.60,1.60,1,,,,United States of America
,2002,"857,718,410",6.82,6.82,128,28,,,United States of America
080111 -- Dessicated,"41,727",0.00,0.00,1,,,,United States of America
080119 -- Other,"8,540",0.00,0.00,1,,,,United States of America
080121 -- In shell,"39,382",0.00,0.00,1,,,,United States of America
080122 -- Shelled,"35,154",0.00,0.00,1,,,,United States of America
080131 -- In shell,,0.00,0.00,1,,,,United States of America
080132 -- Shelled,"1,358,536",0.00,0.00,1,,,,United States of America
080211 -- In shell,"4,289,465",2.80,2.80,2,,,,United States of America
080212 -- Shelled,"356,983,242",1.75,1.75,2,,,,United States of America
080221 -- In shell,"4,423,982",3.20,3.20,1,,,,United States of America
080222 -- Shelled,"153,433",3.20,3.20,1,,,,United States of America
080231 -- In shell,"62,832,238",4.00,4.00,1,,,,United States of America
080232 -- Shelled,"26,760,456",5.10,5.10,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),,5.60,5.60,1,,,,United States of America
080250 - Pistachios,"79,916,375",1.60,1.60,1,,,,United States of America
080290 - Other,"23,098,823",1.50,1.50,4,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.","5,845",16.00,16.00,3,1,,,United States of America
080410 - Dates,"4,420,227",7.70,7.70,1,,,,United States of America
080420 - Figs,"16,873",6.80,6.80,2,,,,United States of America
080430 - Pineapples,"69,108",5.80,5.80,1,,,,United States of America
080440 - Avocados,"107,780",4.37,4.37,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","8,107,699",0.00,0.00,1,,,,United States of America
080510 - Oranges,"544,566",14.67,14.67,4,3,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","90,539",,,5,5,,,United States of America
080540 - Grapefruit,"69,946,725",1.80,1.80,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","67,027",12.80,12.80,2,1,,,United States of America
080590 - Other,"3,490",12.80,12.80,1,,,,United States of America
080610 - Fresh,"32,746,901",15.47,15.47,2,1,,,United States of America
080620 - Dried,"53,206,319",2.40,2.40,6,,,,United States of America
080711 -- Watermelons,"9,619",8.80,8.80,1,,,,United States of America
080719 -- Other,"82,774",8.80,8.80,1,,,,United States of America
080720 - Papaws (papayas),"881,933",0.00,0.00,1,,,,United States of America
080810 - Apples,"29,756,019",,,4,4,,,United States of America
080820 - Pears and quinces,"8,037,797",7.20,7.20,3,2,,,United States of America
080910 - Apricots,"16,050",,,1,1,,,United States of America
080920 - Cherries,"6,710,538",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","1,407,782",,,2,2,,,United States of America
080940 - Plums and sloes,"1,327,637",12.00,12.00,2,1,,,United States of America
081010 - Strawberries,"1,344,254",,,1,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","2,687,374",9.20,9.20,2,,,,United States of America
"081030 - Black, white or red currants and gooseberries","1,665",9.07,9.07,3,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","2,763,783",4.00,4.00,4,,,,United States of America
081050 - Kiwifruit,"2,847",8.53,8.53,1,,,,United States of America
081060 - Durians,,8.80,8.80,1,,,,United States of America
081090 - Other,"19,417",2.93,2.93,3,,,,United States of America
081110 - Strawberries,"480,537",17.60,17.60,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","99,429",14.67,14.67,7,1,,,United States of America
081190 - Other,"3,937,808",12.65,12.65,10,2,,,United States of America
081210 - Cherries,,8.80,8.80,1,,,,United States of America
081290 - Other,"101,898",8.28,8.28,8,,,,United States of America
081310 - Apricots,"251,585",5.60,5.60,1,,,,United States of America
081320 - Prunes,"62,682,418",9.60,9.60,1,,,,United States of America
081330 - Apples,"2,433,463",3.20,3.20,1,,,,United States of America
081340 - Other fruit,"1,794,139",2.73,2.73,6,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"498,195",6.86,6.86,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","1,114,999",1.60,1.60,1,,,,United States of America
,2001,"797,348,608",6.82,6.82,128,28,,,United States of America
080111 - - Desiccated,"161,377",0.00,0.00,1,,,,United States of America
080119 - - Other,"30,626",0.00,0.00,1,,,,United States of America
080121 - - In shell,"7,092",0.00,0.00,1,,,,United States of America
080122 - - Shelled,,0.00,0.00,1,,,,United States of America
080131 - - In shell,"37,262",0.00,0.00,1,,,,United States of America
080132 - - Shelled,"1,243,485",0.00,0.00,1,,,,United States of America
080211 - - In shell,"2,793,911",2.80,2.80,2,,,,United States of America
080212 - - Shelled,"319,251,016",1.75,1.75,2,,,,United States of America
080221 - - In shell,"5,723,086",3.20,3.20,1,,,,United States of America
080222 - - Shelled,"281,230",3.20,3.20,1,,,,United States of America
080231 - - In shell,"70,094,743",4.00,4.00,1,,,,United States of America
080232 - - Shelled,"23,971,496",5.10,5.10,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),"423,408",5.60,5.60,1,,,,United States of America
080250 - Pistachios,"56,675,141",1.60,1.60,1,,,,United States of America
080290 - Other,"20,276,744",1.50,1.50,4,,,,United States of America
"080300 Bananas, including plantains, fresh or dried","110,576",16.00,16.00,3,1,,,United States of America
080410 - Dates,"4,432,515",7.70,7.70,1,,,,United States of America
080420 - Figs,"109,850",6.80,6.80,2,,,,United States of America
080430 - Pineapples,"45,814",5.80,5.80,1,,,,United States of America
080440 - Avocados,"166,267",4.36,4.36,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","7,650,649",0.00,0.00,1,,,,United States of America
080510 - Oranges,"251,957",14.66,14.66,4,3,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","83,666",,,5,5,,,United States of America
"080530 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia)","22,647",12.80,12.80,2,1,,,United States of America
080540 - Grapefruit,"63,034,754",1.80,1.80,1,,,,United States of America
080590 - Other,"414,686",12.80,12.80,1,,,,United States of America
080610 - Fresh,"28,943,548",15.46,15.46,2,1,,,United States of America
080620 - Dried,"60,186,138",2.40,2.40,6,,,,United States of America
080711 - - Watermelons,"51,912",8.80,8.80,1,,,,United States of America
080719 - - Other,"14,964",8.80,8.80,1,,,,United States of America
080720 - Papaws (papayas),"1,298,773",0.00,0.00,1,,,,United States of America
080810 - Apples,"26,235,041",,,4,4,,,United States of America
080820 - Pears and quinces,"6,676,359",7.20,7.20,3,2,,,United States of America
080910 - Apricots,"72,177",,,1,1,,,United States of America
080920 - Cherries,"9,184,383",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","1,755,646",,,2,2,,,United States of America
080940 - Plums and sloes,"445,984",12.00,12.00,2,1,,,United States of America
081010 - Strawberries,"1,032,184",,,1,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","2,658,171",9.20,9.20,2,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,9.07,9.07,3,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","2,776,108",4.00,4.00,4,,,,United States of America
081050 - Kiwifruit,"1,137",8.53,8.53,1,,,,United States of America
081090 - Other,"6,600",2.93,2.93,3,,,,United States of America
081110 - Strawberries,"50,372",17.60,17.60,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","205,848",14.67,14.67,7,1,,,United States of America
081190 - Other,"5,212,949",12.65,12.65,10,2,,,United States of America
081210 - Cherries,"7,271",8.80,8.80,1,,,,United States of America
081220 - Strawberries,,8.80,8.80,1,,,,United States of America
081290 - Other,,8.28,8.28,8,,,,United States of America
081310 - Apricots,"248,500",5.60,5.60,1,,,,United States of America
081320 - Prunes,"67,118,608",9.60,9.60,1,,,,United States of America
081330 - Apples,"2,363,518",3.20,3.20,1,,,,United States of America
081340 - Other fruit,"1,148,222",2.73,2.73,6,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"556,909",6.86,6.86,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions","1,803,286",1.60,1.60,1,,,,United States of America
,2000,"840,322,973",6.93,6.93,129,29,,,United States of America
080111 - - Desiccated,"48,448",0.00,0.00,1,,,,United States of America
080119 - - Other,"51,121",0.00,0.00,1,,,,United States of America
080121 - - In shell,"345,275",0.00,0.00,1,,,,United States of America
080122 - - Shelled,"59,124",0.00,0.00,1,,,,United States of America
080131 - - In shell,65,0.00,0.00,1,,,,United States of America
080132 - - Shelled,"3,269,760",0.00,0.00,1,,,,United States of America
080211 - - In shell,"2,203,835",2.85,2.85,2,,,,United States of America
080212 - - Shelled,"335,834,210",1.90,1.90,2,,,,United States of America
080221 - - In shell,"6,092,288",3.25,3.25,1,,,,United States of America
080222 - - Shelled,"451,343",3.25,3.25,1,,,,United States of America
080231 - - In shell,"81,143,229",4.35,4.35,1,,,,United States of America
080232 - - Shelled,"22,439,878",5.35,5.35,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),,5.70,5.70,1,,,,United States of America
080250 - Pistachios,"47,774,260",1.65,1.65,1,,,,United States of America
080290 - Other,"27,633,748",1.20,1.20,5,,,,United States of America
"080300 Bananas, including plantains, fresh or dried","123,835",16.35,16.35,3,1,,,United States of America
080410 - Dates,"5,723,771",8.05,8.05,1,,,,United States of America
080420 - Figs,"106,834",6.93,6.93,2,,,,United States of America
080430 - Pineapples,"19,370",6.05,6.05,1,,,,United States of America
080440 - Avocados,"691,775",3.92,3.92,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","11,855,979",0.50,0.50,1,,,,United States of America
080510 - Oranges,"116,837",14.30,14.30,4,3,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","527,246",,,5,5,,,United States of America
"080530 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia)","57,409",13.05,13.05,2,1,,,United States of America
080540 - Grapefruit,"56,891,856",1.98,1.98,1,,,,United States of America
080590 - Other,"421,841",13.05,13.05,1,,,,United States of America
080610 - Fresh,"34,855,288",15.35,15.35,2,1,,,United States of America
080620 - Dried,"68,644,624",2.45,2.45,6,,,,United States of America
080711 - - Watermelons,"57,215",9.00,9.00,1,,,,United States of America
080719 - - Other,"194,861",9.00,9.00,1,,,,United States of America
080720 - Papaws (papayas),"1,086,936",0.50,0.50,1,,,,United States of America
080810 - Apples,"25,889,480",,,4,4,,,United States of America
080820 - Pears and quinces,"4,968,972",7.35,7.35,3,2,,,United States of America
080910 - Apricots,"138,410",,,1,1,,,United States of America
080920 - Cherries,"8,026,465",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","1,872,214",,,2,2,,,United States of America
080940 - Plums and sloes,"1,446,925",12.25,12.25,2,1,,,United States of America
081010 - Strawberries,"4,564,657",,,1,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","875,748",9.40,9.40,2,,,,United States of America
"081030 - Black, white or red currants and gooseberries","2,213",9.27,9.27,3,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","2,247,332",4.08,4.08,4,,,,United States of America
081050 - Kiwifruit,,,,1,1,,,United States of America
081090 - Other,"18,983",3.60,3.60,3,,,,United States of America
081110 - Strawberries,"93,208",17.98,17.98,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","386,504",14.98,14.98,7,1,,,United States of America
081190 - Other,"7,878,181",13.09,13.09,10,2,,,United States of America
081210 - Cherries,"13,746",9.00,9.00,1,,,,United States of America
081220 - Strawberries,"34,628",9.00,9.00,1,,,,United States of America
