Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
080940 - Plums and sloes,"42,643",12.00,12.00,2,1,,,United States of America
081010 - Strawberries,"8,782,337",11.20,11.20,1,,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","8,116,162",9.20,9.20,2,,,,United States of America
"081030 - Black, white or red currants and gooseberries","15,538",9.07,9.07,3,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","7,062,258",4.00,4.00,4,,,,United States of America
081050 - Kiwifruit,,8.80,8.80,1,,,,United States of America
081060 - Durians,"136,494",8.80,8.80,1,,,,United States of America
081070 - Persimmons,"28,845",8.80,8.80,1,,,,United States of America
081090 - Other,"4,044,887",4.40,4.40,2,,,,United States of America
081110 - Strawberries,"185,923",17.60,17.60,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","507,264",14.67,14.67,7,1,,,United States of America
081190 - Other,"7,900,440",10.75,10.75,10,2,,,United States of America
081210 - Cherries,"57,065",8.80,8.80,1,,,,United States of America
081290 - Other,"64,741",7.16,7.16,5,,,,United States of America
081310 - Apricots,"6,866",5.60,5.60,1,,,,United States of America
081320 - Prunes,"65,221,975",9.60,9.60,1,,,,United States of America
081330 - Apples,"1,438,859",3.20,3.20,1,,,,United States of America
081340 - Other fruit,"4,778,235",3.28,3.28,5,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"302,558",6.86,6.86,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","126,809",1.60,1.60,1,,,,United States of America
,2012,"2,045,953,204",7.14,7.14,124,16,,,United States of America
080111 -- Desiccated,"20,012",0.00,0.00,1,,,,United States of America
080112 -- In the inner shell (endocarp),,0.00,0.00,1,,,,United States of America
080119 -- Other,"9,423",0.00,0.00,1,,,,United States of America
080121 -- In shell,129,0.00,0.00,1,,,,United States of America
080122 -- Shelled,509,0.00,0.00,1,,,,United States of America
080131 -- In shell,"3,303",0.00,0.00,1,,,,United States of America
080132 -- Shelled,"649,859",0.00,0.00,1,,,,United States of America
080211 -- In shell,"9,412,559",2.80,2.80,2,,,,United States of America
080212 -- Shelled,"950,655,676",1.75,1.75,2,,,,United States of America
080221 -- In shell,"2,932,995",3.20,3.20,1,,,,United States of America
080222 -- Shelled,"1,657,391",3.20,3.20,1,,,,United States of America
080231 -- In shell,"100,089,105",4.00,4.00,1,,,,United States of America
080232 -- Shelled,"203,069,796",5.10,5.10,1,,,,United States of America
080241 -- In shell,"20,219",5.60,5.60,1,,,,United States of America
080242 -- Shelled,415,5.60,5.60,1,,,,United States of America
080251 -- In shell,"315,961,170",1.60,1.60,1,,,,United States of America
080252 -- Shelled,"35,850,116",1.60,1.60,1,,,,United States of America
080261 -- In shell,"1,967",2.00,2.00,1,,,,United States of America
080262 -- Shelled,"1,851,889",2.00,2.00,1,,,,United States of America
080270 - Kola nuts (Cola spp.),"934,023",0.00,0.00,1,,,,United States of America
080280 - Areca nuts,,0.00,0.00,1,,,,United States of America
080290 - Other,"75,988,179",1.33,1.33,3,,,,United States of America
080310 - Plantains,"17,198",16.00,16.00,2,,,,United States of America
080390 - Other,"40,784",16.00,16.00,2,1,,,United States of America
080410 - Dates,"2,694,370",7.70,7.70,1,,,,United States of America
080420 - Figs,"54,409",6.80,6.80,2,,,,United States of America
080430 - Pineapples,"27,558",5.80,5.80,1,,,,United States of America
080440 - Avocados,"211,542",4.00,4.00,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","11,036,375",0.00,0.00,1,,,,United States of America
080510 - Oranges,"378,432",16.00,16.00,2,1,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","5,270,114",,,5,5,,,United States of America
"080540 - Grapefruit, including pomelos","42,311,812",1.50,1.50,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","174,458",12.80,12.80,2,1,,,United States of America
080590 - Other,"62,483",12.80,12.80,1,,,,United States of America
080610 - Fresh,"13,103,857",12.95,12.95,2,,,,United States of America
080620 - Dried,"119,450,193",2.40,2.40,3,,,,United States of America
080711 -- Watermelons,386,8.80,8.80,1,,,,United States of America
080719 -- Other,,8.80,8.80,1,,,,United States of America
080720 - Papaws (papayas),"97,648",0.00,0.00,1,,,,United States of America
080810 - Apples,"17,771,465",,,2,2,,,United States of America
080830 - Pears,"2,574,100",,,2,2,,,United States of America
080840 - Quinces,,7.20,7.20,1,,,,United States of America
080910 - Apricots,"498,663",20.00,20.00,1,,,,United States of America
080921 -- Sour cherries (Prunus cerasus),,12.00,12.00,1,,,,United States of America
080929 -- Other,"25,066,093",12.00,12.00,1,,,,United States of America
"080930 - Peaches, including nectarines","398,393",17.60,17.60,2,,,,United States of America
080940 - Plums and sloes,"280,090",9.20,9.20,2,,,,United States of America
081010 - Strawberries,"8,479,820",11.20,11.20,1,,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","11,975,411",9.20,9.20,2,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,9.07,9.07,3,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","6,397,108",4.00,4.00,4,,,,United States of America
081050 - Kiwifruit,"8,625",8.80,8.80,1,,,,United States of America
081060 - Durians,,8.80,8.80,1,,,,United States of America
081070 - Persimmons,"29,936",8.80,8.80,1,,,,United States of America
081090 - Other,"2,801,343",4.40,4.40,2,,,,United States of America
081110 - Strawberries,"312,005",17.60,17.60,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","294,090",14.67,14.67,7,1,,,United States of America
081190 - Other,"9,839,680",10.75,10.75,10,2,,,United States of America
081210 - Cherries,"106,645",8.80,8.80,1,,,,United States of America
081290 - Other,"23,265",7.16,7.16,5,,,,United States of America
081310 - Apricots,"45,051",5.60,5.60,1,,,,United States of America
081320 - Prunes,"58,291,177",9.60,9.60,1,,,,United States of America
081330 - Apples,"2,460,301",3.20,3.20,1,,,,United States of America
081340 - Other fruit,"3,776,668",3.28,3.28,5,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"263,346",6.86,6.86,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","219,576",1.60,1.60,1,,,,United States of America
,2011,"2,022,329,978",7.06,7.06,117,24,,,United States of America
080111 -- Desiccated,"94,740",0.00,0.00,1,,,,United States of America
080119 -- Other,"26,072",0.00,0.00,1,,,,United States of America
080121 -- In shell,97,0.00,0.00,1,,,,United States of America
080122 -- Shelled,"3,048",0.00,0.00,1,,,,United States of America
080131 -- In shell,84,0.00,0.00,1,,,,United States of America
080132 -- Shelled,"1,009,214",0.00,0.00,1,,,,United States of America
080211 -- In shell,"11,302,107",2.80,2.80,2,,,,United States of America
080212 -- Shelled,"871,558,024",1.75,1.75,2,,,,United States of America
080221 -- In shell,"6,039,832",3.20,3.20,1,,,,United States of America
080222 -- Shelled,"276,493",3.20,3.20,1,,,,United States of America
080231 -- In shell,"116,021,836",4.00,4.00,1,,,,United States of America
080232 -- Shelled,"221,050,059",5.10,5.10,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),"1,726",5.60,5.60,1,,,,United States of America
080250 - Pistachios,"327,811,448",1.60,1.60,1,,,,United States of America
080260 - Macadamia nuts,"1,328,135",2.00,2.00,1,,,,United States of America
080290 - Other,"78,872,530",1.33,1.33,3,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.","45,811",16.00,16.00,3,1,,,United States of America
080410 - Dates,"4,058,933",7.70,7.70,1,,,,United States of America
080420 - Figs,"307,479",6.80,6.80,2,,,,United States of America
080430 - Pineapples,445,5.80,5.80,1,,,,United States of America
080440 - Avocados,"65,243",4.37,4.37,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","10,363,844",0.00,0.00,1,,,,United States of America
080510 - Oranges,"620,540",14.67,14.67,2,1,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","6,095,721",,,5,5,,,United States of America
"080540 - Grapefruit, including pomelos","60,334,249",1.80,1.80,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","109,008",12.80,12.80,2,1,,,United States of America
080590 - Other,"87,459",12.80,12.80,1,,,,United States of America
080610 - Fresh,"16,662,212",15.47,15.47,2,1,,,United States of America
080620 - Dried,"134,825,960",2.40,2.40,3,,,,United States of America
080711 -- Watermelons,"2,422",8.80,8.80,1,,,,United States of America
080719 -- Other,,8.80,8.80,1,,,,United States of America
080720 - Papaws (papayas),"164,312",0.00,0.00,1,,,,United States of America
080810 - Apples,"16,712,951",,,2,2,,,United States of America
080820 - Pears and quinces,"2,390,997",7.20,7.20,3,2,,,United States of America
080910 - Apricots,"189,409",,,1,1,,,United States of America
080920 - Cherries,"19,432,278",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","542,671",,,2,2,,,United States of America
080940 - Plums and sloes,"92,220",12.00,12.00,2,1,,,United States of America
081010 - Strawberries,"14,512,505",,,1,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","8,089,733",9.20,9.20,2,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","5,720,591",4.00,4.00,4,,,,United States of America
081050 - Kiwifruit,"53,648",8.53,8.53,1,,,,United States of America
081060 - Durians,,8.80,8.80,1,,,,United States of America
081090 - Other,"2,203,703",7.20,7.20,5,,,,United States of America
081110 - Strawberries,"143,835",17.60,17.60,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","25,488",14.67,14.67,7,1,,,United States of America
081190 - Other,"13,888,457",12.65,12.65,10,2,,,United States of America
081210 - Cherries,"10,022",8.80,8.80,1,,,,United States of America
081290 - Other,"26,476",8.10,8.10,6,,,,United States of America
081310 - Apricots,"138,393",5.60,5.60,1,,,,United States of America
081320 - Prunes,"61,893,470",9.60,9.60,1,,,,United States of America
081330 - Apples,"2,719,467",3.20,3.20,1,,,,United States of America
081340 - Other fruit,"3,603,289",3.28,3.28,5,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"715,251",6.86,6.86,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","86,040",1.60,1.60,1,,,,United States of America
,2010,"1,752,264,417",7.06,7.06,117,24,,,United States of America
080111 -- Desiccated,"110,935",0.00,0.00,1,,,,United States of America
080119 -- Other,"52,683",0.00,0.00,1,,,,United States of America
080121 -- In shell,,0.00,0.00,1,,,,United States of America
080122 -- Shelled,583,0.00,0.00,1,,,,United States of America
080131 -- In shell,80,0.00,0.00,1,,,,United States of America
080132 -- Shelled,"1,383,567",0.00,0.00,1,,,,United States of America
080211 -- In shell,"11,402,690",2.80,2.80,2,,,,United States of America
080212 -- Shelled,"717,379,435",1.75,1.75,2,,,,United States of America
080221 -- In shell,"5,834,856",3.20,3.20,1,,,,United States of America
080222 -- Shelled,"1,281,514",3.20,3.20,1,,,,United States of America
080231 -- In shell,"105,722,693",4.00,4.00,1,,,,United States of America
080232 -- Shelled,"143,378,976",5.10,5.10,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),"93,488",5.60,5.60,1,,,,United States of America
080250 - Pistachios,"337,038,213",1.60,1.60,1,,,,United States of America
080260 - Macadamia nuts,"1,541,961",2.00,2.00,1,,,,United States of America
080290 - Other,"50,791,465",1.33,1.33,3,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.","14,768",16.00,16.00,3,1,,,United States of America
080410 - Dates,"2,578,606",7.70,7.70,1,,,,United States of America
080420 - Figs,"54,778",6.80,6.80,2,,,,United States of America
080430 - Pineapples,557,5.80,5.80,1,,,,United States of America
080440 - Avocados,"300,364",4.37,4.37,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","6,505,767",0.00,0.00,1,,,,United States of America
080510 - Oranges,"777,245",14.67,14.67,2,1,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","1,896,082",,,5,5,,,United States of America
"080540 - Grapefruit, including pomelos","54,359,334",1.80,1.80,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","361,054",12.80,12.80,2,1,,,United States of America
080590 - Other,"36,443",12.80,12.80,1,,,,United States of America
080610 - Fresh,"23,505,417",15.47,15.47,2,1,,,United States of America
080620 - Dried,"123,877,239",2.40,2.40,3,,,,United States of America
080711 -- Watermelons,,8.80,8.80,1,,,,United States of America
080719 -- Other,,8.80,8.80,1,,,,United States of America
080720 - Papaws (papayas),"141,585",0.00,0.00,1,,,,United States of America
080810 - Apples,"28,984,442",,,2,2,,,United States of America
080820 - Pears and quinces,"4,092,025",7.20,7.20,3,2,,,United States of America
080910 - Apricots,"480,566",,,1,1,,,United States of America
080920 - Cherries,"16,947,563",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","226,164",,,2,2,,,United States of America
080940 - Plums and sloes,"515,339",12.00,12.00,2,1,,,United States of America
081010 - Strawberries,"7,747,629",,,1,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","7,421,799",9.20,9.20,2,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","5,795,695",4.00,4.00,4,,,,United States of America
081050 - Kiwifruit,"20,800",8.53,8.53,1,,,,United States of America
081060 - Durians,,8.80,8.80,1,,,,United States of America
081090 - Other,"2,871,572",7.20,7.20,5,,,,United States of America
081110 - Strawberries,"182,377",17.60,17.60,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","470,557",14.67,14.67,7,1,,,United States of America
081190 - Other,"13,333,360",12.65,12.65,10,2,,,United States of America
081210 - Cherries,"26,978",8.80,8.80,1,,,,United States of America
081290 - Other,"48,918",8.10,8.10,6,,,,United States of America
081310 - Apricots,"350,913",5.60,5.60,1,,,,United States of America
081320 - Prunes,"66,190,319",9.60,9.60,1,,,,United States of America
081330 - Apples,"1,608,830",3.20,3.20,1,,,,United States of America
081340 - Other fruit,"3,854,287",3.28,3.28,5,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"546,944",6.86,6.86,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","124,960",1.60,1.60,1,,,,United States of America
,2009,"1,674,136,694",7.06,7.06,117,24,,,United States of America
080111 -- Desiccated,"208,439",0.00,0.00,1,,,,United States of America
080119 -- Other,"33,796",0.00,0.00,1,,,,United States of America
080121 -- In shell,"51,189",0.00,0.00,1,,,,United States of America
080122 -- Shelled,"84,092",0.00,0.00,1,,,,United States of America
080131 -- In shell,"15,245",0.00,0.00,1,,,,United States of America
080132 -- Shelled,"1,200,560",0.00,0.00,1,,,,United States of America
080211 -- In shell,"7,760,974",2.80,2.80,2,,,,United States of America
080212 -- Shelled,"675,345,618",1.75,1.75,2,,,,United States of America
080221 -- In shell,"7,335,560",3.20,3.20,1,,,,United States of America
080222 -- Shelled,"655,584",3.20,3.20,1,,,,United States of America
080231 -- In shell,"93,948,358",4.00,4.00,1,,,,United States of America
080232 -- Shelled,"105,307,247",5.10,5.10,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),"1,534",5.60,5.60,1,,,,United States of America
080250 - Pistachios,"343,413,038",1.60,1.60,1,,,,United States of America
080260 - Macadamia nuts,"1,073,815",2.00,2.00,1,,,,United States of America
080290 - Other,"39,081,431",1.33,1.33,3,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.","96,339",16.00,16.00,3,1,,,United States of America
080410 - Dates,"3,158,050",7.70,7.70,1,,,,United States of America
080420 - Figs,"612,582",6.80,6.80,2,,,,United States of America
080430 - Pineapples,"28,998",5.80,5.80,1,,,,United States of America
080440 - Avocados,"76,895",4.37,4.37,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","7,530,707",0.00,0.00,1,,,,United States of America
080510 - Oranges,"1,304,961",14.67,14.67,2,1,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","927,179",,,5,5,,,United States of America
"080540 - Grapefruit, including pomelos","56,945,221",1.80,1.80,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","77,160",12.80,12.80,2,1,,,United States of America
080590 - Other,"2,009",12.80,12.80,1,,,,United States of America
080610 - Fresh,"27,919,991",15.47,15.47,2,1,,,United States of America
080620 - Dried,"116,039,493",2.40,2.40,3,,,,United States of America
080711 -- Watermelons,,8.80,8.80,1,,,,United States of America
080719 -- Other,,8.80,8.80,1,,,,United States of America
080720 - Papaws (papayas),"240,715",0.00,0.00,1,,,,United States of America
080810 - Apples,"38,390,113",,,2,2,,,United States of America
080820 - Pears and quinces,"7,485,306",7.20,7.20,3,2,,,United States of America
080910 - Apricots,"412,317",,,1,1,,,United States of America
080920 - Cherries,"16,860,175",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","521,948",,,2,2,,,United States of America
080940 - Plums and sloes,"332,995",12.00,12.00,2,1,,,United States of America
081010 - Strawberries,"7,631,578",,,1,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","4,709,361",9.20,9.20,2,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","7,078,401",4.00,4.00,4,,,,United States of America
081050 - Kiwifruit,"157,306",8.53,8.53,1,,,,United States of America
081060 - Durians,,8.80,8.80,1,,,,United States of America
081090 - Other,"2,478,922",7.20,7.20,5,,,,United States of America
081110 - Strawberries,"1,083,732",17.60,17.60,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","639,209",14.67,14.67,7,1,,,United States of America
081190 - Other,"10,313,598",12.65,12.65,10,2,,,United States of America
081210 - Cherries,"20,908",8.80,8.80,1,,,,United States of America
081290 - Other,"145,059",8.10,8.10,6,,,,United States of America
081310 - Apricots,"454,928",5.60,5.60,1,,,,United States of America
081320 - Prunes,"69,284,877",9.60,9.60,1,,,,United States of America
081330 - Apples,"2,290,582",3.20,3.20,1,,,,United States of America
081340 - Other fruit,"12,874,939",3.28,3.28,5,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"455,388",6.86,6.86,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","38,273",1.60,1.60,1,,,,United States of America
,2008,"1,875,799,275",7.06,7.06,117,24,,,United States of America
080111 -- Desiccated,"148,065",0.00,0.00,1,,,,United States of America
080119 -- Other,"59,750",0.00,0.00,1,,,,United States of America
080121 -- In shell,"1,743",0.00,0.00,1,,,,United States of America
080122 -- Shelled,"326,861",0.00,0.00,1,,,,United States of America
080131 -- In shell,732,0.00,0.00,1,,,,United States of America
080132 -- Shelled,"1,625,224",0.00,0.00,1,,,,United States of America
080211 -- In shell,"6,028,183",2.80,2.80,2,,,,United States of America
080212 -- Shelled,"780,443,505",1.75,1.75,2,,,,United States of America
080221 -- In shell,"6,021,855",3.20,3.20,1,,,,United States of America
080222 -- Shelled,"133,431",3.20,3.20,1,,,,United States of America
080231 -- In shell,"118,619,387",4.00,4.00,1,,,,United States of America
080232 -- Shelled,"118,912,601",5.10,5.10,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),"3,340",5.60,5.60,1,,,,United States of America
080250 - Pistachios,"298,594,983",1.60,1.60,1,,,,United States of America
080260 - Macadamia nuts,"2,506,053",2.00,2.00,1,,,,United States of America
080290 - Other,"48,724,884",1.33,1.33,3,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.","104,369",16.00,16.00,3,1,,,United States of America
080410 - Dates,"4,914,623",7.70,7.70,1,,,,United States of America
080420 - Figs,"570,769",6.80,6.80,2,,,,United States of America
080430 - Pineapples,"3,061",5.80,5.80,1,,,,United States of America
080440 - Avocados,"877,768",4.37,4.37,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","10,279,826",0.00,0.00,1,,,,United States of America
080510 - Oranges,"3,169,297",14.67,14.67,2,1,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","2,941,209",,,5,5,,,United States of America
"080540 - Grapefruit, including pomelos","75,422,273",1.80,1.80,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","1,677,460",12.80,12.80,2,1,,,United States of America
080590 - Other,396,12.80,12.80,1,,,,United States of America
080610 - Fresh,"29,156,876",15.47,15.47,2,1,,,United States of America
080620 - Dried,"148,881,972",2.40,2.40,3,,,,United States of America
080711 -- Watermelons,645,8.80,8.80,1,,,,United States of America
080719 -- Other,,8.80,8.80,1,,,,United States of America
080720 - Papaws (papayas),"317,823",0.00,0.00,1,,,,United States of America
080810 - Apples,"42,339,591",,,2,2,,,United States of America
080820 - Pears and quinces,"7,128,502",7.20,7.20,3,2,,,United States of America
080910 - Apricots,"543,216",,,1,1,,,United States of America
080920 - Cherries,"26,138,280",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","4,528,407",,,2,2,,,United States of America
080940 - Plums and sloes,"268,883",12.00,12.00,2,1,,,United States of America
081010 - Strawberries,"9,757,601",,,1,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","3,917,457",9.20,9.20,2,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","10,945,296",4.00,4.00,4,,,,United States of America
081050 - Kiwifruit,"34,043",8.53,8.53,1,,,,United States of America
081060 - Durians,,8.80,8.80,1,,,,United States of America
081090 - Other,"3,078,361",7.20,7.20,5,,,,United States of America
081110 - Strawberries,"150,115",17.60,17.60,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","417,651",14.67,14.67,7,1,,,United States of America
081190 - Other,"7,645,248",12.65,12.65,10,2,,,United States of America
081210 - Cherries,"146,131",8.80,8.80,1,,,,United States of America
081290 - Other,"315,978",8.10,8.10,6,,,,United States of America
081310 - Apricots,"979,412",5.60,5.60,1,,,,United States of America
081320 - Prunes,"81,250,053",9.60,9.60,1,,,,United States of America
081330 - Apples,"2,732,750",3.20,3.20,1,,,,United States of America
081340 - Other fruit,"12,184,641",3.28,3.28,5,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"233,757",6.86,6.86,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","594,939",1.60,1.60,1,,,,United States of America
,2007,"1,786,838,905",6.91,6.91,119,24,,,United States of America
080111 -- Desiccated,"61,481",0.00,0.00,1,,,,United States of America
080119 -- Other,"3,988",0.00,0.00,1,,,,United States of America
080121 -- In shell,,0.00,0.00,1,,,,United States of America
080122 -- Shelled,"21,832",0.00,0.00,1,,,,United States of America
080131 -- In shell,918,0.00,0.00,1,,,,United States of America
080132 -- Shelled,"1,304,935",0.00,0.00,1,,,,United States of America
080211 -- In shell,"6,300,709",2.80,2.80,2,,,,United States of America
080212 -- Shelled,"862,116,602",1.75,1.75,2,,,,United States of America
080221 -- In shell,"10,190,874",3.20,3.20,1,,,,United States of America
080222 -- Shelled,"1,107,419",3.20,3.20,1,,,,United States of America
080231 -- In shell,"95,397,833",4.00,4.00,1,,,,United States of America
080232 -- Shelled,"98,417,277",5.10,5.10,1,,,,United States of America
080240 - Chestnuts (Castanea spp.),"510,648",5.60,5.60,1,,,,United States of America
080250 - Pistachios,"253,741,072",1.60,1.60,1,,,,United States of America
080260 - Macadamia nuts,"1,218,840",2.00,2.00,1,,,,United States of America
080290 - Other,"44,537,371",1.33,1.33,3,,,,United States of America
"080300 Bananas, including plantains, fresh or dried.","134,309",16.00,16.00,3,1,,,United States of America
080410 - Dates,"4,382,215",7.70,7.70,1,,,,United States of America
080420 - Figs,"42,568",6.80,6.80,2,,,,United States of America
080430 - Pineapples,"70,279",5.80,5.80,1,,,,United States of America
080440 - Avocados,"144,711",4.37,4.37,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens","9,611,056",0.00,0.00,1,,,,United States of America
080510 - Oranges,"62,536",14.67,14.67,2,1,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,,,5,5,,,United States of America
"080540 - Grapefruit, including pomelos","60,930,456",1.80,1.80,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","7,606",12.80,12.80,2,1,,,United States of America
080590 - Other,"5,496",12.80,12.80,1,,,,United States of America
080610 - Fresh,"24,119,758",15.47,15.47,2,1,,,United States of America
080620 - Dried,"83,774,183",2.40,2.40,3,,,,United States of America
080711 -- Watermelons,41,8.80,8.80,1,,,,United States of America
080719 -- Other,"15,117",8.80,8.80,1,,,,United States of America
080720 - Papaws (papayas),"581,572",0.00,0.00,1,,,,United States of America
080810 - Apples,"45,123,617",,,2,2,,,United States of America
080820 - Pears and quinces,"5,010,507",7.20,7.20,3,2,,,United States of America
080910 - Apricots,"862,620",,,1,1,,,United States of America
080920 - Cherries,"28,357,111",,,2,2,,,United States of America
"080930 - Peaches, including nectarines","5,220,522",,,2,2,,,United States of America
080940 - Plums and sloes,"1,084,504",12.00,12.00,2,1,,,United States of America
081010 - Strawberries,"15,417,385",,,1,1,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","7,706,431",9.20,9.20,2,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","13,442,508",4.00,4.00,4,,,,United States of America
081050 - Kiwifruit,"42,746",8.53,8.53,1,,,,United States of America
081060 - Durians,,8.80,8.80,1,,,,United States of America
081090 - Other,"3,857,478",6.00,6.00,6,,,,United States of America
081110 - Strawberries,"37,949",17.60,17.60,3,1,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries","459,118",14.67,14.67,7,1,,,United States of America
081190 - Other,"9,208,554",12.65,12.65,10,2,,,United States of America
081210 - Cherries,"10,621",8.80,8.80,1,,,,United States of America
081290 - Other,"519,502",8.10,8.10,6,,,,United States of America
081310 - Apricots,"719,978",5.60,5.60,1,,,,United States of America
081320 - Prunes,"79,383,636",9.60,9.60,1,,,,United States of America
081330 - Apples,"2,288,968",3.20,3.20,1,,,,United States of America
081340 - Other fruit,"8,529,732",2.73,2.73,6,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"584,080",6.86,6.86,7,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","157,635",1.60,1.60,1,,,,United States of America
,2006,"1,813,558,847",6.91,6.91,119,24,,,United States of America
080111 -- Dessicated,"3,277",0.00,0.00,1,,,,United States of America
080119 -- Other,"5,135",0.00,0.00,1,,,,United States of America
080121 -- In shell,,0.00,0.00,1,,,,United States of America
080122 -- Shelled,176,0.00,0.00,1,,,,United States of America
080131 -- In shell,"49,521",0.00,0.00,1,,,,United States of America
080132 -- Shelled,"1,368,114",0.00,0.00,1,,,,United States of America
080211 -- In shell,"6,777,365",2.80,2.80,2,,,,United States of America
080212 -- Shelled,"1,018,929,902",1.75,1.75,2,,,,United States of America
