Importer,Year,Value,Ad val. duties,Number of lines,"Korea, Republic of"
,(US$),Simple average,MFN duties,Pref. duties,"Korea, Republic of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Korea, Republic of"
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,2.00,2.00,1,,,,"Korea, Republic of"
390591 - - Copolymers,,8.00,8.00,2,,,,"Korea, Republic of"
390599 - - Other,,4.50,4.50,4,,,,"Korea, Republic of"
390610 - Poly(methyl methacrylate),,14.00,14.00,1,,,,"Korea, Republic of"
390690 - Other,,9.33,9.33,18,,,,"Korea, Republic of"
390710 - Polyacetals,,8.67,8.67,9,,,,"Korea, Republic of"
390720 - Other polyethers,,8.67,8.67,9,,,,"Korea, Republic of"
390730 - Epoxide resins,,14.00,14.00,5,,,,"Korea, Republic of"
390740 - Polycarbonates,,8.00,8.00,2,,,,"Korea, Republic of"
390750 - Alkyd resins,,14.00,14.00,2,,,,"Korea, Republic of"
390761 - - Having a viscosity number of 78 ml/g or higher,,14.00,14.00,1,,,,"Korea, Republic of"
390769 - - Other,,14.00,14.00,1,,,,"Korea, Republic of"
390770 - Poly(lactic acid),,14.00,14.00,1,,,,"Korea, Republic of"
390791 - - Unsaturated,,14.00,14.00,1,,,,"Korea, Republic of"
390799 - - Other,,6.00,6.00,9,,,,"Korea, Republic of"
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,6.80,6.80,10,,,,"Korea, Republic of"
390890 - Other,,6.00,6.00,3,,,,"Korea, Republic of"
390910 - Urea resins; thiourea resins,,14.00,14.00,1,,,,"Korea, Republic of"
390920 - Melamine resins,,14.00,14.00,4,,,,"Korea, Republic of"
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",,14.00,14.00,1,,,,"Korea, Republic of"
390939 - - Other,,14.00,14.00,1,,,,"Korea, Republic of"
390940 - Phenolic resins,,14.00,14.00,4,,,,"Korea, Republic of"
390950 - Polyurethanes,,9.20,9.20,5,,,,"Korea, Republic of"
391000 Silicones in primary forms.,,9.50,9.50,8,,,,"Korea, Republic of"
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,10.00,10.00,3,,,,"Korea, Republic of"
391190 - Other,,5.69,5.69,13,,,,"Korea, Republic of"
391211 - - Non-plasticised,,5.00,5.00,2,,,,"Korea, Republic of"
391212 - - Plasticised,,2.00,2.00,1,,,,"Korea, Republic of"
391220 - Cellulose nitrates (including collodions),,14.00,14.00,3,,,,"Korea, Republic of"
391231 - - Carboxymethylcellulose and its salts,,14.00,14.00,4,,,,"Korea, Republic of"
391239 - - Other,,2.00,2.00,4,,,,"Korea, Republic of"
391290 - Other,,10.00,10.00,6,,,,"Korea, Republic of"
"391310 - Alginic acid, its salts and esters",,2.00,2.00,1,,,,"Korea, Republic of"
391390 - Other,,4.67,4.67,9,,,,"Korea, Republic of"
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,2.00,2.00,3,,,,"Korea, Republic of"
391510 - Of polymers of ethylene,,14.00,14.00,1,,,,"Korea, Republic of"
391520 - Of polymers of styrene,,14.00,14.00,1,,,,"Korea, Republic of"
391530 - Of polymers of vinyl chloride,,14.00,14.00,1,,,,"Korea, Republic of"
391590 - Of other plastics,,14.00,14.00,1,,,,"Korea, Republic of"
391610 - Of polymers of ethylene,,16.00,16.00,1,,,,"Korea, Republic of"
391620 - Of polymers of vinyl chloride,,16.00,16.00,1,,,,"Korea, Republic of"
391690 - Of other plastics,,16.00,16.00,2,,,,"Korea, Republic of"
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,6.67,6.67,3,,,,"Korea, Republic of"
391721 - - Of polymers of ethylene,,16.00,16.00,1,,,,"Korea, Republic of"
391722 - - Of polymers of propylene,,16.00,16.00,1,,,,"Korea, Republic of"
391723 - - Of polymers of vinyl chloride,,16.00,16.00,1,,,,"Korea, Republic of"
391729 - - Of other plastics,,16.00,16.00,1,,,,"Korea, Republic of"
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,16.00,16.00,1,,,,"Korea, Republic of"
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,12.50,12.50,8,,,,"Korea, Republic of"
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,16.00,16.00,1,,,,"Korea, Republic of"
391739 - - Other,,16.00,16.00,1,,,,"Korea, Republic of"
391740 - Fittings,,8.00,8.00,2,,,,"Korea, Republic of"
391810 - Of polymers of vinyl chloride,,16.00,16.00,1,,,,"Korea, Republic of"
391890 - Of other plastics,,16.00,16.00,1,,,,"Korea, Republic of"
391910 - In rolls of a width not exceeding 20 cm,,16.00,16.00,3,,,,"Korea, Republic of"
391990 - Other,,16.00,16.00,3,,,,"Korea, Republic of"
392010 - Of polymers of ethylene,,6.67,6.67,3,,,,"Korea, Republic of"
392020 - Of polymers of propylene,,9.00,9.00,4,,,,"Korea, Republic of"
392030 - Of polymers of styrene,,16.00,16.00,1,,,,"Korea, Republic of"
392043 - - Containing by weight not less than 6 % of plasticisers,,16.00,16.00,2,,,,"Korea, Republic of"
392049 - - Other,,16.00,16.00,1,,,,"Korea, Republic of"
392051 - - Of poly(methyl methacrylate),,16.00,16.00,1,,,,"Korea, Republic of"
392059 - - Other,,16.00,16.00,1,,,,"Korea, Republic of"
392061 - - Of polycarbonates,,16.00,16.00,1,,,,"Korea, Republic of"
392062 - - Of poly(ethylene terephthalate),,12.50,12.50,4,,,,"Korea, Republic of"
392063 - - Of unsaturated polyesters,,16.00,16.00,1,,,,"Korea, Republic of"
392069 - - Of other polyesters,,16.00,16.00,1,,,,"Korea, Republic of"
392071 - - Of regenerated cellulose,,16.00,16.00,1,,,,"Korea, Republic of"
392073 - - Of cellulose acetate,,16.00,16.00,2,,,,"Korea, Republic of"
392079 - - Of other cellulose derivatives,,9.00,9.00,2,,,,"Korea, Republic of"
392091 - - Of poly(vinyl butyral),,2.00,2.00,1,,,,"Korea, Republic of"
392092 - - Of polyamides,,16.00,16.00,1,,,,"Korea, Republic of"
392093 - - Of amino-resins,,16.00,16.00,1,,,,"Korea, Republic of"
392094 - - Of phenolic resins,,16.00,16.00,1,,,,"Korea, Republic of"
392099 - - Of other plastics,,9.00,9.00,6,,,,"Korea, Republic of"
392111 - - Of polymers of styrene,,16.00,16.00,1,,,,"Korea, Republic of"
392112 - - Of polymers of vinyl chloride,,16.00,16.00,1,,,,"Korea, Republic of"
392113 - - Of polyurethanes,,9.00,9.00,2,,,,"Korea, Republic of"
392114 - - Of regenerated cellulose,,16.00,16.00,1,,,,"Korea, Republic of"
392119 - - Of other plastics,,16.00,16.00,1,,,,"Korea, Republic of"
392190 - Other,,9.00,9.00,6,,,,"Korea, Republic of"
"392210 - Baths, shower-baths, sinks and wash-basins",,18.00,18.00,1,,,,"Korea, Republic of"
392220 - Lavatory seats and covers,,18.00,18.00,1,,,,"Korea, Republic of"
392290 - Other,,18.00,18.00,1,,,,"Korea, Republic of"
"392310 - Boxes, cases, crates and similar articles",,18.00,18.00,2,,,,"Korea, Republic of"
392321 - - Of polymers of ethylene,,18.00,18.00,2,,,,"Korea, Republic of"
392329 - - Of other plastics,,18.00,18.00,2,,,,"Korea, Republic of"
"392330 - Carboys, bottles, flasks and similar articles",,18.00,18.00,1,,,,"Korea, Republic of"
"392340 - Spools, cops, bobbins and similar supports",,18.00,18.00,1,,,,"Korea, Republic of"
"392350 - Stoppers, lids, caps and other closures",,18.00,18.00,1,,,,"Korea, Republic of"
392390 - Other,,18.00,18.00,1,,,,"Korea, Republic of"
392410 - Tableware and kitchenware,,18.00,18.00,1,,,,"Korea, Republic of"
392490 - Other,,18.00,18.00,1,,,,"Korea, Republic of"
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,18.00,18.00,1,,,,"Korea, Republic of"
"392520 - Doors, windows and their frames and thresholds for doors",,18.00,18.00,1,,,,"Korea, Republic of"
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,18.00,18.00,1,,,,"Korea, Republic of"
392590 - Other,,18.00,18.00,2,,,,"Korea, Republic of"
392610 - Office or school supplies,,18.00,18.00,1,,,,"Korea, Republic of"
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,18.00,18.00,1,,,,"Korea, Republic of"
"392630 - Fittings for furniture, coachwork or the like",,18.00,18.00,1,,,,"Korea, Republic of"
392640 - Statuettes and other ornamental articles,,18.00,18.00,1,,,,"Korea, Republic of"
392690 - Other,,12.22,12.22,9,,,,"Korea, Republic of"
,2017,"321,623,344",10.96,10.96,313,,,,"Korea, Republic of"
390110 - Polyethylene having a specific gravity of less than 0.94,"1,771,148",14.00,14.00,3,,,,"Korea, Republic of"
390120 - Polyethylene having a specific gravity of 0.94 or more,"2,288,718",8.00,8.00,4,,,,"Korea, Republic of"
390130 - Ethylene-vinyl acetate copolymers,"3,059,844",14.00,14.00,2,,,,"Korea, Republic of"
"390140 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94","442,970",14.00,14.00,1,,,,"Korea, Republic of"
390190 - Other,"711,313",8.00,8.00,6,,,,"Korea, Republic of"
390210 - Polypropylene,"14,154,884",14.00,14.00,2,,,,"Korea, Republic of"
390220 - Polyisobutylene,"856,578",14.00,14.00,1,,,,"Korea, Republic of"
390230 - Propylene copolymers,"24,120,733",14.00,14.00,1,,,,"Korea, Republic of"
390290 - Other,"9,772",14.00,14.00,1,,,,"Korea, Republic of"
390311 - - Expansible,"655,774",14.00,14.00,2,,,,"Korea, Republic of"
390319 - - Other,"4,290,940",14.00,14.00,1,,,,"Korea, Republic of"
390320 - Styrene-acrylonitrile (SAN) copolymers,"2,823,647",2.00,2.00,1,,,,"Korea, Republic of"
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"61,438,395",8.00,8.00,2,,,,"Korea, Republic of"
390390 - Other,"2,281,374",10.00,10.00,3,,,,"Korea, Republic of"
"390410 - Poly(vinyl chloride), not mixed with any other substances","1,521,419",14.00,14.00,3,,,,"Korea, Republic of"
390421 - - Non-plasticised,,14.00,14.00,1,,,,"Korea, Republic of"
390422 - - Plasticised,"513,823",14.00,14.00,1,,,,"Korea, Republic of"
390430 - Vinyl chloride-vinyl acetate copolymers,,14.00,14.00,1,,,,"Korea, Republic of"
390440 - Other vinyl chloride copolymers,,14.00,14.00,2,,,,"Korea, Republic of"
390450 - Vinylidene chloride polymers,,2.00,2.00,2,,,,"Korea, Republic of"
390461 - - Polytetrafluoroethylene,,2.00,2.00,2,,,,"Korea, Republic of"
390469 - - Other,"303,848",2.00,2.00,2,,,,"Korea, Republic of"
390490 - Other,50,14.00,14.00,1,,,,"Korea, Republic of"
390512 - - In aqueous dispersion,,14.00,14.00,1,,,,"Korea, Republic of"
390519 - - Other,,14.00,14.00,2,,,,"Korea, Republic of"
390521 - - In aqueous dispersion,"1,116,768",14.00,14.00,1,,,,"Korea, Republic of"
390529 - - Other,,14.00,14.00,1,,,,"Korea, Republic of"
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,2.00,2.00,1,,,,"Korea, Republic of"
390591 - - Copolymers,,8.00,8.00,2,,,,"Korea, Republic of"
390599 - - Other,,4.50,4.50,4,,,,"Korea, Republic of"
390610 - Poly(methyl methacrylate),"2,018,582",14.00,14.00,1,,,,"Korea, Republic of"
390690 - Other,"29,185,906",10.35,10.35,17,,,,"Korea, Republic of"
390710 - Polyacetals,"4,078,671",8.67,8.67,9,,,,"Korea, Republic of"
390720 - Other polyethers,"23,465,000",8.67,8.67,9,,,,"Korea, Republic of"
390730 - Epoxide resins,"4,268,534",14.00,14.00,5,,,,"Korea, Republic of"
390740 - Polycarbonates,"14,330,170",8.00,8.00,2,,,,"Korea, Republic of"
390750 - Alkyd resins,,14.00,14.00,2,,,,"Korea, Republic of"
390761 - - Having a viscosity number of 78 ml/g or higher,"8,375",14.00,14.00,1,,,,"Korea, Republic of"
390769 - - Other,"970,412",14.00,14.00,1,,,,"Korea, Republic of"
390770 - Poly(lactic acid),,14.00,14.00,1,,,,"Korea, Republic of"
390791 - - Unsaturated,,14.00,14.00,1,,,,"Korea, Republic of"
390799 - - Other,"1,688,329",8.00,8.00,6,,,,"Korea, Republic of"
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","1,022,779",6.80,6.80,10,,,,"Korea, Republic of"
390890 - Other,"64,425",6.00,6.00,3,,,,"Korea, Republic of"
390910 - Urea resins; thiourea resins,,14.00,14.00,1,,,,"Korea, Republic of"
390920 - Melamine resins,"3,120",14.00,14.00,4,,,,"Korea, Republic of"
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)","4,738,289",14.00,14.00,1,,,,"Korea, Republic of"
390939 - - Other,"30,245",14.00,14.00,1,,,,"Korea, Republic of"
390940 - Phenolic resins,"685,606",14.00,14.00,4,,,,"Korea, Republic of"
390950 - Polyurethanes,"211,835",9.20,9.20,5,,,,"Korea, Republic of"
391000 Silicones in primary forms.,"646,961",9.50,9.50,8,,,,"Korea, Republic of"
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","3,648,673",10.00,10.00,3,,,,"Korea, Republic of"
391190 - Other,"326,332",5.69,5.69,13,,,,"Korea, Republic of"
391211 - - Non-plasticised,,5.00,5.00,2,,,,"Korea, Republic of"
391212 - - Plasticised,,2.00,2.00,1,,,,"Korea, Republic of"
391220 - Cellulose nitrates (including collodions),,14.00,14.00,3,,,,"Korea, Republic of"
391231 - - Carboxymethylcellulose and its salts,"17,598",14.00,14.00,4,,,,"Korea, Republic of"
391239 - - Other,"4,577,073",2.00,2.00,4,,,,"Korea, Republic of"
391290 - Other,"12,919",10.00,10.00,6,,,,"Korea, Republic of"
"391310 - Alginic acid, its salts and esters",,2.00,2.00,1,,,,"Korea, Republic of"
391390 - Other,"40,161",4.67,4.67,9,,,,"Korea, Republic of"
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","119,654",2.00,2.00,3,,,,"Korea, Republic of"
391510 - Of polymers of ethylene,,14.00,14.00,1,,,,"Korea, Republic of"
391520 - Of polymers of styrene,,14.00,14.00,1,,,,"Korea, Republic of"
391530 - Of polymers of vinyl chloride,,14.00,14.00,1,,,,"Korea, Republic of"
391590 - Of other plastics,,14.00,14.00,1,,,,"Korea, Republic of"
391610 - Of polymers of ethylene,,16.00,16.00,1,,,,"Korea, Republic of"
391620 - Of polymers of vinyl chloride,"52,204",16.00,16.00,1,,,,"Korea, Republic of"
391690 - Of other plastics,"97,688",16.00,16.00,2,,,,"Korea, Republic of"
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,9,6.67,6.67,3,,,,"Korea, Republic of"
391721 - - Of polymers of ethylene,"8,719",16.00,16.00,1,,,,"Korea, Republic of"
391722 - - Of polymers of propylene,"43,697",16.00,16.00,1,,,,"Korea, Republic of"
391723 - - Of polymers of vinyl chloride,576,16.00,16.00,1,,,,"Korea, Republic of"
391729 - - Of other plastics,"123,437",16.00,16.00,1,,,,"Korea, Republic of"
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","8,188",16.00,16.00,1,,,,"Korea, Republic of"
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings","130,196",12.50,12.50,8,,,,"Korea, Republic of"
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings","8,776",16.00,16.00,1,,,,"Korea, Republic of"
391739 - - Other,"1,559,441",16.00,16.00,1,,,,"Korea, Republic of"
391740 - Fittings,"939,405",8.00,8.00,2,,,,"Korea, Republic of"
391810 - Of polymers of vinyl chloride,"16,893,899",16.00,16.00,1,,,,"Korea, Republic of"
391890 - Of other plastics,"105,157",16.00,16.00,1,,,,"Korea, Republic of"
391910 - In rolls of a width not exceeding 20 cm,"3,011,756",16.00,16.00,3,,,,"Korea, Republic of"
391990 - Other,"16,950,783",16.00,16.00,3,,,,"Korea, Republic of"
392010 - Of polymers of ethylene,"4,578,574",6.67,6.67,3,,,,"Korea, Republic of"
392020 - Of polymers of propylene,"3,587,919",9.00,9.00,4,,,,"Korea, Republic of"
392030 - Of polymers of styrene,255,16.00,16.00,1,,,,"Korea, Republic of"
392043 - - Containing by weight not less than 6 % of plasticisers,"310,948",16.00,16.00,2,,,,"Korea, Republic of"
392049 - - Other,"150,862",16.00,16.00,1,,,,"Korea, Republic of"
392051 - - Of poly(methyl methacrylate),"335,263",16.00,16.00,1,,,,"Korea, Republic of"
392059 - - Other,"53,647",16.00,16.00,1,,,,"Korea, Republic of"
392061 - - Of polycarbonates,"88,649",16.00,16.00,1,,,,"Korea, Republic of"
392062 - - Of poly(ethylene terephthalate),"2,977,781",12.50,12.50,4,,,,"Korea, Republic of"
392063 - - Of unsaturated polyesters,,16.00,16.00,1,,,,"Korea, Republic of"
392069 - - Of other polyesters,"1,580,575",16.00,16.00,1,,,,"Korea, Republic of"
392071 - - Of regenerated cellulose,,16.00,16.00,1,,,,"Korea, Republic of"
392073 - - Of cellulose acetate,,16.00,16.00,2,,,,"Korea, Republic of"
392079 - - Of other cellulose derivatives,,9.00,9.00,2,,,,"Korea, Republic of"
392091 - - Of poly(vinyl butyral),"1,609,363",16.00,16.00,1,,,,"Korea, Republic of"
392092 - - Of polyamides,,16.00,16.00,1,,,,"Korea, Republic of"
392093 - - Of amino-resins,,16.00,16.00,1,,,,"Korea, Republic of"
392094 - - Of phenolic resins,,16.00,16.00,1,,,,"Korea, Republic of"
392099 - - Of other plastics,"1,238,539",9.00,9.00,6,,,,"Korea, Republic of"
392111 - - Of polymers of styrene,"40,495",16.00,16.00,1,,,,"Korea, Republic of"
392112 - - Of polymers of vinyl chloride,"107,404",16.00,16.00,1,,,,"Korea, Republic of"
392113 - - Of polyurethanes,"742,249",9.00,9.00,2,,,,"Korea, Republic of"
392114 - - Of regenerated cellulose,,16.00,16.00,1,,,,"Korea, Republic of"
392119 - - Of other plastics,"290,017",16.00,16.00,1,,,,"Korea, Republic of"
392190 - Other,"10,595,784",10.40,10.40,5,,,,"Korea, Republic of"
"392210 - Baths, shower-baths, sinks and wash-basins",,18.00,18.00,1,,,,"Korea, Republic of"
392220 - Lavatory seats and covers,,18.00,18.00,1,,,,"Korea, Republic of"
392290 - Other,"15,400",18.00,18.00,1,,,,"Korea, Republic of"
"392310 - Boxes, cases, crates and similar articles","259,274",18.00,18.00,2,,,,"Korea, Republic of"
392321 - - Of polymers of ethylene,"1,158,390",18.00,18.00,2,,,,"Korea, Republic of"
392329 - - Of other plastics,"3,385,921",18.00,18.00,2,,,,"Korea, Republic of"
"392330 - Carboys, bottles, flasks and similar articles","701,013",18.00,18.00,1,,,,"Korea, Republic of"
"392340 - Spools, cops, bobbins and similar supports","49,797",18.00,18.00,1,,,,"Korea, Republic of"
"392350 - Stoppers, lids, caps and other closures","66,538",18.00,18.00,1,,,,"Korea, Republic of"
392390 - Other,"2,195,528",18.00,18.00,1,,,,"Korea, Republic of"
392410 - Tableware and kitchenware,"230,959",18.00,18.00,1,,,,"Korea, Republic of"
392490 - Other,"6,713",18.00,18.00,1,,,,"Korea, Republic of"
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,18.00,18.00,1,,,,"Korea, Republic of"
"392520 - Doors, windows and their frames and thresholds for doors","30,843",18.00,18.00,1,,,,"Korea, Republic of"
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","16,816",18.00,18.00,1,,,,"Korea, Republic of"
392590 - Other,"33,874",18.00,18.00,2,,,,"Korea, Republic of"
392610 - Office or school supplies,"3,022",18.00,18.00,1,,,,"Korea, Republic of"
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","8,155",18.00,18.00,1,,,,"Korea, Republic of"
"392630 - Fittings for furniture, coachwork or the like","10,167,046",18.00,18.00,1,,,,"Korea, Republic of"
392640 - Statuettes and other ornamental articles,,18.00,18.00,1,,,,"Korea, Republic of"
392690 - Other,"16,550,153",12.22,12.22,9,,,,"Korea, Republic of"
,2016,"282,468,208",10.93,10.93,307,,,,"Korea, Republic of"
390110 - Polyethylene having a specific gravity of less than 0.94,"1,180,850",14.00,14.00,3,,,,"Korea, Republic of"
390120 - Polyethylene having a specific gravity of 0.94 or more,"2,441,152",8.00,8.00,4,,,,"Korea, Republic of"
390130 - Ethylene-vinyl acetate copolymers,"1,410,483",14.00,14.00,2,,,,"Korea, Republic of"
390190 - Other,"2,333,315",8.00,8.00,6,,,,"Korea, Republic of"
390210 - Polypropylene,"12,174,127",14.00,14.00,2,,,,"Korea, Republic of"
390220 - Polyisobutylene,"931,765",14.00,14.00,1,,,,"Korea, Republic of"
390230 - Propylene copolymers,"33,395,831",14.00,14.00,1,,,,"Korea, Republic of"
390290 - Other,"86,119",14.00,14.00,1,,,,"Korea, Republic of"
390311 -- Expansible,"8,757",14.00,14.00,2,,,,"Korea, Republic of"
390319 -- Other,"2,110,893",14.00,14.00,1,,,,"Korea, Republic of"
390320 - Styrene-acrylonitrile (SAN) copolymers,"2,756,382",14.00,14.00,1,,,,"Korea, Republic of"
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"47,122,368",14.00,14.00,2,,,,"Korea, Republic of"
390390 - Other,"2,210,856",10.00,10.00,3,,,,"Korea, Republic of"
"390410 - Poly(vinyl chloride), not mixed with any other substances","1,290,166",14.00,14.00,3,,,,"Korea, Republic of"
390421 -- Non-plasticised,,14.00,14.00,1,,,,"Korea, Republic of"
390422 -- Plasticised,"139,426",14.00,14.00,1,,,,"Korea, Republic of"
390430 - Vinyl chloride-vinyl acetate copolymers,,14.00,14.00,1,,,,"Korea, Republic of"
390440 - Other vinyl chloride copolymers,,14.00,14.00,2,,,,"Korea, Republic of"
390450 - Vinylidene chloride polymers,"701,300",2.00,2.00,2,,,,"Korea, Republic of"
390461 -- Polytetrafluoroethylene,,2.00,2.00,2,,,,"Korea, Republic of"
390469 -- Other,"357,598",2.00,2.00,2,,,,"Korea, Republic of"
390490 - Other,,14.00,14.00,1,,,,"Korea, Republic of"
390512 -- In aqueous dispersion,,14.00,14.00,1,,,,"Korea, Republic of"
390519 -- Other,,14.00,14.00,2,,,,"Korea, Republic of"
390521 -- In aqueous dispersion,"709,005",14.00,14.00,1,,,,"Korea, Republic of"
390529 -- Other,,14.00,14.00,1,,,,"Korea, Republic of"
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,2.00,2.00,1,,,,"Korea, Republic of"
390591 -- Copolymers,,8.00,8.00,2,,,,"Korea, Republic of"
390599 -- Other,,4.50,4.50,4,,,,"Korea, Republic of"
390610 - Poly(methyl methacrylate),"2,015,806",14.00,14.00,1,,,,"Korea, Republic of"
390690 - Other,"20,663,512",9.76,9.76,17,,,,"Korea, Republic of"
390710 - Polyacetals,"3,358,876",8.67,8.67,9,,,,"Korea, Republic of"
390720 - Other polyethers,"21,091,716",8.67,8.67,9,,,,"Korea, Republic of"
390730 - Epoxide resins,"5,371,930",14.00,14.00,5,,,,"Korea, Republic of"
390740 - Polycarbonates,"10,954,687",8.00,8.00,2,,,,"Korea, Republic of"
390750 - Alkyd resins,,14.00,14.00,2,,,,"Korea, Republic of"
390760 - Poly(ethylene terephthalate),"210,187",14.00,14.00,1,,,,"Korea, Republic of"
390770 - Poly(lactic acid),,14.00,14.00,1,,,,"Korea, Republic of"
390791 -- Unsaturated,"2,050",14.00,14.00,1,,,,"Korea, Republic of"
390799 -- Other,"2,995,615",8.00,8.00,6,,,,"Korea, Republic of"
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","807,767",6.80,6.80,10,,,,"Korea, Republic of"
390890 - Other,"20,939",6.00,6.00,3,,,,"Korea, Republic of"
390910 - Urea resins; thiourea resins,,14.00,14.00,1,,,,"Korea, Republic of"
390920 - Melamine resins,,14.00,14.00,4,,,,"Korea, Republic of"
390930 - Other amino-resins,"5,188,157",14.00,14.00,2,,,,"Korea, Republic of"
390940 - Phenolic resins,"798,831",14.00,14.00,4,,,,"Korea, Republic of"
390950 - Polyurethanes,"94,937",9.20,9.20,5,,,,"Korea, Republic of"
391000 Silicones in primary forms.,"1,177,868",9.50,9.50,8,,,,"Korea, Republic of"
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","4,590,595",10.00,10.00,3,,,,"Korea, Republic of"
391190 - Other,"145,744",5.69,5.69,13,,,,"Korea, Republic of"
391211 -- Non-plasticised,,5.00,5.00,2,,,,"Korea, Republic of"
391212 -- Plasticised,,2.00,2.00,1,,,,"Korea, Republic of"
391220 - Cellulose nitrates (including collodions),,14.00,14.00,3,,,,"Korea, Republic of"
391231 -- Carboxymethylcellulose and its salts,"1,990",14.00,14.00,4,,,,"Korea, Republic of"
391239 -- Other,"4,185,071",2.00,2.00,4,,,,"Korea, Republic of"
391290 - Other,910,10.00,10.00,6,,,,"Korea, Republic of"
"391310 - Alginic acid, its salts and esters",,2.00,2.00,1,,,,"Korea, Republic of"
391390 - Other,"53,265",4.67,4.67,9,,,,"Korea, Republic of"
