Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
"850423 - - Having a power handling capacity exceeding 10,000 kVA",,3.70,3.70,1,,,,China
850431 - - Having a power handling capacity not exceeding 1 kVA,,3.70,3.70,3,,,,China
850432 - - Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,,3.70,3.70,1,,,,China
850433 - - Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,,3.70,3.70,1,,,,China
850434 - - Having a power handling capacity exceeding 500 kVA,,3.70,3.70,1,,,,China
850440 - Static converters,,1.42,1.42,6,,,,China
850450 - Other inductors,,0.95,0.95,2,,,,China
850490 - Parts,,0.66,0.66,5,,,,China
850511 - - Of metal,,2.20,2.20,1,,,,China
850519 - - Other,,2.20,2.20,2,,,,China
"850520 - Electro-magnetic couplings, clutches and brakes",,2.20,2.20,1,,,,China
"850590 - Other, including parts",,1.45,1.45,4,,,,China
850610 - Manganese dioxide,,4.70,4.70,4,,,,China
850630 - Mercuric oxide,,4.70,4.70,1,,,,China
850640 - Silver oxide,,4.70,4.70,1,,,,China
850650 - Lithium,,4.70,4.70,3,,,,China
850660 - Air-zinc,,4.70,4.70,1,,,,China
850680 - Other primary cells and primary batteries,,2.35,2.35,2,,,,China
850690 - Parts,,4.70,4.70,1,,,,China
"850710 - Lead-acid, of a kind used for starting piston engines",,3.70,3.70,2,,,,China
850720 - Other lead-acid accumulators,,3.70,3.70,2,,,,China
850730 - Nickel-cadmium,,2.60,2.60,2,,,,China
850740 - Nickel-iron,,2.70,2.70,1,,,,China
850750 - Nickel-metal hydride,,2.70,2.70,1,,,,China
850760 - Lithium-ion,,2.70,2.70,1,,,,China
850780 - Other accumulators,,2.70,2.70,1,,,,China
850790 - Parts,,2.70,2.70,2,,,,China
"850811 - - Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l",,2.20,2.20,1,,,,China
850819 - - Other,,1.70,1.70,1,,,,China
850860 - Other vacuum cleaners,,1.70,1.70,1,,,,China
850870 - Parts,,1.70,1.70,1,,,,China
850940 - Food grinders and mixers; fruit or vegetable juice extractors,,2.20,2.20,1,,,,China
850980 - Other appliances,,2.20,2.20,1,,,,China
850990 - Parts,,2.20,2.20,1,,,,China
851010 - Shavers,,2.20,2.20,1,,,,China
851020 - Hair clippers,,2.20,2.20,1,,,,China
851030 - Hair-removing appliances,,2.20,2.20,1,,,,China
851090 - Parts,,2.20,2.20,1,,,,China
851110 - Sparking plugs,,3.20,3.20,1,,,,China
851120 - Ignition magnetos; magneto-dynamos; magnetic flywheels,,3.20,3.20,1,,,,China
851130 - Distributors; ignition coils,,3.20,3.20,1,,,,China
851140 - Starter motors and dual purpose starter-generators,,3.20,3.20,1,,,,China
851150 - Other generators,,3.20,3.20,1,,,,China
851180 - Other equipment,,3.20,3.20,1,,,,China
851190 - Parts,,3.20,3.20,1,,,,China
851210 - Lighting or visual signalling equipment of a kind used on bicycles,,2.70,2.70,1,,,,China
851220 - Other lighting or visual signalling equipment,,2.70,2.70,1,,,,China
851230 - Sound signalling equipment,,2.45,2.45,2,,,,China
"851240 - Windscreen wipers, defrosters and demisters",,2.70,2.70,1,,,,China
851290 - Parts,,2.45,2.45,2,,,,China
851310 - Lamps,,5.70,5.70,1,,,,China
851390 - Parts,,5.70,5.70,1,,,,China
851410 - Resistance heated furnaces and ovens,,2.20,2.20,2,,,,China
851420 - Furnaces and ovens functioning by induction or dielectric loss,,2.20,2.20,2,,,,China
851430 - Other furnaces and ovens,,1.65,1.65,2,,,,China
851440 - Other equipment for the heat treatment of materials by induction or dielectric loss,,2.20,2.20,1,,,,China
851490 - Parts,,1.65,1.65,2,,,,China
851511 - - Soldering irons and guns,,2.70,2.70,1,,,,China
851519 - - Other,,2.05,2.05,2,,,,China
851521 - - Fully or partly automatic,,2.70,2.70,1,,,,China
851529 - - Other,,2.70,2.70,1,,,,China
851531 - - Fully or partly automatic,,2.70,2.70,1,,,,China
851539 - - Other,,2.70,2.70,3,,,,China
851580 - Other machines and apparatus,,2.70,2.70,2,,,,China
851590 - Parts,,1.35,1.35,2,,,,China
851610 - Electric instantaneous or storage water heaters and immersion heaters,,2.70,2.70,2,,,,China
851621 - - Storage heating radiators,,2.70,2.70,1,,,,China
851629 - - Other,,2.70,2.70,4,,,,China
851631 - - Hair dryers,,2.70,2.70,1,,,,China
851632 - - Other hair-dressing apparatus,,2.70,2.70,1,,,,China
851633 - - Hand-drying apparatus,,2.70,2.70,1,,,,China
851640 - Electric smoothing irons,,2.70,2.70,1,,,,China
851650 - Microwave ovens,,5.00,5.00,1,,,,China
"851660 - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters",,2.70,2.70,5,,,,China
851671 - - Coffee or tea makers,,2.70,2.70,1,,,,China
851672 - - Toasters,,2.70,2.70,1,,,,China
851679 - - Other,,2.70,2.70,2,,,,China
851680 - Electric heating resistors,,2.70,2.70,2,,,,China
851690 - Parts,,2.70,2.70,1,,,,China
851711 - - Line telephone sets with cordless handsets,,0.00,0.00,1,,,,China
851712 - - Telephones for cellular networks or for other wireless networks,,0.00,0.00,1,,,,China
851718 - - Other,,0.00,0.00,1,,,,China
851761 - - Base stations,,0.00,0.00,1,,,,China
"851762 - - Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",,0.00,0.00,1,,,,China
851769 - - Other,,0.00,0.00,4,,,,China
851770 - Parts,,0.00,0.00,1,,,,China
851810 - Microphones and stands therefor,,0.65,0.65,2,,,,China
"851821 - - Single loudspeakers, mounted in their enclosures",,0.00,0.00,1,,,,China
"851822 - - Multiple loudspeakers, mounted in the same enclosure",,2.30,2.30,1,,,,China
851829 - - Other,,0.75,0.75,2,,,,China
"851830 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",,0.50,0.50,2,,,,China
851840 - Audio-frequency electric amplifiers,,1.90,1.90,2,,,,China
851850 - Electric sound amplifier sets,,1.00,1.00,1,,,,China
851890 - Parts,,1.00,1.00,1,,,,China
"851920 - Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",,6.67,6.67,3,,,,China
851930 - Turntables (record-decks),,2.00,2.00,1,,,,China
851950 - Telephone answering machines,,0.00,0.00,1,,,,China
"851981 - - Using magnetic, optical or semiconductor media",,1.71,1.71,10,,,,China
851989 - - Other,,0.00,0.00,1,,,,China
852110 - Magnetic tape-type,,2.00,2.00,2,,,,China
852190 - Other,,10.40,10.40,1,,,,China
852210 - Pick-up cartridges,,4.00,4.00,1,,,,China
852290 - Other,,0.67,0.67,6,,,,China
852321 - - Cards incorporating a magnetic stripe,,0.00,0.00,1,,,,China
852329 - - Other,,0.00,0.00,3,,,,China
852341 - - Unrecorded,,0.00,0.00,3,,,,China
852349 - - Other,,0.00,0.00,3,,,,China
852351 - - Solid-state non-volatile storage devices,,0.00,0.00,2,,,,China
852352 - - “Smart cards”,,0.00,0.00,1,,,,China
852359 - - Other,,0.00,0.00,2,,,,China
852380 - Other,,0.00,0.00,2,,,,China
852550 - Transmission apparatus,,1.80,1.80,1,,,,China
852560 - Transmission apparatus incorporating reception apparatus,,0.00,0.00,1,,,,China
"852580 - Television cameras, digital cameras and video camera recorders",,2.72,2.72,5,,,,China
852610 - Radar apparatus,,1.90,1.90,1,,,,China
852691 - - Radio navigational aid apparatus,,1.90,1.90,2,,,,China
852692 - - Radio remote control apparatus,,1.90,1.90,1,,,,China
852712 - - Pocket-size radio cassette-players,,2.50,2.50,2,,,,China
852713 - - Other apparatus combined with sound recording or reproducing apparatus,,6.00,6.00,3,,,,China
852719 - - Other,,0.00,0.00,1,,,,China
852721 - - Combined with sound recording or reproducing apparatus,,11.08,11.08,6,,,,China
852729 - - Other,,9.00,9.00,1,,,,China
852791 - - Combined with sound recording or reproducing apparatus,,4.60,4.60,5,,,,China
852792 - - Not combined with sound recording or reproducing apparatus but combined with a clock,,2.25,2.25,2,,,,China
852799 - - Other,,4.50,4.50,1,,,,China
852842 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,0.00,0.00,1,,,,China
852849 - - Other,,7.00,7.00,1,,,,China
852852 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,0.00,0.00,3,,,,China
852859 - - Other,,14.00,14.00,1,,,,China
852862 - - Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,,0.00,0.00,1,,,,China
852869 - - Other,,8.00,8.00,2,,,,China
852871 - - Not designed to incorporate a video display or screen,,4.20,4.20,5,,,,China
"852872 - - Other, colour",,14.00,14.00,6,,,,China
"852873 - - Other, monochrome",,2.00,2.00,1,,,,China
852910 - Aerials and aerial reflectors of all kinds; parts suitable for use therewith,,1.41,1.41,7,,,,China
852990 - Other,,1.43,1.43,8,,,,China
853010 - Equipment for railways or tramways,,1.70,1.70,1,,,,China
853080 - Other equipment,,1.70,1.70,1,,,,China
853090 - Parts,,1.70,1.70,1,,,,China
853110 - Burglar or fire alarms and similar apparatus,,2.20,2.20,2,,,,China
853120 - Indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED),,0.00,0.00,3,,,,China
853180 - Other apparatus,,1.10,1.10,2,,,,China
853190 - Parts,,0.00,0.00,1,,,,China
853210 - Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),,0.00,0.00,1,,,,China
853221 - - Tantalum,,0.00,0.00,1,,,,China
853222 - - Aluminium electrolytic,,0.00,0.00,1,,,,China
"853223 - - Ceramic dielectric, single layer",,0.00,0.00,1,,,,China
"853224 - - Ceramic dielectric, multilayer",,0.00,0.00,1,,,,China
853225 - - Dielectric of paper or plastics,,0.00,0.00,1,,,,China
853229 - - Other,,0.00,0.00,1,,,,China
853230 - Variable or adjustable (pre-set) capacitors,,0.00,0.00,1,,,,China
853290 - Parts,,0.00,0.00,1,,,,China
"853310 - Fixed carbon resistors, composition or film types",,0.00,0.00,1,,,,China
853321 - - For a power handling capacity not exceeding 20 W,,0.00,0.00,1,,,,China
853329 - - Other,,0.00,0.00,1,,,,China
853331 - - For a power handling capacity not exceeding 20 W,,0.00,0.00,1,,,,China
853339 - - Other,,0.00,0.00,1,,,,China
"853340 - Other variable resistors, including rheostats and potentiometers",,0.00,0.00,2,,,,China
853390 - Parts,,0.00,0.00,1,,,,China
853400 Printed circuits.,,0.00,0.00,3,,,,China
853510 - Fuses,,2.70,2.70,1,,,,China
853521 - - For a voltage of less than 72.5 kV,,2.70,2.70,1,,,,China
853529 - - Other,,2.70,2.70,1,,,,China
853530 - Isolating switches and make-and-break switches,,2.70,2.70,2,,,,China
"853540 - Lightning arresters, voltage limiters and surge suppressors",,2.70,2.70,1,,,,China
853590 - Other,,2.70,2.70,1,,,,China
853610 - Fuses,,2.30,2.30,3,,,,China
853620 - Automatic circuit breakers,,2.30,2.30,2,,,,China
853630 - Other apparatus for protecting electrical circuits,,1.20,1.20,3,,,,China
853641 - - For a voltage not exceeding 60 V,,2.30,2.30,2,,,,China
853649 - - Other,,2.30,2.30,1,,,,China
853650 - Other switches,,0.69,0.69,7,,,,China
853661 - - Lamp-holders,,2.30,2.30,2,,,,China
853669 - - Other,,0.77,0.77,3,,,,China
"853670 - Connectors for optical fibres, optical fibre bundles or cables",,3.00,3.00,1,,,,China
853690 - Other apparatus,,0.94,0.94,5,,,,China
"853710 - For a voltage not exceeding 1,000 V",,1.58,1.58,4,,,,China
"853720 - For a voltage exceeding 1,000 V",,2.10,2.10,2,,,,China
"853810 - Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus",,1.10,1.10,1,,,,China
853890 - Other,,1.23,1.23,4,,,,China
853910 - Sealed beam lamp units,,2.70,2.70,1,,,,China
853921 - - Tungsten halogen,,2.70,2.70,3,,,,China
"853922 - - Other, of a power not exceeding 200 W and for a voltage exceeding 100 V",,2.70,2.70,2,,,,China
853929 - - Other,,2.70,2.70,3,,,,China
"853931 - - Fluorescent, hot cathode",,2.70,2.70,2,,,,China
853932 - - Mercury or sodium vapour lamps; metal halide lamps,,2.70,2.70,2,,,,China
853939 - - Other,,2.05,2.05,2,,,,China
853941 - - Arc-lamps,,2.70,2.70,1,,,,China
853949 - - Other,,2.70,2.70,1,,,,China
853950 - Light-emitting diode (LED) lamps,,3.70,3.70,1,,,,China
853990 - Parts,,2.70,2.70,2,,,,China
854011 - - Colour,,14.00,14.00,1,,,,China
854012 - - Monochrome,,7.50,7.50,1,,,,China
854020 - Television camera tubes; image converters and intensifiers; other photo-cathode tubes,,2.70,2.70,2,,,,China
"854040 - Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm",,2.60,2.60,1,,,,China
854060 - Other cathode-ray tubes,,2.60,2.60,1,,,,China
854071 - - Magnetrons,,2.70,2.70,1,,,,China
854079 - - Other,,2.70,2.70,1,,,,China
854081 - - Receiver or amplifier valves and tubes,,2.70,2.70,1,,,,China
854089 - - Other,,2.70,2.70,1,,,,China
854091 - - Of cathode-ray tubes,,2.70,2.70,1,,,,China
854099 - - Other,,2.70,2.70,1,,,,China
"854110 - Diodes, other than photosensitive or light-emitting diodes (LED)",,0.00,0.00,1,,,,China
854121 - - With a dissipation rate of less than 1 W,,0.00,0.00,1,,,,China
854129 - - Other,,0.00,0.00,1,,,,China
"854130 - Thyristors, diacs and triacs, other than photosensitive devices",,0.00,0.00,1,,,,China
"854140 - Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED)",,0.00,0.00,2,,,,China
854150 - Other semiconductor devices,,0.00,0.00,1,,,,China
854160 - Mounted piezo-electric crystals,,0.00,0.00,1,,,,China
854190 - Parts,,0.00,0.00,1,,,,China
"854231 - - Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",,0.00,0.00,3,,,,China
854232 - - Memories,,0.00,0.00,10,,,,China
854233 - - Amplifiers,,0.00,0.00,2,,,,China
854239 - - Other,,0.00,0.00,3,,,,China
854290 - Parts,,0.00,0.00,1,,,,China
854310 - Particle accelerators,,4.00,4.00,1,,,,China
854320 - Signal generators,,1.90,1.90,1,,,,China
"854330 - Machines and apparatus for electroplating, electrolysis or electrophoresis",,1.85,1.85,2,,,,China
854370 - Other machines and apparatus,,2.12,2.12,15,,,,China
854390 - Parts,,0.00,0.00,1,,,,China
854411 - - Of copper,,3.70,3.70,2,,,,China
854419 - - Other,,3.70,3.70,1,,,,China
854420 - Co-axial cable and other co-axial electric conductors,,3.70,3.70,1,,,,China
"854430 - Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",,3.70,3.70,1,,,,China
854442 - - Fitted with connectors,,1.65,1.65,2,,,,China
854449 - - Other,,2.96,2.96,5,,,,China
"854460 - Other electric conductors, for a voltage exceeding 1,000 V",,3.70,3.70,2,,,,China
854470 - Optical fibre cables,,0.00,0.00,1,,,,China
854511 - - Of a kind used for furnaces,,2.70,2.70,1,,,,China
854519 - - Other,,2.70,2.70,1,,,,China
854520 - Brushes,,2.70,2.70,1,,,,China
854590 - Other,,2.20,2.20,2,,,,China
854610 - Of glass,,3.70,3.70,1,,,,China
854620 - Of ceramics,,4.70,4.70,1,,,,China
854690 - Other,,3.70,3.70,2,,,,China
854710 - Insulating fittings of ceramics,,4.70,4.70,1,,,,China
854720 - Insulating fittings of plastics,,3.70,3.70,1,,,,China
854790 - Other,,3.70,3.70,1,,,,China
"854810 - Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",,1.98,1.98,5,,,,China
854890 - Other,,0.90,0.90,3,,,,China
,2017,"120,502,720,864",2.58,2.58,497,,,,China
850110 - Motors of an output not exceeding 37.5 W,"793,287,012",3.20,3.20,4,,,,China
850120 - Universal AC/DC motors of an output exceeding 37.5 W,"95,886,861",2.70,2.70,1,,,,China
850131 - - Of an output not exceeding 750 W,"839,932,456",2.70,2.70,1,,,,China
850132 - - Of an output exceeding 750 W but not exceeding 75 kW,"66,893,397",2.70,2.70,1,,,,China
850133 - - Of an output exceeding 75 kW but not exceeding 375 kW,"1,964,994",2.70,2.70,1,,,,China
850134 - - Of an output exceeding 375 kW,"2,214,816",2.70,2.70,1,,,,China
"850140 - Other AC motors, single-phase","268,177,973",2.70,2.70,2,,,,China
850151 - - Of an output not exceeding 750 W,"108,122,560",2.70,2.70,1,,,,China
850152 - - Of an output exceeding 750 W but not exceeding 75 kW,"389,448,940",2.70,2.70,3,,,,China
850153 - - Of an output exceeding 75 kW,"76,460,617",2.70,2.70,4,,,,China
850161 - - Of an output not exceeding 75 kVA,"8,162,350",2.70,2.70,2,,,,China
850162 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,"6,158,921",2.70,2.70,1,,,,China
850163 - - Of an output exceeding 375 kVA but not exceeding 750 kVA,"3,531,328",2.70,2.70,1,,,,China
850164 - - Of an output exceeding 750 kVA,"35,866,801",2.70,2.70,1,,,,China
850211 - - Of an output not exceeding 75 kVA,"31,142,401",2.70,2.70,2,,,,China
850212 - - Of an output exceeding 75 kVA but not exceeding 375 kVA,"10,591,729",2.70,2.70,1,,,,China
850213 - - Of an output exceeding 375 kVA,"12,680,692",2.70,2.70,3,,,,China
850220 - Generating sets with spark-ignition internal combustion piston engines,"81,783,739",2.70,2.70,4,,,,China
850231 - - Wind-powered,"16,036,425",2.70,2.70,1,,,,China
850239 - - Other,"9,374,988",2.70,2.70,2,,,,China
850240 - Electric rotary converters,"3,559,019",2.70,2.70,1,,,,China
850300 Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,"698,527,561",2.70,2.70,3,,,,China
850410 - Ballasts for discharge lamps or tubes,"112,380,027",3.70,3.70,2,,,,China
850421 - - Having a power handling capacity not exceeding 650 kVA,"3,045,520",3.70,3.70,1,,,,China
"850422 - - Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA","287,264",3.70,3.70,2,,,,China
"850423 - - Having a power handling capacity exceeding 10,000 kVA","18,015,304",3.70,3.70,1,,,,China
850431 - - Having a power handling capacity not exceeding 1 kVA,"364,040,011",3.70,3.70,3,,,,China
850432 - - Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,"18,347,712",3.70,3.70,1,,,,China
850433 - - Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,"12,188,353",3.70,3.70,1,,,,China
850434 - - Having a power handling capacity exceeding 500 kVA,"18,310,536",3.70,3.70,1,,,,China
850440 - Static converters,"3,719,959,807",2.08,2.08,6,,,,China
850450 - Other inductors,"643,180,594",1.40,1.40,2,,,,China
850490 - Parts,"402,051,551",1.02,1.02,5,,,,China
850511 - - Of metal,"461,308,777",2.20,2.20,1,,,,China
850519 - - Other,"265,420,705",2.20,2.20,2,,,,China
"850520 - Electro-magnetic couplings, clutches and brakes","23,215,902",2.20,2.20,1,,,,China
"850590 - Other, including parts","124,351,925",1.45,1.45,4,,,,China
850610 - Manganese dioxide,"247,386,196",4.70,4.70,4,,,,China
850630 - Mercuric oxide,"365,122",4.70,4.70,1,,,,China
850640 - Silver oxide,"1,456,699",4.70,4.70,1,,,,China
850650 - Lithium,"124,747,035",4.70,4.70,3,,,,China
850660 - Air-zinc,"2,061,406",4.70,4.70,1,,,,China
850680 - Other primary cells and primary batteries,"54,705,998",2.35,2.35,2,,,,China
850690 - Parts,"4,920,081",4.70,4.70,1,,,,China
"850710 - Lead-acid, of a kind used for starting piston engines","112,146,954",3.70,3.70,2,,,,China
850720 - Other lead-acid accumulators,"391,612,709",3.70,3.70,2,,,,China
850730 - Nickel-cadmium,"37,805,268",2.60,2.60,2,,,,China
850740 - Nickel-iron,"663,238",2.70,2.70,1,,,,China
850750 - Nickel-metal hydride,"130,534,705",2.70,2.70,1,,,,China
850760 - Lithium-ion,"1,190,370,502",2.70,2.70,1,,,,China
850780 - Other accumulators,"70,776,840",2.70,2.70,1,,,,China
850790 - Parts,"40,949,749",2.70,2.70,2,,,,China
"850811 - - Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l","1,320,084,473",2.20,2.20,1,,,,China
850819 - - Other,"154,681,587",1.70,1.70,1,,,,China
850860 - Other vacuum cleaners,"23,031,710",1.70,1.70,1,,,,China
850870 - Parts,"107,034,762",1.70,1.70,1,,,,China
850940 - Food grinders and mixers; fruit or vegetable juice extractors,"966,522,332",2.20,2.20,1,,,,China
850980 - Other appliances,"576,285,516",2.20,2.20,1,,,,China
850990 - Parts,"97,978,116",2.20,2.20,1,,,,China
851010 - Shavers,"109,518,680",2.20,2.20,1,,,,China
851020 - Hair clippers,"249,617,309",2.20,2.20,1,,,,China
851030 - Hair-removing appliances,"46,613,494",2.20,2.20,1,,,,China
851090 - Parts,"11,388,745",2.20,2.20,1,,,,China
851110 - Sparking plugs,"11,398,035",3.20,3.20,1,,,,China
851120 - Ignition magnetos; magneto-dynamos; magnetic flywheels,"9,245,710",3.20,3.20,1,,,,China
851130 - Distributors; ignition coils,"57,196,415",3.20,3.20,1,,,,China
851140 - Starter motors and dual purpose starter-generators,"111,747,611",3.20,3.20,1,,,,China
851150 - Other generators,"81,349,170",3.20,3.20,1,,,,China
851180 - Other equipment,"8,857,876",3.20,3.20,1,,,,China
851190 - Parts,"190,031,647",3.20,3.20,1,,,,China
851210 - Lighting or visual signalling equipment of a kind used on bicycles,"75,048,602",2.70,2.70,1,,,,China
851220 - Other lighting or visual signalling equipment,"260,141,452",2.70,2.70,1,,,,China
851230 - Sound signalling equipment,"42,751,127",2.45,2.45,2,,,,China
"851240 - Windscreen wipers, defrosters and demisters","36,200,310",2.70,2.70,1,,,,China
851290 - Parts,"309,550,705",2.45,2.45,2,,,,China
851310 - Lamps,"399,570,979",5.70,5.70,1,,,,China
851390 - Parts,"6,943,308",5.70,5.70,1,,,,China
851410 - Resistance heated furnaces and ovens,"18,501,646",2.20,2.20,2,,,,China
851420 - Furnaces and ovens functioning by induction or dielectric loss,"2,898,905",2.20,2.20,2,,,,China
851430 - Other furnaces and ovens,"15,895,021",1.95,1.95,2,,,,China
851440 - Other equipment for the heat treatment of materials by induction or dielectric loss,"3,260,505",2.20,2.20,1,,,,China
851490 - Parts,"13,447,952",1.95,1.95,2,,,,China
851511 - - Soldering irons and guns,"19,686,819",2.70,2.70,1,,,,China
851519 - - Other,"18,826,313",2.35,2.35,2,,,,China
851521 - - Fully or partly automatic,"7,603,260",2.70,2.70,1,,,,China
851529 - - Other,"8,771,876",2.70,2.70,1,,,,China
851531 - - Fully or partly automatic,"21,502,137",2.70,2.70,1,,,,China
851539 - - Other,"75,021,569",2.70,2.70,3,,,,China
851580 - Other machines and apparatus,"31,352,114",2.70,2.70,2,,,,China
851590 - Parts,"67,396,670",1.35,1.35,2,,,,China
851610 - Electric instantaneous or storage water heaters and immersion heaters,"372,568,614",2.70,2.70,2,,,,China
851621 - - Storage heating radiators,"23,082,618",2.70,2.70,1,,,,China
851629 - - Other,"525,062,602",2.70,2.70,4,,,,China
851631 - - Hair dryers,"221,485,731",2.70,2.70,1,,,,China
851632 - - Other hair-dressing apparatus,"318,961,294",2.70,2.70,1,,,,China
851633 - - Hand-drying apparatus,"24,989,653",2.70,2.70,1,,,,China
851640 - Electric smoothing irons,"269,018,939",2.70,2.70,1,,,,China
851650 - Microwave ovens,"592,557,414",5.00,5.00,1,,,,China
"851660 - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters","665,552,815",2.70,2.70,5,,,,China
851671 - - Coffee or tea makers,"569,127,006",2.70,2.70,1,,,,China
851672 - - Toasters,"218,036,990",2.70,2.70,1,,,,China
851679 - - Other,"857,302,391",2.70,2.70,2,,,,China
851680 - Electric heating resistors,"98,351,298",2.70,2.70,2,,,,China
851690 - Parts,"261,332,309",2.70,2.70,1,,,,China
851711 - - Line telephone sets with cordless handsets,"166,230,116",0.00,0.00,1,,,,China
851712 - - Telephones for cellular networks or for other wireless networks,"34,558,752,873",0.00,0.00,1,,,,China
851718 - - Other,"445,214,563",0.00,0.00,1,,,,China
851761 - - Base stations,"165,835,435",0.00,0.00,1,,,,China
"851762 - - Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus","12,926,478,166",0.00,0.00,1,,,,China
851769 - - Other,"367,842,034",0.00,0.00,4,,,,China
851770 - Parts,"2,652,330,785",0.00,0.00,1,,,,China
851810 - Microphones and stands therefor,"130,474,889",0.95,0.95,2,,,,China
"851821 - - Single loudspeakers, mounted in their enclosures","357,568,509",0.00,0.00,1,,,,China
"851822 - - Multiple loudspeakers, mounted in the same enclosure","934,516,245",3.40,3.40,1,,,,China
851829 - - Other,"323,023,093",1.15,1.15,2,,,,China
"851830 - Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers","1,053,079,676",0.75,0.75,2,,,,China
851840 - Audio-frequency electric amplifiers,"173,808,655",2.85,2.85,2,,,,China
851850 - Electric sound amplifier sets,"53,812,951",1.50,1.50,1,,,,China
851890 - Parts,"150,077,443",1.50,1.50,1,,,,China
"851920 - Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment","437,504",6.67,6.67,3,,,,China
851930 - Turntables (record-decks),"45,121,032",2.00,2.00,1,,,,China
851950 - Telephone answering machines,"202,227",0.00,0.00,1,,,,China
"851981 - - Using magnetic, optical or semiconductor media","227,959,085",2.56,2.56,10,,,,China
851989 - - Other,"307,698,279",0.00,0.00,1,,,,China
