Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
950661 - - Lawn-tennis balls,993,2.70,0.00,1,,1,,South Africa
950662 - - Inflatable,"2,507",2.70,0.00,1,,1,,South Africa
950669 - - Other,"75,051",1.35,0.00,2,,1,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached","2,190",1.80,0.00,3,,2,,South Africa
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","227,515",2.70,0.00,2,,2,,South Africa
950699 - - Other,"283,770",1.35,0.00,2,,1,,South Africa
950710 - Fishing rods,"7,976",3.70,0.00,1,,1,,South Africa
"950720 - Fish-hooks, whether or not snelled","5,221",2.70,0.00,2,,2,,South Africa
950730 - Fishing reels,"5,047",3.70,0.00,1,,1,,South Africa
950790 - Other,"208,753",3.70,0.00,1,,1,,South Africa
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,South Africa
950890 - Other,"111,385",1.70,0.00,1,,1,,South Africa
,2016,"6,191,092",2.17,0.00,62,,41,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,245,480",2.09,0.00,18,,8,,South Africa
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,203,172",0.00,0.00,3,,,,South Africa
950440 - Playing cards,"1,356",2.70,0.00,1,,1,,South Africa
"950450 -Video game consoles and machines, other than those of subheading 9504.30","95,825",0.00,0.00,1,,,,South Africa
950490 - Other,"348,662",0.00,0.00,2,,,,South Africa
950510 - Articles for Christmas festivities,"160,023",1.35,0.00,2,,1,,South Africa
950590 - Other,"59,705",2.70,0.00,1,,1,,South Africa
950611 -- Skis,75,3.70,0.00,4,,4,,South Africa
950612 -- Ski-fastenings (ski-bindings),35,3.70,0.00,1,,1,,South Africa
950619 -- Other,"6,607",2.70,0.00,1,,1,,South Africa
950621 -- Sailboards,"28,428",2.70,0.00,1,,1,,South Africa
950629 -- Other,"2,139,488",2.70,0.00,1,,1,,South Africa
"950631 -- Clubs, complete",779,2.70,0.00,1,,1,,South Africa
950632 -- Balls,"4,761",2.70,0.00,1,,1,,South Africa
950639 -- Other,"36,831",2.70,0.00,2,,2,,South Africa
950640 - Articles and equipment for table-tennis,283,2.70,0.00,1,,1,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung","4,261",4.70,0.00,1,,1,,South Africa
950659 -- Other,"2,588",2.70,0.00,1,,1,,South Africa
950661 -- Lawn-tennis balls,185,2.70,0.00,1,,1,,South Africa
950662 -- Inflatable,1,2.70,0.00,1,,1,,South Africa
950669 -- Other,"5,875",1.35,0.00,2,,1,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached","2,239",1.80,0.00,3,,2,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","195,280",2.70,0.00,2,,2,,South Africa
950699 -- Other,"483,840",1.35,0.00,2,,1,,South Africa
950710 - Fishing rods,"21,773",3.70,0.00,1,,1,,South Africa
"950720 - Fish-hooks, whether or not snelled","26,082",2.70,0.00,2,,2,,South Africa
950730 - Fishing reels,"4,154",3.70,0.00,1,,1,,South Africa
950790 - Other,"109,287",3.70,0.00,1,,1,,South Africa
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,South Africa
950890 - Other,"4,016",1.70,0.00,1,,1,,South Africa
,2015,"4,543,654",2.17,0.00,62,,41,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","446,954",2.09,0.00,18,,8,,South Africa
950420 - Articles and accessories for billiards of all kinds,"21,646",0.00,0.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","938,145",0.00,0.00,3,,,,South Africa
950440 - Playing cards,"2,614",2.70,0.00,1,,1,,South Africa
"950450 -Video game consoles and machines, other than those of subheading 9504.30","583,247",0.00,0.00,1,,,,South Africa
950490 - Other,"233,893",0.00,0.00,2,,,,South Africa
950510 - Articles for Christmas festivities,"50,262",1.35,0.00,2,,1,,South Africa
950590 - Other,"61,822",2.70,0.00,1,,1,,South Africa
950611 -- Skis,,3.70,0.00,4,,4,,South Africa
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,South Africa
950619 -- Other,48,2.70,0.00,1,,1,,South Africa
950621 -- Sailboards,"12,712",2.70,0.00,1,,1,,South Africa
950629 -- Other,"1,605,878",2.70,0.00,1,,1,,South Africa
"950631 -- Clubs, complete","7,873",2.70,0.00,1,,1,,South Africa
950632 -- Balls,"5,864",2.70,0.00,1,,1,,South Africa
950639 -- Other,"19,375",2.70,0.00,2,,2,,South Africa
950640 - Articles and equipment for table-tennis,"4,688",2.70,0.00,1,,1,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,0.00,1,,1,,South Africa
950659 -- Other,"2,234",2.70,0.00,1,,1,,South Africa
950661 -- Lawn-tennis balls,"1,039",2.70,0.00,1,,1,,South Africa
950662 -- Inflatable,109,2.70,0.00,1,,1,,South Africa
950669 -- Other,"8,031",1.35,0.00,2,,1,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached","16,771",1.80,0.00,3,,2,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","249,461",2.70,0.00,2,,2,,South Africa
950699 -- Other,"102,207",1.35,0.00,2,,1,,South Africa
950710 - Fishing rods,"8,244",3.70,0.00,1,,1,,South Africa
"950720 - Fish-hooks, whether or not snelled","8,743",2.70,0.00,2,,2,,South Africa
950730 - Fishing reels,"17,288",3.70,0.00,1,,1,,South Africa
950790 - Other,"128,873",3.70,0.00,1,,1,,South Africa
950810 - Travelling circuses and travelling menageries,365,1.70,0.00,1,,1,,South Africa
950890 - Other,"5,269",1.70,0.00,1,,1,,South Africa
,2014,"4,854,766",2.17,0.00,62,,41,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","368,340",2.09,0.00,18,,8,,South Africa
950420 - Articles and accessories for billiards of all kinds,838,0.00,0.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","978,061",0.00,0.00,3,,,,South Africa
950440 - Playing cards,306,2.70,0.00,1,,1,,South Africa
"950450 -Video game consoles and machines, other than those of subheading 9504.30","415,869",0.00,0.00,1,,,,South Africa
950490 - Other,"99,748",0.00,0.00,2,,,,South Africa
950510 - Articles for Christmas festivities,"56,463",1.35,0.00,2,,1,,South Africa
950590 - Other,"30,670",2.70,0.00,1,,1,,South Africa
950611 -- Skis,"7,164",3.70,0.00,4,,4,,South Africa
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,South Africa
950619 -- Other,913,2.70,0.00,1,,1,,South Africa
950621 -- Sailboards,"61,989",2.70,0.00,1,,1,,South Africa
950629 -- Other,"1,732,314",2.70,0.00,1,,1,,South Africa
"950631 -- Clubs, complete","7,735",2.70,0.00,1,,1,,South Africa
950632 -- Balls,3,2.70,0.00,1,,1,,South Africa
950639 -- Other,"10,211",2.70,0.00,2,,2,,South Africa
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung","6,926",4.70,0.00,1,,1,,South Africa
950659 -- Other,"7,395",2.70,0.00,1,,1,,South Africa
950661 -- Lawn-tennis balls,772,2.70,0.00,1,,1,,South Africa
950662 -- Inflatable,"1,922",2.70,0.00,1,,1,,South Africa
950669 -- Other,"13,086",1.35,0.00,2,,1,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached","16,406",1.80,0.00,3,,2,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","480,941",2.70,0.00,2,,2,,South Africa
950699 -- Other,"322,399",1.35,0.00,2,,1,,South Africa
950710 - Fishing rods,"15,726",3.70,0.00,1,,1,,South Africa
"950720 - Fish-hooks, whether or not snelled","16,120",2.70,0.00,2,,2,,South Africa
950730 - Fishing reels,"7,966",3.70,0.00,1,,1,,South Africa
950790 - Other,"149,747",3.70,0.00,1,,1,,South Africa
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,South Africa
950890 - Other,"44,736",1.70,0.00,1,,1,,South Africa
,2013,"4,670,474",2.17,0.00,62,,41,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","556,822",2.09,0.00,18,,8,,South Africa
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","149,602",0.00,0.00,3,,,,South Africa
950440 - Playing cards,"2,935",2.70,0.00,1,,1,,South Africa
"950450 -Video game consoles and machines, other than those of subheading 9504.30","466,375",0.00,0.00,1,,,,South Africa
950490 - Other,"681,012",0.00,0.00,2,,,,South Africa
950510 - Articles for Christmas festivities,"49,124",1.35,0.00,2,,1,,South Africa
950590 - Other,"84,046",2.70,0.00,1,,1,,South Africa
950611 -- Skis,"1,328",3.70,0.00,4,,4,,South Africa
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,South Africa
950619 -- Other,,2.70,0.00,1,,1,,South Africa
950621 -- Sailboards,"43,878",2.70,0.00,1,,1,,South Africa
950629 -- Other,"1,641,926",2.70,0.00,1,,1,,South Africa
"950631 -- Clubs, complete","17,928",2.70,0.00,1,,1,,South Africa
950632 -- Balls,903,2.70,0.00,1,,1,,South Africa
950639 -- Other,"4,475",2.70,0.00,2,,2,,South Africa
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",691,4.70,0.00,1,,1,,South Africa
950659 -- Other,,2.70,0.00,1,,1,,South Africa
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,South Africa
950662 -- Inflatable,"3,282",2.70,0.00,1,,1,,South Africa
950669 -- Other,"10,266",1.35,0.00,2,,1,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached",571,1.80,0.00,3,,2,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","342,337",2.70,0.00,2,,2,,South Africa
950699 -- Other,"240,651",1.35,0.00,2,,1,,South Africa
950710 - Fishing rods,"2,151",3.70,0.00,1,,1,,South Africa
"950720 - Fish-hooks, whether or not snelled","2,696",2.70,0.00,2,,2,,South Africa
950730 - Fishing reels,,3.70,0.00,1,,1,,South Africa
950790 - Other,"96,295",3.70,0.00,1,,1,,South Africa
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,South Africa
950890 - Other,"271,182",1.70,0.00,1,,1,,South Africa
,2012,"7,835,524",2.17,0.00,62,,41,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","894,393",2.09,0.00,18,,8,,South Africa
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,449,884",0.00,0.00,3,,,,South Africa
950440 - Playing cards,"8,779",2.70,0.00,1,,1,,South Africa
"950450 -Video game consoles and machines, other than those of subheading 9504.30","1,512,969",0.00,0.00,1,,,,South Africa
950490 - Other,"385,077",0.00,0.00,2,,,,South Africa
950510 - Articles for Christmas festivities,"35,429",1.35,0.00,2,,1,,South Africa
950590 - Other,"140,294",2.70,0.00,1,,1,,South Africa
950611 -- Skis,,3.70,0.00,4,,4,,South Africa
950612 -- Ski-fastenings (ski-bindings),,3.70,0.00,1,,1,,South Africa
950619 -- Other,"4,884",2.70,0.00,1,,1,,South Africa
950621 -- Sailboards,"6,388",2.70,0.00,1,,1,,South Africa
950629 -- Other,"1,588,226",2.70,0.00,1,,1,,South Africa
"950631 -- Clubs, complete","247,558",2.70,0.00,1,,1,,South Africa
950632 -- Balls,"29,344",2.70,0.00,1,,1,,South Africa
950639 -- Other,"4,987",2.70,0.00,2,,2,,South Africa
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",180,4.70,0.00,1,,1,,South Africa
950659 -- Other,,2.70,0.00,1,,1,,South Africa
950661 -- Lawn-tennis balls,"1,067",2.70,0.00,1,,1,,South Africa
950662 -- Inflatable,437,2.70,0.00,1,,1,,South Africa
950669 -- Other,"22,995",1.35,0.00,2,,1,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached","7,494",1.80,0.00,3,,2,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","560,945",2.70,0.00,2,,2,,South Africa
950699 -- Other,"471,607",1.35,0.00,2,,1,,South Africa
950710 - Fishing rods,"3,460",3.70,0.00,1,,1,,South Africa
"950720 - Fish-hooks, whether or not snelled","19,404",2.70,0.00,2,,2,,South Africa
950730 - Fishing reels,"1,979",3.70,0.00,1,,1,,South Africa
950790 - Other,"199,195",3.70,0.00,1,,1,,South Africa
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,South Africa
950890 - Other,"238,548",1.70,0.00,1,,1,,South Africa
,2011,"5,566,636",2.17,0.00,62,,41,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","929,090",2.09,0.00,18,,8,,South Africa
950410 - Video games of a kind used with a television receiver,"608,137",0.00,0.00,1,,,,South Africa
950420 - Articles and accessories for billiards of all kinds,,0.00,0.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","652,208",0.00,0.00,3,,,,South Africa
950440 - Playing cards,"1,197",2.70,0.00,1,,1,,South Africa
950490 - Other,"448,280",0.00,0.00,2,,,,South Africa
950510 - Articles for Christmas festivities,"27,339",1.35,0.00,2,,1,,South Africa
950590 - Other,"48,219",2.70,0.00,1,,1,,South Africa
950611 -- Skis,"3,076",3.70,0.00,4,,4,,South Africa
950612 -- Ski-fastenings (ski-bindings),"1,392",3.70,0.00,1,,1,,South Africa
950619 -- Other,,2.70,0.00,1,,1,,South Africa
950621 -- Sailboards,"41,760",2.70,0.00,1,,1,,South Africa
950629 -- Other,"1,751,498",2.70,0.00,1,,1,,South Africa
"950631 -- Clubs, complete","79,984",2.70,0.00,1,,1,,South Africa
950632 -- Balls,"2,311",2.70,0.00,1,,1,,South Africa
950639 -- Other,"32,601",2.70,0.00,2,,2,,South Africa
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",14,4.70,0.00,1,,1,,South Africa
950659 -- Other,"5,832",2.70,0.00,1,,1,,South Africa
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,South Africa
950662 -- Inflatable,362,2.70,0.00,1,,1,,South Africa
950669 -- Other,"9,841",1.35,0.00,2,,1,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,0.00,3,,2,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","275,101",2.70,0.00,2,,2,,South Africa
950699 -- Other,"522,348",1.35,0.00,2,,1,,South Africa
950710 - Fishing rods,"2,979",3.70,0.00,1,,1,,South Africa
"950720 - Fish-hooks, whether or not snelled","8,422",2.70,0.00,2,,2,,South Africa
950730 - Fishing reels,"6,250",3.70,0.00,1,,1,,South Africa
950790 - Other,"108,395",3.70,0.00,1,,1,,South Africa
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,South Africa
950890 - Other,,1.70,0.00,1,,1,,South Africa
,2010,"5,690,024",2.12,2.12,66,,,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","616,663",2.09,2.09,18,,,,South Africa
950410 - Video games of a kind used with a television receiver,"1,020,298",0.00,0.00,1,,,,South Africa
950420 - Articles and accessories for billiards of all kinds,"22,471",0.00,0.00,2,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","686,421",0.00,0.00,4,,,,South Africa
950440 - Playing cards,"6,045",2.70,2.70,1,,,,South Africa
950490 - Other,"109,596",0.00,0.00,2,,,,South Africa
950510 - Articles for Christmas festivities,"52,537",1.35,1.35,2,,,,South Africa
950590 - Other,"95,941",2.70,2.70,1,,,,South Africa
950611 -- Skis,"2,267",3.70,3.70,4,,,,South Africa
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,South Africa
950619 -- Other,"19,488",2.70,2.70,1,,,,South Africa
950621 -- Sailboards,"27,190",2.70,2.70,1,,,,South Africa
950629 -- Other,"1,770,658",2.70,2.70,1,,,,South Africa
"950631 -- Clubs, complete","4,110",2.70,2.70,1,,,,South Africa
950632 -- Balls,"2,877",2.70,2.70,1,,,,South Africa
950639 -- Other,"5,303",2.70,2.70,2,,,,South Africa
950640 - Articles and equipment for table-tennis,"28,131",2.70,2.70,2,,,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,South Africa
950659 -- Other,,2.70,2.70,1,,,,South Africa
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,South Africa
950662 -- Inflatable,"449,492",2.70,2.70,2,,,,South Africa
950669 -- Other,"7,079",1.35,1.35,2,,,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached",345,1.80,1.80,3,,,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","121,885",2.70,2.70,2,,,,South Africa
950699 -- Other,"495,083",1.35,1.35,2,,,,South Africa
950710 - Fishing rods,"8,538",3.70,3.70,1,,,,South Africa
"950720 - Fish-hooks, whether or not snelled","8,392",2.70,2.70,2,,,,South Africa
950730 - Fishing reels,"1,339",3.70,3.70,1,,,,South Africa
950790 - Other,"90,810",3.70,3.70,1,,,,South Africa
950810 - Travelling circuses and travelling menageries,"16,014",1.70,1.70,1,,,,South Africa
950890 - Other,"21,052",1.70,1.70,1,,,,South Africa
,2009,"11,788,152",2.12,2.12,66,,,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,128,170",2.09,2.09,18,,,,South Africa
950410 - Video games of a kind used with a television receiver,"3,814,987",0.00,0.00,1,,,,South Africa
950420 - Articles and accessories for billiards of all kinds,"1,953",0.00,0.00,2,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","2,412,069",0.00,0.00,4,,,,South Africa
950440 - Playing cards,"7,671",2.70,2.70,1,,,,South Africa
950490 - Other,"26,055",0.00,0.00,2,,,,South Africa
950510 - Articles for Christmas festivities,"29,626",1.35,1.35,2,,,,South Africa
950590 - Other,"71,581",2.70,2.70,1,,,,South Africa
950611 -- Skis,"3,501",3.70,3.70,4,,,,South Africa
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,South Africa
950619 -- Other,,2.70,2.70,1,,,,South Africa
950621 -- Sailboards,"61,943",2.70,2.70,1,,,,South Africa
950629 -- Other,"2,077,080",2.70,2.70,1,,,,South Africa
"950631 -- Clubs, complete","72,167",2.70,2.70,1,,,,South Africa
950632 -- Balls,"44,857",2.70,2.70,1,,,,South Africa
950639 -- Other,"388,661",2.70,2.70,2,,,,South Africa
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,South Africa
950659 -- Other,,2.70,2.70,1,,,,South Africa
950661 -- Lawn-tennis balls,"2,901",2.70,2.70,1,,,,South Africa
950662 -- Inflatable,809,2.70,2.70,2,,,,South Africa
950669 -- Other,"13,223",1.35,1.35,2,,,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached","1,562",1.80,1.80,3,,,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","329,438",2.70,2.70,2,,,,South Africa
950699 -- Other,"1,175,119",1.35,1.35,2,,,,South Africa
950710 - Fishing rods,"1,576",3.70,3.70,1,,,,South Africa
"950720 - Fish-hooks, whether or not snelled","7,225",2.70,2.70,2,,,,South Africa
950730 - Fishing reels,"2,204",3.70,3.70,1,,,,South Africa
950790 - Other,"96,311",3.70,3.70,1,,,,South Africa
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,South Africa
950890 - Other,"17,463",1.70,1.70,1,,,,South Africa
,2008,"9,773,611",2.12,2.12,66,,,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,577,486",2.09,2.09,18,,,,South Africa
950410 - Video games of a kind used with a television receiver,"2,292,936",0.00,0.00,1,,,,South Africa
950420 - Articles and accessories for billiards of all kinds,"1,787",0.00,0.00,2,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","1,534,171",0.00,0.00,4,,,,South Africa
950440 - Playing cards,"6,680",2.70,2.70,1,,,,South Africa
950490 - Other,"1,755,272",0.00,0.00,2,,,,South Africa
950510 - Articles for Christmas festivities,"20,581",1.35,1.35,2,,,,South Africa
950590 - Other,"32,036",2.70,2.70,1,,,,South Africa
950611 -- Skis,,3.70,3.70,4,,,,South Africa
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,South Africa
950619 -- Other,"3,809",2.70,2.70,1,,,,South Africa
950621 -- Sailboards,"41,762",2.70,2.70,1,,,,South Africa
950629 -- Other,"1,342,176",2.70,2.70,1,,,,South Africa
"950631 -- Clubs, complete","35,332",2.70,2.70,1,,,,South Africa
950632 -- Balls,"25,210",2.70,2.70,1,,,,South Africa
950639 -- Other,"48,603",2.70,2.70,2,,,,South Africa
950640 - Articles and equipment for table-tennis,"1,890",2.70,2.70,2,,,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,South Africa
950659 -- Other,,2.70,2.70,1,,,,South Africa
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,South Africa
950662 -- Inflatable,"1,509",2.70,2.70,2,,,,South Africa
950669 -- Other,"129,198",1.35,1.35,2,,,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","63,456",2.70,2.70,2,,,,South Africa
950699 -- Other,"693,829",1.35,1.35,2,,,,South Africa
950710 - Fishing rods,981,3.70,3.70,1,,,,South Africa
"950720 - Fish-hooks, whether or not snelled","10,415",2.70,2.70,2,,,,South Africa
950730 - Fishing reels,"3,237",3.70,3.70,1,,,,South Africa
950790 - Other,"120,951",3.70,3.70,1,,,,South Africa
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,South Africa
