Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
392590 - Other,"26,097",6.50,6.50,3,,,,"Saudi Arabia, Kingdom of"
392610 - Office or school supplies,"14,914",6.50,6.50,1,,,,"Saudi Arabia, Kingdom of"
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","12,154",6.50,6.50,1,,,,"Saudi Arabia, Kingdom of"
"392630 - Fittings for furniture, coachwork or the like",113,6.50,6.50,1,,,,"Saudi Arabia, Kingdom of"
392640 - Statuettes and other ornamental articles,"5,964",6.50,6.50,1,,,,"Saudi Arabia, Kingdom of"
392690 - Other,"877,989",6.50,6.50,3,,,,"Saudi Arabia, Kingdom of"
,2013,"3,087,921,823",5.53,0.92,205,,176,,"Saudi Arabia, Kingdom of"
390110 - Polyethylene having a specific gravity of less than 0.94,"1,042,173,811",6.50,3.00,2,,2,,"Saudi Arabia, Kingdom of"
390120 - Polyethylene having a specific gravity of 0.94 or more,"844,790,056",3.25,1.50,2,,1,,"Saudi Arabia, Kingdom of"
390130 - Ethylene-vinyl acetate copolymers,"1,421",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390190 - Other,"216,129,349",3.25,1.50,2,,1,,"Saudi Arabia, Kingdom of"
390210 - Polypropylene,"566,242,996",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390220 - Polyisobutylene,"35,139",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390230 - Propylene copolymers,"60,189,283",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390290 - Other,"439,841",2.17,1.00,3,,1,,"Saudi Arabia, Kingdom of"
390311 -- Expansible,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390319 -- Other,"1,000,691",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390390 - Other,266,2.17,1.00,3,,1,,"Saudi Arabia, Kingdom of"
"390410 - Poly(vinyl chloride), not mixed with any other substances","195,445",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390421 -- Non-plasticised,"11,952",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390422 -- Plasticised,"2,510",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390440 - Other vinyl chloride copolymers,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390450 - Vinylidene chloride polymers,,3.25,1.50,2,,1,,"Saudi Arabia, Kingdom of"
390461 -- Polytetrafluoroethylene,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390469 -- Other,,4.33,2.00,3,,2,,"Saudi Arabia, Kingdom of"
390490 - Other,"1,979",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390512 -- In aqueous dispersion,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390519 -- Other,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390521 -- In aqueous dispersion,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390529 -- Other,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390591 -- Copolymers,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390599 -- Other,"15,020",3.25,0.00,2,,1,,"Saudi Arabia, Kingdom of"
390610 - Poly(methyl methacrylate),,6.50,2.90,1,,1,,"Saudi Arabia, Kingdom of"
390690 - Other,958,0.93,0.00,7,,1,,"Saudi Arabia, Kingdom of"
390710 - Polyacetals,"79,907",6.50,2.20,1,,1,,"Saudi Arabia, Kingdom of"
390720 - Other polyethers,"4,672,483",4.88,0.00,4,,3,,"Saudi Arabia, Kingdom of"
390730 - Epoxide resins,"65,723,517",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390740 - Polycarbonates,"28,646,888",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390750 - Alkyd resins,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390760 - Poly(ethylene terephthalate),"275,033",6.50,3.00,2,,2,,"Saudi Arabia, Kingdom of"
390770 - Poly(lactic acid),,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
390791 -- Unsaturated,"53,612",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
390799 -- Other,465,3.25,1.50,2,,1,,"Saudi Arabia, Kingdom of"
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,6.50,2.20,1,,1,,"Saudi Arabia, Kingdom of"
390890 - Other,13,6.50,2.20,1,,1,,"Saudi Arabia, Kingdom of"
390910 - Urea resins; thiourea resins,"30,943",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390920 - Melamine resins,"574,303",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390930 - Other amino-resins,133,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390940 - Phenolic resins,"26,733",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390950 - Polyurethanes,"22,151",3.25,0.00,2,,1,,"Saudi Arabia, Kingdom of"
391000 Silicones in primary forms.,133,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391190 - Other,"6,985",3.30,0.00,5,,3,,"Saudi Arabia, Kingdom of"
391211 -- Non-plasticised,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391212 -- Plasticised,"19,004",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391220 - Cellulose nitrates (including collodions),,6.33,0.00,3,,3,,"Saudi Arabia, Kingdom of"
391231 -- Carboxymethylcellulose and its salts,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391239 -- Other,,3.25,0.00,2,,1,,"Saudi Arabia, Kingdom of"
391290 - Other,412,6.45,0.00,2,,2,,"Saudi Arabia, Kingdom of"
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391390 - Other,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",27,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391510 - Of polymers of ethylene,"648,831",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391520 - Of polymers of styrene,"38,127",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391590 - Of other plastics,"7,693,028",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
391610 - Of polymers of ethylene,"1,857,716",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391620 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391690 - Of other plastics,"17,919",6.50,0.00,3,,3,,"Saudi Arabia, Kingdom of"
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"20,717",5.90,0.00,2,,2,,"Saudi Arabia, Kingdom of"
391721 -- Of polymers of ethylene,704,6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
391722 -- Of polymers of propylene,"31,248",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
391723 -- Of polymers of vinyl chloride,,6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
391729 -- Of other plastics,"36,467",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","4,502",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings",230,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","5,604",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391739 -- Other,"13,586",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391740 - Fittings,"143,155",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391810 - Of polymers of vinyl chloride,"89,256",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
391890 - Of other plastics,"371,434",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391910 - In rolls of a width not exceeding 20 cm,"279,090",6.35,0.00,4,,4,,"Saudi Arabia, Kingdom of"
391990 - Other,"50,565,072",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392010 - Of polymers of ethylene,"141,855,857",4.64,2.14,7,,5,,"Saudi Arabia, Kingdom of"
392020 - Of polymers of propylene,"33,446,959",6.50,3.00,3,,3,,"Saudi Arabia, Kingdom of"
392030 - Of polymers of styrene,"2,895",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392043 -- Containing by weight not less than 6 % of plasticisers,,6.50,3.00,2,,2,,"Saudi Arabia, Kingdom of"
392049 -- Other,"1,912",6.50,3.00,2,,2,,"Saudi Arabia, Kingdom of"
392051 -- Of poly(methyl methacrylate),,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392059 -- Other,,3.25,1.50,2,,1,,"Saudi Arabia, Kingdom of"
392061 -- Of polycarbonates,"5,153",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392062 -- Of poly(ethylene terephthalate),"209,004",4.33,2.00,3,,2,,"Saudi Arabia, Kingdom of"
392063 -- Of unsaturated polyesters,120,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392069 -- Of other polyesters,"470,279",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392071 -- Of regenerated cellulose,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392073 -- Of cellulose acetate,,6.40,2.90,2,,2,,"Saudi Arabia, Kingdom of"
392079 -- Of other cellulose derivatives,,6.10,2.60,2,,2,,"Saudi Arabia, Kingdom of"
392091 -- Of poly(vinyl butyral),,6.10,2.60,1,,1,,"Saudi Arabia, Kingdom of"
392092 -- Of polyamides,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392093 -- Of amino-resins,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392094 -- Of phenolic resins,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392099 -- Of other plastics,"499,575",3.25,1.50,6,,3,,"Saudi Arabia, Kingdom of"
392111 -- Of polymers of styrene,"2,935",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392112 -- Of polymers of vinyl chloride,"878,964",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392113 -- Of polyurethanes,106,6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
392114 -- Of regenerated cellulose,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392119 -- Of other plastics,"2,563",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392190 - Other,"10,735,118",6.50,0.38,8,,8,,"Saudi Arabia, Kingdom of"
"392210 - Baths, shower-baths, sinks and wash-basins",,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392220 - Lavatory seats and covers,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392290 - Other,"3,732",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"392310 - Boxes, cases, crates and similar articles","187,084",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392321 -- Of polymers of ethylene,"3,510,865",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392329 -- Of other plastics,"991,859",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
"392330 - Carboys, bottles, flasks and similar articles","219,572",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
"392340 - Spools, cops, bobbins and similar supports","1,952",5.90,0.00,2,,2,,"Saudi Arabia, Kingdom of"
"392350 - Stoppers, lids, caps and other closures","15,004",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
392390 - Other,"153,971",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392410 - Tableware and kitchenware,"50,023",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392490 - Other,"4,555",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","31,474",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"392520 - Doors, windows and their frames and thresholds for doors",,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","8,924",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392590 - Other,"53,333",6.50,0.00,3,,3,,"Saudi Arabia, Kingdom of"
392610 - Office or school supplies,"2,483",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","30,839",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"392630 - Fittings for furniture, coachwork or the like","2,815",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392640 - Statuettes and other ornamental articles,"44,622",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392690 - Other,"1,317,130",6.50,0.00,3,,3,,"Saudi Arabia, Kingdom of"
,2012,"2,472,091,010",5.53,0.92,205,,176,,"Saudi Arabia, Kingdom of"
390110 - Polyethylene having a specific gravity of less than 0.94,"848,930,981",6.50,3.00,2,,2,,"Saudi Arabia, Kingdom of"
390120 - Polyethylene having a specific gravity of 0.94 or more,"618,949,582",3.25,1.50,2,,1,,"Saudi Arabia, Kingdom of"
390130 - Ethylene-vinyl acetate copolymers,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390190 - Other,"131,731,134",3.25,1.50,2,,1,,"Saudi Arabia, Kingdom of"
390210 - Polypropylene,"575,013,708",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390220 - Polyisobutylene,"226,710",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390230 - Propylene copolymers,"45,363,560",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390290 - Other,"430,154",2.17,1.00,3,,1,,"Saudi Arabia, Kingdom of"
390311 -- Expansible,977,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390319 -- Other,"6,735",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"355,026",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390390 - Other,"75,308",2.17,1.00,3,,1,,"Saudi Arabia, Kingdom of"
"390410 - Poly(vinyl chloride), not mixed with any other substances","74,332",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390421 -- Non-plasticised,"5,141",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390422 -- Plasticised,784,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390440 - Other vinyl chloride copolymers,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390450 - Vinylidene chloride polymers,,3.25,1.50,2,,1,,"Saudi Arabia, Kingdom of"
390461 -- Polytetrafluoroethylene,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390469 -- Other,681,4.33,2.00,3,,2,,"Saudi Arabia, Kingdom of"
390490 - Other,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390512 -- In aqueous dispersion,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390519 -- Other,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390521 -- In aqueous dispersion,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390529 -- Other,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390591 -- Copolymers,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390599 -- Other,"7,185",3.25,0.00,2,,1,,"Saudi Arabia, Kingdom of"
390610 - Poly(methyl methacrylate),,6.50,2.90,1,,1,,"Saudi Arabia, Kingdom of"
390690 - Other,"2,326",0.93,0.00,7,,1,,"Saudi Arabia, Kingdom of"
390710 - Polyacetals,"42,892",6.50,2.20,1,,1,,"Saudi Arabia, Kingdom of"
390720 - Other polyethers,,4.88,0.00,4,,3,,"Saudi Arabia, Kingdom of"
390730 - Epoxide resins,"45,321,747",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390740 - Polycarbonates,"22,592,352",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390750 - Alkyd resins,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390760 - Poly(ethylene terephthalate),"268,766",6.50,3.00,2,,2,,"Saudi Arabia, Kingdom of"
390770 - Poly(lactic acid),,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
390791 -- Unsaturated,"113,612",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
390799 -- Other,10,3.25,1.50,2,,1,,"Saudi Arabia, Kingdom of"
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,6.50,2.20,1,,1,,"Saudi Arabia, Kingdom of"
390890 - Other,,6.50,2.20,1,,1,,"Saudi Arabia, Kingdom of"
390910 - Urea resins; thiourea resins,"28,522",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390920 - Melamine resins,"272,442",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390930 - Other amino-resins,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390940 - Phenolic resins,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
390950 - Polyurethanes,,3.25,0.00,2,,1,,"Saudi Arabia, Kingdom of"
391000 Silicones in primary forms.,13,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391190 - Other,,3.30,0.00,5,,3,,"Saudi Arabia, Kingdom of"
391211 -- Non-plasticised,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391212 -- Plasticised,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391220 - Cellulose nitrates (including collodions),,6.33,0.00,3,,3,,"Saudi Arabia, Kingdom of"
391231 -- Carboxymethylcellulose and its salts,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391239 -- Other,,3.25,0.00,2,,1,,"Saudi Arabia, Kingdom of"
391290 - Other,"21,388",6.45,0.00,2,,2,,"Saudi Arabia, Kingdom of"
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391390 - Other,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",116,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391510 - Of polymers of ethylene,"578,509",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391520 - Of polymers of styrene,"123,856",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391590 - Of other plastics,"8,119,769",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
391610 - Of polymers of ethylene,"136,581",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391620 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391690 - Of other plastics,488,6.50,0.00,3,,3,,"Saudi Arabia, Kingdom of"
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,39,5.90,0.00,2,,2,,"Saudi Arabia, Kingdom of"
391721 -- Of polymers of ethylene,"136,311",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
391722 -- Of polymers of propylene,"3,085",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
391723 -- Of polymers of vinyl chloride,90,6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
391729 -- Of other plastics,"245,103",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","6,324",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","1,774",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","1,941",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391739 -- Other,"30,398",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391740 - Fittings,"102,378",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391810 - Of polymers of vinyl chloride,"488,933",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
391890 - Of other plastics,"126,812",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
391910 - In rolls of a width not exceeding 20 cm,"1,245,925",6.35,0.00,4,,4,,"Saudi Arabia, Kingdom of"
391990 - Other,"29,258,368",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392010 - Of polymers of ethylene,"94,331,105",4.64,2.14,7,,5,,"Saudi Arabia, Kingdom of"
392020 - Of polymers of propylene,"27,680,870",6.50,3.00,3,,3,,"Saudi Arabia, Kingdom of"
392030 - Of polymers of styrene,231,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392043 -- Containing by weight not less than 6 % of plasticisers,"226,761",6.50,3.00,2,,2,,"Saudi Arabia, Kingdom of"
392049 -- Other,,6.50,3.00,2,,2,,"Saudi Arabia, Kingdom of"
392051 -- Of poly(methyl methacrylate),,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392059 -- Other,,3.25,1.50,2,,1,,"Saudi Arabia, Kingdom of"
392061 -- Of polycarbonates,347,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392062 -- Of poly(ethylene terephthalate),"94,871",4.33,2.00,3,,2,,"Saudi Arabia, Kingdom of"
392063 -- Of unsaturated polyesters,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392069 -- Of other polyesters,"414,190",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392071 -- Of regenerated cellulose,"48,355",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392073 -- Of cellulose acetate,,6.40,2.90,2,,2,,"Saudi Arabia, Kingdom of"
392079 -- Of other cellulose derivatives,244,6.10,2.60,2,,2,,"Saudi Arabia, Kingdom of"
392091 -- Of poly(vinyl butyral),,6.10,2.60,1,,1,,"Saudi Arabia, Kingdom of"
392092 -- Of polyamides,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392093 -- Of amino-resins,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392094 -- Of phenolic resins,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392099 -- Of other plastics,"340,064",3.25,1.50,6,,3,,"Saudi Arabia, Kingdom of"
392111 -- Of polymers of styrene,"11,992",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392112 -- Of polymers of vinyl chloride,"1,632,378",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392113 -- Of polyurethanes,"1,093",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
392114 -- Of regenerated cellulose,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392119 -- Of other plastics,"222,815",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392190 - Other,"11,045,977",6.50,0.38,8,,8,,"Saudi Arabia, Kingdom of"
"392210 - Baths, shower-baths, sinks and wash-basins","4,563",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392220 - Lavatory seats and covers,694,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392290 - Other,,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"392310 - Boxes, cases, crates and similar articles","104,415",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392321 -- Of polymers of ethylene,"3,603,316",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
392329 -- Of other plastics,"27,995",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
"392330 - Carboys, bottles, flasks and similar articles","84,003",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
"392340 - Spools, cops, bobbins and similar supports","6,015",5.90,0.00,2,,2,,"Saudi Arabia, Kingdom of"
"392350 - Stoppers, lids, caps and other closures","13,522",6.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
392390 - Other,"141,111",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392410 - Tableware and kitchenware,"19,653",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392490 - Other,"72,776",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",347,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"392520 - Doors, windows and their frames and thresholds for doors",,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392590 - Other,"6,157",6.50,0.00,3,,3,,"Saudi Arabia, Kingdom of"
392610 - Office or school supplies,"1,735",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",5,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"392630 - Fittings for furniture, coachwork or the like","1,221",6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392640 - Statuettes and other ornamental articles,758,6.50,0.00,1,,1,,"Saudi Arabia, Kingdom of"
392690 - Other,"1,508,560",6.50,0.00,3,,3,,"Saudi Arabia, Kingdom of"
,2011,"2,480,714,172",5.59,0.92,205,,178,,"Saudi Arabia, Kingdom of"
390110 - Polyethylene having a specific gravity of less than 0.94,"874,695,856",6.50,3.00,2,,2,,"Saudi Arabia, Kingdom of"
390120 - Polyethylene having a specific gravity of 0.94 or more,"600,035,924",3.25,1.50,2,,1,,"Saudi Arabia, Kingdom of"
390130 - Ethylene-vinyl acetate copolymers,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390190 - Other,"134,430,423",3.25,1.50,2,,1,,"Saudi Arabia, Kingdom of"
390210 - Polypropylene,"547,222,901",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390220 - Polyisobutylene,,6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390230 - Propylene copolymers,"27,631,311",6.50,3.00,1,,1,,"Saudi Arabia, Kingdom of"
390290 - Other,"681,760",2.17,1.00,3,,1,,"Saudi Arabia, Kingdom of"
