Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,"Saudi Arabia, Kingdom of"
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,20.00,20.00,2,,,,"Saudi Arabia, Kingdom of"
950699 - - Other,,20.00,20.00,9,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,20.00,20.00,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,20.00,20.00,1,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,20.00,20.00,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,20.00,20.00,2,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,,20.00,20.00,1,,,,"Saudi Arabia, Kingdom of"
,2017,,9.09,9.09,55,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950450 - Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950590 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950611 - - Skis,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950612 - - Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950619 - - Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950621 - - Sailboards,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950629 - - Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950631 - - Clubs, complete",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950632 - - Balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950639 - - Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950651 - - Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950659 - - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950661 - - Lawn-tennis balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950662 - - Inflatable,,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950669 - - Other,,10.00,10.00,5,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950699 - - Other,,10.00,10.00,9,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
,2016,"1,099",9.09,9.09,55,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950590 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,10.00,10.00,5,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,"1,099",10.00,10.00,9,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
,2015,502,9.07,9.07,55,1,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",502,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,,10.00,10.00,3,1,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950590 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,10.00,10.00,5,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,,10.00,10.00,9,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
,2014,,9.09,9.09,55,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950590 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,10.00,10.00,5,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,,10.00,10.00,9,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
,2013,"9,273",9.09,9.09,55,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",160,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,"8,903",10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950590 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,10.00,10.00,5,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",142,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,68,10.00,10.00,9,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
,2012,"586,717",9.09,9.09,55,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",426,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950590 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,10.00,10.00,5,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,,10.00,10.00,9,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,"586,291",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
,2011,"365,844",9.09,9.09,55,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","128,516",10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,246,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950590 - Other,"13,394",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,,0.00,0.00,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,"16,084",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,10.00,10.00,5,,,,"Saudi Arabia, Kingdom of"
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","30,133",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950699 -- Other,"177,471",10.00,10.00,9,,,,"Saudi Arabia, Kingdom of"
950710 - Fishing rods,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950730 - Fishing reels,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950790 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950890 - Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
,2010,"113,741",10.00,10.00,56,,,,"Saudi Arabia, Kingdom of"
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","14,547",10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,"Saudi Arabia, Kingdom of"
950440 - Playing cards,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950490 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950510 - Articles for Christmas festivities,"6,571",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950590 - Other,,10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950611 -- Skis,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950619 -- Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950621 -- Sailboards,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950629 -- Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950631 -- Clubs, complete",,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950632 -- Balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950639 -- Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"950651 -- Lawn-tennis rackets, whether or not strung","2,643",10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950659 -- Other,"20,152",10.00,10.00,2,,,,"Saudi Arabia, Kingdom of"
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
950662 -- Inflatable,,10.00,10.00,4,,,,"Saudi Arabia, Kingdom of"
950669 -- Other,,10.00,10.00,5,,,,"Saudi Arabia, Kingdom of"
