Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
390130 - Ethylene-vinyl acetate copolymers,"221,386",14.00,14.00,2,,,,China
"390140 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",,14.00,14.00,1,,,,China
390190 - Other,"4,657,298",8.00,8.00,6,,,,China
390210 - Polypropylene,"3,573,808",14.00,14.00,2,,,,China
390220 - Polyisobutylene,"194,930",14.00,14.00,1,,,,China
390230 - Propylene copolymers,"53,984",14.00,14.00,1,,,,China
390290 - Other,"175,737",14.00,14.00,1,,,,China
390311 - - Expansible,"31,887,756",14.00,14.00,2,,,,China
390319 - - Other,"886,083",14.00,14.00,1,,,,China
390320 - Styrene-acrylonitrile (SAN) copolymers,"1,153,220",2.00,2.00,1,,,,China
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"1,381,398",8.00,8.00,2,,,,China
390390 - Other,"455,921",10.00,10.00,3,,,,China
"390410 - Poly(vinyl chloride), not mixed with any other substances","590,467",14.00,14.00,3,,,,China
390421 - - Non-plasticised,"417,187",14.00,14.00,1,,,,China
390422 - - Plasticised,"44,142",14.00,14.00,1,,,,China
390430 - Vinyl chloride-vinyl acetate copolymers,"67,715",14.00,14.00,1,,,,China
390440 - Other vinyl chloride copolymers,"8,735",14.00,14.00,2,,,,China
390450 - Vinylidene chloride polymers,"256,308",2.00,2.00,2,,,,China
390461 - - Polytetrafluoroethylene,"4,469,839",2.00,2.00,2,,,,China
390469 - - Other,"3,294,100",2.00,2.00,2,,,,China
390490 - Other,"1,781,401",14.00,14.00,1,,,,China
390512 - - In aqueous dispersion,"9,742",14.00,14.00,1,,,,China
390519 - - Other,"29,786",14.00,14.00,2,,,,China
390521 - - In aqueous dispersion,"312,593",14.00,14.00,1,,,,China
390529 - - Other,"1,320,912",14.00,14.00,1,,,,China
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","6,796,995",2.00,2.00,1,,,,China
390591 - - Copolymers,"531,955",8.00,8.00,2,,,,China
390599 - - Other,"1,192,459",4.50,4.50,4,,,,China
390610 - Poly(methyl methacrylate),"368,778",14.00,14.00,1,,,,China
390690 - Other,"25,471,857",10.35,10.35,17,,,,China
390710 - Polyacetals,"1,523,386",8.67,8.67,9,,,,China
390720 - Other polyethers,"24,365,351",8.67,8.67,9,,,,China
390730 - Epoxide resins,"4,480,583",14.00,14.00,5,,,,China
390740 - Polycarbonates,"3,615,397",8.00,8.00,2,,,,China
390750 - Alkyd resins,"11,062",14.00,14.00,2,,,,China
390761 - - Having a viscosity number of 78 ml/g or higher,"1,170,596",14.00,14.00,1,,,,China
390769 - - Other,"204,703",14.00,14.00,1,,,,China
390770 - Poly(lactic acid),"11,450",14.00,14.00,1,,,,China
390791 - - Unsaturated,"639,370",14.00,14.00,1,,,,China
390799 - - Other,"8,732,272",8.00,8.00,6,,,,China
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","3,249,003",6.80,6.80,10,,,,China
390890 - Other,"3,478,783",6.00,6.00,3,,,,China
390910 - Urea resins; thiourea resins,"176,257",14.00,14.00,1,,,,China
390920 - Melamine resins,"8,843",14.00,14.00,4,,,,China
"390931 - - Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)","22,439,593",14.00,14.00,1,,,,China
390939 - - Other,,14.00,14.00,1,,,,China
390940 - Phenolic resins,"7,292,793",14.00,14.00,4,,,,China
390950 - Polyurethanes,"8,561,386",9.20,9.20,5,,,,China
391000 Silicones in primary forms.,"10,863,702",9.50,9.50,8,,,,China
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","5,946,674",10.00,10.00,3,,,,China
391190 - Other,"8,070,144",5.69,5.69,13,,,,China
391211 - - Non-plasticised,"56,150",5.00,5.00,2,,,,China
391212 - - Plasticised,,2.00,2.00,1,,,,China
391220 - Cellulose nitrates (including collodions),,14.00,14.00,3,,,,China
391231 - - Carboxymethylcellulose and its salts,"2,050,157",14.00,14.00,4,,,,China
391239 - - Other,"14,346,799",2.00,2.00,4,,,,China
391290 - Other,"460,430",10.00,10.00,6,,,,China
"391310 - Alginic acid, its salts and esters","3,113,973",2.00,2.00,1,,,,China
391390 - Other,"12,275,210",4.67,4.67,9,,,,China
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","6,103,425",2.00,2.00,3,,,,China
391510 - Of polymers of ethylene,,14.00,14.00,1,,,,China
391520 - Of polymers of styrene,"3,481",14.00,14.00,1,,,,China
391530 - Of polymers of vinyl chloride,,14.00,14.00,1,,,,China
391590 - Of other plastics,"4,828",14.00,14.00,1,,,,China
391610 - Of polymers of ethylene,"78,126",16.00,16.00,1,,,,China
391620 - Of polymers of vinyl chloride,"3,444,931",16.00,16.00,1,,,,China
391690 - Of other plastics,"2,672,807",16.00,16.00,2,,,,China
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"5,573,045",6.67,6.67,3,,,,China
391721 - - Of polymers of ethylene,"1,075,349",16.00,16.00,1,,,,China
391722 - - Of polymers of propylene,"1,151,203",16.00,16.00,1,,,,China
391723 - - Of polymers of vinyl chloride,"193,518",16.00,16.00,1,,,,China
391729 - - Of other plastics,"691,803",16.00,16.00,1,,,,China
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","503,670",16.00,16.00,1,,,,China
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings","3,867,381",12.50,12.50,8,,,,China
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings","733,253",16.00,16.00,1,,,,China
391739 - - Other,"3,060,829",16.00,16.00,1,,,,China
391740 - Fittings,"7,552,186",8.00,8.00,2,,,,China
391810 - Of polymers of vinyl chloride,"22,425,659",16.00,16.00,1,,,,China
391890 - Of other plastics,"3,115,512",16.00,16.00,1,,,,China
391910 - In rolls of a width not exceeding 20 cm,"23,911,972",16.00,16.00,3,,,,China
391990 - Other,"38,629,095",16.00,16.00,3,,,,China
392010 - Of polymers of ethylene,"4,742,252",6.67,6.67,3,,,,China
392020 - Of polymers of propylene,"5,347,850",9.00,9.00,4,,,,China
392030 - Of polymers of styrene,"1,576,313",16.00,16.00,1,,,,China
392043 - - Containing by weight not less than 6 % of plasticisers,"6,534,875",16.00,16.00,2,,,,China
392049 - - Other,"10,841,944",16.00,16.00,1,,,,China
392051 - - Of poly(methyl methacrylate),"5,738,149",16.00,16.00,1,,,,China
392059 - - Other,"600,034",16.00,16.00,1,,,,China
392061 - - Of polycarbonates,"3,116,008",16.00,16.00,1,,,,China
392062 - - Of poly(ethylene terephthalate),"2,809,940",12.50,12.50,4,,,,China
392063 - - Of unsaturated polyesters,"172,581",16.00,16.00,1,,,,China
392069 - - Of other polyesters,"1,669,197",16.00,16.00,1,,,,China
392071 - - Of regenerated cellulose,"1,511,899",16.00,16.00,1,,,,China
392073 - - Of cellulose acetate,"460,886",16.00,16.00,2,,,,China
392079 - - Of other cellulose derivatives,"2,811",9.00,9.00,2,,,,China
392091 - - Of poly(vinyl butyral),"5,365,591",16.00,16.00,1,,,,China
392092 - - Of polyamides,"129,722",16.00,16.00,1,,,,China
392093 - - Of amino-resins,,16.00,16.00,1,,,,China
392094 - - Of phenolic resins,"61,224",16.00,16.00,1,,,,China
392099 - - Of other plastics,"15,877,823",9.00,9.00,6,,,,China
392111 - - Of polymers of styrene,"736,731",16.00,16.00,1,,,,China
392112 - - Of polymers of vinyl chloride,"3,282,551",16.00,16.00,1,,,,China
392113 - - Of polyurethanes,"35,383,375",9.00,9.00,2,,,,China
392114 - - Of regenerated cellulose,"28,285",16.00,16.00,1,,,,China
392119 - - Of other plastics,"5,279,278",16.00,16.00,1,,,,China
392190 - Other,"18,236,656",10.40,10.40,5,,,,China
"392210 - Baths, shower-baths, sinks and wash-basins","535,004",18.00,18.00,1,,,,China
392220 - Lavatory seats and covers,"9,962,812",18.00,18.00,1,,,,China
392290 - Other,"7,988,242",18.00,18.00,1,,,,China
"392310 - Boxes, cases, crates and similar articles","4,204,942",18.00,18.00,2,,,,China
392321 - - Of polymers of ethylene,"9,134,305",18.00,18.00,2,,,,China
392329 - - Of other plastics,"5,756,648",18.00,18.00,2,,,,China
"392330 - Carboys, bottles, flasks and similar articles","9,913,518",18.00,18.00,1,,,,China
"392340 - Spools, cops, bobbins and similar supports","223,701",18.00,18.00,1,,,,China
"392350 - Stoppers, lids, caps and other closures","13,956,440",18.00,18.00,1,,,,China
392390 - Other,"15,942,479",18.00,18.00,1,,,,China
392410 - Tableware and kitchenware,"45,912,512",18.00,18.00,1,,,,China
392490 - Other,"22,661,486",18.00,18.00,1,,,,China
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","32,486",18.00,18.00,1,,,,China
"392520 - Doors, windows and their frames and thresholds for doors","2,139,784",18.00,18.00,1,,,,China
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","1,806,620",18.00,18.00,1,,,,China
392590 - Other,"4,628,730",18.00,18.00,2,,,,China
392610 - Office or school supplies,"2,549,325",18.00,18.00,1,,,,China
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","37,536,395",18.00,18.00,1,,,,China
"392630 - Fittings for furniture, coachwork or the like","7,964,840",18.00,18.00,1,,,,China
392640 - Statuettes and other ornamental articles,"12,388,226",18.00,18.00,1,,,,China
392690 - Other,"115,166,155",12.22,12.22,9,,,,China
,2016,"729,519,215",10.93,10.93,307,,,,China
390110 - Polyethylene having a specific gravity of less than 0.94,"380,109",14.00,14.00,3,,,,China
390120 - Polyethylene having a specific gravity of 0.94 or more,"453,804",8.00,8.00,4,,,,China
390130 - Ethylene-vinyl acetate copolymers,"454,540",14.00,14.00,2,,,,China
390190 - Other,"5,981,480",8.00,8.00,6,,,,China
390210 - Polypropylene,"4,447,694",14.00,14.00,2,,,,China
390220 - Polyisobutylene,"83,258",14.00,14.00,1,,,,China
390230 - Propylene copolymers,"10,379",14.00,14.00,1,,,,China
390290 - Other,"292,564",14.00,14.00,1,,,,China
390311 -- Expansible,"28,179,562",14.00,14.00,2,,,,China
390319 -- Other,"669,720",14.00,14.00,1,,,,China
390320 - Styrene-acrylonitrile (SAN) copolymers,"1,851,197",14.00,14.00,1,,,,China
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,"398,981",14.00,14.00,2,,,,China
390390 - Other,"291,697",10.00,10.00,3,,,,China
"390410 - Poly(vinyl chloride), not mixed with any other substances","282,302",14.00,14.00,3,,,,China
390421 -- Non-plasticised,"9,662",14.00,14.00,1,,,,China
390422 -- Plasticised,"18,508",14.00,14.00,1,,,,China
390430 - Vinyl chloride-vinyl acetate copolymers,"20,151",14.00,14.00,1,,,,China
390440 - Other vinyl chloride copolymers,"78,814",14.00,14.00,2,,,,China
390450 - Vinylidene chloride polymers,"48,336",2.00,2.00,2,,,,China
390461 -- Polytetrafluoroethylene,"4,450,484",2.00,2.00,2,,,,China
390469 -- Other,"2,409,280",2.00,2.00,2,,,,China
390490 - Other,"364,627",14.00,14.00,1,,,,China
390512 -- In aqueous dispersion,"17,523",14.00,14.00,1,,,,China
390519 -- Other,"62,748",14.00,14.00,2,,,,China
390521 -- In aqueous dispersion,288,14.00,14.00,1,,,,China
390529 -- Other,"1,121,496",14.00,14.00,1,,,,China
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups","5,085,669",2.00,2.00,1,,,,China
390591 -- Copolymers,"131,945",8.00,8.00,2,,,,China
390599 -- Other,"1,090,857",4.50,4.50,4,,,,China
390610 - Poly(methyl methacrylate),"366,306",14.00,14.00,1,,,,China
390690 - Other,"32,741,484",9.76,9.76,17,,,,China
390710 - Polyacetals,"1,380,860",8.67,8.67,9,,,,China
390720 - Other polyethers,"22,601,900",8.67,8.67,9,,,,China
390730 - Epoxide resins,"3,365,763",14.00,14.00,5,,,,China
390740 - Polycarbonates,"2,579,229",8.00,8.00,2,,,,China
390750 - Alkyd resins,"8,146",14.00,14.00,2,,,,China
390760 - Poly(ethylene terephthalate),"4,090,805",14.00,14.00,1,,,,China
390770 - Poly(lactic acid),"3,920",14.00,14.00,1,,,,China
390791 -- Unsaturated,"634,864",14.00,14.00,1,,,,China
390799 -- Other,"6,402,795",8.00,8.00,6,,,,China
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12","1,393,208",6.80,6.80,10,,,,China
390890 - Other,"1,633,537",6.00,6.00,3,,,,China
390910 - Urea resins; thiourea resins,"74,216",14.00,14.00,1,,,,China
390920 - Melamine resins,"60,312",14.00,14.00,4,,,,China
390930 - Other amino-resins,"11,521,447",14.00,14.00,2,,,,China
390940 - Phenolic resins,"6,095,020",14.00,14.00,4,,,,China
390950 - Polyurethanes,"6,634,428",9.20,9.20,5,,,,China
391000 Silicones in primary forms.,"7,978,233",9.50,9.50,8,,,,China
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes","4,412,589",10.00,10.00,3,,,,China
391190 - Other,"6,253,587",5.69,5.69,13,,,,China
391211 -- Non-plasticised,"2,048,358",5.00,5.00,2,,,,China
391212 -- Plasticised,,2.00,2.00,1,,,,China
391220 - Cellulose nitrates (including collodions),,14.00,14.00,3,,,,China
391231 -- Carboxymethylcellulose and its salts,"2,392,979",14.00,14.00,4,,,,China
391239 -- Other,"15,034,981",2.00,2.00,4,,,,China
391290 - Other,"411,044",10.00,10.00,6,,,,China
"391310 - Alginic acid, its salts and esters","2,592,913",2.00,2.00,1,,,,China
391390 - Other,"15,112,249",4.67,4.67,9,,,,China
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.","3,821,207",2.00,2.00,3,,,,China
391510 - Of polymers of ethylene,,14.00,14.00,1,,,,China
391520 - Of polymers of styrene,,14.00,14.00,1,,,,China
391530 - Of polymers of vinyl chloride,,14.00,14.00,1,,,,China
391590 - Of other plastics,"15,409",14.00,14.00,1,,,,China
391610 - Of polymers of ethylene,"21,370",16.00,16.00,1,,,,China
391620 - Of polymers of vinyl chloride,"3,479,178",16.00,16.00,1,,,,China
391690 - Of other plastics,"2,088,960",16.00,16.00,2,,,,China
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"6,390,641",6.67,6.67,3,,,,China
391721 -- Of polymers of ethylene,"850,318",16.00,16.00,1,,,,China
391722 -- Of polymers of propylene,"1,341,420",16.00,16.00,1,,,,China
391723 -- Of polymers of vinyl chloride,"131,600",16.00,16.00,1,,,,China
391729 -- Of other plastics,"446,269",16.00,16.00,1,,,,China
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","412,343",16.00,16.00,1,,,,China
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","3,038,409",12.50,12.50,8,,,,China
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","732,660",16.00,16.00,1,,,,China
391739 -- Other,"2,055,571",16.00,16.00,1,,,,China
391740 - Fittings,"5,640,481",8.00,8.00,2,,,,China
391810 - Of polymers of vinyl chloride,"16,915,811",16.00,16.00,1,,,,China
391890 - Of other plastics,"2,307,512",16.00,16.00,1,,,,China
391910 - In rolls of a width not exceeding 20 cm,"14,958,198",16.00,16.00,1,,,,China
391990 - Other,"43,637,505",16.00,16.00,1,,,,China
392010 - Of polymers of ethylene,"2,682,538",6.67,6.67,3,,,,China
392020 - Of polymers of propylene,"4,985,434",9.00,9.00,4,,,,China
392030 - Of polymers of styrene,"1,293,102",16.00,16.00,1,,,,China
392043 -- Containing by weight not less than 6 % of plasticisers,"7,214,282",16.00,16.00,2,,,,China
392049 -- Other,"9,353,323",16.00,16.00,1,,,,China
392051 -- Of poly(methyl methacrylate),"2,206,449",16.00,16.00,1,,,,China
392059 -- Other,"726,543",16.00,16.00,1,,,,China
392061 -- Of polycarbonates,"4,099,560",16.00,16.00,1,,,,China
392062 -- Of poly(ethylene terephthalate),"2,533,142",12.50,12.50,4,,,,China
392063 -- Of unsaturated polyesters,"308,779",16.00,16.00,1,,,,China
392069 -- Of other polyesters,"1,637,915",16.00,16.00,1,,,,China
392071 -- Of regenerated cellulose,"1,376,209",16.00,16.00,1,,,,China
392073 -- Of cellulose acetate,"184,208",16.00,16.00,2,,,,China
392079 -- Of other cellulose derivatives,"6,480",9.00,9.00,2,,,,China
392091 -- Of poly(vinyl butyral),"10,745,558",16.00,16.00,1,,,,China
392092 -- Of polyamides,"165,954",16.00,16.00,1,,,,China
392093 -- Of amino-resins,,16.00,16.00,1,,,,China
392094 -- Of phenolic resins,259,16.00,16.00,1,,,,China
392099 -- Of other plastics,"6,739,760",9.00,9.00,6,,,,China
392111 -- Of polymers of styrene,"1,339,544",16.00,16.00,1,,,,China
392112 -- Of polymers of vinyl chloride,"2,900,960",16.00,16.00,1,,,,China
392113 -- Of polyurethanes,"34,128,036",9.00,9.00,2,,,,China
392114 -- Of regenerated cellulose,"23,565",16.00,16.00,1,,,,China
392119 -- Of other plastics,"3,233,804",16.00,16.00,1,,,,China
392190 - Other,"27,717,881",10.40,10.40,5,,,,China
"392210 - Baths, shower-baths, sinks and wash-basins","475,177",18.00,18.00,1,,,,China
392220 - Lavatory seats and covers,"7,321,965",18.00,18.00,1,,,,China
392290 - Other,"7,343,358",18.00,18.00,1,,,,China
"392310 - Boxes, cases, crates and similar articles","4,869,677",18.00,18.00,2,,,,China
392321 -- Of polymers of ethylene,"5,507,745",18.00,18.00,2,,,,China
392329 -- Of other plastics,"5,510,242",18.00,18.00,2,,,,China
"392330 - Carboys, bottles, flasks and similar articles","9,220,438",18.00,18.00,1,,,,China
"392340 - Spools, cops, bobbins and similar supports","114,974",18.00,18.00,1,,,,China
"392350 - Stoppers, lids, caps and other closures","13,217,589",18.00,18.00,1,,,,China
392390 - Other,"15,313,093",18.00,18.00,1,,,,China
392410 - Tableware and kitchenware,"36,668,803",18.00,18.00,1,,,,China
392490 - Other,"14,461,643",18.00,18.00,1,,,,China
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",994,18.00,18.00,1,,,,China
"392520 - Doors, windows and their frames and thresholds for doors","1,709,846",18.00,18.00,1,,,,China
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","1,555,274",18.00,18.00,1,,,,China
392590 - Other,"3,343,539",18.00,18.00,2,,,,China
392610 - Office or school supplies,"1,524,345",18.00,18.00,1,,,,China
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","37,174,878",18.00,18.00,1,,,,China
"392630 - Fittings for furniture, coachwork or the like","6,169,975",18.00,18.00,1,,,,China
392640 - Statuettes and other ornamental articles,"8,009,161",18.00,18.00,1,,,,China
392690 - Other,"99,605,504",12.22,12.22,9,,,,China
,2015,"928,221,438",10.93,10.93,307,,,,China
390110 - Polyethylene having a specific gravity of less than 0.94,"992,879",14.00,14.00,3,,,,China
